id,Tanggal / Waktu Kejadian,Minggu,Bulan,Tahun,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Kode Jenis Kejadian,Nama Kejadian,Jenis Bencana,is_bencana,Jumlah Kejadian,Meninggal,Hilang,Luka / Sakit,menderita_mengungsi,Rumah Rusak Berat,Rumah Rusak Sedang,Rumah Rusak Ringan,Rumah Terendam,Satuan Pendidikan Rusak,Rumah Ibadat Rusak,Fasilitas Pelayanan Kesehatan Rusak,Kantor Rusak,Jembatan Rusak
0f1c4386-95b5-412d-ba5a-3547479b7233,2025-12-28 20:20:00.548,52,12,2025,71,Sulawesi Utara,71.71,Kota Manado,2020,Kebakaran Gedung dan Permukiman,Kebakaran permukiman,True,1.0,16,0,9,0,0,0,0,0,0,0,0,0,0
dfab02d8-1551-4534-a0d2-778648d286ab,2025-12-22 13:17:00.869,52,12,2025,73,Sulawesi Selatan,73.08,Bone,1040,Cuaca Ekstrem,Cuaca ekstrem,True,1.0,0,0,0,105,0,0,21,0,2,0,0,0,0
04bad9aa-2358-4400-99a7-4a13e694a296,2025-12-21 01:00:00.609,51,12,2025,13,Sumatera Barat,13.08,Pasaman,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,200,0,0,0,40,0,0,0,0,0
8a350333-4281-4dc5-94f5-8c21ae8c1bf0,2025-12-20 15:30:00.292,51,12,2025,71,Sulawesi Utara,71.01,Bolaang Mongondow,1010,Banjir,Banjir,True,1.0,0,0,0,67,0,0,0,18,0,0,0,0,0
88db9a64-df15-4be3-93ff-9df91570f8e6,2025-12-20 08:00:00.784,51,12,2025,12,Sumatera Utara,12.04,Nias,1012,Banjir Bandang,Banjir,True,1.0,0,0,0,70,0,0,0,14,0,0,0,0,0
9ad3f16c-32dd-4d1b-bfbe-e34d2e0082bd,2025-12-18 18:00:00.998,51,12,2025,73,Sulawesi Selatan,73.14,Sidenreng Rappang,1020,Tanah Longsor,Longsor,True,1.0,0,0,0,1414,0,0,0,0,0,0,0,0,0
89e2d123-9ec3-4cd0-a7f6-aa16360936c8,2025-12-14 16:00:00.917,50,12,2025,16,Sumatera Selatan,16.02,Ogan Komering Ilir,1010,Banjir,Banjir,True,1.0,0,0,0,855,0,0,0,164,0,0,0,0,0
7cba83c2-9fb4-4526-9e74-7faac0e254e8,2025-12-14 13:36:00.485,50,12,2025,73,Sulawesi Selatan,73.15,Pinrang,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,280,17,17,22,0,2,0,0,0,0
6f59c4c3-5ca8-4b38-bb44-fdc93411e1e0,2025-12-13 15:00:00.591,50,12,2025,16,Sumatera Selatan,16.12,Penukal Abab Lematang Ilir,1010,Banjir,Banjir,True,1.0,0,0,0,1875,0,0,0,510,0,0,0,0,0
12bb565e-c32a-441e-b94a-6405a39e9f34,2025-12-13 10:00:00.585,50,12,2025,73,Sulawesi Selatan,73.11,Barru,1041,Puting Beliung,Cuaca ekstrem,True,1.0,0,0,0,50,0,0,10,0,0,0,0,0,0
a3c1bf92-8b33-429a-962c-fca6ba3c10f5,2025-12-13 08:00:00.527,50,12,2025,16,Sumatera Selatan,16.03,Muara Enim,1010,Banjir,Banjir,True,1.0,0,0,0,310,0,0,0,88,0,0,0,0,0
bd5f6baf-79e5-4247-9ee4-2928c059c6b4,2025-12-11 15:00:00.314,50,12,2025,16,Sumatera Selatan,16.02,Ogan Komering Ilir,1010,Banjir,Banjir,True,1.0,0,0,0,150,0,0,0,0,0,0,0,0,0
38ad47dc-2572-45e5-becc-d2128b4e68d6,2025-12-10 10:00:00.335,50,12,2025,12,Sumatera Utara,12.14,Nias Selatan,1010,Banjir,Banjir,True,1.0,0,0,0,918,1,0,0,86,0,0,0,0,0
c3406ca6-57a0-468c-95b2-06964235c206,2025-12-10 06:00:00.827,50,12,2025,16,Sumatera Selatan,16.06,Musi Banyuasin,1010,Banjir,Banjir,True,1.0,0,0,0,0,0,0,0,30,0,0,0,0,0
0c25fdd3-2e2e-4285-9222-cfa25d1a9a03,2025-12-09 01:00:00.253,50,12,2025,74,Sulawesi Tenggara,74.06,Bombana,1010,Banjir,Banjir,True,1.0,0,0,0,120,0,0,0,24,0,0,0,0,0
3515d35b-702f-4137-89fb-4f14b425b2e7,2025-12-07 16:00:00.070,49,12,2025,72,Sulawesi Tengah,72.08,Parigi Moutong,1011,Banjir Rob,Banjir,True,0.5,0,0,0,161,0,0,1,40,0,0,0,0,0
18b2c716-9052-4d05-b8d3-c565ddefde6b,2025-12-06 16:00:00.609,49,12,2025,72,Sulawesi Tengah,72.08,Parigi Moutong,1011,Banjir Rob,Banjir,True,1.0,0,0,0,230,0,0,27,0,0,0,0,0,0
be23d52f-d707-4db2-940f-c927cd5ebe55,2025-12-06 15:30:00.174,49,12,2025,72,Sulawesi Tengah,72.09,Tojo Una Una,1011,Banjir Rob,Banjir,True,1.0,0,0,0,160,0,0,0,32,0,0,0,0,0
5a19ef61-3cb6-40a3-88bc-a49de4cc01f7,2025-12-06 10:35:00.692,49,12,2025,72,Sulawesi Tengah,72.04,Toli Toli,1041,Puting Beliung,Cuaca ekstrem,True,1.0,0,0,0,26,0,0,8,0,0,0,0,0,0
5b5c85b1-88ec-4ce3-b239-3550dca931c7,2025-12-05 13:30:00.479,49,12,2025,73,Sulawesi Selatan,73.16,Enrekang,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,50,0,4,1,0,0,0,0,0,0
5a511961-0f1c-43cb-914d-4c5601c6bcd7,2025-12-03 14:30:00.323,49,12,2025,73,Sulawesi Selatan,73.22,Luwu Utara,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,35,0,0,12,0,0,0,0,0,0
af03a882-71f8-4e87-a5b8-b1a5aefd1e4e,2025-12-03 13:00:00.477,49,12,2025,73,Sulawesi Selatan,73.17,Luwu,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,10,0,1,1,0,0,0,0,0,0
9a8f1ecd-7f82-4682-bc7b-ad406ccdb091,2025-12-03 03:00:00.567,49,12,2025,74,Sulawesi Tenggara,74.06,Bombana,1010,Banjir,Banjir,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
57f694c5-5199-4f67-b836-6b5c09546dd6,2025-11-30 22:00:00.662,48,11,2025,73,Sulawesi Selatan,73.24,Luwu Timur,1040,Cuaca Ekstrem,Cuaca ekstrem,True,1.0,0,0,0,0,10,10,0,0,0,0,0,0,0
1cc11a27-211a-4c2f-9f9c-505d2ca2a7bc,2025-11-30 13:45:00.922,48,11,2025,73,Sulawesi Selatan,73.03,Bantaeng,1010,Banjir,Banjir,True,1.0,0,0,0,2385,0,0,0,477,0,0,0,0,0
7a2eae15-b538-4e7a-a25e-cd1dd8bc7db0,2025-11-29 20:47:23.519,48,11,2025,13,Sumatera Barat,13.08,Pasaman,1010,Banjir,Banjir,True,1.0,0,0,0,0,557,4,21,361,9,5,0,0,6
396cf565-f1d2-4556-9599-e5b0d13bfbdf,2025-11-29 20:43:19.033,48,11,2025,13,Sumatera Barat,13.76,Kota Payakumbuh,1040,Cuaca Ekstrem,Cuaca ekstrem,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
cec03af3-bf17-4986-aa84-3fe828057ce9,2025-11-29 19:05:13.369,48,11,2025,13,Sumatera Barat,13.11,Solok Selatan,1010,Banjir,Banjir,True,1.0,0,0,0,312,0,0,0,78,0,0,0,0,1
76bfce01-41ac-4144-8200-6b578535247b,2025-11-29 16:30:00.800,48,11,2025,76,Sulawesi Barat,76.04,Polewali Mandar,1010,Banjir,Banjir,True,1.0,0,0,0,980,0,0,0,0,1,0,0,2,0
430706b4-a826-4610-b264-9d306b73582b,2025-11-29 16:30:00.320,48,11,2025,76,Sulawesi Barat,76.04,Polewali Mandar,1010,Banjir,Banjir,True,1.0,0,0,0,4900,0,0,0,980,0,0,0,0,0
05c0eb77-13ce-48c3-b8c5-2b50496bdb4f,2025-11-27 18:00:00.624,48,11,2025,12,Sumatera Utara,12.71,Kota Medan,1010,Banjir,Banjir,True,1.0,12,0,0,46587,384,220,99,3098,0,0,0,0,0
dc02b2d8-9bd6-4792-b372-4acbe5dcf4e7,2025-11-27 18:00:00.451,48,11,2025,12,Sumatera Utara,12.18,Serdang Bedagai,1010,Banjir,Banjir,True,1.0,0,0,0,73448,0,1,55,16679,0,0,0,0,0
26d8ec0b-e160-4d4e-9e59-b0e57222f88c,2025-11-27 17:23:34.566,48,11,2025,12,Sumatera Utara,12.09,Asahan,1010,Banjir,Banjir,True,1.0,0,0,0,3149,0,0,0,643,0,0,0,0,0
794b8cdd-22b8-41e2-b159-89f67509375e,2025-11-27 16:45:32.071,48,11,2025,13,Sumatera Barat,13.09,Kepulauan Mentawai,1010,Banjir,Banjir,True,1.0,0,0,0,7170,530,0,0,0,6,18,2,8,7
fe8834cc-d0f5-43de-a872-f765c6cbc9cd,2025-11-27 16:00:00.872,48,11,2025,13,Sumatera Barat,13.72,Kota Solok,1010,Banjir,Banjir,True,1.0,1,0,0,9375,4,2,29,2233,1,16,0,0,0
20173451-d685-49ee-a998-01b858713a32,2025-11-27 06:14:00.683,48,11,2025,12,Sumatera Utara,12.76,Kota Tebing Tinggi,1010,Banjir,Banjir,True,1.0,0,0,0,24332,1,2,71,6971,0,0,0,0,0
336c5bd2-11ad-4409-b284-2936dd7a76ee,2025-11-27 05:00:00.564,48,11,2025,12,Sumatera Utara,12.19,Batu Bara,1010,Banjir,Banjir,True,1.0,0,0,0,55596,11,41,46,13016,0,0,0,0,4
dd358fdb-f41a-4436-a6e0-f0e2a0c7ce51,2025-11-27 00:00:00.546,48,11,2025,13,Sumatera Barat,13.02,Solok,1010,Banjir,Banjir,True,1.0,0,0,88,49306,153,58,127,2353,25,14,0,1,18
a1aaae70-20f8-4733-82ee-6af8a5a3c12a,2025-11-26 18:00:00.272,48,11,2025,12,Sumatera Utara,12.75,Kota Binjai,1010,Banjir,Banjir,True,1.0,0,0,0,28739,22,15,0,7672,0,0,0,0,0
a33bf945-966f-4db0-afcc-96aa2f04833b,2025-11-26 15:15:00.805,48,11,2025,12,Sumatera Utara,12.07,Deli Serdang,1010,Banjir,Banjir,True,1.0,17,0,0,331111,8,5,69,64626,0,0,0,0,0
4b50f5ee-ae27-4306-a3f0-fe122570d367,2025-11-26 11:24:22.642,48,11,2025,13,Sumatera Barat,13.74,Kota Padang Panjang,1010,Banjir,Banjir,True,1.0,17,29,3,359,40,2,356,0,26,5,2,0,4
ee04a909-9da4-4d04-8ef3-b2e9b95e339c,2025-11-26 11:22:43.976,48,11,2025,13,Sumatera Barat,13.12,Pasaman Barat,1010,Banjir,Banjir,True,1.0,5,3,0,61325,30,16,37,2591,31,10,3,2,5
ada99868-a0a2-464f-bd88-1cc2169a984c,2025-11-26 11:07:07.976,48,11,2025,12,Sumatera Utara,12.24,Nias Utara,1010,Banjir,Banjir,True,1.0,0,0,0,632,0,0,0,0,0,0,0,0,0
49f3fcf2-c2c0-4d82-878d-155eebaec3bd,2025-11-26 06:00:00.389,48,11,2025,12,Sumatera Utara,12.05,Langkat,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,16,0,0,455892,714,728,1995,0,0,0,0,0,10
c3f29b09-b6b4-4130-bb73-15afb5d189a7,2025-11-26 00:00:00.312,48,11,2025,73,Sulawesi Selatan,73.24,Luwu Timur,1010,Banjir,Banjir,True,1.0,0,0,0,65,0,0,0,12,0,0,0,0,0
d2be6749-a4e7-4657-a53b-79b87a1df254,2025-11-25 18:00:00.638,48,11,2025,12,Sumatera Utara,12.16,Humbang Hasundutan,1012,Banjir Bandang,Banjir,True,1.0,10,1,0,6580,45,35,137,0,1,3,1,0,6
b11503df-710a-4ac3-86f0-4429c9369ea5,2025-11-25 16:58:39.838,48,11,2025,12,Sumatera Utara,12.04,Nias,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,2,0,0,0,5,5,2,0,0,0,0,0,0
81692a8b-906f-4ae5-a1c3-86bcae89675a,2025-11-25 15:51:56.290,48,11,2025,12,Sumatera Utara,12.15,Pakpak Bharat,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,2,0,0,1835,2,6,9,0,0,0,0,0,0
d74946b2-fab3-4f9b-a283-3617b285235d,2025-11-25 11:00:00.249,48,11,2025,12,Sumatera Utara,12.13,Mandailing Natal,1040,Cuaca Ekstrem,Cuaca ekstrem,True,1.0,0,0,0,65,0,0,13,0,1,0,0,0,0
c3d00960-151b-42dd-b33b-bc4e669b3300,2025-11-25 09:00:00.056,48,11,2025,12,Sumatera Utara,12.02,Tapanuli Utara,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,36,2,3,14033,217,127,613,0,0,0,0,0,25
c72e6f9e-de29-4d07-87de-48f3b460695d,2025-11-25 08:00:00.010,48,11,2025,12,Sumatera Utara,12.77,Kota Padang Sidempuan,1010,Banjir,Banjir,True,1.0,1,0,0,1702,1133,0,0,472,0,0,0,0,0
ee48255d-8d1b-49ca-a9d2-ddb8c69190e8,2025-11-24 21:30:00.223,48,11,2025,12,Sumatera Utara,12.73,Kota Sibolga,1010,Banjir,Banjir,True,1.0,55,0,68,91751,376,71,196,0,0,0,0,0,7
57f1659e-437c-4d68-8b9f-f99f4108c163,2025-11-24 21:00:00.039,48,11,2025,12,Sumatera Utara,12.03,Tapanuli Selatan,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,93,4,160,279974,1832,126,188,0,28,16,0,0,1
3b7f7284-0c8e-4b23-a26b-7a9c73fdb547,2025-11-24 14:34:23.184,48,11,2025,12,Sumatera Utara,12.14,Nias Selatan,1010,Banjir,Banjir,True,1.0,1,0,0,33397,57,6,66,0,6,3,8,0,3
f4d11868-0846-4e42-aa2f-961e25de8b7c,2025-11-24 12:30:00.025,48,11,2025,73,Sulawesi Selatan,73.08,Bone,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,125,8,1,16,0,0,0,0,0,0
85797543-45b5-4ec9-b740-8a3f87ab81e0,2025-11-24 12:00:00.367,48,11,2025,73,Sulawesi Selatan,73.09,Maros,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,60,0,0,12,0,0,0,0,0,0
38d3a13d-82f1-47f5-a880-ae091d71a351,2025-11-24 11:10:00.343,48,11,2025,73,Sulawesi Selatan,73.07,Sinjai,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,125,0,8,17,0,1,0,0,2,0
fae29aa2-dbb2-4426-b248-de15cf7db7fa,2025-11-24 10:00:00.148,48,11,2025,13,Sumatera Barat,13.75,Kota Bukittinggi,1022,Gerakan Tanah,Longsor,True,1.0,0,0,0,68,0,0,0,0,0,0,0,0,0
31029f47-dda2-4b0d-b49d-4e39d8f2229d,2025-11-24 06:19:00.259,48,11,2025,13,Sumatera Barat,13.77,Kota Pariaman,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,0,0,0,7662,10,3,42,1638,41,1,1,0,4
a6c1c050-08d9-4b3e-becd-5b47819c92c4,2025-11-24 06:00:00.372,48,11,2025,13,Sumatera Barat,13.01,Pesisir Selatan,1010,Banjir,Banjir,True,1.0,0,0,0,74523,221,58,99,18728,78,52,1,5,0
0e7f115a-d3f7-44ca-8b9c-e60974979cc6,2025-11-24 04:35:00.579,48,11,2025,13,Sumatera Barat,13.71,Kota Padang,1010,Banjir,Banjir,True,1.0,11,2,31,27153,552,2217,2981,0,29,4,2,3,10
f966f7cd-6ec5-4b8b-81d0-d0ab875417b0,2025-11-24 02:30:00.496,48,11,2025,13,Sumatera Barat,13.07,Lima Puluh Kota,1010,Banjir,Banjir,True,1.0,0,0,0,1243,350,44,79,0,4,1,4,0,38
d44d17ef-86c3-45f5-a98b-19b0ea27b561,2025-11-23 18:00:00.148,47,11,2025,12,Sumatera Utara,12.01,Tapanuli Tengah,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,131,33,11,296453,2381,1565,14045,0,30,0,0,0,4
7961cdc2-18d7-4406-9261-82e7873d78fa,2025-11-23 10:15:00.762,47,11,2025,13,Sumatera Barat,13.04,Tanah Datar,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,1,0,5,6131,136,120,191,3347,6,20,1,9,22
576347d7-967e-4f3f-8b45-5c370220a4fa,2025-11-23 09:28:36.202,47,11,2025,13,Sumatera Barat,13.06,Agam,1012,Banjir Bandang,Banjir,True,1.0,197,36,255,18279,2730,110,265,2282,52,1,1,0,34
7079db03-6567-4d88-80e3-9fde5b45658a,2025-11-22 08:00:00.758,47,11,2025,12,Sumatera Utara,12.13,Mandailing Natal,1013,Banjir dan Tanah Longsor,Banjir,True,1.0,0,0,0,13072,1,544,1943,0,0,0,0,0,6
c2baa8e3-4513-4b9f-8c72-ffda912e3dfa,2025-11-22 08:00:00.444,47,11,2025,13,Sumatera Barat,13.05,Padang Pariaman,1010,Banjir,Banjir,True,1.0,35,0,0,33401,539,347,2668,5045,56,3,1,0,29
6f82d9da-63bd-4cc2-9a43-0f754fe2aff6,2025-11-21 20:30:00.799,47,11,2025,74,Sulawesi Tenggara,74.08,Kolaka Utara,1010,Banjir,Banjir,True,1.0,0,0,0,100,0,0,0,20,0,0,0,0,0
4f3c19ea-5f1e-44b2-b769-eae8d8795ce8,2025-11-21 14:35:00.242,47,11,2025,12,Sumatera Utara,12.71,Kota Medan,2020,Kebakaran Gedung dan Permukiman,Kebakaran permukiman,True,1.0,0,0,0,40,0,13,0,0,0,0,0,0,0
ae402acc-9d89-40e6-bbae-42133a6130b8,2025-11-20 20:00:00.768,47,11,2025,73,Sulawesi Selatan,73.24,Luwu Timur,1040,Cuaca Ekstrem,Cuaca ekstrem,True,1.0,0,0,0,43,3,0,9,0,0,0,0,0,0
2399e725-94f8-4b3e-81bb-84eba2acca5b,2025-11-20 19:00:00.317,47,11,2025,72,Sulawesi Tengah,72.12,Morowali Utara,1010,Banjir,Banjir,True,1.0,0,0,0,150,0,0,0,12,0,0,0,0,0
0b0e535f-496e-4233-8f0a-ce47c3a3d38a,2025-11-19 19:10:00.332,47,11,2025,12,Sumatera Utara,12.71,Kota Medan,1040,Cuaca Ekstrem,Cuaca ekstrem,True,1.0,0,0,0,56,59,55,103,0,0,0,0,0,0
4aba0c2c-37ee-44f2-bb52-642c22941408,2025-11-18 19:00:00.079,47,11,2025,72,Sulawesi Tengah,72.01,Banggai,1041,Puting Beliung,Cuaca ekstrem,True,1.0,0,0,0,31,3,0,6,0,0,0,0,0,0
6005f882-b5c1-493b-810e-3ed7846c4179,2025-11-16 18:00:00.231,46,11,2025,71,Sulawesi Utara,71.01,Bolaang Mongondow,1010,Banjir,Banjir,True,1.0,0,0,0,97,0,0,0,28,0,0,0,0,0
32168ff6-4fbe-42aa-9915-71dab14d941a,2025-11-16 16:00:00.997,46,11,2025,72,Sulawesi Tengah,72.05,Buol,1010,Banjir,Banjir,True,1.0,0,0,0,279,0,0,0,90,0,0,0,0,0
0339de15-ee16-48db-a835-d63491c7469a,2025-11-15 10:21:27.729,46,11,2025,12,Sumatera Utara,12.09,Asahan,1010,Banjir,Banjir,True,1.0,0,0,0,50,0,0,0,10,0,0,0,0,0
042ee093-d352-494f-8ddb-27734066dd59,2025-11-15 09:55:00.124,46,11,2025,73,Sulawesi Selatan,73.02,Bulukumba,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,35,1,7,0,0,0,0,0,0,0
c82152c6-d401-4fa5-9004-1272e2aa7af7,2025-11-15 09:00:00.499,46,11,2025,73,Sulawesi Selatan,73.09,Maros,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,90,0,0,18,0,0,0,0,0,0
77813fad-7994-43d1-88d2-4482995181cf,2025-11-15 07:00:00.701,46,11,2025,73,Sulawesi Selatan,73.05,Takalar,1041,Puting Beliung,Cuaca ekstrem,True,1.0,0,0,0,30,2,1,2,0,0,0,0,0,0
472f2ba9-32dd-4a50-b10b-782a4f9b98e0,2025-11-12 08:20:45.061,46,11,2025,72,Sulawesi Tengah,72.08,Parigi Moutong,1011,Banjir Rob,Banjir,True,1.0,0,0,0,200,0,0,0,40,0,0,0,0,0
900e7812-418f-479b-8a83-48659a6cd299,2025-11-11 15:00:00.707,46,11,2025,12,Sumatera Utara,12.05,Langkat,1010,Banjir,Banjir,True,1.0,0,0,0,350,0,0,0,70,0,0,0,0,0
15c46002-1cfe-4ee5-8cdb-f70d1a57095e,2025-11-11 11:45:00.992,46,11,2025,12,Sumatera Utara,12.21,Padang Lawas,1050,Kekeringan,Kekeringan,True,1.0,0,0,0,1968,0,0,0,0,0,0,0,0,0
efe7823d-e08e-4c57-92b5-b5b62a2a4ae4,2025-11-11 11:45:00.130,46,11,2025,12,Sumatera Utara,12.21,Padang Lawas,1060,Kebakaran Hutan dan Lahan,Kebakaran hutan dan lahan,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
36a422ae-3c01-4eac-ab10-355362a4b828,2025-11-11 11:10:00.216,46,11,2025,16,Sumatera Selatan,16.11,Empat Lawang,2020,Kebakaran Gedung dan Permukiman,Kebakaran permukiman,True,1.0,0,0,0,73,12,0,3,0,0,0,0,0,0
4f146331-a927-4d6f-ba9b-99ec02e56857,2025-11-10 23:30:00.875,46,11,2025,12,Sumatera Utara,12.07,Deli Serdang,1010,Banjir,Banjir,True,1.0,0,0,0,948,0,0,0,237,0,0,0,0,0
da8949c7-e04e-48af-955a-58b9d352a047,2025-11-10 08:00:00.187,46,11,2025,13,Sumatera Barat,13.05,Padang Pariaman,1031,Gelombang Pasang ,Gelombang pasang / Abrasi,True,1.0,0,0,0,60,2,0,0,10,0,0,0,0,0
41ea77b2-3464-43e1-9754-099e8bd90339,2025-11-09 17:00:00.905,45,11,2025,72,Sulawesi Tengah,72.08,Parigi Moutong,1011,Banjir Rob,Banjir,True,1.0,0,0,0,52,0,0,0,12,0,0,0,0,0
c7215123-3089-4f69-ba47-b10c40c608fe,2025-11-08 18:41:00.798,45,11,2025,72,Sulawesi Tengah,72.08,Parigi Moutong,1010,Banjir,Banjir,True,1.0,0,0,0,351,0,0,0,84,0,0,0,0,0
dc2283bb-ceeb-4aad-b29b-e9bf9aada7c5,2025-11-08 05:17:27.341,45,11,2025,12,Sumatera Utara,12.17,Samosir,1050,Kekeringan,Kekeringan,True,1.0,0,0,0,1050,0,0,0,0,0,0,0,0,0
988852c2-9193-4f2d-ba97-1cc48bf7af95,2025-11-07 01:00:00.892,45,11,2025,71,Sulawesi Utara,71.04,Kepulauan Talaud,1041,Puting Beliung,Cuaca ekstrem,True,1.0,0,0,0,90,0,0,18,0,0,0,0,0,0
3d39324e-913f-45fc-9e4a-7fd9794a6c69,2025-11-06 22:00:00.131,45,11,2025,13,Sumatera Barat,13.71,Kota Padang,1030,Gelombang Pasang / Abrasi,Gelombang pasang / Abrasi,True,1.0,0,0,0,40,0,0,0,8,0,0,0,0,0
968b3881-96cc-49a3-be95-4e077f22e293,2025-11-06 18:00:00.496,45,11,2025,72,Sulawesi Tengah,72.03,Donggala,1011,Banjir Rob,Banjir,True,1.0,0,0,0,300,0,0,0,60,0,0,0,0,0
3c9febc4-745a-42f9-8584-be836a8a049f,2025-11-06 17:23:00.598,45,11,2025,72,Sulawesi Tengah,72.08,Parigi Moutong,1010,Banjir,Banjir,True,1.0,0,0,0,75,0,0,0,15,0,0,0,0,0
7cb7b4c9-a10d-4ed7-884b-081c17f3b1fe,2025-11-06 17:00:00.780,45,11,2025,12,Sumatera Utara,12.21,Padang Lawas,1050,Kekeringan,Kekeringan,True,1.0,0,0,0,2357,0,0,0,0,0,0,0,0,0
a8a394d9-0b3f-49eb-aa73-6b8e63fbe424,2025-11-05 17:25:00.352,45,11,2025,72,Sulawesi Tengah,72.04,Toli Toli,1011,Banjir Rob,Banjir,True,1.0,0,0,0,250,0,0,0,50,0,0,0,0,0
f9bf7c96-ddef-4e9f-937c-0ba164b40409,2025-11-04 12:30:00.634,45,11,2025,72,Sulawesi Tengah,72.08,Parigi Moutong,1042,Angin Kencang,Cuaca ekstrem,True,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3a19f58e-2dbb-46df-ad9c-8e3865ea501f,2025-11-04 04:00:00.016,45,11,2025,16,Sumatera Selatan,16.07,Banyuasin,1040,Cuaca Ekstrem,Cuaca ekstrem,True,1.0,0,0,0,63,4,0,11,0,0,0,0,0,0
fa412664-9384-4621-9b4c-0adeab5b6187,2025-11-03 21:00:00.230,45,11,2025,73,Sulawesi Selatan,73.22,Luwu Utara,1042,Angin Kencang,Cuaca ekstrem,True,1.0,0,0,0,90,0,0,20,0,1,0,0,0,0
33fa2f43-a3c7-4539-aa37-e5482e8e70ee,2025-11-02 12:30:00.099,44,11,2025,12,Sumatera Utara,12.77,Kota Padang Sidempuan,1060,Kebakaran Hutan dan Lahan,Kebakaran hutan dan lahan,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
fadeb107-f229-47e8-a430-bd024b8001db,2025-11-01 14:00:00.731,44,11,2025,72,Sulawesi Tengah,72.01,Banggai,1030,Gelombang Pasang / Abrasi,Gelombang pasang / Abrasi,True,1.0,0,0,0,90,0,0,0,18,0,0,0,0,0
0baf6238-9e97-40dd-b61a-8642214ee49a,2025-10-31 20:30:00.737,44,10,2025,16,Sumatera Selatan,16.08,Ogan Komering Ulu Timur,1041,Puting Beliung,Cuaca ekstrem,True,1.0,0,0,0,160,5,27,0,0,0,0,0,0,0
1b8fef6d-45ab-4f65-b03e-e0c07c141f81,2025-10-31 11:45:00.355,44,10,2025,76,Sulawesi Barat,76.02,Mamuju,1010,Banjir,Banjir,True,1.0,0,0,0,2500,0,0,0,500,0,0,0,0,0
c27db78d-4f2e-4516-a33c-00801f4a087f,2025-10-29 23:00:00.906,44,10,2025,74,Sulawesi Tenggara,74.08,Kolaka Utara,1010,Banjir,Banjir,True,1.0,0,0,0,100,0,0,0,20,0,0,0,0,0
6d205982-4dd0-47ac-92b4-396149ddfd51,2025-10-29 21:00:00.459,44,10,2025,71,Sulawesi Utara,71.01,Bolaang Mongondow,1012,Banjir Bandang,Banjir,True,1.0,0,0,0,5768,2,3,8,1907,0,0,0,0,2
695e0374-87b7-478d-be49-5b196dea54af,2025-10-29 20:00:00.273,44,10,2025,72,Sulawesi Tengah,72.01,Banggai,1010,Banjir,Banjir,True,1.0,0,0,0,250,0,0,2,50,0,0,0,0,0
d39c68a3-1cc3-4609-8ed6-6c4d7580a17e,2025-10-29 14:38:00.955,44,10,2025,12,Sumatera Utara,12.01,Tapanuli Tengah,1060,Kebakaran Hutan dan Lahan,Kebakaran hutan dan lahan,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
90004325-d82f-482b-bffb-5e4dc19fe342,2025-10-29 14:00:00.387,44,10,2025,12,Sumatera Utara,12.06,Karo,1060,Kebakaran Hutan dan Lahan,Kebakaran hutan dan lahan,True,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
69aad724-7f06-45c1-b5c0-f9819183af94,2025-10-29 11:25:00.594,44,10,2025,72,Sulawesi Tengah,72.04,Toli Toli,1010,Banjir,Banjir,True,1.0,0,0,0,6830,0,0,0,1120,0,0,0,0,0
f56dbd60-c2fa-43fb-a468-fea5a334599c,2025-10-28 09:17:40.389,44,10,2025,73,Sulawesi Selatan,73.10,Pangkajene Dan Kepulauan,1041,Puting Beliung,Cuaca ekstrem,True,1.0,0,0,0,100,5,7,8,0,0,0,0,0,0
c06580cb-8561-4bb0-bb5f-113f21465232,2025-10-26 15:00:00.154,43,10,2025,72,Sulawesi Tengah,72.04,Toli Toli,1010,Banjir,Banjir,True,1.0,0,0,0,7595,1,0,1,1366,0,0,0,0,1
