year,category,area_ha,category_type,province
2003,0,14813.47666,protected_areas,Sulawesi Selatan
2003,1,2131.48037,protected_areas,Sulawesi Selatan
2003,2,38.57017,protected_areas,Sulawesi Selatan
2004,2,114.35305,protected_areas,Sulawesi Selatan
2004,0,50895.75737,protected_areas,Sulawesi Selatan
2004,1,3764.6721399999997,protected_areas,Sulawesi Selatan
2005,0,21726.58127,protected_areas,Sulawesi Selatan
2005,1,682.2751000000001,protected_areas,Sulawesi Selatan
2005,2,65.91976,protected_areas,Sulawesi Selatan
2006,2,107.59533,protected_areas,Sulawesi Selatan
2006,0,44575.56981,protected_areas,Sulawesi Selatan
2006,1,2062.39172,protected_areas,Sulawesi Selatan
2007,2,55.73216,protected_areas,Sulawesi Selatan
2007,0,18242.8489,protected_areas,Sulawesi Selatan
2007,1,471.72693,protected_areas,Sulawesi Selatan
2008,0,15949.71115,protected_areas,Sulawesi Selatan
2008,1,284.08619,protected_areas,Sulawesi Selatan
2008,2,85.63787,protected_areas,Sulawesi Selatan
2009,0,45162.01972,protected_areas,Sulawesi Selatan
2009,1,759.89977,protected_areas,Sulawesi Selatan
2009,2,201.87801000000002,protected_areas,Sulawesi Selatan
2010,1,257.13176,protected_areas,Sulawesi Selatan
2010,0,15846.77032,protected_areas,Sulawesi Selatan
2010,2,54.03201,protected_areas,Sulawesi Selatan
2011,0,34126.51105,protected_areas,Sulawesi Selatan
2011,1,612.0212200000001,protected_areas,Sulawesi Selatan
2011,2,193.97591,protected_areas,Sulawesi Selatan
2012,1,447.26398000000006,protected_areas,Sulawesi Selatan
2012,2,120.32142999999999,protected_areas,Sulawesi Selatan
2012,0,38087.27194,protected_areas,Sulawesi Selatan
2013,2,79.18605000000001,protected_areas,Sulawesi Selatan
2013,1,482.37377000000004,protected_areas,Sulawesi Selatan
2013,0,27850.54103,protected_areas,Sulawesi Selatan
2014,0,64860.376930000006,protected_areas,Sulawesi Selatan
2014,1,738.74224,protected_areas,Sulawesi Selatan
2014,2,185.69677,protected_areas,Sulawesi Selatan
2015,0,72730.39506,protected_areas,Sulawesi Selatan
2015,1,1039.54461,protected_areas,Sulawesi Selatan
2015,2,246.8986,protected_areas,Sulawesi Selatan
2016,2,416.13145000000003,protected_areas,Sulawesi Selatan
2016,1,1560.83223,protected_areas,Sulawesi Selatan
2016,0,69164.03188,protected_areas,Sulawesi Selatan
2017,0,52295.5365,protected_areas,Sulawesi Selatan
2017,1,790.23134,protected_areas,Sulawesi Selatan
2017,2,441.36289999999997,protected_areas,Sulawesi Selatan
2018,0,46089.09826,protected_areas,Sulawesi Selatan
2018,1,408.37824000000006,protected_areas,Sulawesi Selatan
2018,2,172.98633,protected_areas,Sulawesi Selatan
2019,1,927.6033499999999,protected_areas,Sulawesi Selatan
2019,2,287.36948,protected_areas,Sulawesi Selatan
2019,0,66209.20748,protected_areas,Sulawesi Selatan
2020,0,32877.564790000004,protected_areas,Sulawesi Selatan
2020,1,340.20213,protected_areas,Sulawesi Selatan
2020,2,381.53866999999997,protected_areas,Sulawesi Selatan
2021,0,25386.42208,protected_areas,Sulawesi Selatan
2021,1,284.62864,protected_areas,Sulawesi Selatan
2021,2,236.62081,protected_areas,Sulawesi Selatan
2022,2,188.28428,protected_areas,Sulawesi Selatan
2022,0,35790.75574,protected_areas,Sulawesi Selatan
2022,1,256.33023,protected_areas,Sulawesi Selatan
2023,0,77996.62327,protected_areas,Sulawesi Selatan
2023,1,929.52705,protected_areas,Sulawesi Selatan
2023,2,267.91663,protected_areas,Sulawesi Selatan
2024,0,28814.486,protected_areas,Sulawesi Selatan
2024,1,269.57302,protected_areas,Sulawesi Selatan
2024,2,122.95679,protected_areas,Sulawesi Selatan
2025,1,434.49609,protected_areas,Sulawesi Selatan
2025,0,42695.11128,protected_areas,Sulawesi Selatan
2025,2,181.79783,protected_areas,Sulawesi Selatan
2001,Fruit,421.25374,plantations,Sulawesi Selatan
2001,Fruit Mix,35.46966,plantations,Sulawesi Selatan
2001,Oil palm,469.58225,plantations,Sulawesi Selatan
2001,Oil palm mix,1089.41138,plantations,Sulawesi Selatan
2001,Other mix,2.29713,plantations,Sulawesi Selatan
2001,Recently cleared,37.68867,plantations,Sulawesi Selatan
2001,Rubber,130.24747,plantations,Sulawesi Selatan
2001,Rubber mix,4.82398,plantations,Sulawesi Selatan
2001,Unknown,10.33795,plantations,Sulawesi Selatan
2002,Unknown,1.3028499999999998,plantations,Sulawesi Selatan
2002,Rubber mix,0.91885,plantations,Sulawesi Selatan
2002,Recently cleared,75.57115,plantations,Sulawesi Selatan
2002,Other mix,0.45943,plantations,Sulawesi Selatan
2002,Rubber,53.14036,plantations,Sulawesi Selatan
2002,Oil palm,408.63656000000003,plantations,Sulawesi Selatan
2002,Fruit Mix,13.422740000000001,plantations,Sulawesi Selatan
2002,Fruit,514.33776,plantations,Sulawesi Selatan
2002,Oil palm mix,827.6985099999999,plantations,Sulawesi Selatan
2003,Unknown,1.22514,plantations,Sulawesi Selatan
2003,Rubber mix,0.68914,plantations,Sulawesi Selatan
2003,Rubber,34.22729,plantations,Sulawesi Selatan
2003,Recently cleared,19.42048,plantations,Sulawesi Selatan
2003,Other mix,0.07657,plantations,Sulawesi Selatan
2003,Oil palm,374.50666,plantations,Sulawesi Selatan
2003,Fruit Mix,9.28134,plantations,Sulawesi Selatan
2003,Fruit,153.46658,plantations,Sulawesi Selatan
2003,Oil palm mix,627.87538,plantations,Sulawesi Selatan
2004,Rubber,76.11169,plantations,Sulawesi Selatan
2004,Unknown,16.0832,plantations,Sulawesi Selatan
2004,Rubber mix,1.83771,plantations,Sulawesi Selatan
2004,Recently cleared,269.51160000000004,plantations,Sulawesi Selatan
2004,Fruit Mix,12.34486,plantations,Sulawesi Selatan
2004,Oil palm mix,2850.5879,plantations,Sulawesi Selatan
2004,Oil palm,1315.6463199999998,plantations,Sulawesi Selatan
2004,Other mix,1.14857,plantations,Sulawesi Selatan
2004,Fruit,777.74867,plantations,Sulawesi Selatan
2005,Rubber mix,1.072,plantations,Sulawesi Selatan
2005,Rubber,37.13699,plantations,Sulawesi Selatan
2005,Recently cleared,23.17945,plantations,Sulawesi Selatan
2005,Other mix,1.76114,plantations,Sulawesi Selatan
2005,Unknown,3.5225600000000004,plantations,Sulawesi Selatan
2005,Oil palm,2930.3263899999997,plantations,Sulawesi Selatan
2005,Fruit Mix,13.72274,plantations,Sulawesi Selatan
2005,Fruit,385.86023000000006,plantations,Sulawesi Selatan
2005,Oil palm mix,797.46793,plantations,Sulawesi Selatan
2006,Unknown,6.73925,plantations,Sulawesi Selatan
2006,Rubber mix,2.06742,plantations,Sulawesi Selatan
2006,Rubber,168.76274,plantations,Sulawesi Selatan
2006,Recently cleared,107.15404000000001,plantations,Sulawesi Selatan
2006,Other mix,1.30171,plantations,Sulawesi Selatan
2006,Oil palm,4815.01717,plantations,Sulawesi Selatan
2006,Fruit Mix,16.410899999999998,plantations,Sulawesi Selatan
2006,Fruit,746.48046,plantations,Sulawesi Selatan
2006,Oil palm mix,1753.73028,plantations,Sulawesi Selatan
2007,Rubber,24.57933,plantations,Sulawesi Selatan
2007,Unknown,3.6024,plantations,Sulawesi Selatan
2007,Rubber mix,0.536,plantations,Sulawesi Selatan
2007,Recently cleared,40.856030000000004,plantations,Sulawesi Selatan
2007,Fruit Mix,7.5908999999999995,plantations,Sulawesi Selatan
2007,Oil palm mix,367.88173000000006,plantations,Sulawesi Selatan
2007,Fruit,580.6317300000001,plantations,Sulawesi Selatan
2007,Other mix,0.07657,plantations,Sulawesi Selatan
2007,Oil palm,2415.10637,plantations,Sulawesi Selatan
2008,Rubber mix,1.68456,plantations,Sulawesi Selatan
2008,Rubber,80.47625,plantations,Sulawesi Selatan
2008,Recently cleared,87.48921,plantations,Sulawesi Selatan
2008,Other mix,1.76114,plantations,Sulawesi Selatan
2008,Unknown,2.8334200000000003,plantations,Sulawesi Selatan
2008,Oil palm,1703.74001,plantations,Sulawesi Selatan
2008,Fruit Mix,7.05266,plantations,Sulawesi Selatan
2008,Fruit,231.87231,plantations,Sulawesi Selatan
2008,Oil palm mix,293.73522,plantations,Sulawesi Selatan
2009,Unknown,5.43968,plantations,Sulawesi Selatan
2009,Rubber mix,1.37828,plantations,Sulawesi Selatan
2009,Rubber,49.23523,plantations,Sulawesi Selatan
2009,Recently cleared,2007.68202,plantations,Sulawesi Selatan
2009,Other mix,1.91428,plantations,Sulawesi Selatan
2009,Oil palm,2785.0278399999997,plantations,Sulawesi Selatan
2009,Fruit,1311.2961999999998,plantations,Sulawesi Selatan
2009,Oil palm mix,1168.43785,plantations,Sulawesi Selatan
2009,Fruit Mix,32.90959,plantations,Sulawesi Selatan
2010,Unknown,2.29812,plantations,Sulawesi Selatan
2010,Recently cleared,390.24254,plantations,Sulawesi Selatan
2010,Rubber mix,2.06742,plantations,Sulawesi Selatan
2010,Rubber,40.04669,plantations,Sulawesi Selatan
2010,Other mix,3.21599,plantations,Sulawesi Selatan
2010,Oil palm,1320.75009,plantations,Sulawesi Selatan
2010,Fruit Mix,22.9204,plantations,Sulawesi Selatan
2010,Fruit,443.36445000000003,plantations,Sulawesi Selatan
2010,Oil palm mix,564.5518,plantations,Sulawesi Selatan
2011,Rubber mix,5.66626,plantations,Sulawesi Selatan
2011,Rubber,45.48324,plantations,Sulawesi Selatan
2011,Recently cleared,143.96244000000002,plantations,Sulawesi Selatan
2011,Other mix,1.45485,plantations,Sulawesi Selatan
2011,Unknown,3.14112,plantations,Sulawesi Selatan
2011,Oil palm,1653.3687,plantations,Sulawesi Selatan
2011,Fruit Mix,29.748829999999998,plantations,Sulawesi Selatan
2011,Fruit,725.41678,plantations,Sulawesi Selatan
2011,Oil palm mix,981.87091,plantations,Sulawesi Selatan
2012,Unknown,4.13641,plantations,Sulawesi Selatan
2012,Rubber mix,5.43655,plantations,Sulawesi Selatan
2012,Rubber,141.27371,plantations,Sulawesi Selatan
2012,Recently cleared,630.67362,plantations,Sulawesi Selatan
2012,Other mix,1.14857,plantations,Sulawesi Selatan
2012,Oil palm,2405.12111,plantations,Sulawesi Selatan
2012,Fruit Mix,30.29294,plantations,Sulawesi Selatan
2012,Fruit,914.59878,plantations,Sulawesi Selatan
2012,Oil palm mix,824.75284,plantations,Sulawesi Selatan
2013,Rubber,73.35513,plantations,Sulawesi Selatan
2013,Unknown,2.06955,plantations,Sulawesi Selatan
2013,Rubber mix,3.4457,plantations,Sulawesi Selatan
2013,Recently cleared,908.81964,plantations,Sulawesi Selatan
2013,Oil palm,568.42006,plantations,Sulawesi Selatan
2013,Oil palm mix,815.63066,plantations,Sulawesi Selatan
2013,Other mix,0.38286,plantations,Sulawesi Selatan
2013,Fruit Mix,22.37646,plantations,Sulawesi Selatan
2013,Fruit,494.9685,plantations,Sulawesi Selatan
2014,Rubber mix,2.45028,plantations,Sulawesi Selatan
2014,Rubber,45.10039,plantations,Sulawesi Selatan
2014,Recently cleared,1732.64241,plantations,Sulawesi Selatan
2014,Other mix,0.68914,plantations,Sulawesi Selatan
2014,Unknown,2.60755,plantations,Sulawesi Selatan
2014,Oil palm,748.542,plantations,Sulawesi Selatan
2014,Fruit Mix,24.31032,plantations,Sulawesi Selatan
2014,Fruit,1498.78502,plantations,Sulawesi Selatan
2014,Oil palm mix,3258.7933700000003,plantations,Sulawesi Selatan
2015,Unknown,0.84342,plantations,Sulawesi Selatan
2015,Rubber mix,0.61257,plantations,Sulawesi Selatan
2015,Rubber,10.71996,plantations,Sulawesi Selatan
2015,Recently cleared,93.91274000000001,plantations,Sulawesi Selatan
2015,Other mix,0.536,plantations,Sulawesi Selatan
2015,Oil palm,498.03389,plantations,Sulawesi Selatan
2015,Fruit Mix,62.66647,plantations,Sulawesi Selatan
2015,Fruit,1323.79346,plantations,Sulawesi Selatan
2015,Oil palm mix,1882.39008,plantations,Sulawesi Selatan
2016,Rubber,6.66169,plantations,Sulawesi Selatan
2016,Unknown,76.39509,plantations,Sulawesi Selatan
2016,Rubber mix,1.53142,plantations,Sulawesi Selatan
2016,Recently cleared,13.59389,plantations,Sulawesi Selatan
2016,Oil palm mix,1418.3666600000001,plantations,Sulawesi Selatan
2016,Oil palm,381.74207,plantations,Sulawesi Selatan
2016,Fruit Mix,54.921060000000004,plantations,Sulawesi Selatan
2016,Fruit,1373.4774400000001,plantations,Sulawesi Selatan
2017,Rubber mix,5.20684,plantations,Sulawesi Selatan
2017,Rubber,81.85453,plantations,Sulawesi Selatan
2017,Recently cleared,70.82378,plantations,Sulawesi Selatan
2017,Other mix,0.91885,plantations,Sulawesi Selatan
2017,Unknown,140.70195999999999,plantations,Sulawesi Selatan
2017,Oil palm,518.62737,plantations,Sulawesi Selatan
2017,Fruit Mix,64.58863,plantations,Sulawesi Selatan
2017,Fruit,1984.70651,plantations,Sulawesi Selatan
2017,Oil palm mix,2258.20834,plantations,Sulawesi Selatan
2018,Fruit,945.51122,plantations,Sulawesi Selatan
2018,Fruit Mix,92.74269,plantations,Sulawesi Selatan
2018,Oil palm,2104.17122,plantations,Sulawesi Selatan
2018,Oil palm mix,2440.62679,plantations,Sulawesi Selatan
2018,Recently cleared,67.25736,plantations,Sulawesi Selatan
2018,Rubber,73.27856,plantations,Sulawesi Selatan
2018,Rubber mix,5.05369,plantations,Sulawesi Selatan
2018,Unknown,4.9071,plantations,Sulawesi Selatan
2019,Recently cleared,84.10633,plantations,Sulawesi Selatan
2019,Rubber mix,2.3737,plantations,Sulawesi Selatan
2019,Unknown,5.21652,plantations,Sulawesi Selatan
2019,Other mix,1.99085,plantations,Sulawesi Selatan
2019,Rubber,126.1892,plantations,Sulawesi Selatan
2019,Oil palm,1624.97092,plantations,Sulawesi Selatan
2019,Fruit Mix,174.73023,plantations,Sulawesi Selatan
2019,Fruit,3140.70093,plantations,Sulawesi Selatan
2019,Oil palm mix,3227.88307,plantations,Sulawesi Selatan
2020,Rubber mix,0.61257,plantations,Sulawesi Selatan
2020,Rubber,8.42282,plantations,Sulawesi Selatan
2020,Recently cleared,19.738879999999998,plantations,Sulawesi Selatan
2020,Other mix,0.07657,plantations,Sulawesi Selatan
2020,Unknown,2.14612,plantations,Sulawesi Selatan
2020,Oil palm,1860.49384,plantations,Sulawesi Selatan
2020,Fruit Mix,67.43215,plantations,Sulawesi Selatan
2020,Fruit,729.1599199999999,plantations,Sulawesi Selatan
2020,Oil palm mix,1348.4924,plantations,Sulawesi Selatan
2021,Fruit,635.13788,plantations,Sulawesi Selatan
2021,Fruit Mix,64.89362,plantations,Sulawesi Selatan
2021,Oil palm,435.35139000000004,plantations,Sulawesi Selatan
2021,Oil palm mix,1219.04357,plantations,Sulawesi Selatan
2021,Other mix,0.38286,plantations,Sulawesi Selatan
2021,Recently cleared,14.050329999999999,plantations,Sulawesi Selatan
2021,Rubber,37.21356,plantations,Sulawesi Selatan
2021,Rubber mix,1.68456,plantations,Sulawesi Selatan
2021,Unknown,30.323439999999998,plantations,Sulawesi Selatan
2022,Unknown,2.75856,plantations,Sulawesi Selatan
2022,Rubber mix,5.58969,plantations,Sulawesi Selatan
2022,Recently cleared,48.30826999999999,plantations,Sulawesi Selatan
2022,Rubber,27.48903,plantations,Sulawesi Selatan
2022,Oil palm,276.54296,plantations,Sulawesi Selatan
2022,Fruit Mix,255.91800999999998,plantations,Sulawesi Selatan
2022,Fruit,1773.5978800000003,plantations,Sulawesi Selatan
2022,Oil palm mix,1282.60434,plantations,Sulawesi Selatan
2023,Unknown,7.1340699999999995,plantations,Sulawesi Selatan
2023,Rubber mix,7.9634,plantations,Sulawesi Selatan
2023,Rubber,51.45579,plantations,Sulawesi Selatan
2023,Recently cleared,65.36271,plantations,Sulawesi Selatan
2023,Other mix,7.4274,plantations,Sulawesi Selatan
2023,Oil palm mix,4977.82768,plantations,Sulawesi Selatan
2023,Oil palm,837.76189,plantations,Sulawesi Selatan
2023,Fruit Mix,440.12708,plantations,Sulawesi Selatan
2023,Fruit,3176.57336,plantations,Sulawesi Selatan
2024,Rubber mix,3.4457,plantations,Sulawesi Selatan
2024,Unknown,2.22341,plantations,Sulawesi Selatan
2024,Rubber,4.82398,plantations,Sulawesi Selatan
2024,Recently cleared,153.85282,plantations,Sulawesi Selatan
2024,Fruit Mix,63.9779,plantations,Sulawesi Selatan
2024,Oil palm mix,1498.7526,plantations,Sulawesi Selatan
2024,Oil palm,445.88488,plantations,Sulawesi Selatan
2024,Fruit,629.29921,plantations,Sulawesi Selatan
2024,Other mix,0.15314,plantations,Sulawesi Selatan
2025,Rubber mix,4.59427,plantations,Sulawesi Selatan
2025,Fruit,832.0605400000001,plantations,Sulawesi Selatan
2025,Fruit Mix,154.19261,plantations,Sulawesi Selatan
2025,Oil palm,435.00429,plantations,Sulawesi Selatan
2025,Oil palm mix,2509.64107,plantations,Sulawesi Selatan
2025,Recently cleared,134.10785,plantations,Sulawesi Selatan
2025,Rubber,1.45485,plantations,Sulawesi Selatan
2025,Unknown,6.13152,plantations,Sulawesi Selatan
2001,0,14114.08786,protected_areas,Sulawesi Tenggara
2001,1,1015.60803,protected_areas,Sulawesi Tenggara
2001,2,237.31459,protected_areas,Sulawesi Tenggara
2002,0,14460.617960000001,protected_areas,Sulawesi Tenggara
2002,1,695.6350799999999,protected_areas,Sulawesi Tenggara
2002,2,407.52444,protected_areas,Sulawesi Tenggara
2003,0,10814.7978,protected_areas,Sulawesi Tenggara
2003,1,2079.7801200000004,protected_areas,Sulawesi Tenggara
2003,2,256.82184,protected_areas,Sulawesi Tenggara
2004,2,268.69524,protected_areas,Sulawesi Tenggara
2004,0,36550.84054,protected_areas,Sulawesi Tenggara
2004,1,3579.1392,protected_areas,Sulawesi Tenggara
2005,0,15447.56951,protected_areas,Sulawesi Tenggara
2005,1,581.6409199999999,protected_areas,Sulawesi Tenggara
2005,2,285.36508999999995,protected_areas,Sulawesi Tenggara
2006,2,722.34715,protected_areas,Sulawesi Tenggara
2006,0,41312.73054,protected_areas,Sulawesi Tenggara
2006,1,1939.2308400000002,protected_areas,Sulawesi Tenggara
2007,2,81.43892,protected_areas,Sulawesi Tenggara
2007,0,9233.57237,protected_areas,Sulawesi Tenggara
2007,1,350.35036,protected_areas,Sulawesi Tenggara
2008,0,8289.10674,protected_areas,Sulawesi Tenggara
2008,1,219.01353999999998,protected_areas,Sulawesi Tenggara
2008,2,78.06294,protected_areas,Sulawesi Tenggara
2009,0,28535.13815,protected_areas,Sulawesi Tenggara
2009,1,667.1006299999999,protected_areas,Sulawesi Tenggara
2009,2,367.91446,protected_areas,Sulawesi Tenggara
2010,1,155.19102,protected_areas,Sulawesi Tenggara
2010,0,7071.952670000001,protected_areas,Sulawesi Tenggara
2010,2,58.44388,protected_areas,Sulawesi Tenggara
2011,0,22325.63525,protected_areas,Sulawesi Tenggara
2011,1,556.24902,protected_areas,Sulawesi Tenggara
2011,2,211.01044000000002,protected_areas,Sulawesi Tenggara
2012,1,375.20426000000003,protected_areas,Sulawesi Tenggara
2012,2,213.48554,protected_areas,Sulawesi Tenggara
2012,0,22346.000559999997,protected_areas,Sulawesi Tenggara
2013,2,127.97606999999999,protected_areas,Sulawesi Tenggara
2013,1,428.21374000000003,protected_areas,Sulawesi Tenggara
2013,0,17313.98342,protected_areas,Sulawesi Tenggara
2014,0,46565.43771,protected_areas,Sulawesi Tenggara
2014,1,636.71653,protected_areas,Sulawesi Tenggara
2014,2,409.17703,protected_areas,Sulawesi Tenggara
2015,0,46838.01986,protected_areas,Sulawesi Tenggara
2015,1,931.98758,protected_areas,Sulawesi Tenggara
2015,2,327.22559,protected_areas,Sulawesi Tenggara
2016,2,390.56113,protected_areas,Sulawesi Tenggara
2016,1,999.64578,protected_areas,Sulawesi Tenggara
2016,0,38242.671389999996,protected_areas,Sulawesi Tenggara
2017,0,28680.40477,protected_areas,Sulawesi Tenggara
2017,1,566.22022,protected_areas,Sulawesi Tenggara
2017,2,403.93389,protected_areas,Sulawesi Tenggara
2018,0,27504.102030000002,protected_areas,Sulawesi Tenggara
2018,1,329.71414000000004,protected_areas,Sulawesi Tenggara
2018,2,216.59391,protected_areas,Sulawesi Tenggara
2019,1,554.25277,protected_areas,Sulawesi Tenggara
2019,2,340.61511,protected_areas,Sulawesi Tenggara
2019,0,40265.05939,protected_areas,Sulawesi Tenggara
2020,0,19988.06188,protected_areas,Sulawesi Tenggara
2020,1,244.94555000000003,protected_areas,Sulawesi Tenggara
2020,2,492.81179,protected_areas,Sulawesi Tenggara
2021,0,13424.67582,protected_areas,Sulawesi Tenggara
2021,1,213.56887,protected_areas,Sulawesi Tenggara
2021,2,151.78857,protected_areas,Sulawesi Tenggara
2022,2,85.04599,protected_areas,Sulawesi Tenggara
2022,0,14277.4279,protected_areas,Sulawesi Tenggara
2022,1,179.35593,protected_areas,Sulawesi Tenggara
2023,0,42918.74535,protected_areas,Sulawesi Tenggara
2023,1,826.05119,protected_areas,Sulawesi Tenggara
2023,2,182.39476,protected_areas,Sulawesi Tenggara
2024,0,19338.56156,protected_areas,Sulawesi Tenggara
2024,1,213.18687,protected_areas,Sulawesi Tenggara
2024,2,93.02324,protected_areas,Sulawesi Tenggara
2025,1,332.62568999999996,protected_areas,Sulawesi Tenggara
2025,0,27567.36491,protected_areas,Sulawesi Tenggara
2025,2,136.21797,protected_areas,Sulawesi Tenggara
2001,Fruit,252.69608,plantations,Sulawesi Tenggara
2001,Fruit Mix,3.8356700000000004,plantations,Sulawesi Tenggara
2001,Oil palm,343.87242000000003,plantations,Sulawesi Tenggara
2001,Oil palm mix,1034.40768,plantations,Sulawesi Tenggara
2001,Recently cleared,36.53797,plantations,Sulawesi Tenggara
2001,Rubber,17.18383,plantations,Sulawesi Tenggara
2002,Fruit,195.15329,plantations,Sulawesi Tenggara
2002,Fruit Mix,4.90967,plantations,Sulawesi Tenggara
2002,Oil palm,335.71205,plantations,Sulawesi Tenggara
2002,Oil palm mix,763.01181,plantations,Sulawesi Tenggara
2002,Recently cleared,72.65603999999999,plantations,Sulawesi Tenggara
2002,Rubber,86.07257,plantations,Sulawesi Tenggara
2003,Rubber,9.89604,plantations,Sulawesi Tenggara
2003,Recently cleared,10.82857,plantations,Sulawesi Tenggara
2003,Oil palm mix,595.07223,plantations,Sulawesi Tenggara
2003,Fruit Mix,2.53155,plantations,Sulawesi Tenggara
2003,Fruit,106.70562,plantations,Sulawesi Tenggara
2003,Oil palm,203.52803,plantations,Sulawesi Tenggara
2004,Rubber,47.17882,plantations,Sulawesi Tenggara
2004,Fruit,248.6261,plantations,Sulawesi Tenggara
2004,Fruit Mix,6.75079,plantations,Sulawesi Tenggara
2004,Oil palm,1107.57274,plantations,Sulawesi Tenggara
2004,Oil palm mix,2704.16422,plantations,Sulawesi Tenggara
2004,Recently cleared,263.52335,plantations,Sulawesi Tenggara
2005,Fruit,87.06126,plantations,Sulawesi Tenggara
2005,Fruit Mix,1.84112,plantations,Sulawesi Tenggara
2005,Oil palm,2865.12019,plantations,Sulawesi Tenggara
2005,Oil palm mix,721.64505,plantations,Sulawesi Tenggara
2005,Recently cleared,18.883490000000002,plantations,Sulawesi Tenggara
2005,Rubber,29.53471,plantations,Sulawesi Tenggara
2006,Recently cleared,100.94014000000001,plantations,Sulawesi Tenggara
2006,Oil palm mix,1663.07627,plantations,Sulawesi Tenggara
2006,Rubber,219.17053,plantations,Sulawesi Tenggara
2006,Fruit Mix,5.06309,plantations,Sulawesi Tenggara
2006,Fruit,347.04738,plantations,Sulawesi Tenggara
2006,Oil palm,4723.78061,plantations,Sulawesi Tenggara
2007,Fruit,26.62457,plantations,Sulawesi Tenggara
2007,Fruit Mix,2.37812,plantations,Sulawesi Tenggara
2007,Oil palm,2344.98721,plantations,Sulawesi Tenggara
2007,Oil palm mix,235.97923,plantations,Sulawesi Tenggara
2007,Recently cleared,33.10156,plantations,Sulawesi Tenggara
2008,Recently cleared,86.02962,plantations,Sulawesi Tenggara
2008,Oil palm mix,188.33768,plantations,Sulawesi Tenggara
2008,Oil palm,1598.9656100000002,plantations,Sulawesi Tenggara
2008,Fruit Mix,0.38356,plantations,Sulawesi Tenggara
2008,Fruit,50.704660000000004,plantations,Sulawesi Tenggara
2009,Fruit,381.37013,plantations,Sulawesi Tenggara
2009,Fruit Mix,7.211069999999999,plantations,Sulawesi Tenggara
2009,Oil palm,2581.7932,plantations,Sulawesi Tenggara
2009,Oil palm mix,914.0714099999999,plantations,Sulawesi Tenggara
2009,Recently cleared,1440.37333,plantations,Sulawesi Tenggara
2009,Rubber,17.10712,plantations,Sulawesi Tenggara
2010,Rubber,1.22742,plantations,Sulawesi Tenggara
2010,Recently cleared,330.55643,plantations,Sulawesi Tenggara
2010,Oil palm mix,225.38827,plantations,Sulawesi Tenggara
2010,Fruit,35.53154,plantations,Sulawesi Tenggara
2010,Fruit Mix,0.46028,plantations,Sulawesi Tenggara
2010,Oil palm,1192.3223899999998,plantations,Sulawesi Tenggara
2011,Fruit,253.52737,plantations,Sulawesi Tenggara
2011,Fruit Mix,7.057639999999999,plantations,Sulawesi Tenggara
2011,Oil palm,1439.22784,plantations,Sulawesi Tenggara
2011,Oil palm mix,598.68269,plantations,Sulawesi Tenggara
2011,Recently cleared,143.34873,plantations,Sulawesi Tenggara
2011,Rubber,11.81388,plantations,Sulawesi Tenggara
2012,Fruit,174.361,plantations,Sulawesi Tenggara
2012,Fruit Mix,5.293229999999999,plantations,Sulawesi Tenggara
2012,Oil palm,2094.77243,plantations,Sulawesi Tenggara
2012,Oil palm mix,499.48985,plantations,Sulawesi Tenggara
2012,Recently cleared,603.86973,plantations,Sulawesi Tenggara
2012,Rubber,1.61098,plantations,Sulawesi Tenggara
2013,Rubber,6.67408,plantations,Sulawesi Tenggara
2013,Recently cleared,891.55525,plantations,Sulawesi Tenggara
2013,Oil palm mix,661.06659,plantations,Sulawesi Tenggara
2013,Oil palm,377.2568,plantations,Sulawesi Tenggara
2013,Fruit Mix,2.37812,plantations,Sulawesi Tenggara
2013,Fruit,184.65695999999997,plantations,Sulawesi Tenggara
2014,Recently cleared,1659.22191,plantations,Sulawesi Tenggara
2014,Oil palm mix,3053.82594,plantations,Sulawesi Tenggara
2014,Rubber,7.90149,plantations,Sulawesi Tenggara
2014,Fruit Mix,8.66863,plantations,Sulawesi Tenggara
2014,Fruit,628.79742,plantations,Sulawesi Tenggara
2014,Oil palm,548.51536,plantations,Sulawesi Tenggara
2015,Fruit,732.7438500000001,plantations,Sulawesi Tenggara
2015,Fruit Mix,21.5565,plantations,Sulawesi Tenggara
2015,Oil palm,319.87327,plantations,Sulawesi Tenggara
2015,Oil palm mix,1710.5309499999998,plantations,Sulawesi Tenggara
2015,Recently cleared,91.60888,plantations,Sulawesi Tenggara
2015,Rubber,25.31546,plantations,Sulawesi Tenggara
2016,Recently cleared,7.14119,plantations,Sulawesi Tenggara
2016,Rubber,8.43849,plantations,Sulawesi Tenggara
2016,Oil palm,155.18654,plantations,Sulawesi Tenggara
2016,Fruit Mix,17.64411,plantations,Sulawesi Tenggara
2016,Fruit,514.89859,plantations,Sulawesi Tenggara
2016,Oil palm mix,1213.32476,plantations,Sulawesi Tenggara
2017,Fruit,459.12230999999997,plantations,Sulawesi Tenggara
2017,Fruit Mix,20.17565,plantations,Sulawesi Tenggara
2017,Oil palm,172.71152,plantations,Sulawesi Tenggara
2017,Oil palm mix,1849.34941,plantations,Sulawesi Tenggara
2017,Recently cleared,66.06166999999999,plantations,Sulawesi Tenggara
2017,Rubber,18.41125,plantations,Sulawesi Tenggara
2018,Recently cleared,40.14105,plantations,Sulawesi Tenggara
2018,Fruit,432.35001,plantations,Sulawesi Tenggara
2018,Fruit Mix,15.18927,plantations,Sulawesi Tenggara
2018,Oil palm,140.38051000000002,plantations,Sulawesi Tenggara
