umd_tree_cover_loss__year,esa_land_cover_2015__class,area__ha,province,year
2018,Settlement,0.84385,Sulawesi Tenggara,2018.0
2018,Water,218.14965999999998,Sulawesi Tenggara,2018.0
2019,Agriculture,28390.365159999998,Sulawesi Tenggara,2019.0
2019,Forest,53.86268,Sulawesi Tenggara,2019.0
2019,Grassland,215.23693,Sulawesi Tenggara,2019.0
2019,Settlement,1.6877,Sulawesi Tenggara,2019.0
2019,Water,249.0446,Sulawesi Tenggara,2019.0
2020,Agriculture,14587.87028,Sulawesi Tenggara,2020.0
2020,Forest,35.14402,Sulawesi Tenggara,2020.0
2020,Grassland,106.79022,Sulawesi Tenggara,2020.0
2020,Settlement,0.53699,Sulawesi Tenggara,2020.0
2020,Water,176.95203,Sulawesi Tenggara,2020.0
2021,Agriculture,9353.85572,Sulawesi Tenggara,2021.0
2021,Forest,62.44737,Sulawesi Tenggara,2021.0
2021,Grassland,66.82536,Sulawesi Tenggara,2021.0
2021,Water,153.42921,Sulawesi Tenggara,2021.0
2022,Agriculture,10142.19736,Sulawesi Tenggara,2022.0
2022,Forest,28.765850000000004,Sulawesi Tenggara,2022.0
2022,Grassland,116.80133,Sulawesi Tenggara,2022.0
2022,Settlement,0.61371,Sulawesi Tenggara,2022.0
2022,Water,144.26013,Sulawesi Tenggara,2022.0
2023,Agriculture,27164.0743,Sulawesi Tenggara,2023.0
2023,Forest,132.86054000000001,Sulawesi Tenggara,2023.0
2023,Grassland,165.69907999999998,Sulawesi Tenggara,2023.0
2023,Settlement,1.6877,Sulawesi Tenggara,2023.0
2023,Water,379.32054999999997,Sulawesi Tenggara,2023.0
2024,Agriculture,13445.82195,Sulawesi Tenggara,2024.0
2024,Forest,71.11618,Sulawesi Tenggara,2024.0
2024,Grassland,71.48811,Sulawesi Tenggara,2024.0
2024,Settlement,0.15343,Sulawesi Tenggara,2024.0
2024,Water,115.53102,Sulawesi Tenggara,2024.0
2025,Agriculture,18553.14508,Sulawesi Tenggara,2025.0
2025,Forest,67.43145,Sulawesi Tenggara,2025.0
2025,Grassland,72.59157,Sulawesi Tenggara,2025.0
2025,Settlement,0.53699,Sulawesi Tenggara,2025.0
2025,Water,110.58043,Sulawesi Tenggara,2025.0
null,Agriculture,2347791.02305,Sulawesi Tenggara,
null,Forest,15674.03513,Sulawesi Tenggara,
null,Grassland,39603.0813,Sulawesi Tenggara,
null,Settlement,283.34371999999996,Sulawesi Tenggara,
null,Water,9341970.61776,Sulawesi Tenggara,
2001,Agriculture,2724.53223,Gorontalo,2001.0
2001,Forest,13.0007,Gorontalo,2001.0
2001,Grassland,6.7696000000000005,Gorontalo,2001.0
2001,Water,9.23127,Gorontalo,2001.0
2002,Agriculture,5911.78178,Gorontalo,2002.0
2002,Forest,10.84674,Gorontalo,2002.0
2002,Grassland,3.53865,Gorontalo,2002.0
2002,Settlement,0.07693,Gorontalo,2002.0
2002,Water,6.69267,Gorontalo,2002.0
2003,Agriculture,2089.11318,Gorontalo,2003.0
2003,Forest,8.38507,Gorontalo,2003.0
2003,Grassland,2.07704,Gorontalo,2003.0
2003,Water,5.61569,Gorontalo,2003.0
2004,Agriculture,4471.1653,Gorontalo,2004.0
2004,Forest,7.154240000000001,Gorontalo,2004.0
2004,Grassland,4.07714,Gorontalo,2004.0
2004,Water,12.077580000000001,Gorontalo,2004.0
2005,Agriculture,2803.84419,Gorontalo,2005.0
2005,Forest,41.84842,Gorontalo,2005.0
2005,Grassland,4.0002200000000006,Gorontalo,2005.0
2005,Water,7.846579999999999,Gorontalo,2005.0
2006,Agriculture,3316.41042,Gorontalo,2006.0
2006,Forest,36.540440000000004,Gorontalo,2006.0
2006,Grassland,13.539190000000001,Gorontalo,2006.0
2006,Water,8.30814,Gorontalo,2006.0
2007,Agriculture,2873.23256,Gorontalo,2007.0
2007,Forest,31.23246,Gorontalo,2007.0
2007,Grassland,14.61617,Gorontalo,2007.0
2007,Water,12.38528,Gorontalo,2007.0
2008,Agriculture,1146.67751,Gorontalo,2008.0
2008,Forest,11.53909,Gorontalo,2008.0
2008,Grassland,14.30847,Gorontalo,2008.0
2008,Water,20.84728,Gorontalo,2008.0
2009,Agriculture,6721.21025,Gorontalo,2009.0
2009,Forest,23.693579999999997,Gorontalo,2009.0
2009,Grassland,40.84837,Gorontalo,2009.0
2009,Water,50.2335,Gorontalo,2009.0
2010,Agriculture,981.59163,Gorontalo,2010.0
2010,Forest,3.23095,Gorontalo,2010.0
2010,Grassland,4.231,Gorontalo,2010.0
2010,Water,10.76982,Gorontalo,2010.0
2011,Agriculture,1959.0292,Gorontalo,2011.0
2011,Forest,4.15407,Gorontalo,2011.0
2011,Grassland,14.07768,Gorontalo,2011.0
2011,Water,18.69332,Gorontalo,2011.0
2012,Agriculture,2322.2796399999997,Gorontalo,2012.0
2012,Forest,1.30776,Gorontalo,2012.0
2012,Grassland,18.61639,Gorontalo,2012.0
2012,Water,21.23192,Gorontalo,2012.0
2013,Agriculture,2205.2733200000002,Gorontalo,2013.0
2013,Forest,4.30792,Gorontalo,2013.0
2013,Grassland,3.8463600000000002,Gorontalo,2013.0
2013,Water,12.385290000000001,Gorontalo,2013.0
2014,Agriculture,7031.2270499999995,Gorontalo,2014.0
2014,Forest,8.84663,Gorontalo,2014.0
2014,Grassland,78.38886,Gorontalo,2014.0
2014,Water,43.31003,Gorontalo,2014.0
2015,Agriculture,12968.01019,Gorontalo,2015.0
2015,Forest,7.692709999999999,Gorontalo,2015.0
2015,Grassland,33.61721,Gorontalo,2015.0
2015,Water,47.38718,Gorontalo,2015.0
2016,Agriculture,11111.755799999999,Gorontalo,2016.0
2016,Forest,23.38588,Gorontalo,2016.0
2016,Grassland,18.46255,Gorontalo,2016.0
2016,Water,59.310900000000004,Gorontalo,2016.0
2017,Agriculture,7843.117190000001,Gorontalo,2017.0
2017,Forest,2.30781,Gorontalo,2017.0
2017,Grassland,15.61623,Gorontalo,2017.0
2017,Water,53.00287,Gorontalo,2017.0
2018,Agriculture,7710.64847,Gorontalo,2018.0
2018,Forest,12.76992,Gorontalo,2018.0
2018,Grassland,12.923779999999999,Gorontalo,2018.0
2018,Water,47.464110000000005,Gorontalo,2018.0
2019,Agriculture,10392.0245,Gorontalo,2019.0
2019,Forest,8.692779999999999,Gorontalo,2019.0
2019,Grassland,24.77057,Gorontalo,2019.0
2019,Water,135.31503,Gorontalo,2019.0
2020,Agriculture,2884.15623,Gorontalo,2020.0
2020,Forest,6.4618899999999995,Gorontalo,2020.0
2020,Grassland,13.53919,Gorontalo,2020.0
2020,Water,26.5399,Gorontalo,2020.0
2021,Agriculture,2242.42916,Gorontalo,2021.0
2021,Forest,2.07703,Gorontalo,2021.0
2021,Grassland,12.76993,Gorontalo,2021.0
2021,Water,20.231859999999998,Gorontalo,2021.0
2022,Agriculture,2584.29384,Gorontalo,2022.0
2022,Forest,2.84631,Gorontalo,2022.0
2022,Grassland,3.84636,Gorontalo,2022.0
2022,Water,30.46318,Gorontalo,2022.0
2023,Agriculture,7203.62099,Gorontalo,2023.0
2023,Forest,3.15402,Gorontalo,2023.0
2023,Grassland,18.000970000000002,Gorontalo,2023.0
2023,Water,85.69695,Gorontalo,2023.0
2024,Agriculture,3674.5836799999997,Gorontalo,2024.0
2024,Forest,1.61547,Gorontalo,2024.0
2024,Grassland,4.9233400000000005,Gorontalo,2024.0
2024,Water,30.30934,Gorontalo,2024.0
2025,Agriculture,4041.142,Gorontalo,2025.0
2025,Forest,0.38463,Gorontalo,2025.0
2025,Grassland,12.00065,Gorontalo,2025.0
2025,Water,33.77106,Gorontalo,2025.0
null,Agriculture,867248.98047,Gorontalo,
null,Forest,2257.1992,Gorontalo,
null,Grassland,2941.77475,Gorontalo,
null,Settlement,284.24617,Gorontalo,
null,Water,1677425.40276,Gorontalo,
2001,Agriculture,12004.935019999999,Sulawesi Barat,2001.0
2001,Forest,1021.1243099999999,Sulawesi Barat,2001.0
2001,Grassland,77.85697,Sulawesi Barat,2001.0
2001,Settlement,0.07693,Sulawesi Barat,2001.0
2001,Water,57.97143,Sulawesi Barat,2001.0
2002,Agriculture,11356.72859,Sulawesi Barat,2002.0
2002,Forest,1025.81617,Sulawesi Barat,2002.0
2002,Grassland,295.08333999999996,Sulawesi Barat,2002.0
2002,Water,13.76374,Sulawesi Barat,2002.0
2003,Agriculture,5353.59717,Sulawesi Barat,2003.0
2003,Forest,779.8359399999999,Sulawesi Barat,2003.0
2003,Grassland,33.11849,Sulawesi Barat,2003.0
2003,Water,5.07445,Sulawesi Barat,2003.0
2004,Agriculture,14135.05013,Sulawesi Barat,2004.0
2004,Forest,1265.02339,Sulawesi Barat,2004.0
2004,Grassland,251.24859,Sulawesi Barat,2004.0
2004,Settlement,0.8462,Sulawesi Barat,2004.0
2004,Water,34.91332,Sulawesi Barat,2004.0
2005,Agriculture,8211.56607,Sulawesi Barat,2005.0
2005,Forest,873.11127,Sulawesi Barat,2005.0
2005,Grassland,134.31517,Sulawesi Barat,2005.0
2005,Water,17.30018,Sulawesi Barat,2005.0
2006,Agriculture,11261.5463,Sulawesi Barat,2006.0
2006,Forest,637.5096199999999,Sulawesi Barat,2006.0
2006,Grassland,94.269,Sulawesi Barat,2006.0
2006,Settlement,0.15385,Sulawesi Barat,2006.0
2006,Water,17.91721,Sulawesi Barat,2006.0
2007,Agriculture,4507.97882,Sulawesi Barat,2007.0
2007,Forest,256.43421,Sulawesi Barat,2007.0
2007,Grassland,30.36043,Sulawesi Barat,2007.0
2007,Water,11.45788,Sulawesi Barat,2007.0
2008,Agriculture,10487.513649999999,Sulawesi Barat,2008.0
2008,Forest,882.10235,Sulawesi Barat,2008.0
2008,Grassland,74.24182,Sulawesi Barat,2008.0
2008,Settlement,1.23084,Sulawesi Barat,2008.0
2008,Water,57.12573,Sulawesi Barat,2008.0
2009,Agriculture,12330.23513,Sulawesi Barat,2009.0
2009,Forest,962.45452,Sulawesi Barat,2009.0
2009,Grassland,104.81693,Sulawesi Barat,2009.0
2009,Settlement,4.15407,Sulawesi Barat,2009.0
2009,Water,57.65878000000001,Sulawesi Barat,2009.0
2010,Agriculture,6363.48408,Sulawesi Barat,2010.0
2010,Forest,276.11919,Sulawesi Barat,2010.0
2010,Grassland,30.75188,Sulawesi Barat,2010.0
2010,Settlement,0.8462,Sulawesi Barat,2010.0
2010,Water,26.756719999999998,Sulawesi Barat,2010.0
2011,Agriculture,10767.45048,Sulawesi Barat,2011.0
2011,Forest,984.6811399999999,Sulawesi Barat,2011.0
2011,Grassland,86.92779999999999,Sulawesi Barat,2011.0
2011,Settlement,0.23078,Sulawesi Barat,2011.0
2011,Water,47.89387,Sulawesi Barat,2011.0
2012,Agriculture,10622.44348,Sulawesi Barat,2012.0
2012,Forest,2003.9628799999998,Sulawesi Barat,2012.0
2012,Grassland,42.50296,Sulawesi Barat,2012.0
2012,Settlement,0.15385,Sulawesi Barat,2012.0
2012,Water,50.05804,Sulawesi Barat,2012.0
2013,Agriculture,8129.79492,Sulawesi Barat,2013.0
2013,Forest,578.8409100000001,Sulawesi Barat,2013.0
2013,Grassland,27.7483,Sulawesi Barat,2013.0
2013,Settlement,0.07693,Sulawesi Barat,2013.0
2013,Water,13.22499,Sulawesi Barat,2013.0
2014,Agriculture,13996.20732,Sulawesi Barat,2014.0
2014,Forest,1169.82968,Sulawesi Barat,2014.0
2014,Grassland,60.49044000000001,Sulawesi Barat,2014.0
2014,Water,59.04781,Sulawesi Barat,2014.0
2015,Agriculture,16142.75756,Sulawesi Barat,2015.0
2015,Forest,1266.86854,Sulawesi Barat,2015.0
2015,Grassland,112.98387,Sulawesi Barat,2015.0
2015,Settlement,1.15391,Sulawesi Barat,2015.0
2015,Water,101.89148,Sulawesi Barat,2015.0
2016,Agriculture,16467.10869,Sulawesi Barat,2016.0
2016,Forest,793.59646,Sulawesi Barat,2016.0
2016,Grassland,225.84118,Sulawesi Barat,2016.0
2016,Water,130.95587,Sulawesi Barat,2016.0
2017,Agriculture,13805.1067,Sulawesi Barat,2017.0
2017,Forest,350.32103,Sulawesi Barat,2017.0
2017,Grassland,70.0917,Sulawesi Barat,2017.0
2017,Water,88.51291,Sulawesi Barat,2017.0
2018,Agriculture,15602.70474,Sulawesi Barat,2018.0
2018,Forest,261.43221,Sulawesi Barat,2018.0
2018,Grassland,60.87469,Sulawesi Barat,2018.0
2018,Water,97.81729,Sulawesi Barat,2018.0
2019,Agriculture,17196.1293,Sulawesi Barat,2019.0
2019,Forest,319.71571,Sulawesi Barat,2019.0
2019,Grassland,95.47681,Sulawesi Barat,2019.0
2019,Water,68.36088000000001,Sulawesi Barat,2019.0
2020,Agriculture,9809.80706,Sulawesi Barat,2020.0
2020,Forest,216.75832,Sulawesi Barat,2020.0
2020,Grassland,22.44202,Sulawesi Barat,2020.0
2020,Water,37.90984,Sulawesi Barat,2020.0
2021,Agriculture,10148.25389,Sulawesi Barat,2021.0
2021,Forest,174.77575,Sulawesi Barat,2021.0
2021,Grassland,41.51043,Sulawesi Barat,2021.0
2021,Settlement,0.30771,Sulawesi Barat,2021.0
2021,Water,31.21768,Sulawesi Barat,2021.0
2022,Agriculture,10291.82057,Sulawesi Barat,2022.0
2022,Forest,225.67886,Sulawesi Barat,2022.0
2022,Grassland,73.35061999999999,Sulawesi Barat,2022.0
2022,Water,44.52025,Sulawesi Barat,2022.0
2023,Agriculture,18695.01247,Sulawesi Barat,2023.0
2023,Forest,605.45015,Sulawesi Barat,2023.0
2023,Grassland,103.13168999999999,Sulawesi Barat,2023.0
2023,Settlement,2.30782,Sulawesi Barat,2023.0
2023,Water,100.617,Sulawesi Barat,2023.0
2024,Agriculture,9510.10004,Sulawesi Barat,2024.0
2024,Forest,228.60024,Sulawesi Barat,2024.0
2024,Grassland,42.12606,Sulawesi Barat,2024.0
2024,Settlement,0.07693,Sulawesi Barat,2024.0
2024,Water,24.07014,Sulawesi Barat,2024.0
2025,Agriculture,12616.09362,Sulawesi Barat,2025.0
2025,Forest,260.89619,Sulawesi Barat,2025.0
2025,Grassland,43.65054,Sulawesi Barat,2025.0
2025,Settlement,0.07693,Sulawesi Barat,2025.0
2025,Water,63.05003,Sulawesi Barat,2025.0
null,Agriculture,2122040.2278,Sulawesi Barat,
null,Forest,13851.675319999998,Sulawesi Barat,
null,Grassland,39119.02919,Sulawesi Barat,
null,Settlement,1556.39208,Sulawesi Barat,
null,Water,2630691.72228,Sulawesi Barat,
