nama_perusahaan,lokasi,luas_ha,dork_query,pdf_title,pdf_link,pdf_snippet
CERIA NUGRAHA INDOTAMA,KAB. KOLAKA,6785.0,"""CERIA NUGRAHA INDOTAMA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",Complementary Strategies for Indonesia's Sustainable Nickel ...,https://lpem.org/wp-content/uploads/2025/06/Final_NRGI-Policy-Paper.pdf,"Kencana Mineral, Halmahera Sukses Mineral, Ceria Nugraha Indotama ... AMDAL, Environmental Approval, or IUP involved requests for mining sector AMDAL."
CERIA NUGRAHA INDOTAMA,KAB. KOLAKA,6785.0,"""CERIA NUGRAHA INDOTAMA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",skripsi kajian teknis rancangan reklamasi pasca tambang pada pit ...,https://repository.unhas.ac.id/47754/2/D111181314_skripsi_22-02-2024%20Bab%201-2.pdf,"sepanjang tanaman untuk meningkatkan sedimentasi, menyebarkan serasah, limbah ... Berdasarkan laporan pelaksanaan Rkl-Rpl PT Ceria Nugraha Indotama jenis pupuk ..."
CERIA NUGRAHA INDOTAMA,KAB. KOLAKA,6785.0,"""CERIA NUGRAHA INDOTAMA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",Company-Profile-2025-Mobile.pdf - Sucofindo,https://www.sucofindo.co.id/wp-content/uploads/2023/02/Company-Profile-2025-Mobile.pdf,"AMDAL, UKL-UPL,RKL-RPL, dan Kajian Lingkungan lainnya // AMDAL, UKL-UPL, RKL-RPL, and Other Environmental. Studies. 2. Penyusunan Studi Kelayakan Proyek ..."
SUMBER SWARNA PRATAMA,KAB. MOROWALI; KAB. MOROWALI UTARA,6664.0,"""SUMBER SWARNA PRATAMA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",HPAL: A New Challenge for the Environment in Indonesia | i - AEER,https://www.aeer.or.id/wp-content/uploads/2025/02/Arinto-Sangadji-HPAL-dalam-Industri-Nikel-Feb-2025-ENG_compressed.pdf,"Tailing Transport Truck Area at IMIP. Image Source: Arianto Sangadji. Page ... Limbah di Tepi Bahodopi”. Kompas, February 21. Available at https://www ..."
SUMBER SWARNA PRATAMA,KAB. MOROWALI; KAB. MOROWALI UTARA,6664.0,"""SUMBER SWARNA PRATAMA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",upaya pengelolaan lingkungan hidup,https://dlh.sultengprov.go.id/deploy/doklingkungan/1739771850_26eb70f389b339762a5b.pdf,"kajian amdal ini adalah kondisi curah hujan rerata bulanan selama > 10 tahun, curah hujan ... pengamanan limbah padat, limbah cair, limbah gas, radiasi, ..."
SUMBER SWARNA PRATAMA,KAB. MOROWALI; KAB. MOROWALI UTARA,6664.0,"""SUMBER SWARNA PRATAMA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",Pelibatan Komunitas Dalam Transisi Energi Berkeadilan Melalui ...,https://portaldataekstraktif.id/storage/post-file/20240606094918/laporan%20eiti%20-%20bahasa%20indonesia.pdf,"Sumber Swarna Pratama (SSP), PT. Cahaya Pure Prosperity dan. PT. Bumanik ... perempuan untuk mengelola limbah dapur/rumah menjadi biogas. Selain itu ..."
PARAMOS REZEKI INDAH,KAB. LUWU TIMUR,6639.0,"""PARAMOS REZEKI INDAH"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
MODERN CAHAYA MAKMUR,KAB. KONAWE,6575.0,"""MODERN CAHAYA MAKMUR"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",HPAL: A New Challenge for the Environment in Indonesia | i - AEER,https://www.aeer.or.id/wp-content/uploads/2025/02/Arinto-Sangadji-HPAL-dalam-Industri-Nikel-Feb-2025-ENG_compressed.pdf,"Tailing Transport Truck Area at IMIP. Image Source: Arianto Sangadji. Page ... Limbah di Tepi Bahodopi”. Kompas, February 21. Available at https://www ..."
MODERN CAHAYA MAKMUR,KAB. KONAWE,6575.0,"""MODERN CAHAYA MAKMUR"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",penegakan hukum terhadap pelaku usaha illegal mining dalam,https://pdfs.semanticscholar.org/b4d0/19224b3d0ee1fef1f8de9186d8a26b710441.pdf,"Untuk itu, tambang harus memiliki izin dan pengoperasian yang sesuai dengan standar pengelolaan limbah. ... Sistem AMDAL. Dalam prakteknya, AMDAL lebih ..."
MODERN CAHAYA MAKMUR,KAB. KONAWE,6575.0,"""MODERN CAHAYA MAKMUR"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",HPAL dalam Industri Nikel: | i | AEER,https://www.aeer.or.id/wp-content/uploads/2024/12/Arinto-Sangadji-HPAL-dalam-Industri-Nikel-Nov-2024_compressed.pdf,"grid di IMIP; HNC dan QMB mengelola limbah beracun tailing sekitar 12,5 juta ton per ... Dokumen AMDAL HNC dan QMB menyebutkan “bendungan” terkait fasilitas ..."
SANROY MITRA SAUDARA,KAB. LUWU TIMUR,6378.0,"""SANROY MITRA SAUDARA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
CITRA ANGGUN BARATAMA,KAB. MOROWALI,6080.0,"""CITRA ANGGUN BARATAMA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
MERDEKA MINERAL INDONESIA,KAB. BONE,6067.0,"""MERDEKA MINERAL INDONESIA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
HENGJAYA MINERALINDO,KAB. MOROWALI,5983.0,"""HENGJAYA MINERALINDO"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",HPAL: A New Challenge for the Environment in Indonesia | i - AEER,https://www.aeer.or.id/wp-content/uploads/2025/02/Arinto-Sangadji-HPAL-dalam-Industri-Nikel-Feb-2025-ENG_compressed.pdf,"Hengjaya Mineralindo: Saprolite and Limonite Production, 2012-2023 ... Tailing Transport Truck Area at IMIP. Image Source: Arianto Sangadji. Page 25 ..."
HENGJAYA MINERALINDO,KAB. MOROWALI,5983.0,"""HENGJAYA MINERALINDO"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf","23 February 2026 The Manager, Companies ASX Limited 20 Bridge ...",https://nickelindustries.com/carbon/assets/0007ea/000002/3028023.pdf,"Feb 23, 2026 ... AMDAL is for a 5-year period and will not require modification ... Hengjaya Mineralindo cost of production. Inventories are measured at ..."
HENGJAYA MINERALINDO,KAB. MOROWALI,5983.0,"""HENGJAYA MINERALINDO"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",HPAL dalam Industri Nikel: | i | AEER,https://www.aeer.or.id/wp-content/uploads/2024/12/Arinto-Sangadji-HPAL-dalam-Industri-Nikel-Nov-2024_compressed.pdf,"grid di IMIP; HNC dan QMB mengelola limbah beracun tailing sekitar 12,5 juta ton per ... Dokumen AMDAL HNC dan QMB menyebutkan “bendungan” terkait fasilitas ..."
PERTAMBANGAN BUMI INDONESIA,KAB. KONAWE UTARA,5923.0,"""PERTAMBANGAN BUMI INDONESIA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",POLITIK RUANG DAN PERLAWANAN: - LifeMosaic,https://www.lifemosaic.net/images/uploads/Territories_of_Life/TOL_Resources/Land_Rights/Buku_JKPP_books.pdf,"limbah tambang dari dam limbah tambang (tailings) perusahaan disaat curah ... Pertambangan Bumi Indonesia (PBI)6, PT. Aneka. Tambang (Antam), dan PT. Todean ..."
TONIA MITRA SEJAHTERA,KAB. BOMBANA,5891.0,"""TONIA MITRA SEJAHTERA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
BUMI ROUTA MINING,KAB. MOROWALI,5690.0,"""BUMI ROUTA MINING"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",SEPUTAR - Yayasan Tanah Merdeka,http://ytm.or.id/wp-content/uploads/2020/03/Seputar-Rakyat-Nomor-1-Tahun-2020.pdf,"limbah industri itu hendak dibuat ke laut. Tetapi, awal tahun ini, seperti ... peninjauan kembali AMDAL PT BDM. Mereka mendesak pemberdayakan terhadap ..."
TIZAR TIRZIA TRIZARDI,KAB. LUWU TIMUR,5668.0,"""TIZAR TIRZIA TRIZARDI"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
GEMILANG MULTI MINERAL,KAB. KONAWE UTARA,5645.0,"""GEMILANG MULTI MINERAL"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
CAHAYA MURNI SEJAHTERA,KAB. MOROWALI UTARA,5428.0,"""CAHAYA MURNI SEJAHTERA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",Industri Keruk Nikel : Korupsi Struktural dan Dampak Multi Dimensinya,https://ti.or.id/wp-content/uploads/2024/05/Industri-Keruk-Nikel-Korupsi-Struktural-dan-Dampak.pdf,"laut, yang disitu ada limbah oli, limbah yang berasal dari PLTU semua dialirkan ke ... AMDAL proyek seperti itu, akan berdampak terhadap rasa tidak aman ..."
CAHAYA MURNI SEJAHTERA,KAB. MOROWALI UTARA,5428.0,"""CAHAYA MURNI SEJAHTERA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",Nickel Mining Industry: Structural Corruption & The Multidimensional ...,https://ti.or.id/wp-content/uploads/2024/09/Industri-Keruk-Nikel_ENG_compressed.pdf,"Minerba One Data Indonesia at PT Cahaya Murni Sejahtera with Deed No.: 560/622/IUP- ... know about their AMDAL, whether they have a permit or not."" (YM, Minamin ..."
PT AAL RIZKI TADANGPALIE,KAB. DONGGALA,5248.0,"""PT AAL RIZKI TADANGPALIE"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
GUNUNG WANGI NIKELINDO,KAB. MOROWALI UTARA,5093.0,"""GUNUNG WANGI NIKELINDO"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
TAMBORA RAYA,KAB. LUWU TIMUR,5082.0,"""TAMBORA RAYA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
HIJRAH SAWITTO MARIORITA,KAB. KONAWE,5055.85,"""HIJRAH SAWITTO MARIORITA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
TOSHIDA INDONESIA,KAB. KOLAKA,5000.0,"""TOSHIDA INDONESIA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",Complementary Strategies for Indonesia's Sustainable Nickel ...,https://lpem.org/wp-content/uploads/2025/06/Final_NRGI-Policy-Paper.pdf,"Pacific Resources, Toshida Indonesia, Sulawesi Cahaya Mineral, Gemilang ... AMDAL, Environmental Approval, or IUP involved requests for mining sector AMDAL."
TOSHIDA INDONESIA,KAB. KOLAKA,5000.0,"""TOSHIDA INDONESIA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",RENJA-POLDA-SULTRA-2022.pdf,https://tribratanews.sultra.polri.go.id/wp-content/uploads/2022/06/RENJA-POLDA-SULTRA-2022.pdf,"Mineral Mining Konawe Selatan, PT Toshida Indonesia Kolaka, beberapa ... lingkungan (AMDAL/UKL-UPL), pengurusan izin lingkungan, tidak memiliki ..."
TOSHIDA INDONESIA,KAB. KOLAKA,5000.0,"""TOSHIDA INDONESIA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",Kerusakan Lingkungan Akibat Pertambangan Nikel Di Kabupaten ...,https://ejournal.iainpalopo.ac.id/index.php/palita/article/download/3610/2200,"Sebagaimana yang kita ketahui, AMDAL memiliki peranan yang sangat penting dalam menjamin kegiatan pertambangan yang dilakukan itu berkelanjutan dan juga ..."
MOLYNCO ASIA INDOTAMA,KAB. BUTON SELATAN,4984.6,"""MOLYNCO ASIA INDOTAMA"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",TIDAK DITEMUKAN,,
LION GLOBAL ENERGI,KAB. GORONTALO,4981.0,"""LION GLOBAL ENERGI"" ""AMDAL"" OR ""RKL-RPL"" ""limbah"" OR ""tailing"" filetype:pdf",bukit-asam-annual-report-2011-ar1.pdf - Indonesia Investments,https://cdn.indonesia-investments.com/bedrijfsprofiel/233/bukit-asam-annual-report-2011-ar1.pdf,"... Lion Global Energi (PT. LGE). Evaluasi awal gas in. • place (GIP) sekitar. 0,4 ... AMDAL Kereta Api, AMDAL. Stockpile dan Pelabuhan, serta proses izin ..."
