province,year,driver,area_ha,co2_emissions_mg,is_primary
Gorontalo,2013,Urbanization,54.79893,25211.78733,
Gorontalo,2014,Commodity driven deforestation,2160.20551,1306138.36182,
Gorontalo,2014,Forestry,2748.42434,1717796.72172,
Gorontalo,2014,Shifting agriculture,1688.0156200000001,942048.37601,
Gorontalo,2014,Unknown,34.868610000000004,15313.221239999999,
Gorontalo,2014,Urbanization,94.51017999999999,44782.267250000004,
Gorontalo,2015,Commodity driven deforestation,749.1194,438593.21031,
Gorontalo,2015,Forestry,1276.69783,795267.7178699999,
Gorontalo,2015,Shifting agriculture,809.66192,456827.57348,
Gorontalo,2015,Unknown,11.28912,4893.32744,
Gorontalo,2015,Urbanization,45.85321999999999,21950.63715,
Gorontalo,2016,Commodity driven deforestation,751.2102199999999,469110.69389,
Gorontalo,2016,Forestry,1189.79046,739345.24704,
Gorontalo,2016,Shifting agriculture,1180.15119,708311.2213399999,
Gorontalo,2016,Unknown,10.37796,4918.08226,
Gorontalo,2016,Urbanization,48.82615,24730.85996,
Gorontalo,2017,Commodity driven deforestation,1223.86459,757562.0079000001,
Gorontalo,2017,Forestry,1514.87705,922300.8465699999,
Gorontalo,2017,Shifting agriculture,1834.93336,1054127.9640600001,
Gorontalo,2017,Unknown,37.1316,14955.917780000002,
Gorontalo,2017,Urbanization,92.3176,43863.36773,
Gorontalo,2018,Commodity driven deforestation,1059.7593200000001,699449.76059,
Gorontalo,2018,Forestry,1713.03752,1093439.7384799998,
Gorontalo,2018,Shifting agriculture,1387.26421,787205.15123,
Gorontalo,2018,Unknown,15.33818,6851.45088,
Gorontalo,2018,Urbanization,98.29333,53021.002590000004,
Gorontalo,2019,Commodity driven deforestation,1433.8331400000002,915614.67473,
Gorontalo,2019,Forestry,2218.11085,1393883.52997,
Gorontalo,2019,Shifting agriculture,1258.60653,707466.14621,
Gorontalo,2019,Unknown,38.99638,18266.15909,
Gorontalo,2019,Urbanization,162.04521,77302.98173,
Gorontalo,2020,Commodity driven deforestation,1047.3897299999999,686962.43025,
Gorontalo,2020,Forestry,1907.8314599999999,1266643.1581,
Gorontalo,2020,Shifting agriculture,1828.37094,1018842.16985,
Gorontalo,2020,Unknown,48.90957,26074.237350000003,
Gorontalo,2020,Urbanization,78.83932999999999,39525.468590000004,
Gorontalo,2021,Commodity driven deforestation,1289.3306400000001,835868.61214,
Gorontalo,2021,Forestry,1089.5696899999998,737495.8939499999,
Gorontalo,2021,Shifting agriculture,1035.2462500000001,604920.3069,
Gorontalo,2021,Unknown,25.55115,12519.032360000001,
Gorontalo,2021,Urbanization,78.99595,38229.759809999996,
Gorontalo,2022,Commodity driven deforestation,943.70559,606455.92551,
Gorontalo,2022,Forestry,1148.05388,779082.33783,
Gorontalo,2022,Shifting agriculture,745.7162099999999,466000.29506,
Gorontalo,2022,Unknown,24.31589,12157.23653,
Gorontalo,2022,Urbanization,54.88407000000001,27905.56379,
Gorontalo,2023,Commodity driven deforestation,2155.86498,1434967.4004099998,
Gorontalo,2023,Forestry,2152.58282,1459339.05188,
Gorontalo,2023,Shifting agriculture,1853.56016,1086663.0557900001,
Gorontalo,2023,Unknown,10.68226,4866.8587800000005,
Gorontalo,2023,Urbanization,146.42406,74303.56485,
Sulawesi Barat,2001,Forestry,1.06652,603.53067,
Sulawesi Barat,2001,Shifting agriculture,27.19621,14046.32652,
Sulawesi Barat,2001,Unknown,11.80788,5633.71835,
Sulawesi Barat,2001,Urbanization,42.7369,24762.84078,
Sulawesi Barat,2002,Forestry,0.07618,35.45973,
Sulawesi Barat,2002,Shifting agriculture,19.73058,10112.14429,
Sulawesi Barat,2002,Unknown,2.51394,1277.00636,
Sulawesi Barat,2002,Urbanization,9.97956,5383.57694,
Sulawesi Barat,2003,Forestry,0.07618,46.78218,
Sulawesi Barat,2003,Shifting agriculture,2.89483,1446.58534,
Sulawesi Barat,2003,Unknown,4.11371,2258.55128,
Sulawesi Barat,2003,Urbanization,1.44742,687.05997,
Sulawesi Barat,2004,Forestry,0.45708,253.09796,
Sulawesi Barat,2004,Shifting agriculture,48.45039,23552.8165,
Sulawesi Barat,2004,Unknown,6.85619,3140.58251,
Sulawesi Barat,2004,Urbanization,14.62653,7117.32843,
Sulawesi Barat,2005,Forestry,0.30472,207.61494,
Sulawesi Barat,2005,Shifting agriculture,6.85619,3668.77439,
Sulawesi Barat,2005,Unknown,0.91416,347.60167,
Sulawesi Barat,2005,Urbanization,6.85619,3602.17426,
Sulawesi Barat,2006,Forestry,0.45708,231.88572,
Sulawesi Barat,2006,Shifting agriculture,37.48049,20058.84185,
Sulawesi Barat,2006,Unknown,2.89483,1230.33998,
Sulawesi Barat,2006,Urbanization,20.87328,11325.01133,
Sulawesi Barat,2007,Forestry,0.45708,213.79147,
Sulawesi Barat,2007,Shifting agriculture,6.39911,3204.85408,
Sulawesi Barat,2007,Unknown,4.26607,1997.04451,
Sulawesi Barat,2007,Urbanization,8.45596,4447.19905,
Sulawesi Barat,2008,Shifting agriculture,14.01709,7330.48458,
Sulawesi Barat,2008,Unknown,3.96135,1743.70463,
Sulawesi Barat,2008,Urbanization,9.75102,5476.21846,
Sulawesi Barat,2009,Forestry,0.22854,108.6877,
Sulawesi Barat,2009,Shifting agriculture,8.22743,4810.76221,
Sulawesi Barat,2009,Unknown,4.72315,2265.10162,
Sulawesi Barat,2009,Urbanization,12.26496,6562.60942,
Sulawesi Barat,2010,Forestry,0.07618,48.19771,
Sulawesi Barat,2010,Shifting agriculture,12.64586,6889.96328,
Sulawesi Barat,2010,Unknown,3.80899,1774.20297,
Sulawesi Barat,2010,Urbanization,125.54441,88664.03512,
Sulawesi Barat,2011,Forestry,0.53326,325.68755,
Sulawesi Barat,2011,Shifting agriculture,49.28837,26287.32372,
Sulawesi Barat,2011,Unknown,7.46563,3180.14682,
Sulawesi Barat,2011,Urbanization,115.56485,82410.4441,
Sulawesi Barat,2012,Forestry,0.53326,263.89956,
Sulawesi Barat,2012,Shifting agriculture,23.99666,13057.6848,
Sulawesi Barat,2012,Unknown,5.78967,2802.24804,
Sulawesi Barat,2012,Urbanization,24.45374,14676.76309,
Sulawesi Barat,2013,Forestry,0.30472,150.95528,
Sulawesi Barat,2013,Shifting agriculture,17.29283,8827.37532,
Sulawesi Barat,2013,Unknown,2.20922,940.4059,
Sulawesi Barat,2013,Urbanization,7.61799,3322.62411,
Sulawesi Barat,2014,Forestry,2.6663,1321.179,
Sulawesi Barat,2014,Shifting agriculture,32.9097,17266.33773,
Sulawesi Barat,2014,Unknown,1.5236,689.46492,
Sulawesi Barat,2014,Urbanization,20.64474,9889.39939,
Sulawesi Barat,2015,Shifting agriculture,38.77555,20505.34397,
Sulawesi Barat,2015,Urbanization,3.04719,1592.49687,
Sulawesi Barat,2016,Forestry,1.5236,790.74227,
Sulawesi Barat,2016,Shifting agriculture,40.90859,21671.74044,
Sulawesi Barat,2016,Unknown,5.33259,2525.41488,
Sulawesi Barat,2016,Urbanization,18.66407,10142.89231,
Sulawesi Barat,2017,Forestry,5.71349,3160.9819,
Sulawesi Barat,2017,Shifting agriculture,53.3259,29655.56926,
Sulawesi Barat,2017,Unknown,9.97956,4789.57511,
Sulawesi Barat,2017,Urbanization,38.92791,21331.87642,
Sulawesi Barat,2018,Forestry,4.57079,2434.79486,
Sulawesi Barat,2018,Shifting agriculture,46.5459,25873.36275,
Sulawesi Barat,2018,Unknown,8.91304,4034.24731,
Sulawesi Barat,2018,Urbanization,78.46526,36890.81581,
Sulawesi Barat,2019,Forestry,5.94203,2897.23583,
Sulawesi Barat,2019,Shifting agriculture,23.69194,13429.48621,
Sulawesi Barat,2019,Unknown,6.32293,2874.90207,
Sulawesi Barat,2019,Urbanization,33.13824,17876.04856,
Sulawesi Barat,2020,Forestry,2.89483,1421.65356,
Sulawesi Barat,2020,Shifting agriculture,32.37644,18748.90306,
Sulawesi Barat,2020,Unknown,3.50427,1723.32739,
Sulawesi Barat,2020,Urbanization,16.60721,8759.21874,
Sulawesi Barat,2021,Forestry,1.9045,1067.4786,
Sulawesi Barat,2021,Shifting agriculture,51.19287,30036.09484,
Sulawesi Barat,2021,Unknown,2.89483,1349.14377,
Sulawesi Barat,2021,Urbanization,15.00743,7633.15121,
Sulawesi Barat,2022,Forestry,0.22854,131.59091,
Sulawesi Barat,2022,Shifting agriculture,25.59643,14664.13197,
Sulawesi Barat,2022,Unknown,0.99034,514.71616,
Sulawesi Barat,2022,Urbanization,8.60832,4567.5147,
Sulawesi Barat,2023,Forestry,0.7618,387.51392,
Sulawesi Barat,2023,Shifting agriculture,46.08882,24119.97909,
Sulawesi Barat,2023,Unknown,3.12337,1508.29631,
Sulawesi Barat,2023,Urbanization,57.36344,30261.26004,
