cluster_id,node_label,plant_name,unit_name,owner,parent,capacity_mw,status,start_year,province,local_area,captive_industry_use,source_dataset
NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,Delong Nickel Phase III power station,Unit 08,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,150.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,Delong Nickel Phase III power station,Unit 09,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,300.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,Delong Nickel Phase III power station,Unit 10,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,300.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,Delong Nickel Phase III power station,Unit 11,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,300.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,Delong Nickel Phase III power station,Unit 12,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,300.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,Delong Nickel Phase IV power station,Unit 2,PT Nadesico Nickel Industry,Jiangsu Delong Nickel Industry Co Ltd; Tongren Zhongwei Hongling No. 1 Enterprise Management Consulting Partnership LP; Zhongwei Hong Kong Zhengbang New Energy Co Ltd; Zhongwei Hong Kong Zhenghong New Energy Co Ltd,330.0,construction,,Sulawesi Tengah,,,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-MOROSI-VDNI,Simpul logistik Morosi-VDNI,Delong Nickel Phase II power station,Unit 11,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],380.0,cancelled,,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 07,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,135.0,operating,2023.0,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 02,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,135.0,operating,2022.0,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 03,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,135.0,operating,2022.0,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 04,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,135.0,operating,2022.0,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 05,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,135.0,operating,2022.0,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 06,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,135.0,operating,2022.0,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 09,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],380.0,operating,2022.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 01,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,135.0,operating,2021.0,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 04,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],135.0,operating,2021.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 05,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],135.0,operating,2021.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 06,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],135.0,operating,2021.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 07,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],135.0,operating,2021.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 08,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],135.0,operating,2021.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 10,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],380.0,operating,2021.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 01,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],135.0,operating,2020.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 02,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],135.0,operating,2020.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 03,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],135.0,operating,2020.0,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 08,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,150.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 09,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,300.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 10,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,300.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 11,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,300.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase III power station,Unit 12,PT Gunbuster Nickel Industry [100%],Jiangsu Delong Nickel Industry Co Ltd,300.0,shelved,,Sulawesi Tengah,Petasia,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,Delong Nickel Phase II power station,Unit 11,PT Obsidian Stainless Steel [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],380.0,cancelled,,Sulawesi Tenggara,Kendari,power,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,Pomalaa Nickel power station,Unit S1,PT Aneka Tambang Tbk [100%],PT Aneka Tambang Tbk [100.0%],30.0,operating,2016.0,Sulawesi Tenggara,,,data/processed/sulawesi_pltu_captive.csv
NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,Pomalaa Nickel power station,Unit S2,PT Aneka Tambang Tbk [100%],PT Aneka Tambang Tbk [100.0%],30.0,operating,2016.0,Sulawesi Tenggara,,,data/processed/sulawesi_pltu_captive.csv
