cluster_key,cluster_id,company_key,company_name,company_role,source_table
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0202,ANDALAN ENERGI NUSANTARA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0203,BERKAH TARULI JAYA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0204,BUMI KONAWE MINING,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0205,CITRA ARYA SENTOSA HUTAMA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0206,GEMA KREASI PERDANA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0207,GENERASI AGUNG PERKASA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0208,GERBANG MULTI SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0209,HIJRAH SAWITTO MARIORITA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0210,HOMKEY INTI PRIMA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0211,IFISHDECO,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0212,INTAN PERDHANA PUSPA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0213,INTEGRA MINING NUSANTARA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0214,JAGAD RAYATAMA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0215,KONUT JAYA MINERAL,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0216,LAEYA CIPTA GUNA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0217,MACIKA MADA MADANA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0218,MEGA TAMBANG INDONESIA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0219,MEGA TAMBANG NIKEL,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0220,MODERN CAHAYA MAKMUR,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0221,MUDA PRIMA INSAN,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0222,NIKELINDO SURYAKENCANA AGUNG,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0223,PANDU URANE PERKASA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0224,PANJI NUGRAHA SAKTI,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0225,PELANGI UTAMA JAYA MANDIRI,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0226,PERTAMBANGAN BUMI ANOA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0227,PUTRI GLORY ELSHADAY,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0228,SAMBAS MINERALS MINING,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0229,SENTRATAMA KARYA CEMERLANG,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0230,ST NICKEL RESOURCES,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0231,SULAWESI CAHAYA MINERAL,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0232,SULEMANDARA KONAWE,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0233,TAMBANG INDONESIA SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0234,VISI DEBTINDO MINERAL,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0235,WAWONII MAKMUR JAYARAYA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0236,WIJAYA INTI NUSANTARA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0237,AKSAN RAYA PERKASA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0238,ALESHA INTI BUMI,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0239,BENTENG GUNUNG MAS,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0240,BINTANG ENERGI MINERAL,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0241,CAHAYA ALAM NUSANTARA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0242,CAHAYA SULTRA INDONESIA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0243,CITRA KHUSUMA SULTRA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0244,FARDAN TOLAKINDO PERKASA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0245,HANGTIAN NUR CAHAYA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0246,HOFFMEN ENERGI PERKASA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0247,ILYAS KARYA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0248,KEMILAU BERSAMA SAHABAT,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0249,KONAWEHA MAKMUR,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0250,KREASI KARBONAT UTAMA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0251,LALOMERUI PERKASA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0252,LAMBOO INTI PASIR SILIKA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0253,LINTAS STONE MINERAL,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0254,MAPAN MULIA MAKMUR,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0255,MEKAR JAYA MORAMO,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0256,MINERAL ABADI DJOJO,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0257,MORAMO KENCANA SAKTI,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0258,NAGA MAS SULTRA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0259,NURDIN KADIR,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0260,ORISON MINERAL SYNERGY,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0261,PANRITA BERKAH UTAMA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0262,RAMADHAN MORAMO RAYA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0263,SASMAKA ANUGERAH ALAM,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0264,SEJAHTERA ENERGI RESOURCES,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0265,SILIKA CENTRA PRATAMA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0266,SUMBER ALAM MATA WAWATU,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0267,SURYA AMIEN SANTOSO,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0268,WATU MORINI,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0201,ALVINDO MINING RESOURCE,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0202,ANDALAN ENERGI NUSANTARA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0203,BERKAH TARULI JAYA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0204,BUMI KONAWE MINING,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0205,CITRA ARYA SENTOSA HUTAMA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0206,GEMA KREASI PERDANA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0207,GENERASI AGUNG PERKASA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0208,GERBANG MULTI SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0209,HIJRAH SAWITTO MARIORITA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0210,HOMKEY INTI PRIMA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0211,IFISHDECO,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0212,INTAN PERDHANA PUSPA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0213,INTEGRA MINING NUSANTARA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0214,JAGAD RAYATAMA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0269,KARYATAMA KONAWE UTARA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0215,KONUT JAYA MINERAL,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0216,LAEYA CIPTA GUNA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0217,MACIKA MADA MADANA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0218,MEGA TAMBANG INDONESIA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0219,MEGA TAMBANG NIKEL,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0220,MODERN CAHAYA MAKMUR,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0221,MUDA PRIMA INSAN,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0222,NIKELINDO SURYAKENCANA AGUNG,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0223,PANDU URANE PERKASA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0224,PANJI NUGRAHA SAKTI,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0225,PELANGI UTAMA JAYA MANDIRI,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0226,PERTAMBANGAN BUMI ANOA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0227,PUTRI GLORY ELSHADAY,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0270,PUTRI WULANDARI,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0271,RIZQI SINAR BIOKAS,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0228,SAMBAS MINERALS MINING,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0229,SENTRATAMA KARYA CEMERLANG,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0230,ST NICKEL RESOURCES,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0231,SULAWESI CAHAYA MINERAL,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0232,SULEMANDARA KONAWE,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0233,TAMBANG INDONESIA SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0234,VISI DEBTINDO MINERAL,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0235,WAWONII MAKMUR JAYARAYA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0236,WIJAYA INTI NUSANTARA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0272,YULAN PRATAMA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0237,AKSAN RAYA PERKASA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0238,ALESHA INTI BUMI,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0239,BENTENG GUNUNG MAS,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0240,BINTANG ENERGI MINERAL,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0273,BUMI NIAGA MANDIRI,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0241,CAHAYA ALAM NUSANTARA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0274,CAHAYA CEMERLANG,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0242,CAHAYA SULTRA INDONESIA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0243,CITRA KHUSUMA SULTRA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0244,FARDAN TOLAKINDO PERKASA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0245,HANGTIAN NUR CAHAYA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0275,HANKING MAKMUR NICKELSMELT,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0246,HOFFMEN ENERGI PERKASA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0247,ILYAS KARYA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0248,KEMILAU BERSAMA SAHABAT,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0249,KONAWEHA MAKMUR,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0250,KREASI KARBONAT UTAMA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0251,LALOMERUI PERKASA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0252,LAMBOO INTI PASIR SILIKA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0253,LINTAS STONE MINERAL,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0254,MAPAN MULIA MAKMUR,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0255,MEKAR JAYA MORAMO,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0256,MINERAL ABADI DJOJO,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0257,MORAMO KENCANA SAKTI,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0258,NAGA MAS SULTRA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0259,NURDIN KADIR,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0260,ORISON MINERAL SYNERGY,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0261,PANRITA BERKAH UTAMA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0262,RAMADHAN MORAMO RAYA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0263,SASMAKA ANUGERAH ALAM,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0264,SEJAHTERA ENERGI RESOURCES,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0265,SILIKA CENTRA PRATAMA,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0266,SUMBER ALAM MATA WAWATU,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0267,SURYA AMIEN SANTOSO,iup_holder,priority_company_roster
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0268,WATU MORINI,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0276,AKAR MAS INTERNASIONAL,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0277,ANEKA TAMBANG,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0278,BOLA DUNIA MANDIRI,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0279,CERIA NUGRAHA INDOTAMA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0280,DHARMA BUMI KOLAKA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0281,PD. ANEKA USAHA KOLAKA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0282,PERTAMBANGAN NICKEL SULAWESI TENGGARA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0283,PUTRA MEKONGGA SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0284,SURIA LINTAS GEMILANG,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0285,TOSHIDA INDONESIA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0286,WAJA INTI LESTARI,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0287,WIJAYA NIKEL NUSANTARA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0288,EVI ANDRIANI SYAM,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0289,GAMPING KOLAKA SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0290,GASING SULAWESI,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0291,JAYA MINERAL POMALAA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0292,KISWAH PERDANA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0293,MINERALINDO BERKAH SEMESTA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0294,NAKA MOROWALI SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0295,PUTRA KOLAKA SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0296,REJEKI ALAM SULTRA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0297,RIDHA BUANA MANDIRI,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0298,SULTRA SUMBER SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0299,TRI MITRA BABARINA PUTRA,iup_holder,priority_company_roster
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0300,YUANDA JAYA INDONESIA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0301,ANUGERAH JAYA BUANA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0302,CITRA LAMPIA MANDIRI,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0303,DAYA GUNA GEMILANG,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0304,ERA MARPADOT,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0305,KAHALA MINERA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0306,LINGKE SULAWESI MINERAL,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0307,MADUMA ASIH PRATAMA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0308,MITRA BERKARYA SEJATI,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0309,PARAMOS REZEKI INDAH,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0310,PONGKERU MINERAL UTAMA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0311,PRIMA UTAMA LESTARI,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0312,SANROY MITRA SAUDARA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0313,SULAWESI DAMAI MINERAL,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0314,SUMBER WAHAU JAYA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0315,TAMBORA RAYA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0316,TIZAR TIRZIA TRIZARDI,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0317,VIRGO PUSPITA LESTARI,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0049,MULIA TANGJONG,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0075,VALE INDONESIA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0318,AEPRRA ENERGI PERSADA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0319,ANUGERAH TEHNIK UTAMA,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0320,JUNIOR MANDIRI,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0321,MATTIRO DECENG LUTIM,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0322,ORION MEA LUTIM,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0323,PANCA DIGITAL SOLUTION,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0324,STAR MITRA SULAWESI,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0325,ZAYN AL RAJHI,iup_holder,priority_company_roster
CLUSTER-006,NODE-SULSEL-LUTIM-SOROWAKO-VALE,COMP-0107,LOGAM JAYA UTAMA,iup_holder,priority_company_roster
,,COMP-0326,PT Bahodopi Nickel Smelting Indonesia,smelter_validated,smelter_nikel_validation
,,COMP-0327,PT Gunbuster Nickel Industry,smelter_validated,smelter_nikel_validation
,,COMP-0328,PT Virtue Dragon Nickel Industry,smelter_validated,smelter_nikel_validation
,,COMP-0329,PT Obsidian Stainless Steel,smelter_validated,smelter_nikel_validation
