permit_key,cluster_id,node_label,nama_badan_usaha,nomor_izin,jenis_badan_usaha,komoditas,is_core_nickel,tahap_kegiatan,provinsi,lokasi_perizinan,tahun,luas_ha,source_dataset,cluster_key
PERMIT-0220,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,PANDU URANE PERKASA,244/DPMPTSP/V/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2017,1665.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0221,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,PANJI NUGRAHA SAKTI,01/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2024,1883.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0222,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,PANRITA BERKAH UTAMA,16072200024190001,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,20.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0223,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,PELANGI UTAMA JAYA MANDIRI,26/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2024,2375.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0224,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,PERTAMBANGAN BUMI ANOA,1119/1/IUP/PMDN/2022,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2022,626.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0225,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,PUTRI GLORY ELSHADAY,46/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2023,4086.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0226,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,SAMBAS MINERALS MINING,13/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2020,1008.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0227,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,SASMAKA ANUGERAH ALAM,26012300474740002,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,44.74,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0228,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,SEJAHTERA ENERGI RESOURCES,16012400665210002,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE,2024,3012.93,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0229,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,SENTRATAMA KARYA CEMERLANG,181/DPMPTSP/III/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,1226.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0230,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,ST NICKEL RESOURCES,224 TAHUN 2014,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2014,1818.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0231,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,SULAWESI CAHAYA MINERAL,67/1/IUP/PMA/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE,2019,21100.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0232,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,SURYA AMIEN SANTOSO,12052200461990003,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,88.41,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0233,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,VISI DEBTINDO MINERAL,957/DPM-PTSP/XI/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2018,873.8,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0234,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,WATU MORINI,09082301049260002,Perusahaan Komanditer (CV),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2023,14.35,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0235,NODE-SULTRA-KONAWE-OSS,Simpul logistik Konawe-OSS,WIJAYA INTI NUSANTARA,820/DPMPTSP/XI/2019,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KONAWE SELATAN,2019,1931.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-004
PERMIT-0236,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,ANEKA TAMBANG,173/1/IUP/PMDN/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2020,584.3,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0237,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,ANEKA TAMBANG,174/1/IUP/PMDN/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2020,2712.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0238,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,ANEKA TAMBANG,16/I/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2023,195.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0239,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,ANEKA TAMBANG,172/1/IUP/PMDN/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2020,1954.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0240,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,ANEKA TAMBANG,175/1/IUP/PMDN/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2020,878.2,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0241,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,BOLA DUNIA MANDIRI,457/DPM-PTSP/V/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2017,260.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0242,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,EVI ANDRIANI SYAM,19102100268640002,Perusahaan Perseroan Terbatas (PT),Peridotit,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2024,23.83,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0243,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,GASING SULAWESI,890/DPM-PTSP/XI/2018,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2018,103.46,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0244,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,KISWAH PERDANA,1591/1IUP/PMDN/2021,Perusahaan Komanditer (CV),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2021,43.32,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0245,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,MINERALINDO BERKAH SEMESTA,04072300655090004,Perusahaan Perseroan Terbatas (PT),Grafit,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2024,189.13,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0246,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,PD. ANEKA USAHA KOLAKA,299/DPM-PTSP/IV/2018,Perusahaan Umum Daerah (Perumda),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2018,340.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0247,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,PUTRA KOLAKA SEJAHTERA,496/DPM-PTSP/VI/2018,Perusahaan Perseroan Terbatas (PT),Pasir Kuarsa,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2018,199.59,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0248,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,PUTRA MEKONGGA SEJAHTERA,652/DPMPTSP/XI/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2017,388.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0249,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,REJEKI ALAM SULTRA,91205013228120002,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2023,83.2,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0250,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,RIDHA BUANA MANDIRI,06122100205030005,Perusahaan Perseroan Terbatas (PT),Peridotit,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2023,5.32,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0251,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,SULTRA SUMBER SEJAHTERA,30032300684740002,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2023,135.09,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0252,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,SURIA LINTAS GEMILANG,1461/1/IUP/PMDN/2021,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2021,760.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0253,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,TRI MITRA BABARINA PUTRA,30052300043260001,Perusahaan Perseroan Terbatas (PT),Peridotit,tidak,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2024,64.7,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0254,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,VALE INDONESIA,01/1/IUP/PMA/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2024,20286.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0255,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,WAJA INTI LESTARI,418/DPMPTSP/VII/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tenggara,KAB. KOLAKA,2020,210.3,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0256,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,Simpul logistik Pomalaa-ANTAM,YUANDA JAYA INDONESIA,33/1/IUP/PMA/2021,Perusahaan Perseroan Terbatas (PT),,tidak,,Sulawesi Tenggara,KAB. KOLAKA,2021,0.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-005
PERMIT-0257,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,ANUGERAH JAYA BUANA,34/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Selatan,KAB. LUWU TIMUR,2023,2800.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0258,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,ANUGERAH TEHNIK UTAMA,15042300209710003,Perusahaan Komanditer (CV),Kerikil Berpasir Alami (Sirtu),tidak,EKSPLORASI,Sulawesi Selatan,KAB. LUWU TIMUR,2024,5.9,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0259,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,CITRA LAMPIA MANDIRI,2/I.03h/PTSP/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Selatan,KAB. LUWU TIMUR,2018,2660.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0260,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,ERA MARPADOT,07/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Selatan,"KAB. LUWU TIMUR, KAB. KOLAKA UTARA",2024,4301.5,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0261,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,LINGKE SULAWESI MINERAL,31/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,EKSPLORASI,Sulawesi Selatan,KAB. LUWU TIMUR,2024,943.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0262,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,MADUMA ASIH PRATAMA,04/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Selatan,KAB. LUWU TIMUR,2024,7069.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0263,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,MITRA BERKARYA SEJATI,39/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Selatan,KAB. LUWU TIMUR,2023,3807.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0264,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,PANCA DIGITAL SOLUTION,7/1/IUP/PMA/2024,Perusahaan Perseroan Terbatas (PT),Besi,tidak,EKSPLORASI,Sulawesi Selatan,KAB. LUWU TIMUR,2024,1168.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0265,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,PANCA DIGITAL SOLUTION,58/1/IUP/PMA/2017,Perusahaan Perseroan Terbatas (PT),Besi,tidak,OPERASI PRODUKSI,Sulawesi Selatan,KAB. LUWU TIMUR,2017,329.08,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0266,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,PARAMOS REZEKI INDAH,35/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Selatan,KAB. LUWU TIMUR,2023,6639.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0267,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,STAR MITRA SULAWESI,91201019603440024,Perusahaan Perseroan Terbatas (PT),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Selatan,KAB. LUWU TIMUR,2024,9.33,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0268,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,SULAWESI DAMAI MINERAL,32/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,EKSPLORASI,Sulawesi Selatan,KAB. LUWU TIMUR,2024,1665.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0269,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,SUMBER WAHAU JAYA,22/I.03A/PTSP/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Selatan,KAB. LUWU TIMUR,2021,303.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
PERMIT-0270,NODE-SULSEL-LUTIM-SOROWAKO-VALE,Simpul logistik Sorowako-Luwu Timur,VALE INDONESIA,01/1/IUP/PMA/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,"KAB. MOROWALI, KAB. LUWU TIMUR",2024,22699.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-006
