provinsi,tahun,indikator,nilai,Sumber
Gorontalo,2024,Kasus Malaria Positif,1581,data/raw/profil_kesehatan_kemenkes/
Jambi,2014,Kasus Diare Dilayani,64180,data/raw/profil_kesehatan_kemenkes/
Jambi,2014,Kasus ISPA/Pneumonia,5499,data/raw/profil_kesehatan_kemenkes/
Jambi,2014,Kasus Kusta Baru,78,data/raw/profil_kesehatan_kemenkes/
Jambi,2014,Kasus Malaria Positif,2855,data/raw/profil_kesehatan_kemenkes/
Jambi,2015,Kasus Diare Dilayani,56994,data/raw/profil_kesehatan_kemenkes/
Jambi,2015,Kasus ISPA/Pneumonia,7114,data/raw/profil_kesehatan_kemenkes/
Jambi,2015,Kasus Kusta Baru,72,data/raw/profil_kesehatan_kemenkes/
Jambi,2015,Kasus Malaria Positif,1612,data/raw/profil_kesehatan_kemenkes/
Jambi,2016,Kasus Diare Dilayani,26001,data/raw/profil_kesehatan_kemenkes/
Jambi,2016,Kasus ISPA/Pneumonia,5572,data/raw/profil_kesehatan_kemenkes/
Jambi,2016,Kasus Kusta Baru,61,data/raw/profil_kesehatan_kemenkes/
Jambi,2016,Kasus Malaria Positif,492,data/raw/profil_kesehatan_kemenkes/
Jambi,2017,Kasus ISPA/Pneumonia,5484,data/raw/profil_kesehatan_kemenkes/
Jambi,2017,Kasus Kusta Baru,60,data/raw/profil_kesehatan_kemenkes/
Jambi,2017,Kasus Malaria Positif,187,data/raw/profil_kesehatan_kemenkes/
Jambi,2018,Kasus Diare Dilayani,74741,data/raw/profil_kesehatan_kemenkes/
Jambi,2018,Kasus ISPA/Pneumonia,4080,data/raw/profil_kesehatan_kemenkes/
Jambi,2018,Kasus Kusta Baru,78,data/raw/profil_kesehatan_kemenkes/
Jambi,2018,Kasus Malaria Positif,189,data/raw/profil_kesehatan_kemenkes/
Jambi,2019,Kasus Diare Dilayani,70023,data/raw/profil_kesehatan_kemenkes/
Jambi,2019,Kasus ISPA/Pneumonia,3525,data/raw/profil_kesehatan_kemenkes/
Jambi,2019,Kasus Kusta Baru,94,data/raw/profil_kesehatan_kemenkes/
Jambi,2019,Kasus Malaria Positif,66,data/raw/profil_kesehatan_kemenkes/
Jambi,2020,Kasus Diare Dilayani,46383,data/raw/profil_kesehatan_kemenkes/
Jambi,2020,Kasus ISPA/Pneumonia,1812,data/raw/profil_kesehatan_kemenkes/
Jambi,2020,Kasus Kusta Baru,61,data/raw/profil_kesehatan_kemenkes/
Jambi,2020,Kasus Malaria Positif,68,data/raw/profil_kesehatan_kemenkes/
Jambi,2021,Kasus Diare Dilayani,38704,data/raw/profil_kesehatan_kemenkes/
Jambi,2021,Kasus ISPA/Pneumonia,1163,data/raw/profil_kesehatan_kemenkes/
Jambi,2021,Kasus Kusta Baru,45,data/raw/profil_kesehatan_kemenkes/
Jambi,2021,Kasus Malaria Positif,39,data/raw/profil_kesehatan_kemenkes/
Jambi,2022,Kasus Diare Dilayani,31636,data/raw/profil_kesehatan_kemenkes/
Jambi,2022,Kasus ISPA/Pneumonia,1207,data/raw/profil_kesehatan_kemenkes/
Jambi,2022,Kasus Kusta Baru,11,data/raw/profil_kesehatan_kemenkes/
Jambi,2022,Kasus Malaria Positif,264,data/raw/profil_kesehatan_kemenkes/
Jambi,2023,Kasus Diare Dilayani,21513,data/raw/profil_kesehatan_kemenkes/
Jambi,2023,Kasus ISPA/Pneumonia,1139,data/raw/profil_kesehatan_kemenkes/
Jambi,2023,Kasus Kusta Baru,68,data/raw/profil_kesehatan_kemenkes/
Jambi,2023,Kasus Malaria Positif,199,data/raw/profil_kesehatan_kemenkes/
Jambi,2024,Kasus Diare Dilayani,29469,data/raw/profil_kesehatan_kemenkes/
Jambi,2024,Kasus ISPA/Pneumonia,1620,data/raw/profil_kesehatan_kemenkes/
Jambi,2024,Kasus Kusta Baru,54,data/raw/profil_kesehatan_kemenkes/
Jambi,2024,Kasus Malaria Positif,49,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2014,Kasus Diare Dilayani,1068685,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2014,Kasus ISPA/Pneumonia,197654,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2014,Kasus Kusta Baru,1917,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2014,Kasus Malaria Positif,282,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2015,Kasus Diare Dilayani,50868,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2015,Kasus ISPA/Pneumonia,180357,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2015,Kasus Kusta Baru,2026,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2015,Kasus Malaria Positif,179,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2016,Kasus Diare Dilayani,930176,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2016,Kasus ISPA/Pneumonia,174612,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2016,Kasus Kusta Baru,2046,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2016,Kasus Malaria Positif,323,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2017,Kasus ISPA/Pneumonia,145135,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2017,Kasus Kusta Baru,1813,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2017,Kasus Malaria Positif,328,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2018,Kasus Diare Dilayani,803533,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2018,Kasus ISPA/Pneumonia,131382,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2018,Kasus Kusta Baru,2124,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2018,Kasus Malaria Positif,181,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2019,Kasus Diare Dilayani,881093,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2019,Kasus ISPA/Pneumonia,104866,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2019,Kasus Kusta Baru,2100,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2019,Kasus Malaria Positif,436,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2020,Kasus Diare Dilayani,604464,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2020,Kasus ISPA/Pneumonia,70508,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2020,Kasus Kusta Baru,1404,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2020,Kasus Malaria Positif,319,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2021,Kasus Diare Dilayani,430520,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2021,Kasus ISPA/Pneumonia,67185,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2021,Kasus Kusta Baru,1328,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2021,Kasus Malaria Positif,247,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2022,Kasus Diare Dilayani,404051,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2022,Kasus ISPA/Pneumonia,101967,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2022,Kasus Kusta Baru,584,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2022,Kasus Malaria Positif,498,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2023,Kasus Diare Dilayani,644506,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2023,Kasus ISPA/Pneumonia,102576,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2023,Kasus Kusta Baru,1790,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2023,Kasus Malaria Positif,512,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2024,Kasus Diare Dilayani,663921,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2024,Kasus ISPA/Pneumonia,133926,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2024,Kasus Kusta Baru,1805,data/raw/profil_kesehatan_kemenkes/
Jawa Barat,2024,Kasus Malaria Positif,512,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2014,Kasus Diare Dilayani,393829,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2014,Kasus ISPA/Pneumonia,99465,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2014,Kasus Kusta Baru,1860,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2014,Kasus Malaria Positif,1629,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2015,Kasus Diare Dilayani,503509,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2015,Kasus ISPA/Pneumonia,36279,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2015,Kasus Kusta Baru,1807,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2015,Kasus Malaria Positif,2190,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2016,Kasus Diare Dilayani,95635,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2016,Kasus ISPA/Pneumonia,59650,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2016,Kasus Kusta Baru,1609,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2016,Kasus Malaria Positif,1091,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2017,Kasus ISPA/Pneumonia,59995,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2017,Kasus Kusta Baru,1644,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2017,Kasus Malaria Positif,904,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2018,Kasus Diare Dilayani,573625,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2018,Kasus ISPA/Pneumonia,60660,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2018,Kasus Kusta Baru,1445,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2018,Kasus Malaria Positif,732,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2019,Kasus Diare Dilayani,559994,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2019,Kasus ISPA/Pneumonia,50263,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2019,Kasus Kusta Baru,1336,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2019,Kasus Malaria Positif,297,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2020,Kasus Diare Dilayani,412805,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2020,Kasus ISPA/Pneumonia,41049,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2020,Kasus Kusta Baru,1035,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2020,Kasus Malaria Positif,265,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2021,Kasus Diare Dilayani,297062,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2021,Kasus ISPA/Pneumonia,35978,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2021,Kasus Kusta Baru,642,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2021,Kasus Malaria Positif,805,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2022,Kasus Diare Dilayani,322481,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2022,Kasus ISPA/Pneumonia,38348,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2022,Kasus Kusta Baru,322,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2022,Kasus Malaria Positif,931,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2023,Kasus Diare Dilayani,372779,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2023,Kasus ISPA/Pneumonia,55232,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2023,Kasus Kusta Baru,1285,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2023,Kasus Malaria Positif,567,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2024,Kasus Diare Dilayani,467663,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2024,Kasus ISPA/Pneumonia,82862,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2024,Kasus Kusta Baru,1294,data/raw/profil_kesehatan_kemenkes/
Jawa Tengah,2024,Kasus Malaria Positif,747,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2014,Kasus Diare Dilayani,1015968,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2014,Kasus ISPA/Pneumonia,106551,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2014,Kasus Kusta Baru,4116,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2014,Kasus Malaria Positif,315,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2015,Kasus Diare Dilayani,28979,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2015,Kasus ISPA/Pneumonia,96087,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2015,Kasus Kusta Baru,4013,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2015,Kasus Malaria Positif,25,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2016,Kasus Diare Dilayani,338806,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2016,Kasus ISPA/Pneumonia,93279,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2016,Kasus Kusta Baru,3999,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2016,Kasus Malaria Positif,303,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2017,Kasus ISPA/Pneumonia,92975,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2017,Kasus Kusta Baru,3373,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2017,Kasus Malaria Positif,107,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2018,Kasus Diare Dilayani,742060,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2018,Kasus ISPA/Pneumonia,92913,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2018,Kasus Kusta Baru,3259,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2018,Kasus Malaria Positif,361,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2019,Kasus Diare Dilayani,678248,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2019,Kasus ISPA/Pneumonia,89361,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2019,Kasus Kusta Baru,2940,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2019,Kasus Malaria Positif,636,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2020,Kasus Diare Dilayani,572925,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2020,Kasus ISPA/Pneumonia,76929,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2020,Kasus Kusta Baru,1863,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2020,Kasus Malaria Positif,295,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2021,Kasus Diare Dilayani,510033,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2021,Kasus ISPA/Pneumonia,74071,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2021,Kasus Kusta Baru,1696,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2021,Kasus Malaria Positif,212,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2022,Kasus Diare Dilayani,423492,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2022,Kasus ISPA/Pneumonia,92118,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2022,Kasus Kusta Baru,789,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2022,Kasus Malaria Positif,579,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2023,Kasus Diare Dilayani,642000,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2023,Kasus ISPA/Pneumonia,75199,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2023,Kasus Kusta Baru,2348,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2023,Kasus Malaria Positif,565,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2024,Kasus Diare Dilayani,435344,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2024,Kasus ISPA/Pneumonia,99628,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2024,Kasus Kusta Baru,2198,data/raw/profil_kesehatan_kemenkes/
Jawa Timur,2024,Kasus Malaria Positif,553,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2014,Kasus ISPA/Pneumonia,2443,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2014,Kasus Kusta Baru,43,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2014,Kasus Malaria Positif,753,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2015,Kasus Diare Dilayani,31616,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2015,Kasus ISPA/Pneumonia,2791,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2015,Kasus Kusta Baru,57,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2015,Kasus Malaria Positif,640,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2016,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2016,Kasus ISPA/Pneumonia,2542,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2016,Kasus Kusta Baru,91,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2016,Kasus Malaria Positif,297,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2017,Kasus ISPA/Pneumonia,2026,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2017,Kasus Kusta Baru,61,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2017,Kasus Malaria Positif,152,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2018,Kasus Diare Dilayani,64731,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2018,Kasus ISPA/Pneumonia,1965,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2018,Kasus Kusta Baru,99,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2018,Kasus Malaria Positif,99,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2019,Kasus Diare Dilayani,59061,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2019,Kasus ISPA/Pneumonia,1709,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2019,Kasus Kusta Baru,80,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2019,Kasus Malaria Positif,22,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2020,Kasus Diare Dilayani,36794,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2020,Kasus ISPA/Pneumonia,1165,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2020,Kasus Kusta Baru,52,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2020,Kasus Malaria Positif,64,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2021,Kasus Diare Dilayani,32964,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2021,Kasus ISPA/Pneumonia,735,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2021,Kasus Kusta Baru,59,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2021,Kasus Malaria Positif,17,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2022,Kasus Diare Dilayani,40282,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2022,Kasus ISPA/Pneumonia,2115,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2022,Kasus Kusta Baru,27,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2022,Kasus Malaria Positif,53,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2023,Kasus Diare Dilayani,34376,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2023,Kasus ISPA/Pneumonia,1958,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2023,Kasus Kusta Baru,67,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2023,Kasus Malaria Positif,41,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2024,Kasus Diare Dilayani,36776,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2024,Kasus ISPA/Pneumonia,2270,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2024,Kasus Kusta Baru,74,data/raw/profil_kesehatan_kemenkes/
Kalimantan Barat,2024,Kasus Malaria Positif,62,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2014,Kasus Diare Dilayani,96098,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2014,Kasus ISPA/Pneumonia,18820,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2014,Kasus Kusta Baru,156,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2014,Kasus Malaria Positif,5303,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2015,Kasus Diare Dilayani,31314,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2015,Kasus ISPA/Pneumonia,14764,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2015,Kasus Kusta Baru,145,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2015,Kasus Malaria Positif,2716,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2016,Kasus Diare Dilayani,9986,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2016,Kasus ISPA/Pneumonia,13262,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2016,Kasus Kusta Baru,124,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2016,Kasus Malaria Positif,2117,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2017,Kasus ISPA/Pneumonia,10687,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2017,Kasus Kusta Baru,98,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2017,Kasus Malaria Positif,1135,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2018,Kasus Diare Dilayani,67818,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2018,Kasus ISPA/Pneumonia,12018,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2018,Kasus Kusta Baru,168,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2018,Kasus Malaria Positif,844,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2019,Kasus Diare Dilayani,66532,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2019,Kasus ISPA/Pneumonia,12276,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2019,Kasus Kusta Baru,151,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2019,Kasus Malaria Positif,861,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2020,Kasus Diare Dilayani,36343,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2020,Kasus ISPA/Pneumonia,6454,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2020,Kasus Kusta Baru,76,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2020,Kasus Malaria Positif,517,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2021,Kasus Diare Dilayani,29466,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2021,Kasus ISPA/Pneumonia,4493,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2021,Kasus Kusta Baru,73,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2021,Kasus Malaria Positif,295,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2022,Kasus Diare Dilayani,33482,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2022,Kasus ISPA/Pneumonia,11466,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2022,Kasus Kusta Baru,35,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2022,Kasus Malaria Positif,499,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2023,Kasus Diare Dilayani,47741,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2023,Kasus ISPA/Pneumonia,13281,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2023,Kasus Kusta Baru,136,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2023,Kasus Malaria Positif,334,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2024,Kasus Diare Dilayani,44075,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2024,Kasus ISPA/Pneumonia,13952,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2024,Kasus Kusta Baru,142,data/raw/profil_kesehatan_kemenkes/
Kalimantan Selatan,2024,Kasus Malaria Positif,302,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2014,Kasus Diare Dilayani,32634,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2014,Kasus ISPA/Pneumonia,416,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2014,Kasus Kusta Baru,62,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2014,Kasus Malaria Positif,3130,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2015,Kasus Diare Dilayani,119037,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2015,Kasus ISPA/Pneumonia,408,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2015,Kasus Kusta Baru,26,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2015,Kasus Malaria Positif,1047,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2016,Kasus Diare Dilayani,9472,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2016,Kasus ISPA/Pneumonia,466,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2016,Kasus Kusta Baru,51,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2016,Kasus Malaria Positif,474,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2017,Kasus ISPA/Pneumonia,471,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2017,Kasus Kusta Baru,38,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2017,Kasus Malaria Positif,760,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2018,Kasus Diare Dilayani,39450,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2018,Kasus ISPA/Pneumonia,611,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2018,Kasus Kusta Baru,75,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2018,Kasus Malaria Positif,664,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2019,Kasus Diare Dilayani,48493,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2019,Kasus ISPA/Pneumonia,1133,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2019,Kasus Kusta Baru,85,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2019,Kasus Malaria Positif,202,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2020,Kasus Diare Dilayani,21666,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2020,Kasus ISPA/Pneumonia,515,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2020,Kasus Kusta Baru,43,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2020,Kasus Malaria Positif,162,data/raw/profil_kesehatan_kemenkes/
Kalimantan Tengah,2021,Kasus Diare Dilayani,18357,data/raw/profil_kesehatan_kemenkes/
