provinsi,tahun,indikator,nilai,Sumber
Maluku Utara,2018,Kasus Diare Dilayani,15403,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2018,Kasus ISPA/Pneumonia,1130,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2018,Kasus Kusta Baru,696,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2018,Kasus Malaria Positif,485,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2019,Kasus Diare Dilayani,19861,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2019,Kasus ISPA/Pneumonia,834,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2019,Kasus Kusta Baru,909,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2019,Kasus Malaria Positif,580,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2020,Kasus Diare Dilayani,11268,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2020,Kasus ISPA/Pneumonia,373,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2020,Kasus Kusta Baru,505,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2020,Kasus Malaria Positif,202,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2021,Kasus Diare Dilayani,10878,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2021,Kasus ISPA/Pneumonia,330,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2021,Kasus Kusta Baru,530,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2021,Kasus Malaria Positif,128,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2022,Kasus Diare Dilayani,15796,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2022,Kasus ISPA/Pneumonia,741,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2022,Kasus Kusta Baru,242,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2022,Kasus Malaria Positif,232,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2023,Kasus Diare Dilayani,8460,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2023,Kasus ISPA/Pneumonia,984,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2023,Kasus Kusta Baru,666,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2023,Kasus Malaria Positif,244,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2024,Kasus Diare Dilayani,11256,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2024,Kasus ISPA/Pneumonia,870,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2024,Kasus Kusta Baru,637,data/raw/profil_kesehatan_kemenkes/
Maluku Utara,2024,Kasus Malaria Positif,205,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2014,Kasus Diare Dilayani,189168,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2014,Kasus ISPA/Pneumonia,24178,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2014,Kasus Kusta Baru,281,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2014,Kasus Malaria Positif,3662,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2015,Kasus Diare Dilayani,18125,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2015,Kasus ISPA/Pneumonia,24872,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2015,Kasus Kusta Baru,292,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2015,Kasus Malaria Positif,2014,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2016,Kasus Diare Dilayani,89269,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2016,Kasus ISPA/Pneumonia,25946,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2016,Kasus Kusta Baru,243,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2016,Kasus Malaria Positif,1168,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2017,Kasus ISPA/Pneumonia,18569,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2017,Kasus Kusta Baru,221,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2017,Kasus Malaria Positif,765,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2018,Kasus Diare Dilayani,133779,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2018,Kasus ISPA/Pneumonia,20229,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2018,Kasus Kusta Baru,249,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2018,Kasus Malaria Positif,1702,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2019,Kasus Diare Dilayani,127151,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2019,Kasus ISPA/Pneumonia,21408,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2019,Kasus Kusta Baru,321,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2019,Kasus Malaria Positif,954,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2020,Kasus Diare Dilayani,108298,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2020,Kasus ISPA/Pneumonia,11735,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2020,Kasus Kusta Baru,248,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2020,Kasus Malaria Positif,247,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2021,Kasus Diare Dilayani,92978,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2021,Kasus ISPA/Pneumonia,11913,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2021,Kasus Kusta Baru,170,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2021,Kasus Malaria Positif,367,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2022,Kasus Diare Dilayani,76733,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2022,Kasus ISPA/Pneumonia,13852,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2022,Kasus Kusta Baru,45,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2022,Kasus Malaria Positif,497,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2023,Kasus Diare Dilayani,69603,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2023,Kasus ISPA/Pneumonia,13255,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2023,Kasus Kusta Baru,248,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2023,Kasus Malaria Positif,338,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2024,Kasus Diare Dilayani,102324,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2024,Kasus ISPA/Pneumonia,17883,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2024,Kasus Kusta Baru,283,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Barat,2024,Kasus Malaria Positif,250,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2014,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2014,Kasus Kusta Baru,378,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2014,Kasus Malaria Positif,64953,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2015,Kasus Diare Dilayani,21086,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2015,Kasus ISPA/Pneumonia,2364,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2015,Kasus Kusta Baru,280,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2015,Kasus Malaria Positif,36039,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2016,Kasus Diare Dilayani,66341,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2016,Kasus ISPA/Pneumonia,4176,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2016,Kasus Kusta Baru,261,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2016,Kasus Malaria Positif,28129,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2017,Kasus ISPA/Pneumonia,3890,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2017,Kasus Kusta Baru,405,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2017,Kasus Malaria Positif,30451,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2018,Kasus Diare Dilayani,70236,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2018,Kasus ISPA/Pneumonia,3959,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2018,Kasus Kusta Baru,375,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2018,Kasus Malaria Positif,18386,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2019,Kasus Diare Dilayani,27597,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2019,Kasus ISPA/Pneumonia,6620,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2019,Kasus Kusta Baru,389,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2019,Kasus Malaria Positif,12909,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2020,Kasus Diare Dilayani,52818,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2020,Kasus ISPA/Pneumonia,2764,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2020,Kasus Kusta Baru,275,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2020,Kasus Malaria Positif,15304,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2021,Kasus Diare Dilayani,40137,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2021,Kasus ISPA/Pneumonia,1686,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2021,Kasus Kusta Baru,342,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2021,Kasus Malaria Positif,9419,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2022,Kasus Diare Dilayani,41796,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2022,Kasus ISPA/Pneumonia,3091,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2022,Kasus Kusta Baru,156,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2022,Kasus Malaria Positif,15812,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2023,Kasus Diare Dilayani,19037,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2023,Kasus ISPA/Pneumonia,4621,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2023,Kasus Kusta Baru,534,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2023,Kasus Malaria Positif,6931,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2024,Kasus Diare Dilayani,29313,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2024,Kasus ISPA/Pneumonia,4966,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2024,Kasus Kusta Baru,447,data/raw/profil_kesehatan_kemenkes/
Nusa Tenggara Timur,2024,Kasus Malaria Positif,8894,data/raw/profil_kesehatan_kemenkes/
Papua,2014,Kasus Diare Dilayani,4245488,data/raw/profil_kesehatan_kemenkes/
Papua,2014,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua,2014,Kasus Kusta Baru,1061,data/raw/profil_kesehatan_kemenkes/
Papua,2014,Kasus Malaria Positif,103095,data/raw/profil_kesehatan_kemenkes/
Papua,2015,Kasus Diare Dilayani,46584,data/raw/profil_kesehatan_kemenkes/
Papua,2015,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua,2015,Kasus Kusta Baru,1084,data/raw/profil_kesehatan_kemenkes/
Papua,2015,Kasus Malaria Positif,100561,data/raw/profil_kesehatan_kemenkes/
Papua,2016,Kasus Diare Dilayani,16242,data/raw/profil_kesehatan_kemenkes/
Papua,2016,Kasus ISPA/Pneumonia,716,data/raw/profil_kesehatan_kemenkes/
Papua,2016,Kasus Kusta Baru,1267,data/raw/profil_kesehatan_kemenkes/
Papua,2016,Kasus Malaria Positif,147066,data/raw/profil_kesehatan_kemenkes/
Papua,2017,Kasus ISPA/Pneumonia,53,data/raw/profil_kesehatan_kemenkes/
Papua,2017,Kasus Kusta Baru,968,data/raw/profil_kesehatan_kemenkes/
Papua,2017,Kasus Malaria Positif,192648,data/raw/profil_kesehatan_kemenkes/
Papua,2018,Kasus Diare Dilayani,43229,data/raw/profil_kesehatan_kemenkes/
Papua,2018,Kasus ISPA/Pneumonia,535,data/raw/profil_kesehatan_kemenkes/
Papua,2018,Kasus Kusta Baru,1800,data/raw/profil_kesehatan_kemenkes/
Papua,2018,Kasus Malaria Positif,176070,data/raw/profil_kesehatan_kemenkes/
Papua,2019,Kasus Diare Dilayani,34892,data/raw/profil_kesehatan_kemenkes/
Papua,2019,Kasus ISPA/Pneumonia,17,data/raw/profil_kesehatan_kemenkes/
Papua,2019,Kasus Kusta Baru,1533,data/raw/profil_kesehatan_kemenkes/
Papua,2019,Kasus Malaria Positif,216380,data/raw/profil_kesehatan_kemenkes/
Papua,2020,Kasus Diare Dilayani,34372,data/raw/profil_kesehatan_kemenkes/
Papua,2020,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua,2020,Kasus Kusta Baru,1022,data/raw/profil_kesehatan_kemenkes/
Papua,2020,Kasus Malaria Positif,216841,data/raw/profil_kesehatan_kemenkes/
Papua,2021,Kasus Diare Dilayani,12584,data/raw/profil_kesehatan_kemenkes/
Papua,2021,Kasus ISPA/Pneumonia,1953,data/raw/profil_kesehatan_kemenkes/
Papua,2021,Kasus Kusta Baru,997,data/raw/profil_kesehatan_kemenkes/
Papua,2021,Kasus Malaria Positif,275243,data/raw/profil_kesehatan_kemenkes/
Papua,2022,Kasus Diare Dilayani,42596,data/raw/profil_kesehatan_kemenkes/
Papua,2022,Kasus ISPA/Pneumonia,2990,data/raw/profil_kesehatan_kemenkes/
Papua,2022,Kasus Kusta Baru,402,data/raw/profil_kesehatan_kemenkes/
Papua,2022,Kasus Malaria Positif,393801,data/raw/profil_kesehatan_kemenkes/
Papua,2023,Kasus Diare Dilayani,7437,data/raw/profil_kesehatan_kemenkes/
Papua,2023,Kasus ISPA/Pneumonia,750,data/raw/profil_kesehatan_kemenkes/
Papua,2023,Kasus Kusta Baru,784,data/raw/profil_kesehatan_kemenkes/
Papua,2023,Kasus Malaria Positif,148723,data/raw/profil_kesehatan_kemenkes/
Papua,2024,Kasus Diare Dilayani,5610,data/raw/profil_kesehatan_kemenkes/
Papua,2024,Kasus ISPA/Pneumonia,1153,data/raw/profil_kesehatan_kemenkes/
Papua,2024,Kasus Kusta Baru,1225,data/raw/profil_kesehatan_kemenkes/
Papua,2024,Kasus Malaria Positif,229786,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2014,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2014,Kasus Kusta Baru,633,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2014,Kasus Malaria Positif,18294,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2015,Kasus Diare Dilayani,16437,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2015,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2015,Kasus Kusta Baru,717,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2015,Kasus Malaria Positif,27266,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2016,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2016,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2016,Kasus Kusta Baru,905,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2016,Kasus Malaria Positif,6063,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2017,Kasus ISPA/Pneumonia,356,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2017,Kasus Kusta Baru,788,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2017,Kasus Malaria Positif,13706,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2018,Kasus Diare Dilayani,9956,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2018,Kasus ISPA/Pneumonia,1112,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2018,Kasus Kusta Baru,956,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2018,Kasus Malaria Positif,7957,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2019,Kasus Diare Dilayani,8578,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2019,Kasus ISPA/Pneumonia,1304,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2019,Kasus Kusta Baru,1270,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2019,Kasus Malaria Positif,7079,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2020,Kasus Diare Dilayani,3762,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2020,Kasus ISPA/Pneumonia,1291,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2020,Kasus Kusta Baru,699,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2020,Kasus Malaria Positif,9970,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2021,Kasus Diare Dilayani,9250,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2021,Kasus ISPA/Pneumonia,338,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2021,Kasus Kusta Baru,781,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2021,Kasus Malaria Positif,7628,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2022,Kasus Diare Dilayani,10122,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2022,Kasus ISPA/Pneumonia,1063,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2022,Kasus Kusta Baru,285,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2022,Kasus Malaria Positif,13080,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2023,Kasus Diare Dilayani,6921,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2023,Kasus ISPA/Pneumonia,2197,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2023,Kasus Kusta Baru,365,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2023,Kasus Malaria Positif,8274,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2024,Kasus Diare Dilayani,7309,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2024,Kasus ISPA/Pneumonia,1203,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2024,Kasus Kusta Baru,392,data/raw/profil_kesehatan_kemenkes/
Papua Barat,2024,Kasus Malaria Positif,7823,data/raw/profil_kesehatan_kemenkes/
Papua Pegunungan,2023,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua Pegunungan,2023,Kasus Malaria Positif,10171,data/raw/profil_kesehatan_kemenkes/
Papua Pegunungan,2024,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua Pegunungan,2024,Kasus Malaria Positif,37975,data/raw/profil_kesehatan_kemenkes/
Papua Selatan,2023,Kasus Diare Dilayani,3886,data/raw/profil_kesehatan_kemenkes/
Papua Selatan,2023,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua Selatan,2023,Kasus Kusta Baru,93,data/raw/profil_kesehatan_kemenkes/
Papua Selatan,2023,Kasus Malaria Positif,38220,data/raw/profil_kesehatan_kemenkes/
Papua Selatan,2024,Kasus Diare Dilayani,3658,data/raw/profil_kesehatan_kemenkes/
Papua Selatan,2024,Kasus ISPA/Pneumonia,1873,data/raw/profil_kesehatan_kemenkes/
Papua Selatan,2024,Kasus Kusta Baru,188,data/raw/profil_kesehatan_kemenkes/
Papua Selatan,2024,Kasus Malaria Positif,56991,data/raw/profil_kesehatan_kemenkes/
Papua Tengah,2023,Kasus Diare Dilayani,3726,data/raw/profil_kesehatan_kemenkes/
Papua Tengah,2023,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua Tengah,2023,Kasus Kusta Baru,224,data/raw/profil_kesehatan_kemenkes/
Papua Tengah,2023,Kasus Malaria Positif,147285,data/raw/profil_kesehatan_kemenkes/
Papua Tengah,2024,Kasus Diare Dilayani,1771,data/raw/profil_kesehatan_kemenkes/
Papua Tengah,2024,Kasus ISPA/Pneumonia,0,data/raw/profil_kesehatan_kemenkes/
Papua Tengah,2024,Kasus Kusta Baru,269,data/raw/profil_kesehatan_kemenkes/
Papua Tengah,2024,Kasus Malaria Positif,168278,data/raw/profil_kesehatan_kemenkes/
Riau,2014,Kasus Diare Dilayani,125463,data/raw/profil_kesehatan_kemenkes/
Riau,2014,Kasus ISPA/Pneumonia,10367,data/raw/profil_kesehatan_kemenkes/
Riau,2014,Kasus Kusta Baru,120,data/raw/profil_kesehatan_kemenkes/
Riau,2014,Kasus Malaria Positif,845,data/raw/profil_kesehatan_kemenkes/
Riau,2015,Kasus Diare Dilayani,104649,data/raw/profil_kesehatan_kemenkes/
Riau,2015,Kasus ISPA/Pneumonia,9552,data/raw/profil_kesehatan_kemenkes/
Riau,2015,Kasus Kusta Baru,108,data/raw/profil_kesehatan_kemenkes/
Riau,2015,Kasus Malaria Positif,625,data/raw/profil_kesehatan_kemenkes/
Riau,2016,Kasus Diare Dilayani,7717,data/raw/profil_kesehatan_kemenkes/
Riau,2016,Kasus ISPA/Pneumonia,11250,data/raw/profil_kesehatan_kemenkes/
Riau,2016,Kasus Kusta Baru,144,data/raw/profil_kesehatan_kemenkes/
Riau,2016,Kasus Malaria Positif,166,data/raw/profil_kesehatan_kemenkes/
Riau,2017,Kasus ISPA/Pneumonia,6277,data/raw/profil_kesehatan_kemenkes/
Riau,2017,Kasus Kusta Baru,136,data/raw/profil_kesehatan_kemenkes/
Riau,2017,Kasus Malaria Positif,211,data/raw/profil_kesehatan_kemenkes/
Riau,2018,Kasus Diare Dilayani,80498,data/raw/profil_kesehatan_kemenkes/
Riau,2018,Kasus ISPA/Pneumonia,5846,data/raw/profil_kesehatan_kemenkes/
Riau,2018,Kasus Kusta Baru,119,data/raw/profil_kesehatan_kemenkes/
Riau,2018,Kasus Malaria Positif,74,data/raw/profil_kesehatan_kemenkes/
Riau,2019,Kasus Diare Dilayani,83358,data/raw/profil_kesehatan_kemenkes/
Riau,2019,Kasus ISPA/Pneumonia,4272,data/raw/profil_kesehatan_kemenkes/
Riau,2019,Kasus Kusta Baru,107,data/raw/profil_kesehatan_kemenkes/
Riau,2019,Kasus Malaria Positif,137,data/raw/profil_kesehatan_kemenkes/
Riau,2020,Kasus Diare Dilayani,62440,data/raw/profil_kesehatan_kemenkes/
Riau,2020,Kasus ISPA/Pneumonia,2179,data/raw/profil_kesehatan_kemenkes/
Riau,2020,Kasus Kusta Baru,84,data/raw/profil_kesehatan_kemenkes/
Riau,2020,Kasus Malaria Positif,1740,data/raw/profil_kesehatan_kemenkes/
Riau,2021,Kasus Diare Dilayani,41163,data/raw/profil_kesehatan_kemenkes/
Riau,2021,Kasus ISPA/Pneumonia,1595,data/raw/profil_kesehatan_kemenkes/
Riau,2021,Kasus Kusta Baru,75,data/raw/profil_kesehatan_kemenkes/
Riau,2021,Kasus Malaria Positif,897,data/raw/profil_kesehatan_kemenkes/
Riau,2022,Kasus Diare Dilayani,20058,data/raw/profil_kesehatan_kemenkes/
Riau,2022,Kasus ISPA/Pneumonia,2153,data/raw/profil_kesehatan_kemenkes/
Riau,2022,Kasus Kusta Baru,33,data/raw/profil_kesehatan_kemenkes/
Riau,2022,Kasus Malaria Positif,1811,data/raw/profil_kesehatan_kemenkes/
Riau,2023,Kasus Diare Dilayani,31624,data/raw/profil_kesehatan_kemenkes/
Riau,2023,Kasus ISPA/Pneumonia,2128,data/raw/profil_kesehatan_kemenkes/
Riau,2023,Kasus Kusta Baru,133,data/raw/profil_kesehatan_kemenkes/
Riau,2023,Kasus Malaria Positif,2619,data/raw/profil_kesehatan_kemenkes/
Riau,2024,Kasus Diare Dilayani,38745,data/raw/profil_kesehatan_kemenkes/
Riau,2024,Kasus ISPA/Pneumonia,1853,data/raw/profil_kesehatan_kemenkes/
Riau,2024,Kasus Kusta Baru,112,data/raw/profil_kesehatan_kemenkes/
Riau,2024,Kasus Malaria Positif,2716,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2014,Kasus ISPA/Pneumonia,243,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2014,Kasus Kusta Baru,199,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2014,Kasus Malaria Positif,325,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2015,Kasus Diare Dilayani,14723,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2015,Kasus ISPA/Pneumonia,1532,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2015,Kasus Kusta Baru,215,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2015,Kasus Malaria Positif,220,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2016,Kasus Diare Dilayani,25825,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2016,Kasus ISPA/Pneumonia,2549,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2016,Kasus Kusta Baru,181,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2016,Kasus Malaria Positif,119,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2017,Kasus ISPA/Pneumonia,1815,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2017,Kasus Kusta Baru,195,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2017,Kasus Malaria Positif,147,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2018,Kasus Diare Dilayani,36616,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2018,Kasus ISPA/Pneumonia,1450,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2018,Kasus Kusta Baru,212,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2018,Kasus Malaria Positif,254,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2019,Kasus Diare Dilayani,32427,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2019,Kasus ISPA/Pneumonia,1484,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2019,Kasus Kusta Baru,182,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2019,Kasus Malaria Positif,194,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2020,Kasus Diare Dilayani,18290,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2020,Kasus ISPA/Pneumonia,565,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2020,Kasus Kusta Baru,138,data/raw/profil_kesehatan_kemenkes/
