tahun,provinsi,jenis_bencana,jumlah_kejadian,korban_terdampak,Sumber
2022,Sulawesi Tenggara,Banjir,1.0,235,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,550,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,485,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,342,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,119,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,405,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,1385,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,750,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,237,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,4441,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,110,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1750,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,6646,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,83,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Tanah Longsor,1.0,23,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Tanah Longsor,1.0,7,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,155,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Tanah Longsor,1.0,10,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,40,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,55,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,515,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,55,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,221,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,85,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,3455,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,420,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,105,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,915,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,245,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,405,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,165,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,4995,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1500,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,630,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,2466,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,3130,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1345,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,320,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,80,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,116,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,750,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,19,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,2000,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,80,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,475,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,1335,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,82,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,11665,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,1743,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,40,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,20,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,172,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1575,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,7,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,50,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,4462,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,1212,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,755,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,1400,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,40,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,580,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,4,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,9,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,480,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,50,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,280,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,240,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,85,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,18,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,278,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,16,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,40,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,485,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,187,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,3747,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,35,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,281,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Tanah Longsor,1.0,175,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,22,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,461,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,225,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,139,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,75,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,35,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,316,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,0.5,10,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,0.5,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,8,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,5,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,265,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,77,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,150,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,278,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,951,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,150,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,1500,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,585,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,85,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,50,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,25025,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,12514,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,113,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,450,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.25,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.25,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.25,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.25,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,21381,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,37950,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.25,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.25,101,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.25,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.25,108,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Tanah Longsor,1.0,6,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,11,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,100,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,1298,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,391,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,5000,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,50,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,650,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,100,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,0.5,1372,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,0.5,72,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,1046,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,714,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,333,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,1,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,0.5,4,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,0.5,5,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,0.5,200,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,150,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,300,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,80,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,1180,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,271,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,1383,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,438,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,67,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,183,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,100,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,20,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,424,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,45,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,4875,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,1470,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,2775,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,275,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,100,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,704,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,119,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,467,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,12169,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,9545,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,195,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,2411,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,225,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,20,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,252,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,1086,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,2805,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,367,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,30,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,10156,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,1028,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Tanah Longsor,1.0,23,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,75,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,208,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,100,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,360,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,116,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,605,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,1135,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,20,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Tanah Longsor,1.0,3,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,982,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,3483,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,8540,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,120,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,107,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,1706,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,194,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,508,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,239,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,1610,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,1770,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,4988,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,158,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,652,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,320,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,0.5,73,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,0.5,125,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Tanah Longsor,1.0,7,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,4310,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,92,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,30310,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,34336,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,160,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,103,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,184,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,1876,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,230,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,805,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,18,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,3065,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,120,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,4025,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,35,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,500,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,58,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,750,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.3333333333333333,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,515,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,6200,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,125,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,700,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,425,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Utara,Banjir,1.0,6251,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,24,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,1.0,1050,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,213,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,2004,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Barat,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,275,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,178,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tenggara,Banjir,1.0,2658,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,0,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Tengah,Banjir,0.5,379,Data DIBI BNPB (Raw Recovered)
2021,Sulawesi Selatan,Banjir,0.5,380,Data DIBI BNPB (Raw Recovered)
