tahun,provinsi,jenis_bencana,jumlah_kejadian,korban_terdampak,Sumber
2023,Sulawesi Selatan,Tanah Longsor,1.0,10,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,55,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,5,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,840,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Banjir,1.0,438,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,1600,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,143,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,52,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,3,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,55,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,9811,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,78,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,101,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,350,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Banjir,1.0,4575,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,6,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,175,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,287,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,85,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,85,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,6,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,1,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,581,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,15,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,52,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Banjir,1.0,20651,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,245,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,10,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,520,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,758,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,1635,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,15,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,25,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,6,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,10040,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,486,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,80,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Banjir,1.0,2738,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,635,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,199,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,10,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,10,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tenggara,Banjir,1.0,232,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,40,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,140,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,1000,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,764,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,10,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Banjir,1.0,29,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,540,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,83,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,24,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,10,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,230,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,8,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,235,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,1240,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,1512,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,50,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,208,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,30,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,125,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,5,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,183,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,22941,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,2490,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,11163,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,1869,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,338,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,15,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,18,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,2,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,290,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,22,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,414,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,40,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,6567,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,3242,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,1228,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,18118,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Tanah Longsor,1.0,745,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,840,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,5,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,466,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Utara,Banjir,1.0,1118,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,750,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,11,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Barat,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,2074,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Tanah Longsor,1.0,1500,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Selatan,Banjir,1.0,548,Data DIBI BNPB (Raw Recovered)
2023,Sulawesi Tengah,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,2807,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1150,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,75,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,210,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1668,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,3250,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,27538,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,7,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,285,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,5,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,0.5,2685,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,291,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,0.5,1115,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,8950,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,23770,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,13,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,146,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,1480,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,275,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,30,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,100,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,0.5,13200,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,155,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,4949,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,0.5,11452,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,2175,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,6376,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,2150,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,75,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,125,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Tanah Longsor,1.0,35,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,2064,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Tanah Longsor,1.0,47,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,900,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,20,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,140,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,35,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,26,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,3830,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,5000,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,90,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,272,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,100,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1214,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,100,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,3692,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,9682,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,50,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,3285,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,1252,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,8730,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,1800,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,560,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,350,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,8854,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,240,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,55,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,620,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1075,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,380,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1465,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,7490,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,338,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,450,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,500,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,151,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,250,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,32,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1500,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1145,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,45,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,190,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,5,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,200,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,662,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,5230,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,35,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,125,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1500,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,555,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,112,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,12,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,16,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,150,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,513,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1000,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1825,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,2500,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,10077,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,559,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,200,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,300,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1280,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1465,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,1575,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,750,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,1397,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,1175,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,528,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Banjir,1.0,150,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,305,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,50,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,50,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,485,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,0.5,3570,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,300,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,250,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,15,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,70,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,30,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,5,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,625,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,182,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,125,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,1000,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,100,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,100,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,18,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,74,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,6,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,225,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Utara,Banjir,1.0,1000,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,56,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,125,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,500,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,12455,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Tanah Longsor,1.0,4,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,15,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,50,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,25,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Banjir,1.0,380,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,135,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Tanah Longsor,1.0,4670,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Selatan,Tanah Longsor,1.0,0,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tenggara,Tanah Longsor,1.0,85,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Tengah,Banjir,1.0,2850,Data DIBI BNPB (Raw Recovered)
2022,Sulawesi Barat,Banjir,1.0,300,Data DIBI BNPB (Raw Recovered)
