nomor,tahun,judul,deskripsi,lokasi,status,detail_url,list_scraped_at,nomor_kejadian,waktu_kejadian,konflik,status_konflik,sektor,sektor_lain,luas_ha,dampak_masyarakat_jiwa,confidentiality,keterlibatan_pemerintah,keterlibatan_perusahaan,keterlibatan_masyarakat,narasi,sumber,lampiran,indikasi_kriminalisasi,bukti_kriminalisasi,jumlah_ditangkap,jumlah_luka,jumlah_tewas,scraped_at,scraping_success,Sumber,provinsi_ner_llm
14,2023,Klaim Hutan Negara di atas Tanah Masyarakat Adat Moa,"SK dari KLHK terkait masyarakat adat tidak sesuai yang diharapkan yaitu 7.738 Ha, hanya 1.484 Ha yang diakui sebagai hutan adat. Selebihnya, hampir 85% wilayah masyarakat adat Moa masuk dalam Taman Nasional Lore Lindu (TNLL) dan hutan lindung. Konflik dimulai sejak tahun 1993 dimana wilayah-wilayah Adat Topo Uma ditetapkan sebagai bagian dari kawasan hutan negara dengan fungsi konservasi.",Taman Nasional,Hutan Konservasi,https://tanahkita.id/data/konflik/detil/VDRMSFJPeFp3dEE,2026-06-13T03:33:00.539328,27-08-2023,01-08-2023,Taman Nasional,Belum Ditangani,Hutan Konservasi,,0.0,6254,Public,Kementerian Kehutanan,,Masyarakat Adat Moa,"Penetapan SK Menteri Lingkungan Hidup dan Kehutanan tentang Penetapan Hutan Adat bagi Masyarakat Adat Moa di Sulawesi Tengah tahun 2021 hanya menetapkan 1.484 Ha hutan adat dari total usulan 7.738 Ha sejak tahun 2017. Masyarakat menilai luasan tersebut sangat kecil dan berpotensi mengancam keberlangsungan kehidupan masyarakat setempat. Selain itu, total luasan lahan yang tidak diakui dalam SK Menteri kemudian ditetapkan sebagai kawasan Taman Nasional Lore Lindu (TNLL). Pengusulan hutan adat oleh masyarakat dimaksudkan untuk meminimalisir ketimpangan dan konflik agraria akibat kontrol dan dominasi dari negara.",https://mongabay.co.id/2023/08/27/masyarakat-adat-moa-masih-terbelenggu-hutan-negara/,--Tidak Ada Lampiran--,False,,0,0,0,2026-06-13T03:35:42.181167,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Sulawesi Tengah
20,2016,Program Pembangunan KEK Bitung Dinilai Abaikan Hak-Hak Masyarakat,"Penggusuran tempat tinggal terjadi kepada sekitar 500 kepala keluarga di Kelurahan Tanjung Merah, Kecamatan Matuari, Kota Bitung, Sulawesi Utara atas nama Pembangunan KEK",Pabrik,Kawasan Industri,https://tanahkita.id/data/konflik/detil/Z2Z4MTVFeS1YZjA,2026-06-13T03:33:00.539328,20/06/2023,01-03-2016,Pabrik,Dalam ProsesHukum,Kawasan Industri,,92.6,0,Public,Dinas Tata Ruang Kota Bitung Utara | Pemerintah Pusat,PT Membangun Sulut Hebat,Masyarakat Kelurahan Tanjung Merah,"Kelurahan Tanjung Merah yang telah ditempati oleh warga selama 127 tahun terancam berubah fungsi lahan menjadi Kawasan Ekonomi Khusus (KEK). Proses pengosongan lahan telah dilaksanakan di beberapa daerah. Total area seluas 500 hektar telah dikosongan sebesar 92,6 hektar. Kendati demikian, pengosongan lahan tak berlangsung mulus. Banyak warga mengalami penggusuran sepihak tanpa pemberitahuan terlebih dahulu. Sebelum aksi penggusuran, pada Januari 2016, warga telah memasukkan gugatan ke PN Bitung terkait ganti rugi. Namun, belum ada kepastian hukum mengenai gugatan tersebut, tempat tinggal mereka telah digusur terlebih dahulu. Hal ini menyebabkan banyak warga terpaksa membangun tempat tinggal sementara yang menyebabkan banyak warga terutama anak-anak mengalami sakit. Bersama dengan LBH setempat, permohonan hak uji materiil telah diajukan dan diproses di Mahkamah Agung. Sayangnya permohonan tersebut ditolak melalui putusan 14 November 2017, pasca putusan tersebut pembangunan tetap berlanjut dan proses ganti rugi telah dilaksanakan meskipun sempat terhambat beberapa kali.

https://manado.tribunnews.com/2017/11/14/ceritabocah-2-bulan-yang-nyaris-nyawanya-melayang-saat-penggusuran-lahan-kek-bitung    https://jelajah.kompas.id/terumbu-karang/baca/suara-warga-yang-belum-didengarkan/       https://www.mongabay.co.id/2016/03/07/progam-pembangunan-kek-bitung-dinilai-abaikan-hak-hak-masyarakat/",https://manado.tribunnews.com/2017/11/14/ceritabocah-2-bulan-yang-nyaris-nyawanya-melayang-saat-penggusuran-lahan-kek-bitung    https://jelajah.kompas.id/terumbu-karang/baca/suara-warga-yang-belum-didengarkan/       https://www.mongabay.co.id/2016/03/07/progam-pembangunan-kek-bitung-dinilai-abaikan-hak-hak-masyarakat/,--Tidak Ada Lampiran--,False,,0,0,0,2026-06-13T03:35:53.766890,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Sulawesi Utara
21,2021,PT.Tambang Mas Sangihe (PT.TMS) ancam keberlangsungan Pulau Sangihe,Tambang PT.TMS ancam kehidupan masyarakat dan keberlangsungan lingkungan. IUP kontrak karya itu disebut tak sesuai UU No 4/2009 Jo UU No.3/2020 tentang Pertambangan Mineral dan Batubara. Izin ini juga bertentangan dengan UU No.7/2007 Jo. UU No 1/2014 tentang WP3K yang melarang kawasan pesisir dan pulau-pulau kecil untuk pertambangan.,Emas,Pertambangan,https://tanahkita.id/data/konflik/detil/a1A3ckdDVDBzUnc,2026-06-13T03:33:02.389382,09/06/2023,01-06-2021,Emas,Dalam ProsesHukum,Pertambangan,,42000.0,0,Public,Pemerintah Kabupaten Kepulauan Sangihe | Kementrian ESDM,PT.Tambang Mas Sangihe,Masyarakat Pulau Sangihe | Koalisi Save Sangihe Island | Jaringan Advokasi Tambang (Jatam),"PT Tambang Mas Sangihe yang ingin melancarkan pertambangan emas di Sangihe pun berbekal izin lingkungan yang keluar pada 25 September 2020 melalui Surat Keputusan Kepada Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu Sulawesi Utara 503/DPMPTSPD/IL/182/IX/2020. Kemudian, pada 29 Januari 2021 diterbitkannya Surat Keputusan 163.K/MB.04/DJB/2021 tentang Persetujuan Peningkatan Tahap Kegiatan Operasi Produksi Kontrak Karya PT Tambang Mas Sangihe. Tambang emas milik PT.Tambang Mas Sangihe (TMS) picu konflik dan penolakan oleh warga, Penolakan ini muncul karena luas pertambangan yang telah memakan 57% dari luas kabupaten kepulauan Sangihe yakni 42.000 ha dari 73.689 ha. Selain itu, penambangan Pulau Sangihe ini juga diduga melanggar UU Pulau Kecil yakni bertentangan dengan Undang-Undang No.1 tahun 2014 tentang Perubahan Atas Undang-Undang Nomor 27 tahun 2014 tentang pengelolaan pesisir dan pulau-pulau kecil (PWP3K).  Kementerian ESDM menetapkan Desa Bowone dan Desa Binebas sebagai lahan pertambangan emas untuk PT TMS. IUP kontrak karya itu disebut tak sesuai UU No 4/2009 Jo UU No.3/2020 tentang Pertambangan Mineral dan Batubara. Izin ini juga bertentangan dengan UU No.7/2007 Jo. UU No 1/2014 tentang WP3K yang melarang kawasan pesisir dan pulau-pulau kecil untuk pertambangan. Masyarakat bersama Koalisi Save Sangihe Island (YLBHI, SSI, LBH-Mdo, Jatam Nasional, Trend Asia), telah berjuang untuk menghentikan aktivitas perusahaan. 35 pemohon dari Pulau Sangihe, mengajukan gugatan pada 12 Agustus 2021 ke Pengadilan Tata Usaha Negara (PTUN) Jakarta terkait Keputusan Menteri Energi dan Sumber Daya Mineral Nomor: 163.K/ MB. 04/DJB/2021 tanggal 29 Januari 2021 tentang Persetujuan Peningkatan Tahap Kegiatan Operasi Produksi Kontrak Karya PT. Tambang Mas Sangihe.Laporan yang ditujukan kepada instansi pemerintah baik daerah maupun pusat serta perjuangan melalui jalur hukum pada akhirnya membuahkan hasil pada putusan Mahkamah Agung yang memenangkan masyarakat atas Kementerian ESDM dan PT.TMS. Kendati demikian, putusan MA itu hanya mengukuhkan putusan Pengadilan Tinggi Tata Usaha Negara (PT TUN) Jakarta pada 31 Agustus 2022 lalu dan hanya membatalkan SK Menteri ESDM terkait Persetujuan Peningkatan Tahap Kegiatan Operasi Produksi. PT.TMS bersikeras masih memiliki izin operasi produksi pertambangan mencapai 42.000 hektare di Sangihe masih bisa melanjutkan kegiatan eksplorasi di wilayah konsesi berbekal kontrak karya dengan Pemerintah Indonesia.  Padahal, kontrak karya operasi produksi perusahaan tambang emas asal Kanada itu telah dinyatakan tidak sah oleh Pengadilan Tinggi Tata Usaha Negara Jakarta karena terbukti melanggar beragam aturan perundangan.  Desakan kepada pemerintah untuk segera membatalkan izin operasi produksi masih terus disuarakan hingga kini

https://www.kompas.id/baca/nusantara/2022/09/07/pt-tms-ngotot-bertahan-di-sangihe https://www.mongabay.co.id/2023/03/22/komika-mongol-suarakan-penyelamatan-sangihe-koalisi-desak-pemerintah-jalankan-putusan-hukum/ https://www.mongabay.co.id/2022/11/29/kala-warga-sangihe-tuntut-cabut-izin-tambang-emas-dan-desak-bebaskan-robison/ https://manado.antaranews.com/berita/220353/pt-tms-miliki-izin-lingkungan-tetap-beroperasi-di-sangihe https://advokatkonstitusi.com/konflik-pertambangan-emas-kepulauan-sangihe-bagaimana-nasib-perempuan/ https://www.bbc.com/indonesia/indonesia-61663359",https://www.kompas.id/baca/nusantara/2022/09/07/pt-tms-ngotot-bertahan-di-sangihe https://www.mongabay.co.id/2023/03/22/komika-mongol-suarakan-penyelamatan-sangihe-koalisi-desak-pemerintah-jalankan-putusan-hukum/ https://www.mongabay.co.id/2022/11/29/kala-warga-sangihe-tuntut-cabut-izin-tambang-emas-dan-desak-bebaskan-robison/ https://manado.antaranews.com/berita/220353/pt-tms-miliki-izin-lingkungan-tetap-beroperasi-di-sangihe https://advokatkonstitusi.com/konflik-pertambangan-emas-kepulauan-sangihe-bagaimana-nasib-perempuan/ https://www.bbc.com/indonesia/indonesia-61663359,--Tidak Ada Lampiran--,False,,0,0,0,2026-06-13T03:35:55.733217,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Sulawesi Utara
38,2023,"Dua kelompok Warga di Kabupaten Mamuju Tengah (Mateng), Sulawesi Barat (Sulbar) bentrok lantaran memperebutkan lahan sawit. Insiden itu menewaskan 1 orang dan 4 lainnya luka-luka.","Dua kelompok Warga di Kabupaten Mamuju Tengah (Mateng), Sulawesi Barat (Sulbar) bentrok lantaran memperebutkan lahan sawit. Insiden itu menewaskan 1 orang dan 4 lainnya luka-luka.",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/konflik/detil/cmJTOVY1SEhnbFE,2026-06-13T03:33:04.248968,15/05/2023,01-01-2023,Perkebunan Kelapa Sawit,Dalam ProsesHukum,Perkebunan,,10.0,1,Public,Pemerintah Kabupaten Mamuju Tengah,,"Dua kelompok warga, kelompok korban HM dan pekerjanya dengan warga yang mengaku memiliki tanah","Konflik sengketa lahan seluas 10 hektar antara dua kelompok warga menewaskan seorang warga. Korban inisial HM tewas dalam penyerangan yang dilakukan oleh sekelompok warga yang mengaku pemilik lahan. Penyerangan terjadi ketika HM dan pekerjanya tengah menuju lahan sawit untuk melakukan panen, namun ketika tiba mereka dihadang oleh sekelompok warga dan akhirnya penyerangan menggunakan senjata tajam. Menanggapi hal ini, Pemerintah Kabupaten Mamuju Tengah telah membuat tim khusus untuk permasalahan ini. Satgas yang juga diisi unsur dari aparat keamanan dan kantor pertanahan itu nantinya akan mengurai potensi konflik yang mungkin muncul untuk meminimalisasi jatuhnya korban.

https://www.detik.com/sulsel/hukum-dan-kriminal/d-6517170/perkara-lahan-sawit-picu-bentrok-warga-di-mateng-hingga-1-orang-tewas https://www.detik.com/sulsel/hukum-dan-kriminal/d-6516826/kronologi-warga-di-mateng-bentrok-gegara-lahan-sawit-hingga-1-orang-tewas https://voi.id/berita/247492/konflik-lahan-sawit-di-mamuju-tengah-makan-korban-jiwa-pemkab-bentuk-satgas-cari-solusi",https://www.detik.com/sulsel/hukum-dan-kriminal/d-6517170/perkara-lahan-sawit-picu-bentrok-warga-di-mateng-hingga-1-orang-tewas https://www.detik.com/sulsel/hukum-dan-kriminal/d-6516826/kronologi-warga-di-mateng-bentrok-gegara-lahan-sawit-hingga-1-orang-tewas https://voi.id/berita/247492/konflik-lahan-sawit-di-mamuju-tengah-makan-korban-jiwa-pemkab-bentuk-satgas-cari-solusi,--Tidak Ada Lampiran--,True,Korban inisial HM tewas dalam penyerangan yang dilakukan oleh sekelompok warga yang mengaku pemilik lahan | com/sulsel/hukum-dan-kriminal/d-6516826/kronologi-warga-di-mateng-bentrok-gegara-lahan-sawit-hingga-1-orang-tewas https://voi | com/sulsel/hukum-dan-kriminal/d-6517170/perkara-lahan-sawit-picu-bentrok-warga-di-mateng-hingga-1-orang-tewas https://www | Satgas yang juga diisi unsur dari aparat keamanan dan kantor pertanahan itu nantinya akan mengurai potensi konflik yang mungkin muncul untuk meminimalisasi jatuhnya korban,0,4,0,2026-06-13T03:36:27.485285,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Sulawesi Barat
39,2018,Sengketa Lahan Proyek Bendungan Bulango Ulu,Gugatan warga seluas lahan sebesar 1.000 hektar pada pembangunan Bendungan Bolango Ulu yang merupakan strategis nasional (PSN) yang dilakukan pada tahun 2018,PLTA,Bendungan,https://tanahkita.id/data/konflik/detil/Yzdpdk8zcTNxeGs,2026-06-13T03:33:04.248968,15/03/2023,01-12-2018,PLTA,Dalam ProsesHukum,Bendungan,,1000.0,0,Public,Gubernur Gorontalo | Balai Wilayah Sungai [BWS] Sulawesi II | Badan Pertanahan Negara Kabupaten Gorontalo,,Aliansi Masyarakat Bulango Ulu dan Bulango Utara,"Bendungan Bolango Ulu merupakan proyek strategis nasional [PSN] 2018. Mega proyek senilai Rp2,2 triliun ini akan dibangun setinggi 65,9 meter dan luas genangan 690 hektar berlokasi di tiga desa di Kabupaten Bone Bolango. Tiga desa itu, yaitu, Desa Tuloa, Owata dan Mongiilo aksi pada 18 Desember 2018. Saat itu, puluhan warga yang tergabung dalam Aliansi Masyarakat Bulango Ulu dan Bulango Utara unjuk rasa di Kantor Gubernur Gorontalo. Bahkan, aksi sempat diwarnai kericuhan, saat massa berupaya masuk ke Kantor Gubernur, dihalangi sejumlah petugas keamanan. Balai Wilayah Sungai [BWS] Sulawesi II pada 19 April 2021, sudah lakukan pembayaran perdana kepada sejumlah warga yang berhak di Desa Desa Tuloa, Bulango Utara. Warga lain, masih mengurus berkas dan masih bersengketa lahan.Luas lahan warga yang digugat sebesar 1.000 hektar. Semua penggugat mengklaim tanah itu milik keluarga mereka sejak dahulu. Data Badan Pertanahan Negara Kabupaten Gorontalo per per 9 November 2020, berkas bidang tanah yang masuk mencapai 1.718. Jumlah itu berkas dari Desa Tuloa (126 bidang tanah), Desa Owata (999), dan Desa Mongiilo (593). Dari bidang tanah itu, yang sudah terbayarkan baru 698, dari Desa Tuloa (66), dan Desa Owata (39). Sedang Desa Mongiilo belum ada bidang tanah yang dibayarkan.

https://www.mongabay.co.id/2021/12/08/kami-tinggal-di-mana-kalau-ada-bendungan-bulango-ulu/ https://www.mongabay.co.id/2021/12/21/pembangunan-bendungan-bulango-ulu-mulai-jalan-sebagian-lahan-masih-sengketa/",https://www.mongabay.co.id/2021/12/08/kami-tinggal-di-mana-kalau-ada-bendungan-bulango-ulu/ https://www.mongabay.co.id/2021/12/21/pembangunan-bendungan-bulango-ulu-mulai-jalan-sebagian-lahan-masih-sengketa/,--Tidak Ada Lampiran--,False,,0,0,0,2026-06-13T03:36:29.315298,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Gorontalo
40,2018,Warga Desa Bongo dan PT PG Gorontalo Berebut Lahan,Dugaan penyerobotan lahan milik warga seluas 50 hektar di Desa Bongo IV yang dilakukan oleh pihak PT. PG Gorontalo menjadi perhatian pemerintah daerah setempa,Hutan Produksi,Hutan Produksi,https://tanahkita.id/data/konflik/detil/QlNIWWNWNWhMTEU,2026-06-13T03:33:04.248968,08/05/2023,01-11-2018,Hutan Produksi,Dalam ProsesMediasi,Hutan Produksi,,50.0,0,Public,Pemerintah Daerah Kabupaten Boalemo,PT. PG Gorontalo,Masyarakat Desa Bongo,"Dugaan penyerobotan lahan milik warga seluas 50 hektar di Desa Bongo IV yang dilakukan oleh pihak PT. PG Gorontalo menjadi perhatian pemerintah daerah setempat. Sebelumnya, PT PG Gorontalo mengklaim lahan seluas 50 hektar di Desa Bongo IV, Kecamatan Paguyaman, Kabupaten Boalemo. Lahan yang awalnya adalah jalur hijau di kawasan transmigrasi itu, sejak awal telah dikuasai dan dikelola secara turun-temurun oleh warga desa tersebut. Kepala Desa Bongo IV, I Komang Weta mengatakan bahwa polemik lahan ini muncul ketika PT. PG Gorontalo mengklaim telah membeli lahan itu pada tahun 2014. Pada masa itu perusahaan tersebut masih bernama PT. Naga Manis Plantation. Telah dibentuk tim khusus untuk menangani permasalahan ini. Laporan terhadap dugaan tindak penyerobotan lahan ini telah diserahkan kepada Dinas PR setempat untuk dibicarakan lebih lanjut.",https://faktanews.com/2018/11/09/pt-pg-gorontalo-berulah-lagi-pemda-boalemo-diminta-tegas/ https://kronologi.id/2018/11/10/warga-desa-bongo-dan-pt-pg-gorontalo-berebut-lahan/,--Tidak Ada Lampiran--,False,,0,0,0,2026-06-13T03:36:31.170124,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Gorontalo
44,2022,Pembangunan Proyek Strategis Nasional (PSN) proyek PLTU Gorontalo Utara yang dibangun Pt.Gorontalo Listrik Perdana (GLP) masih menyisakan masalah sengketa lahan,Masalah yang sangat penting adalah persoalan lahan yang belum tuntas dibayarkan oleh perusahaan PT.Gorontalo Listrik Perdana (GLP) kepada ahli waris pemilik lahan seluas 76.5 hektar,PLTU,Infrastruktur Energi Listrik,https://tanahkita.id/data/konflik/detil/c1RsM0k3NDFYMnc,2026-06-13T03:33:06.097023,05/05/2023,01-11-2022,PLTU,Dalam ProsesHukum,Infrastruktur Energi Listrik,,76.5,0,Public,,PT. Gorontalo Listrik Perdana,Masyarakat Tomilito,"Warga setempat menggugat perusahaan ini karena diduga belum melakukan ganti rugi lahan sejak aktivitas pembangunan PLTU dimulai. Warga menggugat PT Gorontalo Listrik Perdana senilai 192 milyar rupiah yang kemudian dikabulkan Pengadilan Negeri Limboto dengan menyita sejumlah lahan PLTU hingga putusan pengadilan selesai. Kendati demikian, PN Limboto akhirnya memenangkan pihak PT. GLP dengan pertimbangan obyek sengketa gugatan tidak jelas. Warga yang merasa kecewa dengan putusan ini kemudian mengajukan banding, agar dapat ditemui titik tengah yang tepat bagi kedua belah pihak.

https://beritalima.com/kasus-sengketa-lahan-pltu-gorontalo-utara-ahli-waris-ajukan-banding-atas-putusan-no-pn-limboto-gorontalo/ https://beritalima.com/potensi-konflik-disengketa-lahan-pltu-gorontalo-harus-segera-diredam/ https://gorontalo.antaranews.com/berita/211405/glp-menang-gugatan-sengketa-lahan-pltu-tomilito",https://beritalima.com/kasus-sengketa-lahan-pltu-gorontalo-utara-ahli-waris-ajukan-banding-atas-putusan-no-pn-limboto-gorontalo/ https://beritalima.com/potensi-konflik-disengketa-lahan-pltu-gorontalo-harus-segera-diredam/ https://gorontalo.antaranews.com/berita/211405/glp-menang-gugatan-sengketa-lahan-pltu-tomilito,--Tidak Ada Lampiran--,False,,0,0,0,2026-06-13T03:36:42.861707,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Gorontalo
53,2022,Ratusan Petani Robohkan Gerbang Kantor Bupati Enrekang,"Para petani itu menuntut agar aktivitas penggusuran yang dilakukan oleh PT Perkebunan Nusantara (PTPN) XIV di kampung Sikamasean, Kecamatan Maiwa dihentikan. Terkait hal itu, massa mendesak untuk bertemu Bupati Enrekang, Muslimin Bando. Mereka menilai Bupati menutup mata terkait penggusuran lahan warga tersebut. Selain itu, massa menuntut agar Muslimin Bando mencabut rekomendasi Pemkab terhadap pihak PTPN XIV.",PTPN,Perkebunan,https://tanahkita.id/data/konflik/detil/OGhTcjYwY2dVaFU,2026-06-13T03:33:07.999322,07/04/2023,01-02-2022,PTPN,Dalam ProsesHukum,Perkebunan,,3267.0,0,Public,Bupati Enrekang,PTPN XIV,Petani Enrekang,"Aksi yang digelar sebagai bentuk protes atas penggusuran lahan yang dilakukan PT Perkebunan Nusantara (Persero)/PTPN XIV ini, sempat diwarnai kericuhan saat warga memaksa masuk ke area Kantor Bupati Enrekang. Diketahui, konflik agraria antara PTPN XIV dengan warga kampung Sikamasean, belum temui titik terang. Ditambah lagi beredarnya surat rekomendasi pembaharuan HGU ke PTPN XIV nomor 424/3867/SETDA/2020 yang ditandatangani Bupati Muslimin Bando di tahun 2020. Lewat surat itu bahwa pada prinsipnya Pemkab Enrekang dapat menyetujui memberikan rekomendasi untuk pembaharuan HGU kepada PTPN di Kecamatan Maiwa, dengan luas lahan kurang lebih 3.267 hektar.

https://zonakata.com/tak-ditemui-muslimin-bando-ratusan-petani-robohkan-gerbang-kantor-bupati-enrekang/ https://pluz.id/2022/02/15/petani-korban-penggusuran-geruduk-kantor-bupati-enrekang-ini-tuntutannya/ https://www.kabarmakassar.com/posts/view/19093/aliansi-masyarakat-massenrempulu-desak-ptpn-iv-angkat-kaki-dari-enrekang.htmlx",https://zonakata.com/tak-ditemui-muslimin-bando-ratusan-petani-robohkan-gerbang-kantor-bupati-enrekang/ https://pluz.id/2022/02/15/petani-korban-penggusuran-geruduk-kantor-bupati-enrekang-ini-tuntutannya/ https://www.kabarmakassar.com/posts/view/19093/aliansi-masyarakat-massenrempulu-desak-ptpn-iv-angkat-kaki-dari-enrekang.htmlx,--Tidak Ada Lampiran--,False,,0,0,0,2026-06-13T03:36:59.692493,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Sulawesi Selatan
60,2022,Konflik Masyarakat Batui dan Tim Pokja Bentukan Pemda Banggai,"Forum  Petani  Batui  Lingkar  Sawit  (FPBLS)  Batui  mempertanyakan  kinerja  Tim  Investigasi Pemerintah Daerah (Pemda) yang menangani permasalahan  mereka  dengan  PT.  Sawindo  yang  dinilai  lamban,  bahkan  tidak  ada  kejelasan.",Perkebunan Kelapa Sawit,Perkebunan,https://tanahkita.id/data/konflik/detil/YThhaVJpSEFtMkU,2026-06-13T03:33:08.000519,4/7/2023,01-07-2022,Perkebunan Kelapa Sawit,Dalam ProsesHukum,Perkebunan,,0.0,0,Public,Bupati Banggai Pemerintah Banggai,PT Sawindo Cemerlang,"Masyarakat Batui, Forum  Petani  Batui  Lingkar  Sawit  (FPBLS)","Peristiwa ini dilatarbelakangi atas konflik yang belum juga terselesaikan sejak tahun 2009 saat PT. Sawindo Cemerlang memiliki izin survei lokasi di atas tanah warga. Kemudian pada tahun 2014 terbit Sertifikat HGU Perusahaan di atas tanah masyarakat yang mempunyai alas hak SHM dan SKPT/SKT. Konflik ini mencuat di mana pada tahun 2017 melalui oknum polisi Perusahaan memaksa petani untuk menandatangani Surat Perjanjian Kerjasama dan Surat Pengakuan Hutang (SPK-SPHu) yang isinya sangat memberatkan dan menindas petani. Bagi petani yang bertanda tangan dijanjikan akan dibayarkan dengan pola kemitraan, akan tetapi hingga sekarang petani dibayarkan tidak sesuai dengan hasil kebun mereka sehingga memaksa petani melakukan panen di lahannya sendiri. Disisi lain, bagi petani yang tidak bertanda tangan juga melakukan panen sendiri di tanahnya namun beberapa petani dikriminalisasi oleh oknum kepolisian Salah satunya kriminalisasi dan tuduhan terhadap petani adalah yang menimpa Demas Saampap yang dilakukan oleh Polres Banggai, dalam hal ini Kasat Reskrim Polres Banggai. Bahwa pada tanggal 25 Mei 2022 Polres Banggai menetapkan Demas Saampap sebagai tersangka dengan nomor ketetapan (S.TAP/57/V/2022) dan menangkap secara paksa atas tuduhan Pencurian Sawit. Padahal Demas melakukan aktivitas di lahannya sendiri yang dibuktikan dengan Surat Keterangan Tanah (SKT) tahun 2014 dengan nomor (592.2/16/HBL/2014) dan Berita acara di tahun 2015 Bahwa dikarenakan Saudara Demas melakukan aktivitasnya di tanahnya sendiri yang diklaim pihak perusahaan sebagai bagian dari wilayah perkebunannya maka sesungguhnya kasus ini bukanlah merupakan sebuah tindak pidana, namun merupakan perkara perdata. Bahwa pada tanggal 27 Mei 2022 melalui rilis di beberapa media pemberitaan, Polres Banggai, melalui Kasat Reskrim Polres Banggai menuduh bahwa â€œDemas bukan petani tapi tengkulakâ€ padahal Saudara Demas murni merupakan petani/pekebun miskin yang berjuang mempertahankan tanahnya. Tidak hanya menimpa Demas, dalam konflik ini sebanyak sepuluh orang petani dilaporkan ke pihak kepolisian dan dua orang petani ditetapkan menjadi tersangka

https://banggairaya.id/mosi-tidak-percaya-terhadap-pemda-banggai-petani-sawit-batui-sampaikan-empat-tuntutan/  https://luwukpost.id/2021/07/terkait-konflik-dengan-pt-sawindo-petani-sawit-batui-pertanyakan-kinerja-tim-investigas/ https://www.tuk.or.id/2023/03/pt-sawindo-cemerlang-ingkari-kesepakatan-dengan-petani-batui/",https://banggairaya.id/mosi-tidak-percaya-terhadap-pemda-banggai-petani-sawit-batui-sampaikan-empat-tuntutan/  https://luwukpost.id/2021/07/terkait-konflik-dengan-pt-sawindo-petani-sawit-batui-pertanyakan-kinerja-tim-investigas/ https://www.tuk.or.id/2023/03/pt-sawindo-cemerlang-ingkari-kesepakatan-dengan-petani-batui/,--Tidak Ada Lampiran--,True,"Disisi lain, bagi petani yang tidak bertanda tangan juga melakukan panen sendiri di tanahnya namun beberapa petani dikriminalisasi oleh oknum kepolisian Salah satunya kriminalisasi dan tuduhan terhadap petani adalah yang menimpa Demas Saampap yang dilakukan oleh Polres Banggai, dalam hal ini Kasat Reskrim Polres Banggai | Bahwa pada tanggal 27 Mei 2022 melalui rilis di beberapa media pemberitaan, Polres Banggai, melalui Kasat Reskrim Polres Banggai menuduh bahwa â€œDemas bukan petani tapi tengkulakâ€ padahal Saudara Demas murni merupakan petani/pekebun miskin yang berjuang mempertahankan tanahnya | Bahwa pada tanggal 25 Mei 2022 Polres Banggai menetapkan Demas Saampap sebagai tersangka dengan nomor ketetapan (S | Konflik ini mencuat di mana pada tahun 2017 melalui oknum polisi Perusahaan memaksa petani untuk menandatangani Surat Perjanjian Kerjasama dan Surat Pengakuan Hutang (SPK-SPHu) yang isinya sangat memberatkan dan menindas petani | Tidak hanya menimpa Demas, dalam konflik ini sebanyak sepuluh orang petani dilaporkan ke pihak kepolisian dan dua orang petani ditetapkan menjadi tersangka",0,0,0,2026-06-13T03:37:12.930605,True,data/raw/konflik_kpa_ylbhi_tanahkita/,Sulawesi Tengah
