provinsi,kabupaten,tahun,jumlah_penduduk_rb,laju_pertumbuhan_sumber_pct,kepadatan_per_km2,laju_pertumbuhan_yoy_pct,is_smelter,iup_kumulatif
Sulawesi Selatan,Soppeng,2016,226.3,88.87,3.0,0.76,False,1.0
Sulawesi Selatan,Soppeng,2017,226.5,0.08,167.0,0.09,False,6.0
Sulawesi Selatan,Soppeng,2018,226.77,0.13,167.0,0.12,False,11.0
Sulawesi Selatan,Soppeng,2019,227.0,0.12,167.0,0.1,False,14.0
Sulawesi Selatan,Soppeng,2020,235.2,0.48,173.0,3.61,False,14.0
Sulawesi Selatan,Soppeng,2021,235.6,0.13,151.0,0.17,False,22.0
Sulawesi Selatan,Soppeng,2023,238.2,0.47,172.0,1.1,False,51.0
Sulawesi Selatan,Soppeng,2024,239.4,0.47,173.0,0.5,False,105.0
Sulawesi Selatan,Soppeng,2025,240.4,0.47,174.0,0.42,False,
Sulawesi Selatan,Soppeng,2026,241.5,0.47,174.0,0.46,False,
Sulawesi Selatan,Takalar,2010,270.5,1.29,477.0,,False,
Sulawesi Selatan,Takalar,2016,290.0,92.55,3.0,7.21,False,1.0
Sulawesi Selatan,Takalar,2017,293.0,1.05,517.0,1.03,False,6.0
Sulawesi Selatan,Takalar,2018,295.892,0.99,522.0,0.99,False,11.0
Sulawesi Selatan,Takalar,2019,298.7,1.11,527.0,0.95,False,14.0
Sulawesi Selatan,Takalar,2020,300.9,1.07,531.0,0.74,False,14.0
Sulawesi Selatan,Takalar,2021,302.7,0.46,534.0,0.6,False,22.0
Sulawesi Selatan,Takalar,2023,312.8,1.43,563.0,3.34,False,51.0
Sulawesi Selatan,Takalar,2024,317.0,1.41,571.0,1.34,False,105.0
Sulawesi Selatan,Takalar,2025,321.1,1.38,578.0,1.29,False,
Sulawesi Selatan,Takalar,2026,325.2,1.37,585.0,1.28,False,
Sulawesi Selatan,Tana Toraja,2010,221.8,0.73,108.0,,False,
Sulawesi Selatan,Tana Toraja,2016,230.2,102.3,3.0,3.79,False,1.0
Sulawesi Selatan,Tana Toraja,2017,231.5,0.55,113.0,0.56,False,6.0
Sulawesi Selatan,Tana Toraja,2018,232.821,0.56,113.0,0.57,False,11.0
Sulawesi Selatan,Tana Toraja,2019,234.0,0.6,114.0,0.51,False,14.0
Sulawesi Selatan,Tana Toraja,2020,280.8,2.34,137.0,20.0,False,14.0
Sulawesi Selatan,Tana Toraja,2021,285.2,1.17,143.0,1.57,False,22.0
Sulawesi Selatan,Tana Toraja,2023,289.5,1.11,142.0,1.51,False,51.0
Sulawesi Selatan,Tana Toraja,2024,292.4,1.09,143.0,1.0,False,105.0
Sulawesi Selatan,Tana Toraja,2025,295.4,1.07,145.0,1.03,False,
Sulawesi Selatan,Tana Toraja,2026,298.2,1.03,146.0,0.95,False,
Sulawesi Selatan,Toraja Utara,2010,217.5,0.82,189.0,,False,
Sulawesi Selatan,Toraja Utara,2016,227.0,100.76,3.0,4.37,False,1.0
Sulawesi Selatan,Toraja Utara,2017,228.4,0.64,198.0,0.62,False,6.0
Sulawesi Selatan,Toraja Utara,2018,229.798,0.61,200.0,0.61,False,11.0
Sulawesi Selatan,Toraja Utara,2019,231.2,0.68,201.0,0.61,False,14.0
Sulawesi Selatan,Toraja Utara,2020,261.1,1.82,227.0,12.93,False,14.0
Sulawesi Selatan,Toraja Utara,2021,264.1,0.88,217.0,1.15,False,22.0
Sulawesi Selatan,Toraja Utara,2023,273.3,1.68,212.0,3.48,False,51.0
Sulawesi Selatan,Toraja Utara,2024,277.8,1.67,215.0,1.65,False,105.0
Sulawesi Selatan,Toraja Utara,2025,282.2,1.65,219.0,1.58,False,
Sulawesi Selatan,Toraja Utara,2026,286.7,1.64,222.0,1.59,False,
Sulawesi Selatan,Wajo,2010,386.3,0.42,154.0,,False,
Sulawesi Selatan,Wajo,2016,394.5,91.72,5.0,2.12,False,1.0
Sulawesi Selatan,Wajo,2017,395.6,0.3,158.0,0.28,False,6.0
Sulawesi Selatan,Wajo,2018,396.81,0.31,158.0,0.31,False,11.0
Sulawesi Selatan,Wajo,2019,397.8,0.33,159.0,0.25,False,14.0
Sulawesi Selatan,Wajo,2020,379.1,-0.15,151.0,-4.7,False,14.0
Sulawesi Selatan,Wajo,2021,379.4,0.06,152.0,0.08,False,22.0
Sulawesi Selatan,Wajo,2023,386.5,0.71,148.0,1.87,False,51.0
Sulawesi Selatan,Wajo,2024,389.1,0.69,149.0,0.67,False,105.0
Sulawesi Selatan,Wajo,2025,391.5,0.68,150.0,0.62,False,
Sulawesi Selatan,Wajo,2026,393.8,0.67,151.0,0.59,False,
Sulawesi Tengah,Banggai,2010,323.6,1.73,33.0,,True,
Sulawesi Tengah,Banggai,2017,365.6,1.69,38.0,12.98,True,21.0
Sulawesi Tengah,Banggai,2018,371.3,1.67,38.0,1.56,True,28.0
Sulawesi Tengah,Banggai,2019,376.8,1.65,39.0,1.48,True,30.0
Sulawesi Tengah,Banggai,2020,362.3,1.1,44.0,-3.85,True,42.0
Sulawesi Tengah,Banggai,2024,377.6,1.11,46.0,4.22,True,260.0
Sulawesi Tengah,Banggai,2025,381.4,1.03,46.0,1.01,True,
Sulawesi Tengah,Banggai,2026,385.1,1.07,47.0,0.97,True,
Sulawesi Tengah,Banggai Kepulauan,2010,171.6,1.37,53.0,,False,
Sulawesi Tengah,Banggai Kepulauan,2017,116.8,0.89,47.0,-31.93,False,21.0
Sulawesi Tengah,Banggai Kepulauan,2018,117.6,0.87,47.0,0.68,False,28.0
Sulawesi Tengah,Banggai Kepulauan,2019,118.4,0.84,48.0,0.68,False,30.0
Sulawesi Tengah,Banggai Kepulauan,2020,120.1,0.91,50.0,1.44,False,42.0
Sulawesi Tengah,Banggai Kepulauan,2024,124.6,0.97,52.0,3.75,False,260.0
Sulawesi Tengah,Banggai Kepulauan,2025,125.7,0.91,53.0,0.88,False,
Sulawesi Tengah,Banggai Kepulauan,2026,126.9,0.95,53.0,0.95,False,
Sulawesi Tengah,Banggai Laut,2017,72.3,2.1,100.0,,False,21.0
Sulawesi Tengah,Banggai Laut,2018,73.7,2.08,102.0,1.94,False,28.0
Sulawesi Tengah,Banggai Laut,2019,75.0,2.05,103.0,1.76,False,30.0
Sulawesi Tengah,Banggai Laut,2020,70.4,1.2,102.0,-6.13,False,42.0
Sulawesi Tengah,Banggai Laut,2024,74.0,1.33,108.0,5.11,False,260.0
Sulawesi Tengah,Banggai Laut,2025,74.9,1.25,109.0,1.22,False,
Sulawesi Tengah,Banggai Laut,2026,75.8,1.29,111.0,1.2,False,
Sulawesi Tengah,Buol,2010,132.3,2.31,33.0,,False,
Sulawesi Tengah,Buol,2017,155.6,2.26,38.0,17.61,False,21.0
Sulawesi Tengah,Buol,2018,158.8,2.24,39.0,2.06,False,28.0
Sulawesi Tengah,Buol,2019,162.2,2.23,40.0,2.14,False,30.0
Sulawesi Tengah,Buol,2020,145.3,0.91,39.0,-10.42,False,42.0
Sulawesi Tengah,Buol,2024,152.4,1.28,41.0,4.89,False,260.0
Sulawesi Tengah,Buol,2025,154.2,1.2,41.0,1.18,False,
Sulawesi Tengah,Buol,2026,155.9,1.24,42.0,1.1,False,
Sulawesi Tengah,Donggala,2010,277.6,1.49,53.0,,False,
Sulawesi Tengah,Donggala,2017,299.2,1.02,70.0,7.78,False,21.0
Sulawesi Tengah,Donggala,2018,301.6,1.0,71.0,0.8,False,28.0
Sulawesi Tengah,Donggala,2019,304.1,0.98,71.0,0.83,False,30.0
Sulawesi Tengah,Donggala,2020,300.4,0.77,59.0,-1.22,False,42.0
Sulawesi Tengah,Donggala,2024,311.0,0.93,61.0,3.53,False,260.0
Sulawesi Tengah,Donggala,2025,313.6,0.86,61.0,0.84,False,
Sulawesi Tengah,Donggala,2026,316.2,0.89,62.0,0.83,False,
Sulawesi Tengah,Kota Palu,2010,336.5,1.71,852.0,,False,
Sulawesi Tengah,Kota Palu,2017,379.8,1.68,961.0,12.87,False,21.0
Sulawesi Tengah,Kota Palu,2018,385.6,1.66,976.0,1.53,False,28.0
Sulawesi Tengah,Kota Palu,2019,391.4,1.64,991.0,1.5,False,30.0
Sulawesi Tengah,Kota Palu,2020,373.2,1.01,1047.0,-4.65,False,42.0
Sulawesi Tengah,Kota Palu,2024,392.5,1.35,1101.0,5.17,False,260.0
Sulawesi Tengah,Kota Palu,2025,397.5,1.27,1115.0,1.27,False,
Sulawesi Tengah,Kota Palu,2026,402.4,1.32,1131.0,1.23,False,
Sulawesi Tengah,Morowali,2010,206.3,2.16,13.0,,True,
Sulawesi Tengah,Morowali,2017,117.3,1.92,39.0,-43.14,True,21.0
Sulawesi Tengah,Morowali,2018,119.3,1.89,39.0,1.71,True,28.0
Sulawesi Tengah,Morowali,2019,121.3,1.87,40.0,1.68,True,30.0
Sulawesi Tengah,Morowali,2020,161.7,4.54,36.0,33.31,True,42.0
Sulawesi Tengah,Morowali,2024,173.3,1.86,39.0,7.17,True,260.0
Sulawesi Tengah,Morowali,2025,176.1,1.72,39.0,1.62,True,
Sulawesi Tengah,Morowali,2026,178.7,1.75,40.0,1.48,True,
Sulawesi Tengah,Morowali Utara,2017,123.0,2.34,12.0,,True,21.0
Sulawesi Tengah,Morowali Utara,2018,125.6,2.31,13.0,2.11,True,28.0
Sulawesi Tengah,Morowali Utara,2019,128.3,2.29,13.0,2.15,True,30.0
Sulawesi Tengah,Morowali Utara,2020,120.8,1.45,14.0,-5.85,True,42.0
Sulawesi Tengah,Morowali Utara,2024,127.9,1.53,15.0,5.88,True,260.0
Sulawesi Tengah,Morowali Utara,2025,129.6,1.42,15.0,1.33,True,
Sulawesi Tengah,Morowali Utara,2026,131.4,1.47,15.0,1.39,True,
Sulawesi Tengah,Parigi Moutong,2010,413.6,,66.0,,False,
Sulawesi Tengah,Parigi Moutong,2017,474.3,1.92,93.0,14.68,False,21.0
Sulawesi Tengah,Parigi Moutong,2018,482.8,1.9,95.0,1.79,False,28.0
Sulawesi Tengah,Parigi Moutong,2019,490.9,1.88,96.0,1.68,False,30.0
Sulawesi Tengah,Parigi Moutong,2020,440.0,0.6,76.0,-10.37,False,42.0
Sulawesi Tengah,Parigi Moutong,2024,459.8,1.18,79.0,4.5,False,260.0
Sulawesi Tengah,Parigi Moutong,2025,464.8,1.1,80.0,1.09,False,
Sulawesi Tengah,Parigi Moutong,2026,469.7,1.14,81.0,1.05,False,
Sulawesi Tengah,Poso,2010,209.2,2.43,24.0,,False,
Sulawesi Tengah,Poso,2017,246.0,2.27,35.0,17.59,False,21.0
Sulawesi Tengah,Poso,2018,251.2,2.25,35.0,2.11,False,28.0
Sulawesi Tengah,Poso,2019,256.4,2.23,36.0,2.07,False,30.0
Sulawesi Tengah,Poso,2020,244.9,1.53,32.0,-4.49,False,42.0
Sulawesi Tengah,Poso,2024,254.1,0.99,34.0,3.76,False,260.0
Sulawesi Tengah,Poso,2025,256.4,0.93,34.0,0.91,False,
Sulawesi Tengah,Poso,2026,258.8,0.96,34.0,0.94,False,
Sulawesi Tengah,Sigi,2010,215.0,,41.0,,False,
Sulawesi Tengah,Sigi,2017,234.6,1.2,45.0,9.12,False,21.0
Sulawesi Tengah,Sigi,2018,237.0,1.18,46.0,1.02,False,28.0
Sulawesi Tengah,Sigi,2019,239.4,1.16,46.0,1.01,False,30.0
Sulawesi Tengah,Sigi,2020,257.6,1.76,49.0,7.6,False,42.0
Sulawesi Tengah,Sigi,2024,270.0,1.26,52.0,4.81,False,260.0
Sulawesi Tengah,Sigi,2025,273.2,1.19,52.0,1.19,False,
Sulawesi Tengah,Sigi,2026,276.6,1.24,53.0,1.24,False,
Sulawesi Tengah,Tojo Una-Una,2010,137.8,,24.0,,False,
Sulawesi Tengah,Tojo Una-Una,2017,150.8,1.24,26.0,9.43,False,21.0
Sulawesi Tengah,Tojo Una-Una,2018,152.5,1.23,27.0,1.13,False,28.0
Sulawesi Tengah,Tojo Una-Una,2019,154.0,1.2,27.0,0.98,False,30.0
Sulawesi Tengah,Tojo Una-Una,2020,163.8,1.69,29.0,6.36,False,42.0
Sulawesi Tengah,Tojo Una-Una,2024,170.8,1.12,31.0,4.27,False,260.0
Sulawesi Tengah,Tojo Una-Una,2025,172.6,1.05,31.0,1.05,False,
Sulawesi Tengah,Tojo Una-Una,2026,174.4,1.09,31.0,1.04,False,
Sulawesi Tengah,Toli-Toli,2010,211.3,1.26,52.0,,False,
Sulawesi Tengah,Toli-Toli,2017,231.0,1.23,57.0,9.32,False,21.0
Sulawesi Tengah,Toli-Toli,2018,233.4,1.2,57.0,1.04,False,28.0
Sulawesi Tengah,Toli-Toli,2019,235.8,1.18,58.0,1.03,False,30.0
Sulawesi Tengah,Toli-Toli,2020,225.2,0.62,61.0,-4.5,False,42.0
Sulawesi Tengah,Toli-Toli,2024,233.9,1.02,63.0,3.86,False,260.0
Sulawesi Tengah,Toli-Toli,2025,236.0,0.95,64.0,0.9,False,
Sulawesi Tengah,Toli-Toli,2026,238.1,0.97,64.0,0.89,False,
Sulawesi Tenggara,Bombana,2017,175.497,3.22,58.0,,False,36.0
Sulawesi Tenggara,Bombana,2018,180.0,3.26,58.0,2.57,False,46.0
Sulawesi Tenggara,Bombana,2019,184.57,3.11,62.0,2.54,False,56.0
Sulawesi Tenggara,Bombana,2021,151.91,1.07,51.0,-17.7,False,82.0
Sulawesi Tenggara,Bombana,2022,153.304,0.98,47.0,0.92,False,93.0
Sulawesi Tenggara,Bombana,2023,158.1,1.76,48.0,3.13,False,131.0
Sulawesi Tenggara,Bombana,2024,160.7,1.72,49.0,1.64,False,160.0
Sulawesi Tenggara,Bombana,2025,163.2,2.14,50.0,1.56,False,
Sulawesi Tenggara,Bombana,2026,165.6,1.65,50.0,1.47,False,
Sulawesi Tenggara,Buton,2017,100.44,1.1,83.0,,False,36.0
Sulawesi Tenggara,Buton,2018,102.0,0.93,84.0,1.55,False,46.0
Sulawesi Tenggara,Buton,2019,102.641,0.9,85.0,0.63,False,56.0
Sulawesi Tenggara,Buton,2021,117.04,2.13,96.0,14.03,False,82.0
Sulawesi Tenggara,Buton,2022,119.353,2.04,72.0,1.98,False,93.0
Sulawesi Tenggara,Buton,2023,120.2,1.56,72.0,0.71,False,131.0
Sulawesi Tenggara,Buton,2024,122.0,1.55,73.0,1.5,False,160.0
Sulawesi Tenggara,Buton,2025,123.9,1.95,74.0,1.56,False,
Sulawesi Tenggara,Buton,2026,125.7,1.52,75.0,1.45,False,
Sulawesi Tenggara,Buton Selatan,2017,79.053,1.07,155.0,,False,36.0
Sulawesi Tenggara,Buton Selatan,2018,80.0,0.81,156.0,1.2,False,46.0
Sulawesi Tenggara,Buton Selatan,2019,80.784,0.79,158.0,0.98,False,56.0
Sulawesi Tenggara,Buton Selatan,2021,95.472,0.3,187.0,18.18,False,82.0
Sulawesi Tenggara,Buton Selatan,2022,95.613,0.21,185.0,0.15,False,93.0
Sulawesi Tenggara,Buton Selatan,2023,99.6,1.63,192.0,4.17,False,131.0
Sulawesi Tenggara,Buton Selatan,2024,101.2,1.62,195.0,1.61,False,160.0
Sulawesi Tenggara,Buton Selatan,2025,102.8,2.05,199.0,1.58,False,
Sulawesi Tenggara,Buton Selatan,2026,104.4,1.61,202.0,1.56,False,
Sulawesi Tenggara,Buton Tengah,2017,91.099,1.04,95.0,,False,36.0
Sulawesi Tenggara,Buton Tengah,2018,92.0,0.82,96.0,0.99,False,46.0
Sulawesi Tenggara,Buton Tengah,2019,93.091,0.8,97.0,1.19,False,56.0
Sulawesi Tenggara,Buton Tengah,2021,116.599,2.13,122.0,25.25,False,82.0
Sulawesi Tenggara,Buton Tengah,2022,118.904,2.04,142.0,1.98,False,93.0
Sulawesi Tenggara,Buton Tengah,2023,119.5,1.47,143.0,0.5,False,131.0
Sulawesi Tenggara,Buton Tengah,2024,121.3,1.48,145.0,1.51,False,160.0
Sulawesi Tenggara,Buton Tengah,2025,123.1,1.89,147.0,1.48,False,
Sulawesi Tenggara,Buton Tengah,2026,124.9,1.49,149.0,1.46,False,
Sulawesi Tenggara,Buton Utara,2017,62.088,1.58,33.0,,False,36.0
Sulawesi Tenggara,Buton Utara,2018,63.0,1.79,33.0,1.47,False,46.0
Sulawesi Tenggara,Buton Utara,2019,64.072,1.71,34.0,1.7,False,56.0
Sulawesi Tenggara,Buton Utara,2021,67.714,2.13,36.0,5.68,False,82.0
Sulawesi Tenggara,Buton Utara,2022,69.051,2.04,39.0,1.97,False,93.0
Sulawesi Tenggara,Buton Utara,2023,69.0,1.24,39.0,-0.07,False,131.0
Sulawesi Tenggara,Buton Utara,2024,69.8,1.24,40.0,1.16,False,160.0
Sulawesi Tenggara,Buton Utara,2025,70.6,1.55,40.0,1.15,False,
Sulawesi Tenggara,Buton Utara,2026,71.4,1.21,41.0,1.13,False,
Sulawesi Tenggara,Kolaka,2017,251.52,1.86,77.0,,True,36.0
Sulawesi Tenggara,Kolaka,2018,257.0,2.62,78.0,2.18,True,46.0
Sulawesi Tenggara,Kolaka,2019,261.664,2.47,80.0,1.81,True,56.0
Sulawesi Tenggara,Kolaka,2021,241.366,2.13,74.0,-7.76,True,82.0
Sulawesi Tenggara,Kolaka,2022,246.137,2.04,83.0,1.98,True,93.0
Sulawesi Tenggara,Kolaka,2023,245.9,1.26,83.0,-0.1,True,131.0
Sulawesi Tenggara,Kolaka,2024,248.8,1.23,84.0,1.18,True,160.0
Sulawesi Tenggara,Kolaka,2025,251.5,1.53,85.0,1.09,True,
Sulawesi Tenggara,Kolaka,2026,254.3,1.19,86.0,1.11,True,
Sulawesi Tenggara,Kolaka Timur,2017,128.154,1.82,35.0,,False,36.0
Sulawesi Tenggara,Kolaka Timur,2018,131.0,2.62,36.0,2.22,False,46.0
Sulawesi Tenggara,Kolaka Timur,2019,133.324,2.47,37.0,1.77,False,56.0
Sulawesi Tenggara,Kolaka Timur,2021,120.966,0.3,33.0,-9.27,False,82.0
Sulawesi Tenggara,Kolaka Timur,2022,121.145,0.21,30.0,0.15,False,93.0
Sulawesi Tenggara,Kolaka Timur,2023,125.8,1.51,32.0,3.84,False,131.0
Sulawesi Tenggara,Kolaka Timur,2024,127.6,1.48,32.0,1.43,False,160.0
Sulawesi Tenggara,Kolaka Timur,2025,129.3,1.85,32.0,1.33,False,
Sulawesi Tenggara,Kolaka Timur,2026,131.0,1.44,33.0,1.31,False,
Sulawesi Tenggara,Kolaka Utara,2017,144.681,1.45,43.0,,False,36.0
Sulawesi Tenggara,Kolaka Utara,2018,148.0,2.5,43.0,2.29,False,46.0
Sulawesi Tenggara,Kolaka Utara,2019,150.831,2.39,44.0,1.91,False,56.0
Sulawesi Tenggara,Kolaka Utara,2021,139.234,1.53,41.0,-7.69,False,82.0
Sulawesi Tenggara,Kolaka Utara,2022,141.151,1.44,48.0,1.38,False,93.0
Sulawesi Tenggara,Kolaka Utara,2023,145.6,2.07,50.0,3.15,False,131.0
Sulawesi Tenggara,Kolaka Utara,2024,148.5,2.04,51.0,1.99,False,160.0
Sulawesi Tenggara,Kolaka Utara,2025,151.4,2.56,52.0,1.95,False,
Sulawesi Tenggara,Kolaka Utara,2026,154.2,1.99,53.0,1.85,False,
Sulawesi Tenggara,Konawe,2017,244.324,2.63,55.0,,True,36.0
Sulawesi Tenggara,Konawe,2018,249.0,1.97,55.0,1.91,True,46.0
Sulawesi Tenggara,Konawe,2019,254.695,1.95,57.0,2.29,True,56.0
Sulawesi Tenggara,Konawe,2021,261.116,2.14,59.0,2.52,True,82.0
Sulawesi Tenggara,Konawe,2022,266.299,2.05,50.0,1.98,True,93.0
Sulawesi Tenggara,Konawe,2023,269.5,1.74,50.0,1.2,True,131.0
Sulawesi Tenggara,Konawe,2024,274.1,1.73,51.0,1.71,True,160.0
Sulawesi Tenggara,Konawe,2025,278.6,2.17,52.0,1.64,True,
Sulawesi Tenggara,Konawe,2026,283.0,1.69,53.0,1.58,True,
Sulawesi Tenggara,Konawe Kepulauan,2017,33.212,2.8,38.0,,False,36.0
Sulawesi Tenggara,Konawe Kepulauan,2018,34.0,1.91,38.0,2.37,False,46.0
Sulawesi Tenggara,Konawe Kepulauan,2019,34.219,1.81,39.0,0.64,False,56.0
Sulawesi Tenggara,Konawe Kepulauan,2021,37.639,2.13,43.0,9.99,False,82.0
Sulawesi Tenggara,Konawe Kepulauan,2022,38.383,2.04,54.0,1.98,False,93.0
Sulawesi Tenggara,Konawe Kepulauan,2023,39.0,1.88,55.0,1.61,False,131.0
Sulawesi Tenggara,Konawe Kepulauan,2024,39.7,1.85,56.0,1.79,False,160.0
Sulawesi Tenggara,Konawe Kepulauan,2025,40.4,2.3,57.0,1.76,False,
Sulawesi Tenggara,Konawe Kepulauan,2026,41.0,1.79,58.0,1.49,False,
Sulawesi Tenggara,Konawe Selatan,2017,304.214,1.43,53.0,,False,36.0
Sulawesi Tenggara,Konawe Selatan,2018,309.0,1.97,53.0,1.57,False,46.0
Sulawesi Tenggara,Konawe Selatan,2019,314.785,1.89,54.0,1.87,False,56.0
Sulawesi Tenggara,Konawe Selatan,2021,312.674,1.8,54.0,-0.67,False,82.0
Sulawesi Tenggara,Konawe Selatan,2022,317.826,1.71,75.0,1.65,False,93.0
Sulawesi Tenggara,Konawe Selatan,2023,323.8,1.77,76.0,1.88,False,131.0
Sulawesi Tenggara,Konawe Selatan,2024,329.2,1.75,78.0,1.67,False,160.0
Sulawesi Tenggara,Konawe Selatan,2025,334.6,2.19,79.0,1.64,False,
Sulawesi Tenggara,Konawe Selatan,2026,340.0,1.71,80.0,1.61,False,
Sulawesi Tenggara,Konawe Utara,2017,60.884,2.03,12.0,,True,36.0
Sulawesi Tenggara,Konawe Utara,2018,62.0,2.42,12.0,1.83,True,46.0
Sulawesi Tenggara,Konawe Utara,2019,63.814,2.34,13.0,2.93,True,56.0
Sulawesi Tenggara,Konawe Utara,2021,68.95,2.13,14.0,8.05,True,82.0
Sulawesi Tenggara,Konawe Utara,2022,70.314,2.04,17.0,1.98,True,93.0
Sulawesi Tenggara,Konawe Utara,2023,72.3,2.3,17.0,2.82,True,131.0
Sulawesi Tenggara,Konawe Utara,2024,73.8,2.27,18.0,2.07,True,160.0
Sulawesi Tenggara,Konawe Utara,2025,75.4,2.84,18.0,2.17,True,
Sulawesi Tenggara,Konawe Utara,2026,77.0,2.21,18.0,2.12,True,
Sulawesi Tenggara,Kota Baubau,2017,162.78,2.85,737.0,,False,36.0
Sulawesi Tenggara,Kota Baubau,2018,168.0,2.55,739.0,3.21,False,46.0
Sulawesi Tenggara,Kota Baubau,2019,171.802,2.49,777.0,2.26,False,56.0
Sulawesi Tenggara,Kota Baubau,2021,161.354,1.77,730.0,-6.08,False,82.0
Sulawesi Tenggara,Kota Baubau,2022,163.963,1.68,557.0,1.62,False,93.0
Sulawesi Tenggara,Kota Baubau,2023,166.2,1.55,565.0,1.36,False,131.0
Sulawesi Tenggara,Kota Baubau,2024,168.5,1.52,573.0,1.38,False,160.0
Sulawesi Tenggara,Kota Baubau,2025,170.9,1.9,581.0,1.42,False,
Sulawesi Tenggara,Kota Baubau,2026,173.2,1.47,589.0,1.35,False,
Sulawesi Tenggara,Kota Kendari,2017,370.728,3.16,1232.0,,False,36.0
Sulawesi Tenggara,Kota Kendari,2018,382.0,3.49,1237.0,3.04,False,46.0
Sulawesi Tenggara,Kota Kendari,2019,392.83,3.36,1306.0,2.84,False,56.0
Sulawesi Tenggara,Kota Kendari,2021,350.267,2.0,1164.0,-10.83,False,82.0
Sulawesi Tenggara,Kota Kendari,2022,356.747,1.91,1342.0,1.85,False,93.0
Sulawesi Tenggara,Kota Kendari,2023,364.2,1.98,1370.0,2.09,False,131.0
Sulawesi Tenggara,Kota Kendari,2024,370.8,1.93,1395.0,1.81,False,160.0
Sulawesi Tenggara,Kota Kendari,2025,377.3,2.4,1419.0,1.75,False,
Sulawesi Tenggara,Kota Kendari,2026,383.7,1.86,1444.0,1.7,False,
Sulawesi Tenggara,Muna,2017,218.68,1.5,114.0,,False,36.0
Sulawesi Tenggara,Muna,2018,221.0,1.49,115.0,1.06,False,46.0
Sulawesi Tenggara,Muna,2019,224.099,1.41,117.0,1.4,False,56.0
Sulawesi Tenggara,Muna,2021,218.956,2.13,114.0,-2.29,False,82.0
Sulawesi Tenggara,Muna,2022,223.283,2.04,120.0,1.98,False,93.0
Sulawesi Tenggara,Muna,2023,224.7,1.53,121.0,0.63,False,131.0
Sulawesi Tenggara,Muna,2024,228.0,1.51,123.0,1.47,False,160.0
Sulawesi Tenggara,Muna,2025,231.3,1.9,124.0,1.45,False,
Sulawesi Tenggara,Muna,2026,234.5,1.48,126.0,1.38,False,
Sulawesi Tenggara,Muna Barat,2017,79.649,1.49,78.0,,False,36.0
Sulawesi Tenggara,Muna Barat,2018,81.0,1.49,79.0,1.7,False,46.0
Sulawesi Tenggara,Muna Barat,2019,81.624,1.42,80.0,0.77,False,56.0
Sulawesi Tenggara,Muna Barat,2021,84.777,0.29,83.0,3.86,False,82.0
Sulawesi Tenggara,Muna Barat,2022,84.902,0.21,104.0,0.15,False,93.0
Sulawesi Tenggara,Muna Barat,2023,89.3,1.98,109.0,5.18,False,131.0
Sulawesi Tenggara,Muna Barat,2024,91.0,1.95,111.0,1.9,False,160.0
Sulawesi Tenggara,Muna Barat,2025,92.6,2.45,113.0,1.76,False,
Sulawesi Tenggara,Muna Barat,2026,94.3,1.91,115.0,1.84,False,
Sulawesi Tenggara,Wakatobi,2017,95.386,0.19,170.0,,False,36.0
Sulawesi Tenggara,Wakatobi,2018,96.0,0.36,181.0,0.64,False,46.0
Sulawesi Tenggara,Wakatobi,2019,95.892,0.31,171.0,-0.11,False,56.0
Sulawesi Tenggara,Wakatobi,2021,113.122,2.06,202.0,17.97,False,82.0
Sulawesi Tenggara,Wakatobi,2022,115.286,1.98,256.0,1.91,False,93.0
Sulawesi Tenggara,Wakatobi,2023,116.5,1.62,259.0,1.05,False,131.0
Sulawesi Tenggara,Wakatobi,2024,118.3,1.61,263.0,1.55,False,160.0
Sulawesi Tenggara,Wakatobi,2025,120.0,2.01,266.0,1.44,False,
Sulawesi Tenggara,Wakatobi,2026,121.8,1.56,270.0,1.5,False,
Sulawesi Utara,Bolaang Mongondow,2004,463.1,1.12,55.0,,False,
Sulawesi Utara,Bolaang Mongondow,2005,474.9,2.54,57.0,2.55,False,
Sulawesi Utara,Bolaang Mongondow,2006,485.2,2.17,58.0,2.17,False,
Sulawesi Utara,Bolaang Mongondow,2007,298.3,,48.0,-38.52,False,
Sulawesi Utara,Bolaang Mongondow,2008,302.4,1.38,49.0,1.37,False,
Sulawesi Utara,Bolaang Mongondow,2009,307.786,1.78,54.0,1.78,False,
Sulawesi Utara,Bolaang Mongondow,2010,213.5,1.76,84.0,-30.63,False,
Sulawesi Utara,Bolaang Mongondow,2011,215.9,1.13,71.0,1.12,False,
Sulawesi Utara,Bolaang Mongondow,2012,220.1,1.94,73.0,1.95,False,
Sulawesi Utara,Bolaang Mongondow,2013,225.8,2.58,74.0,2.59,False,
Sulawesi Utara,Bolaang Mongondow,2014,229.6,1.7,76.0,1.68,False,1.0
Sulawesi Utara,Bolaang Mongondow,2015,233.2,1.56,77.0,1.57,False,2.0
Sulawesi Utara,Bolaang Mongondow,2016,236.9,1.59,78.0,1.59,False,2.0
Sulawesi Utara,Bolaang Mongondow,2017,240.5,1.66,84.0,1.52,False,3.0
Sulawesi Utara,Bolaang Mongondow,2018,244.2,1.65,85.0,1.54,False,3.0
Sulawesi Utara,Bolaang Mongondow,2019,247.8,1.63,86.0,1.47,False,5.0
Sulawesi Utara,Bolaang Mongondow,2020,248.8,1.49,87.0,0.4,False,8.0
Sulawesi Utara,Bolaang Mongondow,2021,250.478,0.93,87.0,0.67,False,8.0
