provinsi,kabupaten,tahun,jumlah_penduduk_rb,laju_pertumbuhan_sumber_pct,kepadatan_per_km2,laju_pertumbuhan_yoy_pct,is_smelter,iup_kumulatif
Sulawesi Utara,Bolaang Mongondow,2022,252.648,0.89,77.0,0.87,False,8.0
Sulawesi Utara,Bolaang Mongondow,2023,255.1,0.92,78.0,0.97,False,10.0
Sulawesi Utara,Bolaang Mongondow,2024,257.3,0.9,79.0,0.86,False,15.0
Sulawesi Utara,Bolaang Mongondow,2025,259.4,0.88,79.0,0.82,False,
Sulawesi Utara,Bolaang Mongondow,2026,261.4,0.87,79.0,0.77,False,
Sulawesi Utara,Bolaang Mongondow Selatan,2010,57.0,1.76,40.0,,False,
Sulawesi Utara,Bolaang Mongondow Selatan,2011,57.6,1.14,32.0,1.05,False,
Sulawesi Utara,Bolaang Mongondow Selatan,2012,58.8,1.93,33.0,2.08,False,
Sulawesi Utara,Bolaang Mongondow Selatan,2013,60.2,2.48,33.0,2.38,False,
Sulawesi Utara,Bolaang Mongondow Selatan,2014,61.2,1.59,34.0,1.66,False,1.0
Sulawesi Utara,Bolaang Mongondow Selatan,2015,62.2,1.71,35.0,1.63,False,2.0
Sulawesi Utara,Bolaang Mongondow Selatan,2016,63.2,1.58,35.0,1.61,False,2.0
Sulawesi Utara,Bolaang Mongondow Selatan,2017,64.2,1.66,40.0,1.58,False,3.0
Sulawesi Utara,Bolaang Mongondow Selatan,2018,65.1,1.64,40.0,1.4,False,3.0
Sulawesi Utara,Bolaang Mongondow Selatan,2019,66.1,1.62,72.0,1.54,False,5.0
Sulawesi Utara,Bolaang Mongondow Selatan,2020,69.8,1.98,43.0,5.6,False,8.0
Sulawesi Utara,Bolaang Mongondow Selatan,2021,70.529,1.41,44.0,1.04,False,8.0
Sulawesi Utara,Bolaang Mongondow Selatan,2022,71.481,1.38,40.0,1.35,False,8.0
Sulawesi Utara,Bolaang Mongondow Selatan,2023,72.1,1.18,84.0,0.87,False,10.0
Sulawesi Utara,Bolaang Mongondow Selatan,2024,72.9,1.17,41.0,1.11,False,15.0
Sulawesi Utara,Bolaang Mongondow Selatan,2025,73.7,1.15,41.0,1.1,False,
Sulawesi Utara,Bolaang Mongondow Selatan,2026,74.5,1.14,42.0,1.09,False,
Sulawesi Utara,Bolaang Mongondow Timur,2010,63.7,1.55,78.0,,False,
Sulawesi Utara,Bolaang Mongondow Timur,2011,64.4,1.13,72.0,1.1,False,
Sulawesi Utara,Bolaang Mongondow Timur,2012,65.5,1.77,72.0,1.71,False,
Sulawesi Utara,Bolaang Mongondow Timur,2013,66.8,1.95,74.0,1.98,False,
Sulawesi Utara,Bolaang Mongondow Timur,2014,67.8,1.55,75.0,1.5,False,1.0
Sulawesi Utara,Bolaang Mongondow Timur,2015,68.7,1.28,76.0,1.33,False,2.0
Sulawesi Utara,Bolaang Mongondow Timur,2016,69.7,1.49,77.0,1.46,False,2.0
Sulawesi Utara,Bolaang Mongondow Timur,2017,70.6,1.43,78.0,1.29,False,3.0
Sulawesi Utara,Bolaang Mongondow Timur,2018,71.5,1.41,79.0,1.27,False,3.0
Sulawesi Utara,Bolaang Mongondow Timur,2019,72.4,1.4,79.0,1.26,False,5.0
Sulawesi Utara,Bolaang Mongondow Timur,2020,88.2,3.21,97.0,21.82,False,8.0
Sulawesi Utara,Bolaang Mongondow Timur,2021,89.981,2.64,99.0,2.02,False,8.0
Sulawesi Utara,Bolaang Mongondow Timur,2022,92.299,2.6,107.0,2.58,False,8.0
Sulawesi Utara,Bolaang Mongondow Timur,2023,91.2,1.2,51.0,-1.19,False,10.0
Sulawesi Utara,Bolaang Mongondow Timur,2024,92.2,1.18,107.0,1.1,False,15.0
Sulawesi Utara,Bolaang Mongondow Timur,2025,93.2,1.16,108.0,1.08,False,
Sulawesi Utara,Bolaang Mongondow Timur,2026,94.2,1.15,110.0,1.07,False,
Sulawesi Utara,Bolaang Mongondow Utara,2007,79.0,,47.0,,False,
Sulawesi Utara,Bolaang Mongondow Utara,2008,80.1,1.38,47.0,1.39,False,
Sulawesi Utara,Bolaang Mongondow Utara,2009,80.508,0.47,42.0,0.51,False,
Sulawesi Utara,Bolaang Mongondow Utara,2010,70.7,1.54,47.0,-12.18,False,
Sulawesi Utara,Bolaang Mongondow Utara,2011,71.6,1.23,37.0,1.27,False,
Sulawesi Utara,Bolaang Mongondow Utara,2012,71.5,-0.09,37.0,-0.14,False,
Sulawesi Utara,Bolaang Mongondow Utara,2013,74.2,3.78,37.0,3.78,False,
Sulawesi Utara,Bolaang Mongondow Utara,2014,75.3,1.42,39.0,1.48,False,1.0
Sulawesi Utara,Bolaang Mongondow Utara,2015,76.3,1.38,39.0,1.33,False,2.0
Sulawesi Utara,Bolaang Mongondow Utara,2016,77.4,1.38,40.0,1.44,False,2.0
Sulawesi Utara,Bolaang Mongondow Utara,2017,78.4,1.45,47.0,1.29,False,3.0
Sulawesi Utara,Bolaang Mongondow Utara,2018,79.4,1.42,47.0,1.28,False,3.0
Sulawesi Utara,Bolaang Mongondow Utara,2019,80.3,1.39,87.0,1.13,False,5.0
Sulawesi Utara,Bolaang Mongondow Utara,2020,83.1,1.58,49.0,3.49,False,8.0
Sulawesi Utara,Bolaang Mongondow Utara,2021,83.743,1.01,50.0,0.77,False,8.0
Sulawesi Utara,Bolaang Mongondow Utara,2022,84.543,0.98,51.0,0.96,False,8.0
Sulawesi Utara,Bolaang Mongondow Utara,2023,86.1,1.3,114.0,1.84,False,10.0
Sulawesi Utara,Bolaang Mongondow Utara,2024,87.2,1.29,53.0,1.28,False,15.0
Sulawesi Utara,Bolaang Mongondow Utara,2025,88.3,1.28,54.0,1.26,False,
Sulawesi Utara,Bolaang Mongondow Utara,2026,89.4,1.27,54.0,1.25,False,
Sulawesi Utara,Kepulauan Sangihe,2004,193.1,,206.0,,False,
Sulawesi Utara,Kepulauan Sangihe,2005,191.1,-1.04,204.0,-1.04,False,
Sulawesi Utara,Kepulauan Sangihe,2006,191.6,0.28,205.0,0.26,False,
Sulawesi Utara,Kepulauan Sangihe,2007,130.1,,208.0,-32.1,False,
Sulawesi Utara,Kepulauan Sangihe,2008,130.3,0.12,208.0,0.15,False,
Sulawesi Utara,Kepulauan Sangihe,2009,130.449,0.12,220.0,0.11,False,
Sulawesi Utara,Kepulauan Sangihe,2010,126.1,,283.0,-3.33,False,
Sulawesi Utara,Kepulauan Sangihe,2011,127.5,1.13,215.0,1.11,False,
Sulawesi Utara,Kepulauan Sangihe,2012,128.7,0.95,216.0,0.94,False,
Sulawesi Utara,Kepulauan Sangihe,2013,128.4,-0.24,216.0,-0.23,False,
Sulawesi Utara,Kepulauan Sangihe,2014,129.1,0.53,216.0,0.55,False,1.0
Sulawesi Utara,Kepulauan Sangihe,2015,129.6,0.37,217.0,0.39,False,2.0
Sulawesi Utara,Kepulauan Sangihe,2016,130.0,0.34,218.0,0.31,False,2.0
Sulawesi Utara,Kepulauan Sangihe,2017,130.5,0.46,283.0,0.38,False,3.0
Sulawesi Utara,Kepulauan Sangihe,2018,130.8,0.43,284.0,0.23,False,3.0
Sulawesi Utara,Kepulauan Sangihe,2019,131.2,0.41,306.0,0.31,False,5.0
Sulawesi Utara,Kepulauan Sangihe,2020,139.3,0.97,302.0,6.17,False,8.0
Sulawesi Utara,Kepulauan Sangihe,2021,139.684,0.4,303.0,0.28,False,8.0
Sulawesi Utara,Kepulauan Sangihe,2022,140.165,0.37,231.0,0.34,False,8.0
Sulawesi Utara,Kepulauan Sangihe,2023,142.0,0.71,238.0,1.31,False,10.0
Sulawesi Utara,Kepulauan Sangihe,2024,142.9,0.68,239.0,0.63,False,15.0
Sulawesi Utara,Kepulauan Sangihe,2025,143.7,0.66,241.0,0.56,False,
Sulawesi Utara,Kepulauan Sangihe,2026,144.4,0.63,242.0,0.49,False,
Sulawesi Utara,Kepulauan Talaud,2004,79.0,,63.0,,False,
Sulawesi Utara,Kepulauan Talaud,2005,74.5,-5.67,60.0,-5.7,False,
Sulawesi Utara,Kepulauan Talaud,2006,74.7,0.2,60.0,0.27,False,
Sulawesi Utara,Kepulauan Talaud,2007,74.8,0.17,60.0,0.13,False,
Sulawesi Utara,Kepulauan Talaud,2008,74.9,0.14,60.0,0.13,False,
Sulawesi Utara,Kepulauan Talaud,2009,74.997,0.14,72.0,0.13,False,
Sulawesi Utara,Kepulauan Talaud,2010,83.4,1.26,73.0,11.2,False,
Sulawesi Utara,Kepulauan Talaud,2011,84.4,1.13,82.0,1.2,False,
Sulawesi Utara,Kepulauan Talaud,2012,85.2,0.94,84.0,0.95,False,
Sulawesi Utara,Kepulauan Talaud,2013,86.9,2.06,85.0,2.0,False,
Sulawesi Utara,Kepulauan Talaud,2014,87.9,1.15,87.0,1.15,False,1.0
Sulawesi Utara,Kepulauan Talaud,2015,88.8,1.0,88.0,1.02,False,2.0
Sulawesi Utara,Kepulauan Talaud,2016,89.8,1.16,89.0,1.13,False,2.0
Sulawesi Utara,Kepulauan Talaud,2017,90.7,1.15,73.0,1.0,False,3.0
Sulawesi Utara,Kepulauan Talaud,2018,91.6,1.14,74.0,0.99,False,3.0
Sulawesi Utara,Kepulauan Talaud,2019,92.5,1.12,75.0,0.98,False,5.0
Sulawesi Utara,Kepulauan Talaud,2020,94.5,1.21,76.0,2.16,False,8.0
Sulawesi Utara,Kepulauan Talaud,2021,94.983,0.65,77.0,0.51,False,8.0
Sulawesi Utara,Kepulauan Talaud,2022,95.545,0.62,94.0,0.59,False,8.0
Sulawesi Utara,Kepulauan Talaud,2023,97.3,1.06,96.0,1.84,False,10.0
Sulawesi Utara,Kepulauan Talaud,2024,98.3,1.05,97.0,1.03,False,15.0
Sulawesi Utara,Kepulauan Talaud,2025,99.3,1.04,98.0,1.02,False,
Sulawesi Utara,Kepulauan Talaud,2026,100.2,1.03,99.0,0.91,False,
Sulawesi Utara,Kota Bitung,2004,167.6,3.84,496.0,,False,
Sulawesi Utara,Kota Bitung,2005,163.8,-2.26,485.0,-2.27,False,
Sulawesi Utara,Kota Bitung,2006,169.2,3.3,501.0,3.3,False,
Sulawesi Utara,Kota Bitung,2007,174.0,2.81,572.0,2.84,False,
Sulawesi Utara,Kota Bitung,2008,178.3,2.45,586.0,2.47,False,
Sulawesi Utara,Kota Bitung,2009,180.618,1.32,543.0,1.3,False,
Sulawesi Utara,Kota Bitung,2010,187.7,2.95,701.0,3.92,False,
Sulawesi Utara,Kota Bitung,2011,189.9,1.21,571.0,1.17,False,
Sulawesi Utara,Kota Bitung,2012,194.0,2.13,587.0,2.16,False,
Sulawesi Utara,Kota Bitung,2013,198.8,2.49,600.0,2.47,False,
Sulawesi Utara,Kota Bitung,2014,202.2,1.72,612.0,1.71,False,1.0
Sulawesi Utara,Kota Bitung,2015,205.7,1.72,623.0,1.73,False,2.0
Sulawesi Utara,Kota Bitung,2016,209.0,1.61,633.0,1.6,False,2.0
Sulawesi Utara,Kota Bitung,2017,212.4,1.74,701.0,1.63,False,3.0
Sulawesi Utara,Kota Bitung,2018,215.7,1.71,712.0,1.55,False,3.0
Sulawesi Utara,Kota Bitung,2019,219.0,1.69,723.0,1.53,False,5.0
Sulawesi Utara,Kota Bitung,2020,225.1,1.78,743.0,2.79,False,8.0
Sulawesi Utara,Kota Bitung,2021,227.177,1.21,750.0,0.92,False,8.0
Sulawesi Utara,Kota Bitung,2022,229.795,1.18,697.0,1.15,False,8.0
Sulawesi Utara,Kota Bitung,2023,232.4,1.17,705.0,1.13,False,10.0
Sulawesi Utara,Kota Bitung,2024,235.0,1.15,713.0,1.12,False,15.0
Sulawesi Utara,Kota Bitung,2025,237.4,1.13,720.0,1.02,False,
Sulawesi Utara,Kota Bitung,2026,239.8,1.11,728.0,1.01,False,
Sulawesi Utara,Kota Kotamobagu,2007,116.4,,270.0,,False,
Sulawesi Utara,Kota Kotamobagu,2008,118.0,1.38,273.0,1.37,False,
Sulawesi Utara,Kota Kotamobagu,2009,119.105,0.97,245.0,0.94,False,
Sulawesi Utara,Kota Kotamobagu,2010,107.5,2.12,1822.0,-9.74,False,
Sulawesi Utara,Kota Kotamobagu,2011,108.9,1.33,2242.0,1.3,False,
Sulawesi Utara,Kota Kotamobagu,2012,108.8,-0.09,2224.0,-0.09,False,
Sulawesi Utara,Kota Kotamobagu,2013,114.8,5.5,2231.0,5.51,False,
Sulawesi Utara,Kota Kotamobagu,2014,117.0,1.95,2393.0,1.92,False,1.0
Sulawesi Utara,Kota Kotamobagu,2015,119.4,2.06,2442.0,2.05,False,2.0
Sulawesi Utara,Kota Kotamobagu,2016,121.7,1.9,2488.0,1.93,False,2.0
Sulawesi Utara,Kota Kotamobagu,2017,123.9,1.99,1822.0,1.81,False,3.0
Sulawesi Utara,Kota Kotamobagu,2018,126.2,1.98,1856.0,1.86,False,3.0
Sulawesi Utara,Kota Kotamobagu,2019,128.4,1.95,1886.0,1.74,False,5.0
Sulawesi Utara,Kota Kotamobagu,2020,123.7,1.37,1136.0,-3.66,False,8.0
Sulawesi Utara,Kota Kotamobagu,2021,124.473,0.81,1143.0,0.62,False,8.0
Sulawesi Utara,Kota Kotamobagu,2022,125.405,0.78,1152.0,0.75,False,8.0
Sulawesi Utara,Kota Kotamobagu,2023,127.7,1.16,1173.0,1.83,False,10.0
Sulawesi Utara,Kota Kotamobagu,2024,129.1,1.14,1185.0,1.1,False,15.0
Sulawesi Utara,Kota Kotamobagu,2025,130.4,1.11,1198.0,1.01,False,
Sulawesi Utara,Kota Kotamobagu,2026,131.7,1.1,1210.0,1.0,False,
Sulawesi Utara,Kota Manado,2004,416.8,1.44,2624.0,,False,
Sulawesi Utara,Kota Manado,2005,405.7,-2.65,2555.0,-2.66,False,
Sulawesi Utara,Kota Manado,2006,417.7,2.94,263.0,2.96,False,
Sulawesi Utara,Kota Manado,2007,424.1,1.55,2686.0,1.53,False,
Sulawesi Utara,Kota Manado,2008,429.1,1.19,2718.0,1.18,False,
Sulawesi Utara,Kota Manado,2009,434.845,1.33,2659.0,1.34,False,
Sulawesi Utara,Kota Manado,2010,410.5,0.89,2740.0,-5.6,False,
Sulawesi Utara,Kota Manado,2011,415.1,1.13,2484.0,1.12,False,
Sulawesi Utara,Kota Manado,2012,417.5,0.57,2502.0,0.58,False,
Sulawesi Utara,Kota Manado,2013,420.4,0.7,2515.0,0.69,False,
Sulawesi Utara,Kota Manado,2014,423.3,0.68,2536.0,0.69,False,1.0
Sulawesi Utara,Kota Manado,2015,425.6,0.56,2551.0,0.54,False,2.0
Sulawesi Utara,Kota Manado,2016,427.9,0.53,2564.0,0.54,False,2.0
Sulawesi Utara,Kota Manado,2017,430.1,0.63,2740.0,0.51,False,3.0
Sulawesi Utara,Kota Manado,2018,431.9,0.6,2751.0,0.42,False,3.0
Sulawesi Utara,Kota Manado,2019,433.6,0.58,2757.0,0.39,False,5.0
Sulawesi Utara,Kota Manado,2020,451.9,0.93,2874.0,4.22,False,8.0
Sulawesi Utara,Kota Manado,2021,453.182,0.37,2882.0,0.28,False,8.0
Sulawesi Utara,Kota Manado,2022,454.606,0.34,2801.0,0.31,False,8.0
Sulawesi Utara,Kota Manado,2023,458.6,0.53,2825.0,0.88,False,10.0
Sulawesi Utara,Kota Manado,2024,460.4,0.5,2836.0,0.39,False,15.0
Sulawesi Utara,Kota Manado,2025,462.1,0.47,2846.0,0.37,False,
Sulawesi Utara,Kota Manado,2026,463.6,0.44,2866.0,0.32,False,
Sulawesi Utara,Kota Tomohon,2005,80.6,,706.0,,False,
Sulawesi Utara,Kota Tomohon,2006,81.9,1.53,717.0,1.61,False,
Sulawesi Utara,Kota Tomohon,2007,82.7,0.98,564.0,0.98,False,
Sulawesi Utara,Kota Tomohon,2008,83.2,0.62,568.0,0.6,False,
Sulawesi Utara,Kota Tomohon,2009,83.718,0.62,569.0,0.62,False,
Sulawesi Utara,Kota Tomohon,2010,91.6,1.93,910.0,9.41,False,
Sulawesi Utara,Kota Tomohon,2011,92.6,1.13,629.0,1.09,False,
Sulawesi Utara,Kota Tomohon,2012,93.9,1.38,638.0,1.4,False,
Sulawesi Utara,Kota Tomohon,2013,97.0,3.32,647.0,3.3,False,
Sulawesi Utara,Kota Tomohon,2014,98.7,1.77,671.0,1.75,False,1.0
Sulawesi Utara,Kota Tomohon,2015,100.4,1.71,682.0,1.72,False,2.0
Sulawesi Utara,Kota Tomohon,2016,102.0,1.6,693.0,1.59,False,2.0
Sulawesi Utara,Kota Tomohon,2017,103.7,1.74,910.0,1.67,False,3.0
Sulawesi Utara,Kota Tomohon,2018,105.3,1.71,924.0,1.54,False,3.0
Sulawesi Utara,Kota Tomohon,2019,106.9,1.69,936.0,1.52,False,5.0
Sulawesi Utara,Kota Tomohon,2020,100.6,0.91,881.0,-5.89,False,8.0
Sulawesi Utara,Kota Tomohon,2021,100.853,0.35,883.0,0.25,False,8.0
Sulawesi Utara,Kota Tomohon,2022,101.151,0.32,598.0,0.3,False,8.0
Sulawesi Utara,Kota Tomohon,2023,103.1,0.89,610.0,1.93,False,10.0
Sulawesi Utara,Kota Tomohon,2024,104.0,0.88,615.0,0.87,False,15.0
Sulawesi Utara,Kota Tomohon,2025,104.8,0.87,620.0,0.77,False,
Sulawesi Utara,Kota Tomohon,2026,105.7,0.86,625.0,0.86,False,
Sulawesi Utara,Minahasa,2004,834.6,0.82,193.0,,False,
Sulawesi Utara,Minahasa,2005,288.5,,258.0,-65.43,False,
Sulawesi Utara,Minahasa,2006,293.1,1.57,262.0,1.59,False,
Sulawesi Utara,Minahasa,2007,296.1,1.04,289.0,1.02,False,
Sulawesi Utara,Minahasa,2008,298.2,0.69,291.0,0.71,False,
Sulawesi Utara,Minahasa,2009,300.226,0.69,253.0,0.68,False,
Sulawesi Utara,Minahasa,2010,310.4,1.2,301.0,3.39,False,
Sulawesi Utara,Minahasa,2011,313.9,1.13,270.0,1.13,False,
Sulawesi Utara,Minahasa,2012,316.9,0.95,267.0,0.96,False,
Sulawesi Utara,Minahasa,2013,322.3,1.7,269.0,1.7,False,
Sulawesi Utara,Minahasa,2014,325.7,1.05,274.0,1.05,False,1.0
Sulawesi Utara,Minahasa,2015,329.0,1.02,277.0,1.01,False,2.0
Sulawesi Utara,Minahasa,2016,332.2,0.97,279.0,0.97,False,2.0
Sulawesi Utara,Minahasa,2017,335.3,1.07,301.0,0.93,False,3.0
Sulawesi Utara,Minahasa,2018,338.4,1.05,303.0,0.92,False,3.0
Sulawesi Utara,Minahasa,2019,341.2,1.02,306.0,0.83,False,5.0
Sulawesi Utara,Minahasa,2020,347.3,1.09,312.0,1.79,False,8.0
Sulawesi Utara,Minahasa,2021,348.673,0.53,313.0,0.4,False,8.0
Sulawesi Utara,Minahasa,2022,350.317,0.5,310.0,0.47,False,8.0
Sulawesi Utara,Minahasa,2023,351.9,0.48,312.0,0.45,False,10.0
Sulawesi Utara,Minahasa,2024,353.5,0.48,313.0,0.45,False,15.0
Sulawesi Utara,Minahasa,2025,355.1,0.47,315.0,0.45,False,
Sulawesi Utara,Minahasa,2026,356.6,0.46,316.0,0.42,False,
Sulawesi Utara,Minahasa Selatan,2005,276.0,,133.0,,False,
Sulawesi Utara,Minahasa Selatan,2006,276.9,0.34,133.0,0.33,False,
Sulawesi Utara,Minahasa Selatan,2007,182.0,,122.0,-34.27,False,
Sulawesi Utara,Minahasa Selatan,2008,182.3,0.15,133.0,0.16,False,
Sulawesi Utara,Minahasa Selatan,2009,182.818,0.29,123.0,0.28,False,
Sulawesi Utara,Minahasa Selatan,2010,195.553,0.96,148.0,6.97,False,
Sulawesi Utara,Minahasa Selatan,2011,197.8,1.13,133.0,1.15,False,
Sulawesi Utara,Minahasa Selatan,2012,198.9,0.58,135.0,0.56,False,
Sulawesi Utara,Minahasa Selatan,2013,201.7,1.39,135.0,1.41,False,
Sulawesi Utara,Minahasa Selatan,2014,203.3,0.82,138.0,0.79,False,1.0
Sulawesi Utara,Minahasa Selatan,2015,205.0,0.82,139.0,0.84,False,2.0
Sulawesi Utara,Minahasa Selatan,2016,206.6,0.79,140.0,0.78,False,2.0
Sulawesi Utara,Minahasa Selatan,2017,208.0,0.85,148.0,0.68,False,3.0
Sulawesi Utara,Minahasa Selatan,2018,209.5,0.83,149.0,0.72,False,3.0
Sulawesi Utara,Minahasa Selatan,2019,210.7,0.8,149.0,0.57,False,5.0
Sulawesi Utara,Minahasa Selatan,2020,236.5,1.86,168.0,12.24,False,8.0
Sulawesi Utara,Minahasa Selatan,2021,238.746,1.29,169.0,0.95,False,8.0
Sulawesi Utara,Minahasa Selatan,2022,241.68,1.25,166.0,1.23,False,8.0
Sulawesi Utara,Minahasa Selatan,2023,240.0,0.54,165.0,-0.7,False,10.0
Sulawesi Utara,Minahasa Selatan,2024,241.3,0.54,166.0,0.54,False,15.0
Sulawesi Utara,Minahasa Selatan,2025,242.5,0.53,166.0,0.5,False,
Sulawesi Utara,Minahasa Selatan,2026,243.7,0.52,167.0,0.49,False,
Sulawesi Utara,Minahasa Tenggara,2007,95.0,,163.0,,False,
Sulawesi Utara,Minahasa Tenggara,2008,95.1,0.15,134.0,0.11,False,
Sulawesi Utara,Minahasa Tenggara,2009,95.525,0.4,135.0,0.45,False,
Sulawesi Utara,Minahasa Tenggara,2010,100.4,0.8,149.0,5.1,False,
Sulawesi Utara,Minahasa Tenggara,2011,101.6,1.13,139.0,1.2,False,
Sulawesi Utara,Minahasa Tenggara,2012,101.8,0.18,143.0,0.2,False,
Sulawesi Utara,Minahasa Tenggara,2013,103.1,1.34,144.0,1.28,False,
Sulawesi Utara,Minahasa Tenggara,2014,103.8,0.67,144.0,0.68,False,1.0
Sulawesi Utara,Minahasa Tenggara,2015,104.5,0.69,147.0,0.67,False,2.0
Sulawesi Utara,Minahasa Tenggara,2016,105.2,0.6,148.0,0.67,False,2.0
Sulawesi Utara,Minahasa Tenggara,2017,105.7,0.7,149.0,0.48,False,3.0
Sulawesi Utara,Minahasa Tenggara,2018,106.3,0.68,150.0,0.57,False,3.0
Sulawesi Utara,Minahasa Tenggara,2019,106.9,0.66,116.0,0.56,False,5.0
Sulawesi Utara,Minahasa Tenggara,2020,116.3,1.43,164.0,8.79,False,8.0
Sulawesi Utara,Minahasa Tenggara,2021,117.079,0.87,165.0,0.67,False,8.0
Sulawesi Utara,Minahasa Tenggara,2022,118.023,0.83,157.0,0.81,False,8.0
Sulawesi Utara,Minahasa Tenggara,2023,119.4,0.94,549.0,1.17,False,10.0
Sulawesi Utara,Minahasa Tenggara,2024,120.4,0.93,160.0,0.84,False,15.0
Sulawesi Utara,Minahasa Tenggara,2025,121.5,0.92,161.0,0.91,False,
Sulawesi Utara,Minahasa Tenggara,2026,122.6,0.92,163.0,0.91,False,
Sulawesi Utara,Minahasa Utara,2005,165.8,,162.0,,False,
Sulawesi Utara,Minahasa Utara,2006,170.3,2.76,166.0,2.71,False,
Sulawesi Utara,Minahasa Utara,2007,172.7,1.38,184.0,1.41,False,
Sulawesi Utara,Minahasa Utara,2008,174.5,1.02,186.0,1.04,False,
Sulawesi Utara,Minahasa Utara,2009,176.48,1.16,179.0,1.13,False,
Sulawesi Utara,Minahasa Utara,2010,188.9,2.49,219.0,7.04,False,
Sulawesi Utara,Minahasa Utara,2011,191.0,1.13,194.0,1.11,False,
Sulawesi Utara,Minahasa Utara,2012,193.9,1.5,197.0,1.52,False,
Sulawesi Utara,Minahasa Utara,2013,194.9,0.5,200.0,0.52,False,
Sulawesi Utara,Minahasa Utara,2014,196.4,0.8,199.0,0.77,False,1.0
Sulawesi Utara,Minahasa Utara,2015,198.1,0.85,201.0,0.87,False,2.0
Sulawesi Utara,Minahasa Utara,2016,199.5,0.71,202.0,0.71,False,2.0
Sulawesi Utara,Minahasa Utara,2017,201.0,0.84,219.0,0.75,False,3.0
Sulawesi Utara,Minahasa Utara,2018,202.3,0.82,220.0,0.65,False,3.0
Sulawesi Utara,Minahasa Utara,2019,203.6,0.8,222.0,0.64,False,5.0
Sulawesi Utara,Minahasa Utara,2020,225.0,1.71,245.0,10.51,False,8.0
Sulawesi Utara,Minahasa Utara,2021,226.915,1.14,247.0,0.85,False,8.0
Sulawesi Utara,Minahasa Utara,2022,229.368,1.11,230.0,1.08,False,8.0
Sulawesi Utara,Minahasa Utara,2023,231.3,1.01,232.0,0.84,False,10.0
Sulawesi Utara,Minahasa Utara,2024,233.5,0.99,235.0,0.95,False,15.0
Sulawesi Utara,Minahasa Utara,2025,235.6,0.98,237.0,0.9,False,
Sulawesi Utara,Minahasa Utara,2026,237.7,0.96,239.0,0.89,False,
Sulawesi Utara,Siau Tagulandang Biaro,2007,61.6,,159.0,,False,
Sulawesi Utara,Siau Tagulandang Biaro,2008,61.7,0.12,159.0,0.16,False,
Sulawesi Utara,Siau Tagulandang Biaro,2009,61.781,0.21,217.0,0.13,False,
Sulawesi Utara,Siau Tagulandang Biaro,2010,63.8,0.56,239.0,3.27,False,
Sulawesi Utara,Siau Tagulandang Biaro,2011,64.5,1.12,227.0,1.1,False,
Sulawesi Utara,Siau Tagulandang Biaro,2012,64.6,0.09,296.0,0.16,False,
Sulawesi Utara,Siau Tagulandang Biaro,2013,65.1,0.86,297.0,0.77,False,
Sulawesi Utara,Siau Tagulandang Biaro,2014,65.3,0.24,299.0,0.31,False,1.0
Sulawesi Utara,Siau Tagulandang Biaro,2015,65.6,0.46,301.0,0.46,False,2.0
Sulawesi Utara,Siau Tagulandang Biaro,2016,65.8,0.38,302.0,0.3,False,2.0
Sulawesi Utara,Siau Tagulandang Biaro,2017,66.0,0.43,239.0,0.3,False,3.0
Sulawesi Utara,Siau Tagulandang Biaro,2018,66.2,0.43,240.0,0.3,False,3.0
Sulawesi Utara,Siau Tagulandang Biaro,2019,66.4,0.41,72.0,0.3,False,5.0
Sulawesi Utara,Siau Tagulandang Biaro,2020,71.8,1.15,260.0,8.13,False,8.0
Sulawesi Utara,Siau Tagulandang Biaro,2021,72.135,0.59,261.0,0.47,False,8.0
Sulawesi Utara,Siau Tagulandang Biaro,2022,72.517,0.56,332.0,0.53,False,8.0
Sulawesi Utara,Siau Tagulandang Biaro,2023,73.4,0.79,45.0,1.22,False,10.0
Sulawesi Utara,Siau Tagulandang Biaro,2024,73.9,0.77,340.0,0.68,False,15.0
Sulawesi Utara,Siau Tagulandang Biaro,2025,74.5,0.76,343.0,0.81,False,
Sulawesi Utara,Siau Tagulandang Biaro,2026,74.9,0.74,348.0,0.54,False,
