province,year,driver,area_ha,co2_emissions_mg,is_primary
Sulawesi Tenggara,2011,Shifting agriculture,457.76386,297113.56853,
Sulawesi Tenggara,2011,Unknown,39.57194,27583.11278,
Sulawesi Tenggara,2012,Commodity driven deforestation,20104.32432,13665667.59601,
Sulawesi Tenggara,2012,Forestry,2422.17895,1463623.07933,
Sulawesi Tenggara,2012,Shifting agriculture,376.80437,256863.5147,
Sulawesi Tenggara,2012,Unknown,32.92851,25135.61845,
Sulawesi Tenggara,2013,Commodity driven deforestation,13285.93256,8761245.2167,
Sulawesi Tenggara,2013,Forestry,1811.61055,1105557.19089,
Sulawesi Tenggara,2013,Shifting agriculture,319.99002999999993,224274.15673,
Sulawesi Tenggara,2013,Unknown,21.18526,15020.73293,
Sulawesi Tenggara,2014,Commodity driven deforestation,33835.06673,21533662.05479,
Sulawesi Tenggara,2014,Forestry,5088.13173,3015689.76718,
Sulawesi Tenggara,2014,Shifting agriculture,690.9253100000001,459745.28128,
Sulawesi Tenggara,2014,Unknown,34.081300000000006,24899.38408,
Sulawesi Tenggara,2015,Commodity driven deforestation,37230.97777,24408662.23782,
Sulawesi Tenggara,2015,Forestry,5668.47248,3567933.87757,
Sulawesi Tenggara,2015,Shifting agriculture,446.52103,277436.38685,
Sulawesi Tenggara,2015,Unknown,65.15141,42405.46809,
Sulawesi Tenggara,2016,Commodity driven deforestation,32288.70566,21381428.645,
Sulawesi Tenggara,2016,Forestry,5419.25463,3461754.51311,
Sulawesi Tenggara,2016,Shifting agriculture,561.24986,332615.30523,
Sulawesi Tenggara,2016,Unknown,65.63612,50950.82784,
Sulawesi Tenggara,2017,Commodity driven deforestation,22669.87246,15331294.29028,
Sulawesi Tenggara,2017,Forestry,4066.04127,2649836.57994,
Sulawesi Tenggara,2017,Shifting agriculture,288.36078000000003,199744.38459,
Sulawesi Tenggara,2017,Unknown,46.36899,27566.24581,
Sulawesi Tenggara,2018,Commodity driven deforestation,20497.58747,13483774.33381,
Sulawesi Tenggara,2018,Forestry,3299.3803,2038245.99655,
Sulawesi Tenggara,2018,Shifting agriculture,288.54277,206570.034,
Sulawesi Tenggara,2018,Unknown,27.31582,17843.9908,
Sulawesi Tenggara,2019,Commodity driven deforestation,30254.51924,20532384.14395,
Sulawesi Tenggara,2019,Forestry,4043.15119,2483920.48122,
Sulawesi Tenggara,2019,Shifting agriculture,467.8853,331584.66505,
Sulawesi Tenggara,2019,Unknown,85.15497,60178.41033,
Sulawesi Tenggara,2020,Commodity driven deforestation,15738.45892,10900238.51632,
Sulawesi Tenggara,2020,Forestry,2588.78256,1714690.3660799998,
Sulawesi Tenggara,2020,Shifting agriculture,443.96626,326246.12802,
Sulawesi Tenggara,2020,Unknown,35.83319,23208.39804,
Sulawesi Tenggara,2021,Commodity driven deforestation,9995.45652,6945990.81527,
Sulawesi Tenggara,2021,Forestry,2042.6888,1352542.32102,
Sulawesi Tenggara,2021,Shifting agriculture,272.97795,199798.42078,
Sulawesi Tenggara,2021,Unknown,27.57188,18622.79378,
Sulawesi Tenggara,2022,Commodity driven deforestation,11016.87286,7705755.79814,
Sulawesi Tenggara,2022,Forestry,1983.59179,1313188.22064,
Sulawesi Tenggara,2022,Shifting agriculture,269.1152,193402.5466,
Sulawesi Tenggara,2022,Unknown,33.24622,25112.43123,
Sulawesi Tenggara,2023,Commodity driven deforestation,29473.53978,19499544.75281,
Sulawesi Tenggara,2023,Forestry,4084.37127,2527434.87274,
Sulawesi Tenggara,2023,Shifting agriculture,496.53411000000006,349599.24207,
Sulawesi Tenggara,2023,Unknown,5.82858,4666.99921,
Sulawesi Utara,2001,Commodity driven deforestation,3048.48376619291,2164520.540407974,
Sulawesi Utara,2001,Forestry,485.74919314872847,350189.0210813424,
Sulawesi Utara,2001,Shifting agriculture,920.6793525571121,731607.9755722453,
Sulawesi Utara,2001,Unknown,64.27288698260116,44503.88711997598,
Sulawesi Utara,2002,Commodity driven deforestation,4573.189628468319,3353808.265983916,
Sulawesi Utara,2002,Forestry,1183.5945088981064,852998.138707124,
Sulawesi Utara,2002,Shifting agriculture,1810.7983171695048,1424836.906338347,
Sulawesi Utara,2002,Unknown,114.5242965411017,76870.62361372735,
Sulawesi Utara,2003,Commodity driven deforestation,1338.6158148522527,1042053.1532682832,
Sulawesi Utara,2003,Forestry,650.5485824347049,481985.94115147885,
Sulawesi Utara,2003,Shifting agriculture,856.8383539984466,713784.4060179039,
Sulawesi Utara,2003,Unknown,63.81581844095547,46064.56201859719,
Sulawesi Utara,2004,Commodity driven deforestation,4223.615983876946,3118764.5046668476,
Sulawesi Utara,2004,Forestry,818.2728905091907,611559.1201960864,
Sulawesi Utara,2004,Shifting agriculture,1694.0511427137703,1337502.1479999456,
Sulawesi Utara,2004,Unknown,105.5572167289153,62062.65254896878,
Sulawesi Utara,2005,Commodity driven deforestation,2123.051846581521,1586449.7208335393,
Sulawesi Utara,2005,Forestry,499.21935747638383,372841.2486609968,
Sulawesi Utara,2005,Shifting agriculture,756.7576927481506,595805.9601154466,
Sulawesi Utara,2005,Unknown,94.96297511428858,56740.16535556884,
Sulawesi Utara,2006,Commodity driven deforestation,3336.394960229125,2392315.375766156,
Sulawesi Utara,2006,Forestry,498.74198703758367,373891.2807820382,
Sulawesi Utara,2006,Shifting agriculture,946.5896138658627,752187.967905203,
Sulawesi Utara,2006,Unknown,112.13869475659294,74399.19198410779,
Sulawesi Utara,2007,Commodity driven deforestation,2873.3511868081264,2106933.6884837016,
Sulawesi Utara,2007,Forestry,551.2360030340527,407824.8032061425,
Sulawesi Utara,2007,Shifting agriculture,747.7821724318526,585617.0684024161,
Sulawesi Utara,2007,Unknown,105.95871487698372,62727.59920951664,
Sulawesi Utara,2008,Commodity driven deforestation,1203.3046307930717,861236.4769217013,
Sulawesi Utara,2008,Forestry,134.29923388391197,106889.44519037788,
Sulawesi Utara,2008,Shifting agriculture,256.69333243099214,198634.3756614176,
Sulawesi Utara,2008,Unknown,13.691643305822602,8819.349725403197,
Sulawesi Utara,2009,Commodity driven deforestation,5624.75879363193,4030779.662425231,
Sulawesi Utara,2009,Forestry,469.35909450131567,366639.77190417214,
Sulawesi Utara,2009,Shifting agriculture,824.0688859546984,650737.8171978305,
Sulawesi Utara,2009,Unknown,81.14674694053308,48367.864478123025,
Sulawesi Utara,2010,Commodity driven deforestation,1502.2090339074866,1085737.05910466,
Sulawesi Utara,2010,Forestry,191.08599457634764,145403.787782691,
Sulawesi Utara,2010,Shifting agriculture,291.48029510600406,219902.883140057,
Sulawesi Utara,2010,Unknown,52.985099442071196,35488.483291863646,
Sulawesi Utara,2011,Commodity driven deforestation,2164.9888006939454,1557767.0959432195,
Sulawesi Utara,2011,Forestry,375.28882485768065,287080.47112621344,
Sulawesi Utara,2011,Shifting agriculture,488.3851282506291,351534.41563048033,
Sulawesi Utara,2011,Unknown,87.47781514893781,57628.1834636924,
Sulawesi Utara,2012,Commodity driven deforestation,1899.9147422242859,1341035.8187795638,
Sulawesi Utara,2012,Forestry,178.0397388829099,143434.45523845573,
Sulawesi Utara,2012,Shifting agriculture,284.28014425478847,223338.5752833276,
Sulawesi Utara,2012,Unknown,307.7413916135147,148071.10426804397,
Sulawesi Utara,2013,Commodity driven deforestation,1259.1075249791659,890820.3095631349,
Sulawesi Utara,2013,Forestry,90.50790798860338,66672.67384150521,
Sulawesi Utara,2013,Shifting agriculture,304.8016431993968,224226.8027290756,
Sulawesi Utara,2013,Unknown,61.27310519873852,30015.76862919863,
Sulawesi Utara,2014,Commodity driven deforestation,5041.171908156043,3542383.294018427,
Sulawesi Utara,2014,Forestry,497.50500894872664,357851.8365163785,
Sulawesi Utara,2014,Shifting agriculture,1166.76675919422,860522.1970707992,
Sulawesi Utara,2014,Unknown,169.78884120944957,106518.0865925467,
Sulawesi Utara,2015,Commodity driven deforestation,8565.078349485992,6435061.017714117,
Sulawesi Utara,2015,Forestry,1593.5512968589685,1046655.5529109606,
Sulawesi Utara,2015,Shifting agriculture,2464.065474751437,1984543.789887212,
Sulawesi Utara,2015,Unknown,2974.5388470428948,1431230.2838297451,
Sulawesi Utara,2016,Commodity driven deforestation,4670.301873099557,3351263.3610911258,
Sulawesi Utara,2016,Forestry,642.7802697905847,483572.52511066536,
Sulawesi Utara,2016,Shifting agriculture,1340.6941438565943,1023814.0100477628,
Sulawesi Utara,2016,Unknown,2127.631479064343,1017509.3106250577,
Sulawesi Utara,2017,Commodity driven deforestation,4067.7344915694293,2939193.364389616,
Sulawesi Utara,2017,Forestry,511.40812068947935,388453.14971209585,
Sulawesi Utara,2017,Shifting agriculture,1063.3550084011472,796055.4077131007,
Sulawesi Utara,2017,Unknown,133.41471086239636,79358.22657617702,
Sulawesi Utara,2018,Commodity driven deforestation,5796.306578955157,4206846.706204224,
Sulawesi Utara,2018,Forestry,447.90429402038694,337420.69941616216,
Sulawesi Utara,2018,Shifting agriculture,1097.152981865214,818696.5221458484,
Sulawesi Utara,2018,Unknown,114.06051796089588,74352.41109717062,
Sulawesi Utara,2019,Commodity driven deforestation,7253.330091425722,5285478.41426268,
Sulawesi Utara,2019,Forestry,458.1419048683056,348327.01030591846,
Sulawesi Utara,2019,Shifting agriculture,942.5215835967507,713009.2738605255,
Sulawesi Utara,2019,Unknown,267.1918557981795,147529.4717562505,
Sulawesi Utara,2020,Commodity driven deforestation,2121.53998715915,1569029.7074431684,
Sulawesi Utara,2020,Forestry,303.0689817103443,216337.62100867103,
Sulawesi Utara,2020,Shifting agriculture,610.7384027033327,420936.22225208685,
Sulawesi Utara,2020,Unknown,88.5647761489322,42452.15917061235,
Sulawesi Utara,2021,Commodity driven deforestation,2094.5861298209493,1607696.1798504607,
Sulawesi Utara,2021,Forestry,230.918366284234,191809.15849953215,
Sulawesi Utara,2021,Shifting agriculture,411.3113617776861,310759.65901683655,
Sulawesi Utara,2021,Unknown,86.9916202280226,58995.03225858315,
Sulawesi Utara,2022,Commodity driven deforestation,2081.439588898883,1598909.3566184475,
Sulawesi Utara,2022,Forestry,217.20963951910073,190356.4910306772,
Sulawesi Utara,2022,Shifting agriculture,349.9176517287253,261402.7379735777,
Sulawesi Utara,2022,Unknown,82.06303489478893,49940.55205024921,
Sulawesi Utara,2023,Commodity driven deforestation,4983.8467327412445,3892622.9490219355,
Sulawesi Utara,2023,Forestry,235.56109576265325,197597.96965833,
Sulawesi Utara,2023,Shifting agriculture,474.9984925302636,351029.6793407257,
Sulawesi Utara,2023,Unknown,97.906690671719,62338.10363015183,
Sulawesi Utara,2024,Commodity driven deforestation,2076.8635845325352,1605655.178265718,
Sulawesi Utara,2024,Forestry,187.03005745847744,149242.26844399056,
Sulawesi Utara,2024,Shifting agriculture,433.5631324884059,332398.18390209443,
Sulawesi Utara,2024,Unknown,775.9392692036135,553481.964920831,
Sulawesi Utara,2025,Commodity driven deforestation,2063.865078650975,1650453.7169332125,
Sulawesi Utara,2025,Forestry,199.03685350532476,168902.80185422036,
Sulawesi Utara,2025,Shifting agriculture,434.83789717925106,325641.38140299654,
Sulawesi Utara,2025,Unknown,70.22659563846774,51194.04172299156,
