provinsi,kabupaten,tahun,jumlah_penduduk_rb,kepadatan_per_km2,laju_pertumbuhan_sumber_pct,laju_pertumbuhan_yoy_pct,anomali_pertumbuhan_flag,is_smelter,iup_kumulatif,pct_miskin,dbd_kasus,dbd_meninggal,pmdn_nilai_juta_rp
Sulawesi Selatan,Soppeng,2024,239.4,173.0,0.47,0.5,False,False,105.0,6.9,0,0,
Sulawesi Selatan,Takalar,2016,290.0,3.0,92.55,7.21,False,False,1.0,9.35,6,0,3334.6
Sulawesi Selatan,Takalar,2017,293.0,517.0,1.05,1.03,False,False,6.0,9.24,121,0,1969.4
Sulawesi Selatan,Takalar,2018,295.892,522.0,0.99,0.99,False,False,11.0,9.0,117,0,3275.9
Sulawesi Selatan,Takalar,2019,298.7,527.0,1.11,0.95,False,False,14.0,8.7,0,0,5672.6
Sulawesi Selatan,Takalar,2020,300.9,531.0,1.07,0.74,False,False,14.0,8.44,0,0,9142.0
Sulawesi Selatan,Takalar,2021,302.7,534.0,0.46,0.6,False,False,22.0,8.25,0,0,12075.4
Sulawesi Selatan,Takalar,2023,312.8,563.0,1.43,3.34,False,False,51.0,8.29,0,0,11468.3
Sulawesi Selatan,Takalar,2024,317.0,571.0,1.41,1.34,False,False,105.0,7.75,0,0,
Sulawesi Selatan,Tana Toraja,2016,,3.0,102.3,,False,False,1.0,12.36,28,0,3334.6
Sulawesi Selatan,Tana Toraja,2017,,113.0,0.55,,False,False,6.0,12.62,2,0,1969.4
Sulawesi Selatan,Tana Toraja,2018,,113.0,0.56,,False,False,11.0,12.75,17,0,3275.9
Sulawesi Selatan,Tana Toraja,2019,,114.0,0.6,,False,False,14.0,12.35,0,0,5672.6
Sulawesi Selatan,Tana Toraja,2020,,137.0,2.34,,False,False,14.0,12.1,0,0,9142.0
Sulawesi Selatan,Tana Toraja,2021,,143.0,1.17,,False,False,22.0,12.27,0,0,12075.4
Sulawesi Selatan,Tana Toraja,2023,289.5,142.0,1.11,,False,False,51.0,12.48,0,0,11468.3
Sulawesi Selatan,Tana Toraja,2024,292.4,143.0,1.09,1.0,False,False,105.0,10.79,0,0,
Sulawesi Selatan,Toraja Utara,2016,227.0,3.0,100.76,4.37,False,False,1.0,14.57,319,0,3334.6
Sulawesi Selatan,Toraja Utara,2017,228.4,198.0,0.64,0.62,False,False,6.0,14.41,111,0,1969.4
Sulawesi Selatan,Toraja Utara,2018,229.798,200.0,0.61,0.61,False,False,11.0,13.37,29,0,3275.9
Sulawesi Selatan,Toraja Utara,2019,231.2,201.0,0.68,0.61,False,False,14.0,12.41,0,0,5672.6
Sulawesi Selatan,Toraja Utara,2020,261.1,227.0,1.82,12.93,True,False,14.0,12.01,0,0,9142.0
Sulawesi Selatan,Toraja Utara,2021,264.1,217.0,0.88,1.15,False,False,22.0,11.99,0,0,12075.4
Sulawesi Selatan,Toraja Utara,2023,273.3,212.0,1.68,3.48,False,False,51.0,12.12,0,0,11468.3
Sulawesi Selatan,Toraja Utara,2024,277.8,215.0,1.67,1.65,False,False,105.0,10.73,0,0,
Sulawesi Selatan,Wajo,2016,394.5,5.0,91.72,2.12,False,False,1.0,7.47,33,0,3334.6
Sulawesi Selatan,Wajo,2017,395.6,158.0,0.3,0.28,False,False,6.0,7.38,22,0,1969.4
Sulawesi Selatan,Wajo,2018,396.81,158.0,0.31,0.31,False,False,11.0,7.5,29,0,3275.9
Sulawesi Selatan,Wajo,2019,397.8,159.0,0.33,0.25,False,False,14.0,6.91,0,0,5672.6
Sulawesi Selatan,Wajo,2020,379.1,151.0,-0.15,-4.7,False,False,14.0,6.95,0,0,9142.0
Sulawesi Selatan,Wajo,2021,379.4,152.0,0.06,0.08,False,False,22.0,6.46,0,0,12075.4
Sulawesi Selatan,Wajo,2023,386.5,148.0,0.71,1.87,False,False,51.0,6.73,0,0,11468.3
Sulawesi Selatan,Wajo,2024,389.1,149.0,0.69,0.67,False,False,105.0,6.47,0,0,
Sulawesi Tengah,Banggai,2017,365.6,38.0,1.69,12.98,False,True,21.0,9.2,0,0,1929.7
Sulawesi Tengah,Banggai,2018,371.3,38.0,1.67,1.56,False,True,28.0,9.12,0,0,8488.9
Sulawesi Tengah,Banggai,2019,376.8,39.0,1.65,1.48,False,True,30.0,7.8,54,0,4438.8
Sulawesi Tengah,Banggai,2020,362.3,44.0,1.1,-3.85,True,True,42.0,7.39,15,0,5261.3
Sulawesi Tengah,Banggai,2024,377.6,46.0,1.11,4.22,False,True,260.0,6.56,51,0,
Sulawesi Tengah,Banggai Kepulauan,2017,,47.0,0.89,,False,False,21.0,15.92,0,0,1929.7
Sulawesi Tengah,Banggai Kepulauan,2018,,47.0,0.87,,False,False,28.0,15.65,0,0,8488.9
Sulawesi Tengah,Banggai Kepulauan,2019,,48.0,0.84,,False,False,30.0,14.84,3,0,4438.8
Sulawesi Tengah,Banggai Kepulauan,2020,,50.0,0.91,,False,False,42.0,14.04,6,0,5261.3
Sulawesi Tengah,Banggai Kepulauan,2024,124.6,52.0,0.97,,False,False,260.0,12.32,48,0,
Sulawesi Tengah,Banggai Laut,2017,72.3,100.0,2.1,,False,False,21.0,16.17,0,0,1929.7
Sulawesi Tengah,Banggai Laut,2018,73.7,102.0,2.08,1.94,False,False,28.0,16.32,0,0,8488.9
Sulawesi Tengah,Banggai Laut,2019,75.0,103.0,2.05,1.76,False,False,30.0,15.34,47,0,4438.8
Sulawesi Tengah,Banggai Laut,2020,70.4,102.0,1.2,-6.13,True,False,42.0,14.6,151,0,5261.3
Sulawesi Tengah,Banggai Laut,2024,74.0,108.0,1.33,5.11,False,False,260.0,13.78,27,0,
Sulawesi Tengah,Buol,2017,,38.0,2.26,,False,False,21.0,16.65,0,0,1929.7
Sulawesi Tengah,Buol,2018,,39.0,2.24,,False,False,28.0,16.08,0,0,8488.9
Sulawesi Tengah,Buol,2019,,40.0,2.23,,False,False,30.0,15.19,50,0,4438.8
Sulawesi Tengah,Buol,2020,,39.0,0.91,,False,False,42.0,13.93,34,0,5261.3
Sulawesi Tengah,Buol,2024,152.4,41.0,1.28,,False,False,260.0,13.08,97,0,
Sulawesi Tengah,Donggala,2017,299.2,70.0,1.02,7.78,False,False,21.0,18.17,0,0,1929.7
Sulawesi Tengah,Donggala,2018,301.6,71.0,1.0,0.8,False,False,28.0,18.03,0,0,8488.9
Sulawesi Tengah,Donggala,2019,304.1,71.0,0.98,0.83,False,False,30.0,18.4,181,0,4438.8
Sulawesi Tengah,Donggala,2020,300.4,59.0,0.77,-1.22,True,False,42.0,17.39,178,0,5261.3
Sulawesi Tengah,Donggala,2024,311.0,61.0,0.93,3.53,False,False,260.0,15.3,68,0,
Sulawesi Tengah,Kota Palu,2017,379.8,961.0,1.68,12.87,False,False,21.0,6.74,0,0,1929.7
Sulawesi Tengah,Kota Palu,2018,385.6,976.0,1.66,1.53,False,False,28.0,6.58,0,0,8488.9
Sulawesi Tengah,Kota Palu,2019,391.4,991.0,1.64,1.5,False,False,30.0,6.83,0,0,4438.8
Sulawesi Tengah,Kota Palu,2020,373.2,1047.0,1.01,-4.65,True,False,42.0,6.8,0,0,5261.3
Sulawesi Tengah,Kota Palu,2024,392.5,1101.0,1.35,5.17,False,False,260.0,5.94,0,0,
Sulawesi Tengah,Morowali,2017,,39.0,1.92,,False,True,21.0,14.55,0,0,1929.7
Sulawesi Tengah,Morowali,2018,119.3,39.0,1.89,,False,True,28.0,14.34,0,0,8488.9
Sulawesi Tengah,Morowali,2019,121.3,40.0,1.87,1.68,False,True,30.0,13.75,96,0,4438.8
Sulawesi Tengah,Morowali,2020,,36.0,4.54,,False,True,42.0,13.43,24,0,5261.3
Sulawesi Tengah,Morowali,2024,173.3,39.0,1.86,,False,True,260.0,11.55,394,0,
Sulawesi Tengah,Morowali Utara,2017,123.0,12.0,2.34,,False,True,21.0,15.73,0,0,1929.7
Sulawesi Tengah,Morowali Utara,2018,125.6,13.0,2.31,2.11,False,True,28.0,15.53,0,0,8488.9
Sulawesi Tengah,Morowali Utara,2019,128.3,13.0,2.29,2.15,False,True,30.0,15.08,266,0,4438.8
Sulawesi Tengah,Morowali Utara,2020,120.8,14.0,1.45,-5.85,True,True,42.0,14.1,47,0,5261.3
Sulawesi Tengah,Morowali Utara,2024,127.9,15.0,1.53,5.88,False,True,260.0,11.95,431,4,
Sulawesi Tengah,Parigi Moutong,2017,,93.0,1.92,,False,False,21.0,17.55,0,0,1929.7
Sulawesi Tengah,Parigi Moutong,2018,,95.0,1.9,,False,False,28.0,17.41,0,0,8488.9
Sulawesi Tengah,Parigi Moutong,2019,,96.0,1.88,,False,False,30.0,16.64,124,0,4438.8
Sulawesi Tengah,Parigi Moutong,2020,,76.0,0.6,,False,False,42.0,15.85,62,0,5261.3
Sulawesi Tengah,Parigi Moutong,2024,459.8,79.0,1.18,,False,False,260.0,14.2,106,0,
Sulawesi Tengah,Poso,2017,,35.0,2.27,,False,False,21.0,17.16,0,0,1929.7
Sulawesi Tengah,Poso,2018,,35.0,2.25,,False,False,28.0,16.71,0,0,8488.9
Sulawesi Tengah,Poso,2019,,36.0,2.23,,False,False,30.0,15.65,103,0,4438.8
Sulawesi Tengah,Poso,2020,,32.0,1.53,,False,False,42.0,15.45,77,0,5261.3
Sulawesi Tengah,Poso,2024,254.1,34.0,0.99,,False,False,260.0,14.23,284,0,
Sulawesi Tengah,Sigi,2017,234.6,45.0,1.2,9.12,False,False,21.0,12.66,0,0,1929.7
Sulawesi Tengah,Sigi,2018,237.0,46.0,1.18,1.02,False,False,28.0,12.6,0,0,8488.9
Sulawesi Tengah,Sigi,2019,239.4,46.0,1.16,1.01,False,False,30.0,12.91,148,0,4438.8
Sulawesi Tengah,Sigi,2020,257.6,49.0,1.76,7.6,True,False,42.0,12.45,51,0,5261.3
Sulawesi Tengah,Sigi,2024,270.0,52.0,1.26,4.81,False,False,260.0,12.06,133,0,
Sulawesi Tengah,Tojo Una-Una,2017,150.8,26.0,1.24,9.43,False,False,21.0,18.15,0,0,1929.7
Sulawesi Tengah,Tojo Una-Una,2018,152.5,27.0,1.23,1.13,False,False,28.0,18.27,0,0,8488.9
Sulawesi Tengah,Tojo Una-Una,2019,154.0,27.0,1.2,0.98,False,False,30.0,17.16,0,0,4438.8
Sulawesi Tengah,Tojo Una-Una,2020,163.8,29.0,1.69,6.36,True,False,42.0,16.39,0,0,5261.3
Sulawesi Tengah,Tojo Una-Una,2024,170.8,31.0,1.12,4.27,False,False,260.0,16.36,0,0,
Sulawesi Tengah,Toli-Toli,2017,231.0,57.0,1.23,9.32,False,False,21.0,13.3,0,0,1929.7
Sulawesi Tengah,Toli-Toli,2018,233.4,57.0,1.2,1.04,False,False,28.0,13.66,0,0,8488.9
Sulawesi Tengah,Toli-Toli,2019,235.8,58.0,1.18,1.03,False,False,30.0,13.09,0,0,4438.8
Sulawesi Tengah,Toli-Toli,2020,225.2,61.0,0.62,-4.5,True,False,42.0,12.85,0,0,5261.3
Sulawesi Tengah,Toli-Toli,2024,233.9,63.0,1.02,3.86,False,False,260.0,12.45,0,0,
Sulawesi Tenggara,Bombana,2017,,58.0,3.22,,False,False,36.0,12.36,0,0,3148.7
Sulawesi Tenggara,Bombana,2018,,58.0,3.26,,False,False,46.0,11.05,0,0,1603.4
Sulawesi Tenggara,Bombana,2019,,62.0,3.11,,False,False,56.0,10.56,0,0,3827.1
Sulawesi Tenggara,Bombana,2021,,51.0,1.07,,False,False,82.0,10.76,0,0,4334.2
Sulawesi Tenggara,Bombana,2022,153.304,47.0,0.98,,False,False,93.0,10.26,0,0,7596.0
Sulawesi Tenggara,Bombana,2023,158.1,48.0,1.76,3.13,False,False,131.0,10.73,0,0,7734.6
Sulawesi Tenggara,Bombana,2024,160.7,49.0,1.72,1.64,False,False,160.0,10.54,0,0,
Sulawesi Tenggara,Buton,2017,100.44,83.0,1.1,6.85,False,False,36.0,13.46,0,0,3148.7
Sulawesi Tenggara,Buton,2018,102.0,84.0,0.93,1.55,False,False,46.0,13.67,0,0,1603.4
Sulawesi Tenggara,Buton,2019,102.641,85.0,0.9,0.63,False,False,56.0,13.65,0,0,3827.1
Sulawesi Tenggara,Buton,2021,117.04,96.0,2.13,14.03,True,False,82.0,13.92,0,0,4334.2
Sulawesi Tenggara,Buton,2022,119.353,72.0,2.04,1.98,False,False,93.0,13.27,0,0,7596.0
Sulawesi Tenggara,Buton,2023,120.2,72.0,1.56,0.71,False,False,131.0,13.77,0,0,7734.6
Sulawesi Tenggara,Buton,2024,122.0,73.0,1.55,1.5,False,False,160.0,13.99,0,0,
Sulawesi Tenggara,Buton Selatan,2017,,155.0,1.07,,False,False,36.0,15.99,0,0,3148.7
Sulawesi Tenggara,Buton Selatan,2018,,156.0,0.81,,False,False,46.0,14.82,0,0,1603.4
Sulawesi Tenggara,Buton Selatan,2019,,158.0,0.79,,False,False,56.0,14.66,0,0,3827.1
Sulawesi Tenggara,Buton Selatan,2021,,187.0,0.3,,False,False,82.0,14.62,0,0,4334.2
Sulawesi Tenggara,Buton Selatan,2022,95.613,185.0,0.21,,False,False,93.0,14.41,0,0,7596.0
Sulawesi Tenggara,Buton Selatan,2023,99.6,192.0,1.63,4.17,True,False,131.0,14.76,0,0,7734.6
Sulawesi Tenggara,Buton Selatan,2024,101.2,195.0,1.62,1.61,False,False,160.0,14.28,0,0,
Sulawesi Tenggara,Buton Tengah,2017,,95.0,1.04,,False,False,36.0,18.35,0,0,3148.7
Sulawesi Tenggara,Buton Tengah,2018,,96.0,0.82,,False,False,46.0,14.88,0,0,1603.4
Sulawesi Tenggara,Buton Tengah,2019,,97.0,0.8,,False,False,56.0,15.77,0,0,3827.1
Sulawesi Tenggara,Buton Tengah,2021,,122.0,2.13,,False,False,82.0,15.8,0,0,4334.2
Sulawesi Tenggara,Buton Tengah,2022,118.904,142.0,2.04,,False,False,93.0,14.9,0,0,7596.0
Sulawesi Tenggara,Buton Tengah,2023,119.5,143.0,1.47,0.5,False,False,131.0,15.43,0,0,7734.6
Sulawesi Tenggara,Buton Tengah,2024,121.3,145.0,1.48,1.51,False,False,160.0,14.4,0,0,
Sulawesi Tenggara,Buton Utara,2017,62.088,33.0,1.58,12.89,False,False,36.0,15.58,0,0,3148.7
Sulawesi Tenggara,Buton Utara,2018,63.0,33.0,1.79,1.47,False,False,46.0,14.93,0,0,1603.4
Sulawesi Tenggara,Buton Utara,2019,64.072,34.0,1.71,1.7,False,False,56.0,14.38,0,0,3827.1
Sulawesi Tenggara,Buton Utara,2021,67.714,36.0,2.13,5.68,False,False,82.0,14.89,0,0,4334.2
Sulawesi Tenggara,Buton Utara,2022,69.051,39.0,2.04,1.97,False,False,93.0,14.26,0,0,7596.0
Sulawesi Tenggara,Buton Utara,2023,69.0,39.0,1.24,-0.07,False,False,131.0,14.06,0,0,7734.6
Sulawesi Tenggara,Buton Utara,2024,69.8,40.0,1.24,1.16,False,False,160.0,14.09,0,0,
Sulawesi Tenggara,Kolaka,2017,251.52,77.0,1.86,20.34,False,True,36.0,13.78,0,0,3148.7
Sulawesi Tenggara,Kolaka,2018,257.0,78.0,2.62,2.18,False,True,46.0,12.51,0,0,1603.4
Sulawesi Tenggara,Kolaka,2019,261.664,80.0,2.47,1.81,False,True,56.0,11.92,0,0,3827.1
Sulawesi Tenggara,Kolaka,2021,241.366,74.0,2.13,-7.76,False,True,82.0,12.43,0,0,4334.2
Sulawesi Tenggara,Kolaka,2022,246.137,83.0,2.04,1.98,False,True,93.0,11.51,0,0,7596.0
Sulawesi Tenggara,Kolaka,2023,245.9,83.0,1.26,-0.1,False,True,131.0,11.8,0,0,7734.6
Sulawesi Tenggara,Kolaka,2024,248.8,84.0,1.23,1.18,False,True,160.0,11.67,0,0,
Sulawesi Tenggara,Kolaka Timur,2017,,35.0,1.82,,False,False,36.0,15.64,0,0,3148.7
Sulawesi Tenggara,Kolaka Timur,2018,,36.0,2.62,,False,False,46.0,13.82,0,0,1603.4
Sulawesi Tenggara,Kolaka Timur,2019,,37.0,2.47,,False,False,56.0,13.71,0,0,3827.1
Sulawesi Tenggara,Kolaka Timur,2021,,33.0,0.3,,False,False,82.0,14.35,0,0,4334.2
Sulawesi Tenggara,Kolaka Timur,2022,121.145,30.0,0.21,,False,False,93.0,13.57,0,0,7596.0
Sulawesi Tenggara,Kolaka Timur,2023,125.8,32.0,1.51,3.84,True,False,131.0,14.04,0,0,7734.6
Sulawesi Tenggara,Kolaka Timur,2024,127.6,32.0,1.48,1.43,False,False,160.0,13.71,0,0,
Sulawesi Tenggara,Kolaka Utara,2017,,43.0,1.45,,False,False,36.0,16.24,0,0,3148.7
Sulawesi Tenggara,Kolaka Utara,2018,,43.0,2.5,,False,False,46.0,14.3,0,0,1603.4
Sulawesi Tenggara,Kolaka Utara,2019,,44.0,2.39,,False,False,56.0,13.19,0,0,3827.1
Sulawesi Tenggara,Kolaka Utara,2021,,41.0,1.53,,False,False,82.0,13.79,0,0,4334.2
Sulawesi Tenggara,Kolaka Utara,2022,141.151,48.0,1.44,,False,False,93.0,13.08,0,0,7596.0
Sulawesi Tenggara,Kolaka Utara,2023,145.6,50.0,2.07,3.15,False,False,131.0,13.57,0,0,7734.6
Sulawesi Tenggara,Kolaka Utara,2024,148.5,51.0,2.04,1.99,False,False,160.0,13.51,0,0,
Sulawesi Tenggara,Konawe,2017,244.324,55.0,2.63,14.71,False,True,36.0,15.65,0,0,3148.7
Sulawesi Tenggara,Konawe,2018,249.0,55.0,1.97,1.91,False,True,46.0,13.48,0,0,1603.4
Sulawesi Tenggara,Konawe,2019,254.695,57.0,1.95,2.29,False,True,56.0,12.34,0,0,3827.1
Sulawesi Tenggara,Konawe,2021,261.116,59.0,2.14,2.52,False,True,82.0,13.03,0,0,4334.2
Sulawesi Tenggara,Konawe,2022,266.299,50.0,2.05,1.98,False,True,93.0,12.75,0,0,7596.0
Sulawesi Tenggara,Konawe,2023,269.5,50.0,1.74,1.2,False,True,131.0,13.02,0,0,7734.6
Sulawesi Tenggara,Konawe,2024,274.1,51.0,1.73,1.71,False,True,160.0,13.25,0,0,
Sulawesi Tenggara,Konawe Kepulauan,2017,33.212,38.0,2.8,14.52,False,False,36.0,18.1,0,0,3148.7
Sulawesi Tenggara,Konawe Kepulauan,2018,34.0,38.0,1.91,2.37,False,False,46.0,17.48,0,0,1603.4
Sulawesi Tenggara,Konawe Kepulauan,2019,34.219,39.0,1.81,0.64,False,False,56.0,17.18,0,0,3827.1
Sulawesi Tenggara,Konawe Kepulauan,2021,37.639,43.0,2.13,9.99,True,False,82.0,17.81,0,0,4334.2
Sulawesi Tenggara,Konawe Kepulauan,2022,38.383,54.0,2.04,1.98,False,False,93.0,16.15,0,0,7596.0
Sulawesi Tenggara,Konawe Kepulauan,2023,39.0,55.0,1.88,1.61,False,False,131.0,15.9,0,0,7734.6
Sulawesi Tenggara,Konawe Kepulauan,2024,39.7,56.0,1.85,1.79,False,False,160.0,15.54,0,0,
Sulawesi Tenggara,Konawe Selatan,2017,304.214,53.0,1.43,14.8,False,False,36.0,11.14,0,0,3148.7
Sulawesi Tenggara,Konawe Selatan,2018,309.0,53.0,1.97,1.57,False,False,46.0,10.95,0,0,1603.4
Sulawesi Tenggara,Konawe Selatan,2019,314.785,54.0,1.89,1.87,False,False,56.0,10.81,0,0,3827.1
Sulawesi Tenggara,Konawe Selatan,2021,312.674,54.0,1.8,-0.67,False,False,82.0,11.34,0,0,4334.2
Sulawesi Tenggara,Konawe Selatan,2022,317.826,75.0,1.71,1.65,False,False,93.0,11.08,0,0,7596.0
Sulawesi Tenggara,Konawe Selatan,2023,323.8,76.0,1.77,1.88,False,False,131.0,11.26,0,0,7734.6
Sulawesi Tenggara,Konawe Selatan,2024,329.2,78.0,1.75,1.67,False,False,160.0,11.2,0,0,
Sulawesi Tenggara,Konawe Utara,2017,60.884,12.0,2.03,17.08,False,True,36.0,13.93,0,0,3148.7
Sulawesi Tenggara,Konawe Utara,2018,62.0,12.0,2.42,1.83,False,True,46.0,14.22,0,0,1603.4
Sulawesi Tenggara,Konawe Utara,2019,63.814,13.0,2.34,2.93,False,True,56.0,13.66,0,0,3827.1
Sulawesi Tenggara,Konawe Utara,2021,68.95,14.0,2.13,8.05,True,True,82.0,14.32,0,0,4334.2
Sulawesi Tenggara,Konawe Utara,2022,70.314,17.0,2.04,1.98,False,True,93.0,13.72,0,0,7596.0
Sulawesi Tenggara,Konawe Utara,2023,72.3,17.0,2.3,2.82,False,True,131.0,13.48,0,0,7734.6
Sulawesi Tenggara,Konawe Utara,2024,73.8,18.0,2.27,2.07,False,True,160.0,13.17,0,0,
Sulawesi Tenggara,Kota Baubau,2017,,737.0,2.85,,False,False,36.0,8.39,0,0,3148.7
Sulawesi Tenggara,Kota Baubau,2018,,739.0,2.55,,False,False,46.0,7.57,0,0,1603.4
Sulawesi Tenggara,Kota Baubau,2019,,777.0,2.49,,False,False,56.0,7.27,0,0,3827.1
Sulawesi Tenggara,Kota Baubau,2021,,730.0,1.77,,False,False,82.0,7.78,0,0,4334.2
Sulawesi Tenggara,Kota Baubau,2022,163.963,557.0,1.68,,False,False,93.0,7.31,0,0,7596.0
Sulawesi Tenggara,Kota Baubau,2023,166.2,565.0,1.55,1.36,False,False,131.0,7.53,0,0,7734.6
Sulawesi Tenggara,Kota Baubau,2024,168.5,573.0,1.52,1.38,False,False,160.0,7.4,0,0,
Sulawesi Tenggara,Kota Kendari,2017,,1232.0,3.16,,False,False,36.0,5.01,0,0,3148.7
Sulawesi Tenggara,Kota Kendari,2018,,1237.0,3.49,,False,False,46.0,4.69,0,0,1603.4
Sulawesi Tenggara,Kota Kendari,2019,,1306.0,3.36,,False,False,56.0,4.44,0,0,3827.1
Sulawesi Tenggara,Kota Kendari,2021,,1164.0,2.0,,False,False,82.0,4.87,0,0,4334.2
Sulawesi Tenggara,Kota Kendari,2022,356.747,1342.0,1.91,,False,False,93.0,4.57,0,0,7596.0
Sulawesi Tenggara,Kota Kendari,2023,364.2,1370.0,1.98,2.09,False,False,131.0,4.59,0,0,7734.6
Sulawesi Tenggara,Kota Kendari,2024,370.8,1395.0,1.93,1.81,False,False,160.0,4.23,0,0,
Sulawesi Tenggara,Muna,2017,218.68,114.0,1.5,11.01,False,False,36.0,14.85,0,0,3148.7
Sulawesi Tenggara,Muna,2018,221.0,115.0,1.49,1.06,False,False,46.0,13.19,0,0,1603.4
Sulawesi Tenggara,Muna,2019,224.099,117.0,1.41,1.4,False,False,56.0,12.85,0,0,3827.1
Sulawesi Tenggara,Muna,2021,218.956,114.0,2.13,-2.29,False,False,82.0,13.54,0,0,4334.2
Sulawesi Tenggara,Muna,2022,223.283,120.0,2.04,1.98,False,False,93.0,13.41,0,0,7596.0
Sulawesi Tenggara,Muna,2023,224.7,121.0,1.53,0.63,False,False,131.0,14.07,0,0,7734.6
Sulawesi Tenggara,Muna,2024,228.0,123.0,1.51,1.47,False,False,160.0,13.78,0,0,
Sulawesi Tenggara,Muna Barat,2017,79.649,78.0,1.49,10.62,False,False,36.0,16.24,0,0,3148.7
Sulawesi Tenggara,Muna Barat,2018,81.0,79.0,1.49,1.7,False,False,46.0,14.17,0,0,1603.4
Sulawesi Tenggara,Muna Barat,2019,81.624,80.0,1.42,0.77,False,False,56.0,13.84,0,0,3827.1
Sulawesi Tenggara,Muna Barat,2021,84.777,83.0,0.29,3.86,False,False,82.0,13.96,0,0,4334.2
Sulawesi Tenggara,Muna Barat,2022,84.902,104.0,0.21,0.15,False,False,93.0,13.85,0,0,7596.0
Sulawesi Tenggara,Muna Barat,2023,89.3,109.0,1.98,5.18,True,False,131.0,14.03,0,0,7734.6
Sulawesi Tenggara,Muna Barat,2024,91.0,111.0,1.95,1.9,False,False,160.0,13.38,0,0,
Sulawesi Tenggara,Wakatobi,2017,,170.0,0.19,,False,False,36.0,16.19,0,0,3148.7
Sulawesi Tenggara,Wakatobi,2018,,181.0,0.36,,False,False,46.0,14.85,0,0,1603.4
Sulawesi Tenggara,Wakatobi,2019,,171.0,0.31,,False,False,56.0,14.75,0,0,3827.1
Sulawesi Tenggara,Wakatobi,2021,,202.0,2.06,,False,False,82.0,14.91,0,0,4334.2
Sulawesi Tenggara,Wakatobi,2022,115.286,256.0,1.98,,False,False,93.0,14.55,0,0,7596.0
Sulawesi Tenggara,Wakatobi,2023,116.5,259.0,1.62,1.05,False,False,131.0,14.81,0,0,7734.6
Sulawesi Tenggara,Wakatobi,2024,118.3,263.0,1.61,1.55,False,False,160.0,14.36,0,0,
Sulawesi Utara,Bolaang Mongondow,2014,229.6,76.0,1.7,1.68,False,False,1.0,8.59,0,0,
Sulawesi Utara,Bolaang Mongondow,2015,233.2,77.0,1.56,1.57,False,False,2.0,8.63,0,0,
Sulawesi Utara,Bolaang Mongondow,2016,236.9,78.0,1.59,1.59,False,False,2.0,8.34,0,0,5069.6
Sulawesi Utara,Bolaang Mongondow,2017,240.5,84.0,1.66,1.52,False,False,3.0,8.02,0,0,1488.2
Sulawesi Utara,Bolaang Mongondow,2018,244.2,85.0,1.65,1.54,False,False,3.0,7.67,0,0,4320.1
Sulawesi Utara,Bolaang Mongondow,2019,247.8,86.0,1.63,1.47,False,False,5.0,7.47,0,0,8259.6
Sulawesi Utara,Bolaang Mongondow,2020,248.8,87.0,1.49,0.4,False,False,8.0,7.27,0,0,3005.6
Sulawesi Utara,Bolaang Mongondow,2021,250.478,87.0,0.93,0.67,False,False,8.0,7.58,0,0,3480.0
Sulawesi Utara,Bolaang Mongondow,2022,252.648,77.0,0.89,0.87,False,False,8.0,7.04,0,0,5042.1
Sulawesi Utara,Bolaang Mongondow,2023,255.1,78.0,0.92,0.97,False,False,10.0,7.37,0,0,7698.2
Sulawesi Utara,Bolaang Mongondow,2024,257.3,79.0,0.9,0.86,False,False,15.0,7.74,0,0,
Sulawesi Utara,Bolaang Mongondow Selatan,2014,61.2,34.0,1.59,1.66,False,False,1.0,15.0,0,0,
Sulawesi Utara,Bolaang Mongondow Selatan,2015,62.2,35.0,1.71,1.63,False,False,2.0,15.17,0,0,
Sulawesi Utara,Bolaang Mongondow Selatan,2016,63.2,35.0,1.58,1.61,False,False,2.0,14.85,0,0,5069.6
Sulawesi Utara,Bolaang Mongondow Selatan,2017,64.2,40.0,1.66,1.58,False,False,3.0,14.16,0,0,1488.2
Sulawesi Utara,Bolaang Mongondow Selatan,2018,65.1,40.0,1.64,1.4,False,False,3.0,13.6,0,0,4320.1
Sulawesi Utara,Bolaang Mongondow Selatan,2019,66.1,72.0,1.62,1.54,False,False,5.0,13.27,0,0,8259.6
Sulawesi Utara,Bolaang Mongondow Selatan,2020,69.8,43.0,1.98,5.6,False,False,8.0,12.77,0,0,3005.6
Sulawesi Utara,Bolaang Mongondow Selatan,2021,70.529,44.0,1.41,1.04,False,False,8.0,12.85,0,0,3480.0
Sulawesi Utara,Bolaang Mongondow Selatan,2022,71.481,40.0,1.38,1.35,False,False,8.0,11.92,0,0,5042.1
Sulawesi Utara,Bolaang Mongondow Selatan,2023,72.1,84.0,1.18,0.87,False,False,10.0,12.04,0,0,7698.2
Sulawesi Utara,Bolaang Mongondow Selatan,2024,72.9,41.0,1.17,1.11,False,False,15.0,11.33,0,0,
Sulawesi Utara,Bolaang Mongondow Timur,2014,67.8,75.0,1.55,1.5,False,False,1.0,6.61,0,0,
Sulawesi Utara,Bolaang Mongondow Timur,2015,68.7,76.0,1.28,1.33,False,False,2.0,6.9,0,0,
Sulawesi Utara,Bolaang Mongondow Timur,2016,,77.0,1.49,,False,False,2.0,6.77,0,0,5069.6
Sulawesi Utara,Bolaang Mongondow Timur,2017,,78.0,1.43,,False,False,3.0,6.2,0,0,1488.2
