provinsi,kabupaten,tahun,jumlah_penduduk_rb,kepadatan_per_km2,laju_pertumbuhan_sumber_pct,laju_pertumbuhan_yoy_pct,anomali_pertumbuhan_flag,is_smelter,iup_kumulatif,pct_miskin,dbd_kasus,dbd_meninggal,pmdn_nilai_juta_rp
Sulawesi Utara,Bolaang Mongondow Timur,2018,,79.0,1.41,,False,False,3.0,6.03,0,0,4320.1
Sulawesi Utara,Bolaang Mongondow Timur,2019,,79.0,1.4,,False,False,5.0,6.1,0,0,8259.6
Sulawesi Utara,Bolaang Mongondow Timur,2020,,97.0,3.21,,False,False,8.0,5.88,0,0,3005.6
Sulawesi Utara,Bolaang Mongondow Timur,2021,,99.0,2.64,,False,False,8.0,6.1,0,0,3480.0
Sulawesi Utara,Bolaang Mongondow Timur,2022,92.299,107.0,2.6,,False,False,8.0,5.85,0,0,5042.1
Sulawesi Utara,Bolaang Mongondow Timur,2023,91.2,51.0,1.2,-1.19,False,False,10.0,5.8,0,0,7698.2
Sulawesi Utara,Bolaang Mongondow Timur,2024,92.2,107.0,1.18,1.1,False,False,15.0,5.87,0,0,
Sulawesi Utara,Bolaang Mongondow Utara,2014,75.3,39.0,1.42,1.48,False,False,1.0,9.27,0,0,
Sulawesi Utara,Bolaang Mongondow Utara,2015,76.3,39.0,1.38,1.33,False,False,2.0,9.72,0,0,
Sulawesi Utara,Bolaang Mongondow Utara,2016,77.4,40.0,1.38,1.44,False,False,2.0,9.38,0,0,5069.6
Sulawesi Utara,Bolaang Mongondow Utara,2017,78.4,47.0,1.45,1.29,False,False,3.0,8.89,0,0,1488.2
Sulawesi Utara,Bolaang Mongondow Utara,2018,79.4,47.0,1.42,1.28,False,False,3.0,8.64,0,0,4320.1
Sulawesi Utara,Bolaang Mongondow Utara,2019,80.3,87.0,1.39,1.13,False,False,5.0,8.45,0,0,8259.6
Sulawesi Utara,Bolaang Mongondow Utara,2020,83.1,49.0,1.58,3.49,False,False,8.0,8.41,0,0,3005.6
Sulawesi Utara,Bolaang Mongondow Utara,2021,83.743,50.0,1.01,0.77,False,False,8.0,8.03,0,0,3480.0
Sulawesi Utara,Bolaang Mongondow Utara,2022,84.543,51.0,0.98,0.96,False,False,8.0,7.31,0,0,5042.1
Sulawesi Utara,Bolaang Mongondow Utara,2023,86.1,114.0,1.3,1.84,False,False,10.0,7.9,0,0,7698.2
Sulawesi Utara,Bolaang Mongondow Utara,2024,87.2,53.0,1.29,1.28,False,False,15.0,7.88,0,0,
Sulawesi Utara,Kepulauan Sangihe,2014,129.1,216.0,0.53,0.55,False,False,1.0,11.84,0,0,
Sulawesi Utara,Kepulauan Sangihe,2015,129.6,217.0,0.37,0.39,False,False,2.0,12.27,0,0,
Sulawesi Utara,Kepulauan Sangihe,2016,130.0,218.0,0.34,0.31,False,False,2.0,12.28,0,0,5069.6
Sulawesi Utara,Kepulauan Sangihe,2017,130.5,283.0,0.46,0.38,False,False,3.0,11.8,0,0,1488.2
Sulawesi Utara,Kepulauan Sangihe,2018,130.8,284.0,0.43,0.23,False,False,3.0,11.82,0,0,4320.1
Sulawesi Utara,Kepulauan Sangihe,2019,131.2,306.0,0.41,0.31,False,False,5.0,11.15,0,0,8259.6
Sulawesi Utara,Kepulauan Sangihe,2020,139.3,302.0,0.97,6.17,False,False,8.0,11.14,0,0,3005.6
Sulawesi Utara,Kepulauan Sangihe,2021,139.684,303.0,0.4,0.28,False,False,8.0,11.02,0,0,3480.0
Sulawesi Utara,Kepulauan Sangihe,2022,140.165,231.0,0.37,0.34,False,False,8.0,10.5,0,0,5042.1
Sulawesi Utara,Kepulauan Sangihe,2023,142.0,238.0,0.71,1.31,False,False,10.0,11.01,0,0,7698.2
Sulawesi Utara,Kepulauan Sangihe,2024,142.9,239.0,0.68,0.63,False,False,15.0,10.84,0,0,
Sulawesi Utara,Kepulauan Talaud,2014,87.9,87.0,1.15,1.15,False,False,1.0,9.92,0,0,
Sulawesi Utara,Kepulauan Talaud,2015,88.8,88.0,1.0,1.02,False,False,2.0,10.09,0,0,
Sulawesi Utara,Kepulauan Talaud,2016,89.8,89.0,1.16,1.13,False,False,2.0,10.29,0,0,5069.6
Sulawesi Utara,Kepulauan Talaud,2017,90.7,73.0,1.15,1.0,False,False,3.0,9.77,0,0,1488.2
Sulawesi Utara,Kepulauan Talaud,2018,91.6,74.0,1.14,0.99,False,False,3.0,9.5,0,0,4320.1
Sulawesi Utara,Kepulauan Talaud,2019,92.5,75.0,1.12,0.98,False,False,5.0,9.86,0,0,8259.6
Sulawesi Utara,Kepulauan Talaud,2020,94.5,76.0,1.21,2.16,False,False,8.0,9.49,0,0,3005.6
Sulawesi Utara,Kepulauan Talaud,2021,94.983,77.0,0.65,0.51,False,False,8.0,9.0,0,0,3480.0
Sulawesi Utara,Kepulauan Talaud,2022,95.545,94.0,0.62,0.59,False,False,8.0,8.25,0,0,5042.1
Sulawesi Utara,Kepulauan Talaud,2023,97.3,96.0,1.06,1.84,False,False,10.0,8.46,0,0,7698.2
Sulawesi Utara,Kepulauan Talaud,2024,98.3,97.0,1.05,1.03,False,False,15.0,8.17,0,0,
Sulawesi Utara,Kota Bitung,2014,202.2,612.0,1.72,1.71,False,False,1.0,6.34,0,0,
Sulawesi Utara,Kota Bitung,2015,205.7,623.0,1.72,1.73,False,False,2.0,6.87,0,0,
Sulawesi Utara,Kota Bitung,2016,209.0,633.0,1.61,1.6,False,False,2.0,6.57,0,0,5069.6
Sulawesi Utara,Kota Bitung,2017,212.4,701.0,1.74,1.63,False,False,3.0,6.62,0,0,1488.2
Sulawesi Utara,Kota Bitung,2018,215.7,712.0,1.71,1.55,False,False,3.0,6.67,0,0,4320.1
Sulawesi Utara,Kota Bitung,2019,219.0,723.0,1.69,1.53,False,False,5.0,6.49,0,0,8259.6
Sulawesi Utara,Kota Bitung,2020,225.1,743.0,1.78,2.79,False,False,8.0,6.41,0,0,3005.6
Sulawesi Utara,Kota Bitung,2021,227.177,750.0,1.21,0.92,False,False,8.0,6.43,0,0,3480.0
Sulawesi Utara,Kota Bitung,2022,229.795,697.0,1.18,1.15,False,False,8.0,6.2,0,0,5042.1
Sulawesi Utara,Kota Bitung,2023,232.4,705.0,1.17,1.13,False,False,10.0,6.56,0,0,7698.2
Sulawesi Utara,Kota Bitung,2024,235.0,713.0,1.15,1.12,False,False,15.0,6.27,0,0,
Sulawesi Utara,Kota Kotamobagu,2014,117.0,2393.0,1.95,1.92,False,False,1.0,5.75,0,0,
Sulawesi Utara,Kota Kotamobagu,2015,119.4,2442.0,2.06,2.05,True,False,2.0,5.85,0,0,
Sulawesi Utara,Kota Kotamobagu,2016,121.7,2488.0,1.9,1.93,False,False,2.0,6.01,0,0,5069.6
Sulawesi Utara,Kota Kotamobagu,2017,123.9,1822.0,1.99,1.81,False,False,3.0,5.9,0,0,1488.2
Sulawesi Utara,Kota Kotamobagu,2018,126.2,1856.0,1.98,1.86,False,False,3.0,5.96,0,0,4320.1
Sulawesi Utara,Kota Kotamobagu,2019,128.4,1886.0,1.95,1.74,False,False,5.0,5.71,0,0,8259.6
Sulawesi Utara,Kota Kotamobagu,2020,123.7,1136.0,1.37,-3.66,False,False,8.0,5.42,0,0,3005.6
Sulawesi Utara,Kota Kotamobagu,2021,124.473,1143.0,0.81,0.62,False,False,8.0,5.74,0,0,3480.0
Sulawesi Utara,Kota Kotamobagu,2022,125.405,1152.0,0.78,0.75,False,False,8.0,5.19,0,0,5042.1
Sulawesi Utara,Kota Kotamobagu,2023,127.7,1173.0,1.16,1.83,False,False,10.0,5.03,0,0,7698.2
Sulawesi Utara,Kota Kotamobagu,2024,129.1,1185.0,1.14,1.1,False,False,15.0,5.12,0,0,
Sulawesi Utara,Kota Manado,2014,423.3,2536.0,0.68,0.69,False,False,1.0,4.81,0,0,
Sulawesi Utara,Kota Manado,2015,425.6,2551.0,0.56,0.54,False,False,2.0,5.63,0,0,
Sulawesi Utara,Kota Manado,2016,427.9,2564.0,0.53,0.54,False,False,2.0,5.24,0,0,5069.6
Sulawesi Utara,Kota Manado,2017,430.1,2740.0,0.63,0.51,False,False,3.0,5.46,0,0,1488.2
Sulawesi Utara,Kota Manado,2018,431.9,2751.0,0.6,0.42,False,False,3.0,5.38,0,0,4320.1
Sulawesi Utara,Kota Manado,2019,433.6,2757.0,0.58,0.39,False,False,5.0,5.51,0,0,8259.6
Sulawesi Utara,Kota Manado,2020,451.9,2874.0,0.93,4.22,False,False,8.0,5.86,0,0,3005.6
Sulawesi Utara,Kota Manado,2021,453.182,2882.0,0.37,0.28,False,False,8.0,6.19,0,0,3480.0
Sulawesi Utara,Kota Manado,2022,454.606,2801.0,0.34,0.31,False,False,8.0,5.85,0,0,5042.1
Sulawesi Utara,Kota Manado,2023,458.6,2825.0,0.53,0.88,False,False,10.0,5.79,0,0,7698.2
Sulawesi Utara,Kota Manado,2024,460.4,2836.0,0.5,0.39,False,False,15.0,5.43,0,0,
Sulawesi Utara,Kota Tomohon,2014,98.7,671.0,1.77,1.75,False,False,1.0,6.32,0,0,
Sulawesi Utara,Kota Tomohon,2015,100.4,682.0,1.71,1.72,False,False,2.0,6.78,0,0,
Sulawesi Utara,Kota Tomohon,2016,102.0,693.0,1.6,1.59,False,False,2.0,6.56,0,0,5069.6
Sulawesi Utara,Kota Tomohon,2017,103.7,910.0,1.74,1.67,False,False,3.0,6.47,0,0,1488.2
Sulawesi Utara,Kota Tomohon,2018,105.3,924.0,1.71,1.54,False,False,3.0,5.95,0,0,4320.1
Sulawesi Utara,Kota Tomohon,2019,106.9,936.0,1.69,1.52,False,False,5.0,5.62,0,0,8259.6
Sulawesi Utara,Kota Tomohon,2020,100.6,881.0,0.91,-5.89,False,False,8.0,5.6,0,0,3005.6
Sulawesi Utara,Kota Tomohon,2021,100.853,883.0,0.35,0.25,False,False,8.0,5.69,0,0,3480.0
Sulawesi Utara,Kota Tomohon,2022,101.151,598.0,0.32,0.3,False,False,8.0,5.26,0,0,5042.1
Sulawesi Utara,Kota Tomohon,2023,103.1,610.0,0.89,1.93,False,False,10.0,5.6,0,0,7698.2
Sulawesi Utara,Kota Tomohon,2024,104.0,615.0,0.88,0.87,False,False,15.0,5.38,0,0,
Sulawesi Utara,Minahasa,2014,325.7,274.0,1.05,1.05,False,False,1.0,8.53,0,0,
Sulawesi Utara,Minahasa,2015,329.0,277.0,1.02,1.01,False,False,2.0,8.8,0,0,
Sulawesi Utara,Minahasa,2016,332.2,279.0,0.97,0.97,False,False,2.0,8.36,0,0,5069.6
Sulawesi Utara,Minahasa,2017,335.3,301.0,1.07,0.93,False,False,3.0,7.9,0,0,1488.2
Sulawesi Utara,Minahasa,2018,338.4,303.0,1.05,0.92,False,False,3.0,7.3,0,0,4320.1
Sulawesi Utara,Minahasa,2019,341.2,306.0,1.02,0.83,False,False,5.0,7.18,0,0,8259.6
Sulawesi Utara,Minahasa,2020,347.3,312.0,1.09,1.79,False,False,8.0,7.3,0,0,3005.6
Sulawesi Utara,Minahasa,2021,348.673,313.0,0.53,0.4,False,False,8.0,7.67,0,0,3480.0
Sulawesi Utara,Minahasa,2022,350.317,310.0,0.5,0.47,False,False,8.0,7.05,0,0,5042.1
Sulawesi Utara,Minahasa,2023,351.9,312.0,0.48,0.45,False,False,10.0,6.87,0,0,7698.2
Sulawesi Utara,Minahasa,2024,353.5,313.0,0.48,0.45,False,False,15.0,6.53,0,0,
Sulawesi Utara,Minahasa Selatan,2014,203.3,138.0,0.82,0.79,False,False,1.0,9.85,0,0,
Sulawesi Utara,Minahasa Selatan,2015,205.0,139.0,0.82,0.84,False,False,2.0,10.22,0,0,
Sulawesi Utara,Minahasa Selatan,2016,206.6,140.0,0.79,0.78,False,False,2.0,9.92,0,0,5069.6
Sulawesi Utara,Minahasa Selatan,2017,208.0,148.0,0.85,0.68,False,False,3.0,9.78,0,0,1488.2
Sulawesi Utara,Minahasa Selatan,2018,209.5,149.0,0.83,0.72,False,False,3.0,9.34,0,0,4320.1
Sulawesi Utara,Minahasa Selatan,2019,210.7,149.0,0.8,0.57,False,False,5.0,9.26,0,0,8259.6
Sulawesi Utara,Minahasa Selatan,2020,236.5,168.0,1.86,12.24,True,False,8.0,9.14,0,0,3005.6
Sulawesi Utara,Minahasa Selatan,2021,238.746,169.0,1.29,0.95,False,False,8.0,9.37,0,0,3480.0
Sulawesi Utara,Minahasa Selatan,2022,241.68,166.0,1.25,1.23,False,False,8.0,9.0,0,0,5042.1
Sulawesi Utara,Minahasa Selatan,2023,240.0,165.0,0.54,-0.7,False,False,10.0,8.89,0,0,7698.2
Sulawesi Utara,Minahasa Selatan,2024,241.3,166.0,0.54,0.54,False,False,15.0,8.97,0,0,
Sulawesi Utara,Minahasa Tenggara,2014,103.8,144.0,0.67,0.68,False,False,1.0,15.76,0,0,
Sulawesi Utara,Minahasa Tenggara,2015,104.5,147.0,0.69,0.67,False,False,2.0,15.88,0,0,
Sulawesi Utara,Minahasa Tenggara,2016,105.2,148.0,0.6,0.67,False,False,2.0,14.71,0,0,5069.6
Sulawesi Utara,Minahasa Tenggara,2017,105.7,149.0,0.7,0.48,False,False,3.0,14.08,0,0,1488.2
Sulawesi Utara,Minahasa Tenggara,2018,106.3,150.0,0.68,0.57,False,False,3.0,13.29,0,0,4320.1
Sulawesi Utara,Minahasa Tenggara,2019,106.9,116.0,0.66,0.56,False,False,5.0,12.78,0,0,8259.6
Sulawesi Utara,Minahasa Tenggara,2020,116.3,164.0,1.43,8.79,True,False,8.0,12.3,0,0,3005.6
Sulawesi Utara,Minahasa Tenggara,2021,117.079,165.0,0.87,0.67,False,False,8.0,12.47,0,0,3480.0
Sulawesi Utara,Minahasa Tenggara,2022,118.023,157.0,0.83,0.81,False,False,8.0,11.78,0,0,5042.1
Sulawesi Utara,Minahasa Tenggara,2023,119.4,549.0,0.94,1.17,False,False,10.0,11.84,0,0,7698.2
Sulawesi Utara,Minahasa Tenggara,2024,120.4,160.0,0.93,0.84,False,False,15.0,11.72,0,0,
Sulawesi Utara,Minahasa Utara,2014,196.4,199.0,0.8,0.77,False,False,1.0,7.75,0,0,
Sulawesi Utara,Minahasa Utara,2015,198.1,201.0,0.85,0.87,False,False,2.0,8.12,0,0,
Sulawesi Utara,Minahasa Utara,2016,199.5,202.0,0.71,0.71,False,False,2.0,7.9,0,0,5069.6
Sulawesi Utara,Minahasa Utara,2017,201.0,219.0,0.84,0.75,False,False,3.0,7.46,0,0,1488.2
Sulawesi Utara,Minahasa Utara,2018,202.3,220.0,0.82,0.65,False,False,3.0,6.99,0,0,4320.1
Sulawesi Utara,Minahasa Utara,2019,203.6,222.0,0.8,0.64,False,False,5.0,6.93,0,0,8259.6
Sulawesi Utara,Minahasa Utara,2020,225.0,245.0,1.71,10.51,True,False,8.0,7.0,0,0,3005.6
Sulawesi Utara,Minahasa Utara,2021,226.915,247.0,1.14,0.85,False,False,8.0,7.11,0,0,3480.0
Sulawesi Utara,Minahasa Utara,2022,229.368,230.0,1.11,1.08,False,False,8.0,6.6,0,0,5042.1
Sulawesi Utara,Minahasa Utara,2023,231.3,232.0,1.01,0.84,False,False,10.0,6.65,0,0,7698.2
Sulawesi Utara,Minahasa Utara,2024,233.5,235.0,0.99,0.95,False,False,15.0,6.95,0,0,
Sulawesi Utara,Siau Tagulandang Biaro,2014,65.3,299.0,0.24,0.31,False,False,1.0,11.03,0,0,
Sulawesi Utara,Siau Tagulandang Biaro,2015,65.6,301.0,0.46,0.46,False,False,2.0,10.93,0,0,
Sulawesi Utara,Siau Tagulandang Biaro,2016,65.8,302.0,0.38,0.3,False,False,2.0,10.58,0,0,5069.6
Sulawesi Utara,Siau Tagulandang Biaro,2017,66.0,239.0,0.43,0.3,False,False,3.0,10.33,0,0,1488.2
Sulawesi Utara,Siau Tagulandang Biaro,2018,66.2,240.0,0.43,0.3,False,False,3.0,9.87,0,0,4320.1
Sulawesi Utara,Siau Tagulandang Biaro,2019,66.4,72.0,0.41,0.3,False,False,5.0,9.56,0,0,8259.6
Sulawesi Utara,Siau Tagulandang Biaro,2020,71.8,260.0,1.15,8.13,True,False,8.0,8.94,0,0,3005.6
Sulawesi Utara,Siau Tagulandang Biaro,2021,72.135,261.0,0.59,0.47,False,False,8.0,8.94,0,0,3480.0
Sulawesi Utara,Siau Tagulandang Biaro,2022,72.517,332.0,0.56,0.53,False,False,8.0,8.2,0,0,5042.1
Sulawesi Utara,Siau Tagulandang Biaro,2023,73.4,45.0,0.79,1.22,False,False,10.0,8.76,0,0,7698.2
Sulawesi Utara,Siau Tagulandang Biaro,2024,73.9,340.0,0.77,0.68,False,False,15.0,8.32,0,0,
