Provinsi,Kabupaten,Tahun,Persentase_Air_Layak,is_smelter
Sulawesi Utara,Kota Kotamobagu,2023,98.19,False
Sulawesi Utara,Kota Manado,2015,83.92,False
Sulawesi Utara,Kota Manado,2016,86.84,False
Sulawesi Utara,Kota Manado,2017,90.43,False
Sulawesi Utara,Kota Manado,2018,89.5,False
Sulawesi Utara,Kota Manado,2019,94.35,False
Sulawesi Utara,Kota Manado,2020,92.48,False
Sulawesi Utara,Kota Manado,2021,95.89,False
Sulawesi Utara,Kota Manado,2022,95.69,False
Sulawesi Utara,Kota Manado,2023,97.04,False
Sulawesi Utara,Kota Tomohon,2015,70.71,False
Sulawesi Utara,Kota Tomohon,2016,72.58,False
Sulawesi Utara,Kota Tomohon,2017,80.42,False
Sulawesi Utara,Kota Tomohon,2018,83.15,False
Sulawesi Utara,Kota Tomohon,2019,96.54,False
Sulawesi Utara,Kota Tomohon,2020,97.04,False
Sulawesi Utara,Kota Tomohon,2021,96.34,False
Sulawesi Utara,Kota Tomohon,2022,99.18,False
Sulawesi Utara,Kota Tomohon,2023,97.65,False
Sulawesi Utara,Minahasa,2015,72.29,False
Sulawesi Utara,Minahasa,2016,67.25,False
Sulawesi Utara,Minahasa,2017,70.22,False
Sulawesi Utara,Minahasa,2018,72.62,False
Sulawesi Utara,Minahasa,2019,90.96,False
Sulawesi Utara,Minahasa,2020,90.33,False
Sulawesi Utara,Minahasa,2021,88.01,False
Sulawesi Utara,Minahasa,2022,91.68,False
Sulawesi Utara,Minahasa,2023,91.12,False
Sulawesi Utara,Minahasa Selatan,2015,59.32,False
Sulawesi Utara,Minahasa Selatan,2016,56.3,False
Sulawesi Utara,Minahasa Selatan,2017,66.61,False
Sulawesi Utara,Minahasa Selatan,2018,66.92,False
Sulawesi Utara,Minahasa Selatan,2019,94.38,False
Sulawesi Utara,Minahasa Selatan,2020,90.5,False
Sulawesi Utara,Minahasa Selatan,2021,90.78,False
Sulawesi Utara,Minahasa Selatan,2022,96.53,False
Sulawesi Utara,Minahasa Selatan,2023,96.54,False
Sulawesi Utara,Minahasa Tenggara,2015,66.15,False
Sulawesi Utara,Minahasa Tenggara,2016,69.12,False
Sulawesi Utara,Minahasa Tenggara,2017,64.51,False
Sulawesi Utara,Minahasa Tenggara,2018,79.34,False
Sulawesi Utara,Minahasa Tenggara,2019,87.1,False
Sulawesi Utara,Minahasa Tenggara,2020,88.21,False
Sulawesi Utara,Minahasa Tenggara,2021,92.98,False
Sulawesi Utara,Minahasa Tenggara,2022,85.71,False
Sulawesi Utara,Minahasa Tenggara,2023,89.2,False
Sulawesi Utara,Minahasa Utara,2015,68.44,False
Sulawesi Utara,Minahasa Utara,2016,75.15,False
Sulawesi Utara,Minahasa Utara,2017,73.26,False
Sulawesi Utara,Minahasa Utara,2018,70.79,False
Sulawesi Utara,Minahasa Utara,2019,91.39,False
Sulawesi Utara,Minahasa Utara,2020,94.54,False
Sulawesi Utara,Minahasa Utara,2021,88.2,False
Sulawesi Utara,Minahasa Utara,2022,95.84,False
Sulawesi Utara,Minahasa Utara,2023,97.61,False
Sulawesi Utara,Siau Tagulandang Biaro,2015,91.87,False
Sulawesi Utara,Siau Tagulandang Biaro,2016,80.67,False
Sulawesi Utara,Siau Tagulandang Biaro,2017,84.05,False
Sulawesi Utara,Siau Tagulandang Biaro,2018,87.05,False
Sulawesi Utara,Siau Tagulandang Biaro,2019,96.66,False
Sulawesi Utara,Siau Tagulandang Biaro,2020,98.28,False
Sulawesi Utara,Siau Tagulandang Biaro,2021,96.71,False
Sulawesi Utara,Siau Tagulandang Biaro,2022,98.44,False
Sulawesi Utara,Siau Tagulandang Biaro,2023,98.12,False
