tahun,provinsi,jenis,jumlah
2016,Sulawesi Utara,Rumah Sakit,5.491
2016,Sulawesi Tengah,Rumah Sakit,4.183
2016,Sulawesi Selatan,Rumah Sakit,13.667
2016,Sulawesi Tenggara,Rumah Sakit,2.818
2016,Gorontalo,Rumah Sakit,1.739
2016,Sulawesi Barat,Rumah Sakit,1.124
2016,Sulawesi Utara,Rumah Sakit,10.0
2016,Sulawesi Tengah,Rumah Sakit,31.0
2016,Sulawesi Selatan,Rumah Sakit,29.0
2016,Sulawesi Tenggara,Rumah Sakit,85.0
2016,Gorontalo,Rumah Sakit,42.0
2016,Sulawesi Barat,Rumah Sakit,12.0
2016,Sulawesi Utara,Rumah Sakit,759.0
2016,Sulawesi Tengah,Rumah Sakit,443.0
2016,Sulawesi Selatan,Rumah Sakit,2.153
2016,Sulawesi Tenggara,Rumah Sakit,225.0
2016,Gorontalo,Rumah Sakit,151.0
2016,Sulawesi Barat,Rumah Sakit,70.0
2016,Sulawesi Utara,Rumah Sakit,87.0
2016,Sulawesi Tengah,Rumah Sakit,53.0
2016,Sulawesi Selatan,Rumah Sakit,238.0
2016,Sulawesi Tenggara,Rumah Sakit,27.0
2016,Gorontalo,Rumah Sakit,21.0
2016,Sulawesi Barat,Rumah Sakit,6.0
2016,Sulawesi Utara,Rumah Sakit,6.0
2016,Sulawesi Tengah,Rumah Sakit,10.0
2016,Sulawesi Selatan,Rumah Sakit,18.0
2016,Sulawesi Tenggara,Rumah Sakit,8.0
2016,Gorontalo,Rumah Sakit,3.0
2016,Sulawesi Barat,Rumah Sakit,4.0
2016,Sulawesi Utara,Rumah Sakit,37.0
2016,Sulawesi Tengah,Rumah Sakit,32.0
2016,Sulawesi Selatan,Rumah Sakit,83.0
2016,Sulawesi Tenggara,Rumah Sakit,31.0
2016,Gorontalo,Rumah Sakit,13.0
2016,Sulawesi Barat,Rumah Sakit,11.0
2017,Sulawesi Utara,Rumah Sakit,2.0
2017,Sulawesi Tengah,Rumah Sakit,0.0
2017,Sulawesi Selatan,Rumah Sakit,1.0
2017,Sulawesi Tenggara,Rumah Sakit,0.0
2017,Gorontalo,Rumah Sakit,0.0
2017,Sulawesi Barat,Rumah Sakit,0.0
2017,Sulawesi Utara,Rumah Sakit,0.0
2017,Sulawesi Tengah,Rumah Sakit,0.0
2017,Sulawesi Selatan,Rumah Sakit,0.0
2017,Sulawesi Tenggara,Rumah Sakit,0.0
2017,Gorontalo,Rumah Sakit,0.0
2017,Sulawesi Barat,Rumah Sakit,0.0
2017,Sulawesi Utara,Rumah Sakit,5.299
2017,Sulawesi Tengah,Rumah Sakit,4.218
2017,Sulawesi Selatan,Rumah Sakit,13.162
2017,Sulawesi Tenggara,Rumah Sakit,2.668
2017,Gorontalo,Rumah Sakit,1.559
2017,Sulawesi Barat,Rumah Sakit,1.1
2017,Sulawesi Utara,Rumah Sakit,46.0
2017,Sulawesi Tengah,Rumah Sakit,35.0
2017,Sulawesi Selatan,Rumah Sakit,98.0
2017,Sulawesi Tenggara,Rumah Sakit,33.0
2017,Gorontalo,Rumah Sakit,13.0
2017,Sulawesi Barat,Rumah Sakit,12.0
2017,Sulawesi Utara,Rumah Sakit,770.0
2017,Sulawesi Tengah,Rumah Sakit,407.0
2017,Sulawesi Selatan,Rumah Sakit,2.187
2017,Sulawesi Tenggara,Rumah Sakit,273.0
2017,Gorontalo,Rumah Sakit,171.0
2017,Sulawesi Barat,Rumah Sakit,104.0
2017,Sulawesi Utara,Rumah Sakit,95.0
2017,Sulawesi Tengah,Rumah Sakit,53.0
2017,Sulawesi Selatan,Rumah Sakit,252.0
2017,Sulawesi Tenggara,Rumah Sakit,33.0
2017,Gorontalo,Rumah Sakit,25.0
2017,Sulawesi Barat,Rumah Sakit,12.0
2017,Sulawesi Utara,Rumah Sakit,12.0
2017,Sulawesi Tengah,Rumah Sakit,18.0
2017,Sulawesi Selatan,Rumah Sakit,9.0
2017,Sulawesi Tenggara,Rumah Sakit,4.0
2017,Gorontalo,Rumah Sakit,4.0
2017,Sulawesi Barat,Rumah Sakit,4.0
2017,Sulawesi Utara,Rumah Sakit,42.0
2017,Sulawesi Tengah,Rumah Sakit,31.0
2017,Sulawesi Selatan,Rumah Sakit,87.0
2017,Sulawesi Tenggara,Rumah Sakit,31.0
2017,Gorontalo,Rumah Sakit,14.0
2017,Sulawesi Barat,Rumah Sakit,11.0
2018,Sulawesi Utara,Rumah Sakit,2.0
2018,Sulawesi Tengah,Rumah Sakit,0.0
2018,Sulawesi Selatan,Rumah Sakit,2.0
2018,Sulawesi Tenggara,Rumah Sakit,0.0
2018,Gorontalo,Rumah Sakit,0.0
2018,Sulawesi Barat,Rumah Sakit,0.0
2018,Sulawesi Utara,Rumah Sakit,0.0
2018,Sulawesi Tengah,Rumah Sakit,0.0
2018,Sulawesi Selatan,Rumah Sakit,0.0
2018,Sulawesi Tenggara,Rumah Sakit,0.0
2018,Gorontalo,Rumah Sakit,0.0
2018,Sulawesi Barat,Rumah Sakit,0.0
2018,Sulawesi Utara,Rumah Sakit,5.219
2018,Sulawesi Tengah,Rumah Sakit,4.111
2018,Sulawesi Selatan,Rumah Sakit,13.389
2018,Sulawesi Tenggara,Rumah Sakit,2.871
2018,Gorontalo,Rumah Sakit,1.864
2018,Sulawesi Barat,Rumah Sakit,1.231
2018,Sulawesi Utara,Rumah Sakit,46.0
2018,Sulawesi Tengah,Rumah Sakit,37.0
2018,Sulawesi Selatan,Rumah Sakit,106.0
2018,Sulawesi Tenggara,Rumah Sakit,34.0
2018,Gorontalo,Rumah Sakit,14.0
2018,Sulawesi Barat,Rumah Sakit,12.0
2018,Sulawesi Utara,Rumah Sakit,890.0
2018,Sulawesi Tengah,Rumah Sakit,506.0
2018,Sulawesi Selatan,Rumah Sakit,2.554
2018,Sulawesi Tenggara,Rumah Sakit,326.0
2018,Gorontalo,Rumah Sakit,204.0
2018,Sulawesi Barat,Rumah Sakit,130.0
2018,Sulawesi Utara,Rumah Sakit,115.0
2018,Sulawesi Tengah,Rumah Sakit,57.0
2018,Sulawesi Selatan,Rumah Sakit,279.0
2018,Sulawesi Tenggara,Rumah Sakit,42.0
2018,Gorontalo,Rumah Sakit,30.0
2018,Sulawesi Barat,Rumah Sakit,15.0
2018,Sulawesi Utara,Rumah Sakit,10.0
2018,Sulawesi Tengah,Rumah Sakit,12.0
2018,Sulawesi Selatan,Rumah Sakit,21.0
2018,Sulawesi Tenggara,Rumah Sakit,9.0
2018,Gorontalo,Rumah Sakit,4.0
2018,Sulawesi Barat,Rumah Sakit,4.0
2018,Sulawesi Utara,Rumah Sakit,46.0
2018,Sulawesi Tengah,Rumah Sakit,37.0
2018,Sulawesi Selatan,Rumah Sakit,106.0
2018,Sulawesi Tenggara,Rumah Sakit,34.0
2018,Gorontalo,Rumah Sakit,14.0
2018,Sulawesi Barat,Rumah Sakit,12.0
2019,Sulawesi Utara,Rumah Sakit,2.0
2019,Sulawesi Tengah,Rumah Sakit,0.0
2019,Sulawesi Selatan,Rumah Sakit,2.0
2019,Sulawesi Tenggara,Rumah Sakit,0.0
2019,Gorontalo,Rumah Sakit,0.0
2019,Sulawesi Barat,Rumah Sakit,0.0
2019,Sulawesi Utara,Rumah Sakit,47.0
2019,Sulawesi Tengah,Rumah Sakit,38.0
2019,Sulawesi Selatan,Rumah Sakit,111.0
2019,Sulawesi Tenggara,Rumah Sakit,36.0
2019,Gorontalo,Rumah Sakit,14.0
2019,Sulawesi Barat,Rumah Sakit,12.0
2019,Sulawesi Utara,Rumah Sakit,10.0
2019,Sulawesi Tengah,Rumah Sakit,12.0
2019,Sulawesi Selatan,Rumah Sakit,22.0
2019,Sulawesi Tenggara,Rumah Sakit,9.0
2019,Gorontalo,Rumah Sakit,5.0
2019,Sulawesi Barat,Rumah Sakit,4.0
2019,Sulawesi Utara,Rumah Sakit,1.0
2019,Sulawesi Tengah,Rumah Sakit,0.0
2019,Sulawesi Selatan,Rumah Sakit,2.0
2019,Sulawesi Tenggara,Rumah Sakit,0.0
2019,Gorontalo,Rumah Sakit,0.0
2019,Sulawesi Barat,Rumah Sakit,0.0
2019,Sulawesi Utara,Rumah Sakit,0.0
2019,Sulawesi Tengah,Rumah Sakit,0.0
2019,Sulawesi Selatan,Rumah Sakit,0.0
2019,Sulawesi Tenggara,Rumah Sakit,0.0
2019,Gorontalo,Rumah Sakit,0.0
2019,Sulawesi Barat,Rumah Sakit,0.0
2019,Sulawesi Utara,Rumah Sakit,226.0
2019,Sulawesi Tengah,Rumah Sakit,108.0
2019,Sulawesi Selatan,Rumah Sakit,490.0
2019,Sulawesi Tenggara,Rumah Sakit,100.0
2019,Gorontalo,Rumah Sakit,68.0
2019,Sulawesi Barat,Rumah Sakit,42.0
2019,Sulawesi Utara,Rumah Sakit,225.0
2019,Sulawesi Tengah,Rumah Sakit,106.0
2019,Sulawesi Selatan,Rumah Sakit,488.0
2019,Sulawesi Tenggara,Rumah Sakit,100.0
2019,Gorontalo,Rumah Sakit,66.0
2019,Sulawesi Barat,Rumah Sakit,42.0
2019,Sulawesi Utara,Rumah Sakit,95.0
2019,Sulawesi Tengah,Rumah Sakit,38.0
2019,Sulawesi Selatan,Rumah Sakit,148.0
2019,Sulawesi Tenggara,Rumah Sakit,31.0
2019,Gorontalo,Rumah Sakit,27.0
2019,Sulawesi Barat,Rumah Sakit,11.0
2019,Sulawesi Utara,Rumah Sakit,328.0
2019,Sulawesi Tengah,Rumah Sakit,862.0
2019,Sulawesi Selatan,Rumah Sakit,1.129
2019,Sulawesi Tenggara,Rumah Sakit,716.0
2019,Gorontalo,Rumah Sakit,258.0
2019,Sulawesi Barat,Rumah Sakit,222.0
2019,Sulawesi Utara,Rumah Sakit,82.0
2019,Sulawesi Tengah,Rumah Sakit,394.0
2019,Sulawesi Selatan,Rumah Sakit,488.0
2019,Sulawesi Tenggara,Rumah Sakit,340.0
2019,Gorontalo,Rumah Sakit,105.0
2019,Sulawesi Barat,Rumah Sakit,51.0
2019,Sulawesi Utara,Rumah Sakit,24.0
2019,Sulawesi Tengah,Rumah Sakit,83.0
2019,Sulawesi Selatan,Rumah Sakit,107.0
2019,Sulawesi Tenggara,Rumah Sakit,43.0
2019,Gorontalo,Rumah Sakit,11.0
2019,Sulawesi Barat,Rumah Sakit,7.0
2019,Sulawesi Utara,Rumah Sakit,66.0
2019,Sulawesi Tengah,Rumah Sakit,103.0
2019,Sulawesi Selatan,Rumah Sakit,218.0
2019,Sulawesi Tenggara,Rumah Sakit,110.0
2019,Gorontalo,Rumah Sakit,42.0
2019,Sulawesi Barat,Rumah Sakit,40.0
2019,Sulawesi Utara,Rumah Sakit,37.0
2019,Sulawesi Tengah,Rumah Sakit,51.0
2019,Sulawesi Selatan,Rumah Sakit,143.0
2019,Sulawesi Tenggara,Rumah Sakit,53.0
2019,Gorontalo,Rumah Sakit,24.0
2019,Sulawesi Barat,Rumah Sakit,17.0
2019,Sulawesi Utara,Rumah Sakit,82.0
2019,Sulawesi Tengah,Rumah Sakit,106.0
2019,Sulawesi Selatan,Rumah Sakit,190.0
2019,Sulawesi Tenggara,Rumah Sakit,98.0
2019,Gorontalo,Rumah Sakit,30.0
2019,Sulawesi Barat,Rumah Sakit,26.0
2019,Sulawesi Utara,Rumah Sakit,40.0
2019,Sulawesi Tengah,Rumah Sakit,48.0
2019,Sulawesi Selatan,Rumah Sakit,111.0
2019,Sulawesi Tenggara,Rumah Sakit,43.0
2019,Gorontalo,Rumah Sakit,20.0
2019,Sulawesi Barat,Rumah Sakit,11.0
2019,Sulawesi Utara,Rumah Sakit,4.0
2019,Sulawesi Tengah,Rumah Sakit,12.0
2019,Sulawesi Selatan,Rumah Sakit,6.0
2019,Sulawesi Tenggara,Rumah Sakit,4.0
2019,Gorontalo,Rumah Sakit,0.0
2019,Sulawesi Barat,Rumah Sakit,0.0
2019,Sulawesi Utara,Rumah Sakit,2.0
2019,Sulawesi Tengah,Rumah Sakit,10.0
2019,Sulawesi Selatan,Rumah Sakit,4.0
2019,Sulawesi Tenggara,Rumah Sakit,4.0
2019,Gorontalo,Rumah Sakit,0.0
2019,Sulawesi Barat,Rumah Sakit,0.0
2019,Sulawesi Utara,Rumah Sakit,45.0
2019,Sulawesi Tengah,Rumah Sakit,46.0
2019,Sulawesi Selatan,Rumah Sakit,110.0
2019,Sulawesi Tenggara,Rumah Sakit,40.0
2019,Gorontalo,Rumah Sakit,17.0
2019,Sulawesi Barat,Rumah Sakit,14.0
2020,Sulawesi Utara,Rumah Sakit,2.0
2020,Sulawesi Tengah,Rumah Sakit,0.0
2020,Sulawesi Selatan,Rumah Sakit,2.0
2020,Sulawesi Tenggara,Rumah Sakit,0.0
2020,Gorontalo,Rumah Sakit,0.0
2020,Sulawesi Barat,Rumah Sakit,0.0
2020,Sulawesi Utara,Rumah Sakit,1.0
2020,Sulawesi Tengah,Rumah Sakit,0.0
2020,Sulawesi Selatan,Rumah Sakit,2.0
2020,Sulawesi Tenggara,Rumah Sakit,0.0
2020,Gorontalo,Rumah Sakit,0.0
2020,Sulawesi Barat,Rumah Sakit,0.0
2020,Sulawesi Utara,Rumah Sakit,0.0
2020,Sulawesi Tengah,Rumah Sakit,0.0
2020,Sulawesi Selatan,Rumah Sakit,0.0
2020,Sulawesi Tenggara,Rumah Sakit,0.0
2020,Gorontalo,Rumah Sakit,0.0
2020,Sulawesi Barat,Rumah Sakit,0.0
2020,Sulawesi Utara,Rumah Sakit,51.0
2020,Sulawesi Tengah,Rumah Sakit,40.0
2020,Sulawesi Selatan,Rumah Sakit,116.0
2020,Sulawesi Tenggara,Rumah Sakit,37.0
2020,Gorontalo,Rumah Sakit,16.0
2020,Sulawesi Barat,Rumah Sakit,13.0
2020,Sulawesi Utara,Rumah Sakit,16.0
2020,Sulawesi Tengah,Rumah Sakit,20.0
2020,Sulawesi Selatan,Rumah Sakit,30.0
2020,Sulawesi Tenggara,Rumah Sakit,14.0
2020,Gorontalo,Rumah Sakit,8.0
2020,Sulawesi Barat,Rumah Sakit,7.0
2020,Sulawesi Utara,Rumah Sakit,27.0
2020,Sulawesi Tengah,Rumah Sakit,28.0
2020,Sulawesi Selatan,Rumah Sakit,53.0
2020,Sulawesi Tenggara,Rumah Sakit,22.0
2020,Gorontalo,Rumah Sakit,11.0
2020,Sulawesi Barat,Rumah Sakit,9.0
2020,Sulawesi Utara,Rumah Sakit,280.0
2020,Sulawesi Tengah,Rumah Sakit,137.0
2020,Sulawesi Selatan,Rumah Sakit,651.0
2020,Sulawesi Tenggara,Rumah Sakit,122.0
2020,Gorontalo,Rumah Sakit,71.0
2020,Sulawesi Barat,Rumah Sakit,48.0
2020,Sulawesi Utara,Rumah Sakit,279.0
2020,Sulawesi Tengah,Rumah Sakit,138.0
2020,Sulawesi Selatan,Rumah Sakit,651.0
2020,Sulawesi Tenggara,Rumah Sakit,122.0
2020,Gorontalo,Rumah Sakit,71.0
2020,Sulawesi Barat,Rumah Sakit,47.0
2020,Sulawesi Utara,Rumah Sakit,110.0
2020,Sulawesi Tengah,Rumah Sakit,54.0
2020,Sulawesi Selatan,Rumah Sakit,202.0
2020,Sulawesi Tenggara,Rumah Sakit,31.0
2020,Gorontalo,Rumah Sakit,25.0
2020,Sulawesi Barat,Rumah Sakit,13.0
2020,Sulawesi Utara,Rumah Sakit,409.0
2020,Sulawesi Tengah,Rumah Sakit,972.0
2020,Sulawesi Selatan,Rumah Sakit,1.369
2020,Sulawesi Tenggara,Rumah Sakit,961.0
2020,Gorontalo,Rumah Sakit,257.0
2020,Sulawesi Barat,Rumah Sakit,486.0
2020,Sulawesi Utara,Rumah Sakit,133.0
2020,Sulawesi Tengah,Rumah Sakit,504.0
2020,Sulawesi Selatan,Rumah Sakit,599.0
2020,Sulawesi Tenggara,Rumah Sakit,421.0
2020,Gorontalo,Rumah Sakit,122.0
2020,Sulawesi Barat,Rumah Sakit,100.0
2020,Sulawesi Utara,Rumah Sakit,29.0
2020,Sulawesi Tengah,Rumah Sakit,107.0
2020,Sulawesi Selatan,Rumah Sakit,118.0
2020,Sulawesi Tenggara,Rumah Sakit,46.0
2020,Gorontalo,Rumah Sakit,14.0
2020,Sulawesi Barat,Rumah Sakit,5.0
2020,Sulawesi Utara,Rumah Sakit,103.0
2020,Sulawesi Tengah,Rumah Sakit,129.0
2020,Sulawesi Selatan,Rumah Sakit,306.0
2020,Sulawesi Tenggara,Rumah Sakit,119.0
2020,Gorontalo,Rumah Sakit,47.0
2020,Sulawesi Barat,Rumah Sakit,58.0
2020,Sulawesi Utara,Rumah Sakit,54.0
2020,Sulawesi Tengah,Rumah Sakit,63.0
2020,Sulawesi Selatan,Rumah Sakit,204.0
2020,Sulawesi Tenggara,Rumah Sakit,55.0
2020,Gorontalo,Rumah Sakit,32.0
2020,Sulawesi Barat,Rumah Sakit,27.0
2020,Sulawesi Utara,Rumah Sakit,130.0
2020,Sulawesi Tengah,Rumah Sakit,152.0
2020,Sulawesi Selatan,Rumah Sakit,273.0
2020,Sulawesi Tenggara,Rumah Sakit,108.0
2020,Gorontalo,Rumah Sakit,37.0
2020,Sulawesi Barat,Rumah Sakit,41.0
2020,Sulawesi Utara,Rumah Sakit,78.0
2020,Sulawesi Tengah,Rumah Sakit,69.0
2020,Sulawesi Selatan,Rumah Sakit,175.0
2020,Sulawesi Tenggara,Rumah Sakit,48.0
2020,Gorontalo,Rumah Sakit,29.0
2020,Sulawesi Barat,Rumah Sakit,18.0
2020,Sulawesi Utara,Rumah Sakit,238.0
2020,Sulawesi Tengah,Rumah Sakit,316.0
2020,Sulawesi Selatan,Rumah Sakit,552.0
2020,Sulawesi Tenggara,Rumah Sakit,345.0
2020,Gorontalo,Rumah Sakit,140.0
2020,Sulawesi Barat,Rumah Sakit,134.0
2020,Sulawesi Utara,Rumah Sakit,115.0
2020,Sulawesi Tengah,Rumah Sakit,120.0
2020,Sulawesi Selatan,Rumah Sakit,230.0
2020,Sulawesi Tenggara,Rumah Sakit,84.0
2020,Gorontalo,Rumah Sakit,48.0
2020,Sulawesi Barat,Rumah Sakit,23.0
2020,Sulawesi Utara,Rumah Sakit,4.0
2020,Sulawesi Tengah,Rumah Sakit,8.0
2020,Sulawesi Selatan,Rumah Sakit,3.0
2020,Sulawesi Tenggara,Rumah Sakit,3.0
2020,Gorontalo,Rumah Sakit,0.0
2020,Sulawesi Barat,Rumah Sakit,0.0
2020,Sulawesi Utara,Rumah Sakit,3.0
2020,Sulawesi Tengah,Rumah Sakit,7.0
2020,Sulawesi Selatan,Rumah Sakit,3.0
2020,Sulawesi Tenggara,Rumah Sakit,3.0
2020,Gorontalo,Rumah Sakit,0.0
2020,Sulawesi Barat,Rumah Sakit,0.0
2021,Sulawesi Utara,Rumah Sakit,2.0
2021,Sulawesi Tengah,Rumah Sakit,0.0
2021,Sulawesi Selatan,Rumah Sakit,2.0
2021,Sulawesi Tenggara,Rumah Sakit,0.0
2021,Gorontalo,Rumah Sakit,0.0
2021,Sulawesi Barat,Rumah Sakit,0.0
2021,Sulawesi Utara,Rumah Sakit,1.0
2021,Sulawesi Tengah,Rumah Sakit,0.0
2021,Sulawesi Selatan,Rumah Sakit,2.0
2021,Sulawesi Tenggara,Rumah Sakit,0.0
2021,Gorontalo,Rumah Sakit,0.0
2021,Sulawesi Barat,Rumah Sakit,0.0
2021,Sulawesi Utara,Rumah Sakit,0.0
2021,Sulawesi Tengah,Rumah Sakit,0.0
2021,Sulawesi Selatan,Rumah Sakit,0.0
2021,Sulawesi Tenggara,Rumah Sakit,0.0
2021,Gorontalo,Rumah Sakit,0.0
2021,Sulawesi Barat,Rumah Sakit,0.0
2021,Sulawesi Utara,Rumah Sakit,3.0
2021,Sulawesi Tengah,Rumah Sakit,1.0
2021,Sulawesi Selatan,Rumah Sakit,2.0
2021,Sulawesi Tenggara,Rumah Sakit,0.0
2021,Gorontalo,Rumah Sakit,0.0
2021,Sulawesi Barat,Rumah Sakit,0.0
2021,Sulawesi Utara,Rumah Sakit,53.0
2021,Sulawesi Tengah,Rumah Sakit,40.0
2021,Sulawesi Selatan,Rumah Sakit,120.0
2021,Sulawesi Tenggara,Rumah Sakit,38.0
2021,Gorontalo,Rumah Sakit,17.0
2021,Sulawesi Barat,Rumah Sakit,14.0
2021,Sulawesi Utara,Rumah Sakit,17.0
2021,Sulawesi Tengah,Rumah Sakit,23.0
2021,Sulawesi Selatan,Rumah Sakit,32.0
2021,Sulawesi Tenggara,Rumah Sakit,16.0
2021,Gorontalo,Rumah Sakit,9.0
2021,Sulawesi Barat,Rumah Sakit,7.0
2021,Sulawesi Utara,Rumah Sakit,27.0
2021,Sulawesi Tengah,Rumah Sakit,28.0
2021,Sulawesi Selatan,Rumah Sakit,53.0
2021,Sulawesi Tenggara,Rumah Sakit,22.0
2021,Gorontalo,Rumah Sakit,11.0
2021,Sulawesi Barat,Rumah Sakit,9.0
2021,Sulawesi Utara,Rumah Sakit,299.0
2021,Sulawesi Tengah,Rumah Sakit,144.0
2021,Sulawesi Selatan,Rumah Sakit,726.0
2021,Sulawesi Tenggara,Rumah Sakit,138.0
2021,Gorontalo,Rumah Sakit,83.0
2021,Sulawesi Barat,Rumah Sakit,48.0
2021,Sulawesi Utara,Rumah Sakit,106.0
2021,Sulawesi Tengah,Rumah Sakit,47.0
2021,Sulawesi Selatan,Rumah Sakit,208.0
2021,Sulawesi Tenggara,Rumah Sakit,36.0
2021,Gorontalo,Rumah Sakit,22.0
2021,Sulawesi Barat,Rumah Sakit,13.0
2021,Sulawesi Utara,Rumah Sakit,399.0
2021,Sulawesi Tengah,Rumah Sakit,1.062
2021,Sulawesi Selatan,Rumah Sakit,1.384
2021,Sulawesi Tenggara,Rumah Sakit,982.0
2021,Gorontalo,Rumah Sakit,292.0
2021,Sulawesi Barat,Rumah Sakit,495.0
2021,Sulawesi Utara,Rumah Sakit,37.0
2021,Sulawesi Tengah,Rumah Sakit,123.0
2021,Sulawesi Selatan,Rumah Sakit,136.0
2021,Sulawesi Tenggara,Rumah Sakit,47.0
2021,Gorontalo,Rumah Sakit,19.0
2021,Sulawesi Barat,Rumah Sakit,12.0
2021,Sulawesi Utara,Rumah Sakit,64.0
2021,Sulawesi Tengah,Rumah Sakit,64.0
2021,Sulawesi Selatan,Rumah Sakit,243.0
2021,Sulawesi Tenggara,Rumah Sakit,45.0
2021,Gorontalo,Rumah Sakit,42.0
2021,Sulawesi Barat,Rumah Sakit,27.0
2021,Sulawesi Utara,Rumah Sakit,80.0
2021,Sulawesi Tengah,Rumah Sakit,71.0
2021,Sulawesi Selatan,Rumah Sakit,171.0
2021,Sulawesi Tenggara,Rumah Sakit,31.0
2021,Gorontalo,Rumah Sakit,24.0
2021,Sulawesi Barat,Rumah Sakit,14.0
2021,Sulawesi Utara,Rumah Sakit,122.0
2021,Sulawesi Tengah,Rumah Sakit,117.0
2021,Sulawesi Selatan,Rumah Sakit,248.0
2021,Sulawesi Tenggara,Rumah Sakit,85.0
2021,Gorontalo,Rumah Sakit,46.0
2021,Sulawesi Barat,Rumah Sakit,24.0
2021,Sulawesi Utara,Rumah Sakit,3.0
2021,Sulawesi Tengah,Rumah Sakit,10.0
2021,Sulawesi Selatan,Rumah Sakit,4.0
2021,Sulawesi Tenggara,Rumah Sakit,2.0
2021,Gorontalo,Rumah Sakit,0.0
2021,Sulawesi Barat,Rumah Sakit,1.0
2022,Sulawesi Utara,Rumah Sakit,2.0
2022,Sulawesi Tengah,Rumah Sakit,7.0
2022,Sulawesi Selatan,Rumah Sakit,18.0
2022,Sulawesi Tenggara,Rumah Sakit,3.0
2022,Gorontalo,Rumah Sakit,3.0
2022,Sulawesi Barat,Rumah Sakit,1.0
2022,Sulawesi Utara,Rumah Sakit,2.0
2022,Sulawesi Tengah,Rumah Sakit,0.0
2022,Sulawesi Selatan,Rumah Sakit,2.0
2022,Sulawesi Tenggara,Rumah Sakit,0.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,0.0
2022,Sulawesi Utara,Rumah Sakit,1.0
2022,Sulawesi Tengah,Rumah Sakit,0.0
2022,Sulawesi Selatan,Rumah Sakit,2.0
2022,Sulawesi Tenggara,Rumah Sakit,0.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,0.0
2022,Sulawesi Utara,Rumah Sakit,0.0
2022,Sulawesi Tengah,Rumah Sakit,0.0
2022,Sulawesi Selatan,Rumah Sakit,0.0
2022,Sulawesi Tenggara,Rumah Sakit,0.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,0.0
2022,Sulawesi Utara,Rumah Sakit,3.0
2022,Sulawesi Tengah,Rumah Sakit,1.0
2022,Sulawesi Selatan,Rumah Sakit,2.0
2022,Sulawesi Tenggara,Rumah Sakit,0.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,0.0
2022,Sulawesi Utara,Rumah Sakit,58.0
2022,Sulawesi Tengah,Rumah Sakit,40.0
2022,Sulawesi Selatan,Rumah Sakit,120.0
2022,Sulawesi Tenggara,Rumah Sakit,39.0
2022,Gorontalo,Rumah Sakit,19.0
2022,Sulawesi Barat,Rumah Sakit,14.0
2022,Sulawesi Utara,Rumah Sakit,17.0
2022,Sulawesi Tengah,Rumah Sakit,22.0
2022,Sulawesi Selatan,Rumah Sakit,33.0
2022,Sulawesi Tenggara,Rumah Sakit,17.0
2022,Gorontalo,Rumah Sakit,9.0
2022,Sulawesi Barat,Rumah Sakit,7.0
2022,Sulawesi Utara,Rumah Sakit,15.0
2022,Sulawesi Tengah,Rumah Sakit,13.0
2022,Sulawesi Selatan,Rumah Sakit,24.0
2022,Sulawesi Tenggara,Rumah Sakit,17.0
2022,Gorontalo,Rumah Sakit,6.0
2022,Sulawesi Barat,Rumah Sakit,6.0
2022,Sulawesi Utara,Rumah Sakit,81.0
2022,Sulawesi Tengah,Rumah Sakit,217.0
2022,Sulawesi Selatan,Rumah Sakit,411.0
2022,Sulawesi Tenggara,Rumah Sakit,191.0
2022,Gorontalo,Rumah Sakit,93.0
2022,Sulawesi Barat,Rumah Sakit,98.0
2022,Sulawesi Utara,Rumah Sakit,2.0
2022,Sulawesi Tengah,Rumah Sakit,1.0
2022,Sulawesi Selatan,Rumah Sakit,7.0
2022,Sulawesi Tenggara,Rumah Sakit,3.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,0.0
2022,Sulawesi Utara,Rumah Sakit,297.0
2022,Sulawesi Tengah,Rumah Sakit,138.0
2022,Sulawesi Selatan,Rumah Sakit,729.0
2022,Sulawesi Tenggara,Rumah Sakit,135.0
2022,Gorontalo,Rumah Sakit,82.0
2022,Sulawesi Barat,Rumah Sakit,49.0
2022,Sulawesi Utara,Rumah Sakit,103.0
2022,Sulawesi Tengah,Rumah Sakit,45.0
2022,Sulawesi Selatan,Rumah Sakit,196.0
2022,Sulawesi Tenggara,Rumah Sakit,33.0
2022,Gorontalo,Rumah Sakit,22.0
2022,Sulawesi Barat,Rumah Sakit,14.0
2022,Sulawesi Utara,Rumah Sakit,1.0
2022,Sulawesi Tengah,Rumah Sakit,2.0
2022,Sulawesi Selatan,Rumah Sakit,8.0
2022,Sulawesi Tenggara,Rumah Sakit,1.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,1.0
2022,Sulawesi Utara,Rumah Sakit,470.0
2022,Sulawesi Tengah,Rumah Sakit,1.218
2022,Sulawesi Selatan,Rumah Sakit,2.102
2022,Sulawesi Tenggara,Rumah Sakit,1.442
2022,Gorontalo,Rumah Sakit,334.0
2022,Sulawesi Barat,Rumah Sakit,610.0
