tahun,provinsi,jenis,jumlah
2022,Sulawesi Utara,Rumah Sakit,111.0
2022,Sulawesi Tengah,Rumah Sakit,325.0
2022,Sulawesi Selatan,Rumah Sakit,402.0
2022,Sulawesi Tenggara,Rumah Sakit,400.0
2022,Gorontalo,Rumah Sakit,77.0
2022,Sulawesi Barat,Rumah Sakit,86.0
2022,Sulawesi Utara,Rumah Sakit,56.0
2022,Sulawesi Tengah,Rumah Sakit,140.0
2022,Sulawesi Selatan,Rumah Sakit,178.0
2022,Sulawesi Tenggara,Rumah Sakit,43.0
2022,Gorontalo,Rumah Sakit,22.0
2022,Sulawesi Barat,Rumah Sakit,18.0
2022,Sulawesi Utara,Rumah Sakit,86.0
2022,Sulawesi Tengah,Rumah Sakit,75.0
2022,Sulawesi Selatan,Rumah Sakit,249.0
2022,Sulawesi Tenggara,Rumah Sakit,65.0
2022,Gorontalo,Rumah Sakit,50.0
2022,Sulawesi Barat,Rumah Sakit,24.0
2022,Sulawesi Utara,Rumah Sakit,172.0
2022,Sulawesi Tengah,Rumah Sakit,201.0
2022,Sulawesi Selatan,Rumah Sakit,353.0
2022,Sulawesi Tenggara,Rumah Sakit,143.0
2022,Gorontalo,Rumah Sakit,56.0
2022,Sulawesi Barat,Rumah Sakit,40.0
2022,Sulawesi Utara,Rumah Sakit,50.0
2022,Sulawesi Tengah,Rumah Sakit,58.0
2022,Sulawesi Selatan,Rumah Sakit,89.0
2022,Sulawesi Tenggara,Rumah Sakit,76.0
2022,Gorontalo,Rumah Sakit,9.0
2022,Sulawesi Barat,Rumah Sakit,23.0
2022,Sulawesi Utara,Rumah Sakit,112.0
2022,Sulawesi Tengah,Rumah Sakit,97.0
2022,Sulawesi Selatan,Rumah Sakit,211.0
2022,Sulawesi Tenggara,Rumah Sakit,48.0
2022,Gorontalo,Rumah Sakit,37.0
2022,Sulawesi Barat,Rumah Sakit,12.0
2022,Sulawesi Utara,Rumah Sakit,107.0
2022,Sulawesi Tengah,Rumah Sakit,108.0
2022,Sulawesi Selatan,Rumah Sakit,251.0
2022,Sulawesi Tenggara,Rumah Sakit,79.0
2022,Gorontalo,Rumah Sakit,47.0
2022,Sulawesi Barat,Rumah Sakit,22.0
2022,Sulawesi Utara,Rumah Sakit,4.0
2022,Sulawesi Tengah,Rumah Sakit,12.0
2022,Sulawesi Selatan,Rumah Sakit,8.0
2022,Sulawesi Tenggara,Rumah Sakit,1.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,2.0
2022,Sulawesi Utara,Rumah Sakit,0.0
2022,Sulawesi Tengah,Rumah Sakit,1.0
2022,Sulawesi Selatan,Rumah Sakit,0.0
2022,Sulawesi Tenggara,Rumah Sakit,0.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,1.0
2022,Sulawesi Utara,Rumah Sakit,3.0
2022,Sulawesi Tengah,Rumah Sakit,11.0
2022,Sulawesi Selatan,Rumah Sakit,5.0
2022,Sulawesi Tenggara,Rumah Sakit,1.0
2022,Gorontalo,Rumah Sakit,0.0
2022,Sulawesi Barat,Rumah Sakit,1.0
2014,Sulawesi Utara,Puskesmas,170.0
2014,Sulawesi Tengah,Puskesmas,160.0
2014,Sulawesi Selatan,Puskesmas,416.0
2014,Sulawesi Tenggara,Puskesmas,233.0
2014,Gorontalo,Puskesmas,76.0
2014,Sulawesi Barat,Puskesmas,81.0
2014,Sulawesi Utara,Puskesmas,84.0
2014,Sulawesi Tengah,Puskesmas,68.0
2014,Sulawesi Selatan,Puskesmas,208.0
2014,Sulawesi Tenggara,Puskesmas,70.0
2014,Gorontalo,Puskesmas,23.0
2014,Sulawesi Barat,Puskesmas,35.0
2014,Sulawesi Utara,Puskesmas,87.0
2014,Sulawesi Tengah,Puskesmas,90.0
2014,Sulawesi Selatan,Puskesmas,153.0
2014,Sulawesi Tenggara,Puskesmas,73.0
2014,Gorontalo,Puskesmas,24.0
2014,Sulawesi Barat,Puskesmas,39.0
2014,Sulawesi Utara,Puskesmas,15.0
2014,Sulawesi Tengah,Puskesmas,13.0
2014,Sulawesi Selatan,Puskesmas,24.0
2014,Sulawesi Tenggara,Puskesmas,17.0
2014,Gorontalo,Puskesmas,6.0
2014,Sulawesi Barat,Puskesmas,6.0
2014,Sulawesi Utara,Puskesmas,0.0
2014,Sulawesi Barat,Puskesmas,0.0
2014,Sulawesi Tenggara,Puskesmas,0.0
2014,Sulawesi Selatan,Puskesmas,0.0
2014,Sulawesi Tengah,Puskesmas,0.0
2014,Gorontalo,Puskesmas,0.0
2014,Sulawesi Utara,Puskesmas,187.0
2014,Sulawesi Tengah,Puskesmas,184.0
2014,Sulawesi Selatan,Puskesmas,446.0
2014,Sulawesi Tenggara,Puskesmas,269.0
2014,Gorontalo,Puskesmas,93.0
2014,Sulawesi Barat,Puskesmas,94.0
2014,Sulawesi Utara,Puskesmas,187.0
2014,Sulawesi Tengah,Puskesmas,184.0
2014,Sulawesi Selatan,Puskesmas,446.0
2014,Sulawesi Tenggara,Puskesmas,269.0
2014,Gorontalo,Puskesmas,93.0
2014,Sulawesi Barat,Puskesmas,94.0
2014,Sulawesi Utara,Puskesmas,187.0
2014,Sulawesi Tengah,Puskesmas,184.0
2014,Sulawesi Selatan,Puskesmas,446.0
2014,Sulawesi Tenggara,Puskesmas,269.0
2014,Gorontalo,Puskesmas,93.0
2014,Sulawesi Barat,Puskesmas,94.0
2014,Sulawesi Utara,Puskesmas,15.0
2014,Sulawesi Tengah,Puskesmas,11.0
2014,Sulawesi Selatan,Puskesmas,24.0
2014,Sulawesi Tenggara,Puskesmas,12.0
2014,Gorontalo,Puskesmas,6.0
2014,Sulawesi Barat,Puskesmas,5.0
2014,Sulawesi Utara,Puskesmas,15.0
2014,Sulawesi Tengah,Puskesmas,11.0
2014,Sulawesi Selatan,Puskesmas,24.0
2014,Sulawesi Tenggara,Puskesmas,12.0
2014,Gorontalo,Puskesmas,6.0
2014,Sulawesi Barat,Puskesmas,5.0
2014,Sulawesi Utara,Puskesmas,20.0
2014,Sulawesi Tengah,Puskesmas,56.0
2014,Sulawesi Selatan,Puskesmas,150.0
2014,Sulawesi Tenggara,Puskesmas,50.0
2014,Gorontalo,Puskesmas,18.0
2014,Sulawesi Barat,Puskesmas,0.0
2014,Sulawesi Utara,Puskesmas,1.0
2014,Sulawesi Tengah,Puskesmas,9.0
2014,Sulawesi Selatan,Puskesmas,2.0
2014,Sulawesi Tenggara,Puskesmas,5.0
2014,Gorontalo,Puskesmas,2.0
2014,Sulawesi Utara,Puskesmas,0.0
2014,Sulawesi Tengah,Puskesmas,8.0
2014,Sulawesi Selatan,Puskesmas,43.0
2014,Gorontalo,Puskesmas,8.0
2015,Sulawesi Utara,Puskesmas,170.0
2015,Sulawesi Tengah,Puskesmas,173.0
2015,Sulawesi Selatan,Puskesmas,421.0
2015,Sulawesi Tenggara,Puskesmas,249.0
2015,Gorontalo,Puskesmas,86.0
2015,Sulawesi Barat,Puskesmas,86.0
2015,Sulawesi Utara,Puskesmas,85.0
2015,Sulawesi Tengah,Puskesmas,72.0
2015,Sulawesi Selatan,Puskesmas,218.0
2015,Sulawesi Tenggara,Puskesmas,74.0
2015,Gorontalo,Puskesmas,23.0
2015,Sulawesi Barat,Puskesmas,35.0
2015,Sulawesi Utara,Puskesmas,52.0
2015,Sulawesi Tengah,Puskesmas,8.0
2015,Sulawesi Selatan,Puskesmas,105.0
2015,Sulawesi Tenggara,Puskesmas,49.0
2015,Gorontalo,Puskesmas,24.0
2015,Sulawesi Barat,Puskesmas,15.0
2015,Sulawesi Utara,Puskesmas,11.0
2015,Sulawesi Tengah,Puskesmas,4.0
2015,Sulawesi Selatan,Puskesmas,24.0
2015,Sulawesi Tenggara,Puskesmas,12.0
2015,Gorontalo,Puskesmas,6.0
2015,Sulawesi Barat,Puskesmas,6.0
2015,Sulawesi Utara,Puskesmas,459.0
2015,Sulawesi Tengah,Puskesmas,241.0
2015,Sulawesi Selatan,Puskesmas,625.0
2015,Sulawesi Tenggara,Puskesmas,244.0
2015,Gorontalo,Puskesmas,109.0
2015,Sulawesi Barat,Puskesmas,82.0
2015,Sulawesi Utara,Puskesmas,0.0
2015,Sulawesi Tengah,Puskesmas,0.0
2015,Sulawesi Selatan,Puskesmas,0.0
2015,Sulawesi Tenggara,Puskesmas,0.0
2015,Gorontalo,Puskesmas,0.0
2015,Sulawesi Barat,Puskesmas,0.0
2015,Sulawesi Utara,Puskesmas,187.0
2015,Sulawesi Tengah,Puskesmas,187.0
2015,Sulawesi Selatan,Puskesmas,446.0
2015,Sulawesi Tenggara,Puskesmas,269.0
2015,Gorontalo,Puskesmas,93.0
2015,Sulawesi Barat,Puskesmas,94.0
2015,Sulawesi Utara,Puskesmas,2.0
2015,Sulawesi Tengah,Puskesmas,0.0
2015,Sulawesi Utara,Puskesmas,121.0
2015,Sulawesi Tengah,Puskesmas,39.0
2015,Sulawesi Selatan,Puskesmas,179.0
2015,Sulawesi Tenggara,Puskesmas,48.0
2015,Gorontalo,Puskesmas,30.0
2015,Sulawesi Barat,Puskesmas,25.0
2015,Sulawesi Utara,Puskesmas,15.0
2015,Sulawesi Tengah,Puskesmas,13.0
2015,Sulawesi Selatan,Puskesmas,24.0
2015,Sulawesi Tenggara,Puskesmas,17.0
2015,Gorontalo,Puskesmas,6.0
2015,Sulawesi Barat,Puskesmas,6.0
2015,Sulawesi Utara,Puskesmas,187.0
2015,Sulawesi Tengah,Puskesmas,184.0
2015,Sulawesi Selatan,Puskesmas,446.0
2015,Sulawesi Tenggara,Puskesmas,269.0
2015,Gorontalo,Puskesmas,93.0
2015,Sulawesi Barat,Puskesmas,94.0
2015,Sulawesi Utara,Puskesmas,187.0
2015,Sulawesi Tengah,Puskesmas,184.0
2015,Sulawesi Selatan,Puskesmas,446.0
2015,Sulawesi Tenggara,Puskesmas,269.0
2015,Gorontalo,Puskesmas,93.0
2015,Sulawesi Barat,Puskesmas,94.0
2015,Sulawesi Utara,Puskesmas,187.0
2015,Sulawesi Tengah,Puskesmas,184.0
2015,Sulawesi Selatan,Puskesmas,446.0
2015,Sulawesi Tenggara,Puskesmas,269.0
2015,Gorontalo,Puskesmas,93.0
2015,Sulawesi Barat,Puskesmas,94.0
2016,Sulawesi Utara,Puskesmas,177.0
2016,Sulawesi Tengah,Puskesmas,176.0
2016,Sulawesi Selatan,Puskesmas,425.0
2016,Sulawesi Tenggara,Puskesmas,258.0
2016,Gorontalo,Puskesmas,87.0
2016,Sulawesi Barat,Puskesmas,91.0
2016,Sulawesi Utara,Puskesmas,188.0
2016,Sulawesi Tengah,Puskesmas,189.0
2016,Sulawesi Selatan,Puskesmas,448.0
2016,Sulawesi Tenggara,Puskesmas,269.0
2016,Gorontalo,Puskesmas,93.0
2016,Sulawesi Barat,Puskesmas,94.0
2016,Sulawesi Utara,Puskesmas,12.0
2016,Sulawesi Tengah,Puskesmas,8.0
2016,Sulawesi Selatan,Puskesmas,23.0
2016,Sulawesi Tenggara,Puskesmas,0.0
2016,Gorontalo,Puskesmas,5.0
2016,Sulawesi Barat,Puskesmas,1.0
2016,Sulawesi Utara,Puskesmas,88.0
2016,Sulawesi Tengah,Puskesmas,72.0
2016,Sulawesi Selatan,Puskesmas,225.0
2016,Sulawesi Tenggara,Puskesmas,74.0
2016,Gorontalo,Puskesmas,23.0
2016,Sulawesi Barat,Puskesmas,35.0
2016,Sulawesi Utara,Puskesmas,45.0
2016,Sulawesi Tengah,Puskesmas,40.0
2016,Sulawesi Selatan,Puskesmas,292.0
2016,Sulawesi Tenggara,Puskesmas,133.0
2016,Gorontalo,Puskesmas,88.0
2016,Sulawesi Barat,Puskesmas,36.0
2016,Sulawesi Utara,Puskesmas,70.0
2016,Gorontalo,Puskesmas,19.0
2016,Sulawesi Tengah,Puskesmas,46.0
2016,Sulawesi Barat,Puskesmas,32.0
2016,Sulawesi Tenggara,Puskesmas,52.0
2016,Sulawesi Selatan,Puskesmas,124.0
2016,Sulawesi Utara,Puskesmas,423.0
2016,Sulawesi Tengah,Puskesmas,209.0
2016,Sulawesi Selatan,Puskesmas,665.0
2016,Sulawesi Tenggara,Puskesmas,205.0
2016,Gorontalo,Puskesmas,122.0
2016,Sulawesi Barat,Puskesmas,95.0
2016,Sulawesi Utara,Puskesmas,0.0
2016,Sulawesi Tengah,Puskesmas,0.0
2016,Sulawesi Selatan,Puskesmas,0.0
2016,Sulawesi Tenggara,Puskesmas,0.0
2016,Gorontalo,Puskesmas,0.0
2016,Sulawesi Barat,Puskesmas,0.0
2016,Sulawesi Utara,Puskesmas,187.0
2016,Sulawesi Tengah,Puskesmas,189.0
2016,Sulawesi Selatan,Puskesmas,448.0
2016,Sulawesi Tenggara,Puskesmas,269.0
2016,Gorontalo,Puskesmas,93.0
2016,Sulawesi Barat,Puskesmas,94.0
2016,Sulawesi Utara,Puskesmas,2.0
2016,Sulawesi Tengah,Puskesmas,0.0
2016,Sulawesi Selatan,Puskesmas,0.0
2016,Sulawesi Tenggara,Puskesmas,0.0
2016,Gorontalo,Puskesmas,0.0
2016,Sulawesi Barat,Puskesmas,0.0
2016,Sulawesi Utara,Puskesmas,0.0
2016,Sulawesi Tengah,Puskesmas,0.0
2016,Sulawesi Utara,Puskesmas,124.0
2016,Sulawesi Tengah,Puskesmas,41.0
2016,Sulawesi Selatan,Puskesmas,178.0
2016,Sulawesi Tenggara,Puskesmas,47.0
2016,Gorontalo,Puskesmas,26.0
2016,Sulawesi Barat,Puskesmas,23.0
2016,Sulawesi Utara,Puskesmas,187.0
2016,Sulawesi Tengah,Puskesmas,189.0
2016,Sulawesi Selatan,Puskesmas,448.0
2016,Sulawesi Tenggara,Puskesmas,269.0
2016,Gorontalo,Puskesmas,93.0
2016,Sulawesi Barat,Puskesmas,94.0
2016,Sulawesi Utara,Puskesmas,90.0
2016,Sulawesi Tengah,Puskesmas,27.0
2016,Sulawesi Selatan,Puskesmas,145.0
2016,Sulawesi Tenggara,Puskesmas,0.0
2016,Gorontalo,Puskesmas,42.0
2016,Sulawesi Barat,Puskesmas,0.0
2016,Sulawesi Utara,Puskesmas,100.0
2016,Sulawesi Tengah,Puskesmas,110.0
2016,Sulawesi Selatan,Puskesmas,214.0
2016,Sulawesi Tenggara,Puskesmas,269.0
2016,Gorontalo,Puskesmas,93.0
2016,Sulawesi Barat,Puskesmas,68.0
2016,Sulawesi Utara,Puskesmas,79.0
2016,Sulawesi Tengah,Puskesmas,83.0
2016,Sulawesi Selatan,Puskesmas,185.0
2016,Sulawesi Tenggara,Puskesmas,269.0
2016,Gorontalo,Puskesmas,93.0
2016,Sulawesi Barat,Puskesmas,70.0
2016,Sulawesi Utara,Puskesmas,36.0
2016,Sulawesi Tengah,Puskesmas,49.0
2016,Sulawesi Selatan,Puskesmas,101.0
2016,Sulawesi Tenggara,Puskesmas,49.0
2016,Gorontalo,Puskesmas,24.0
2016,Sulawesi Barat,Puskesmas,17.0
2016,Sulawesi Utara,Puskesmas,188.0
2016,Sulawesi Tengah,Puskesmas,189.0
2016,Sulawesi Selatan,Puskesmas,448.0
2016,Sulawesi Tenggara,Puskesmas,269.0
2016,Gorontalo,Puskesmas,93.0
2016,Sulawesi Barat,Puskesmas,94.0
2017,Sulawesi Utara,Puskesmas,183.0
2017,Sulawesi Tengah,Puskesmas,183.0
2017,Sulawesi Selatan,Puskesmas,440.0
2017,Sulawesi Tenggara,Puskesmas,264.0
2017,Gorontalo,Puskesmas,91.0
2017,Sulawesi Barat,Puskesmas,92.0
2017,Sulawesi Utara,Puskesmas,189.0
2017,Sulawesi Tengah,Puskesmas,193.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,274.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,94.0
2017,Sulawesi Utara,Puskesmas,12.0
2017,Sulawesi Tengah,Puskesmas,12.0
2017,Sulawesi Selatan,Puskesmas,23.0
2017,Sulawesi Tenggara,Puskesmas,4.0
2017,Gorontalo,Puskesmas,5.0
2017,Sulawesi Barat,Puskesmas,1.0
2017,Sulawesi Utara,Puskesmas,88.0
2017,Sulawesi Tengah,Puskesmas,78.0
2017,Sulawesi Selatan,Puskesmas,225.0
2017,Sulawesi Tenggara,Puskesmas,79.0
2017,Gorontalo,Puskesmas,25.0
2017,Sulawesi Barat,Puskesmas,43.0
2017,Sulawesi Utara,Puskesmas,189.0
2017,Sulawesi Tengah,Puskesmas,193.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,274.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,94.0
2017,Sulawesi Utara,Puskesmas,100.0
2017,Sulawesi Tengah,Puskesmas,84.0
2017,Sulawesi Selatan,Puskesmas,188.0
2017,Sulawesi Tenggara,Puskesmas,61.0
2017,Gorontalo,Puskesmas,55.0
2017,Sulawesi Barat,Puskesmas,33.0
2017,Sulawesi Utara,Puskesmas,189.0
2017,Sulawesi Tengah,Puskesmas,193.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,274.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,94.0
2017,Sulawesi Utara,Puskesmas,429.0
2017,Sulawesi Tengah,Puskesmas,201.0
2017,Sulawesi Selatan,Puskesmas,666.0
2017,Sulawesi Tenggara,Puskesmas,214.0
2017,Gorontalo,Puskesmas,120.0
2017,Sulawesi Barat,Puskesmas,95.0
2017,Sulawesi Utara,Puskesmas,0.0
2017,Sulawesi Tengah,Puskesmas,0.0
2017,Sulawesi Selatan,Puskesmas,0.0
2017,Sulawesi Tenggara,Puskesmas,0.0
2017,Gorontalo,Puskesmas,0.0
2017,Sulawesi Barat,Puskesmas,0.0
2017,Sulawesi Utara,Puskesmas,188.0
2017,Sulawesi Tengah,Puskesmas,190.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,273.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,95.0
2017,Sulawesi Utara,Puskesmas,2.0
2017,Sulawesi Utara,Puskesmas,3.0
2017,Sulawesi Tengah,Puskesmas,2.0
2017,Sulawesi Selatan,Puskesmas,2.0
2017,Sulawesi Tenggara,Puskesmas,2.0
2017,Gorontalo,Puskesmas,1.0
2017,Sulawesi Utara,Puskesmas,6.0
2017,Sulawesi Selatan,Puskesmas,14.0
2017,Sulawesi Tenggara,Puskesmas,5.0
2017,Sulawesi Barat,Puskesmas,6.0
2017,Sulawesi Utara,Puskesmas,137.0
2017,Sulawesi Tengah,Puskesmas,41.0
2017,Sulawesi Selatan,Puskesmas,186.0
2017,Sulawesi Tenggara,Puskesmas,53.0
2017,Gorontalo,Puskesmas,29.0
2017,Sulawesi Barat,Puskesmas,27.0
2017,Sulawesi Utara,Puskesmas,189.0
2017,Sulawesi Tengah,Puskesmas,193.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,274.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,95.0
2017,Sulawesi Utara,Puskesmas,189.0
2017,Sulawesi Tengah,Puskesmas,193.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,274.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,95.0
2017,Sulawesi Utara,Puskesmas,189.0
2017,Sulawesi Tengah,Puskesmas,193.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,274.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,94.0
2017,Sulawesi Utara,Puskesmas,189.0
2017,Sulawesi Tengah,Puskesmas,193.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,274.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,94.0
2017,Sulawesi Utara,Puskesmas,189.0
2017,Sulawesi Tengah,Puskesmas,193.0
2017,Sulawesi Selatan,Puskesmas,451.0
2017,Sulawesi Tenggara,Puskesmas,274.0
2017,Gorontalo,Puskesmas,93.0
2017,Sulawesi Barat,Puskesmas,94.0
2017,Sulawesi Utara,Puskesmas,183.0
2017,Sulawesi Tengah,Puskesmas,190.0
2017,Sulawesi Selatan,Puskesmas,446.0
2017,Sulawesi Tenggara,Puskesmas,259.0
2017,Gorontalo,Puskesmas,92.0
2017,Sulawesi Barat,Puskesmas,103.0
2018,Sulawesi Utara,Puskesmas,187.0
2018,Sulawesi Tengah,Puskesmas,184.0
2018,Sulawesi Selatan,Puskesmas,446.0
2018,Sulawesi Tenggara,Puskesmas,269.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,14.0
2018,Sulawesi Tengah,Puskesmas,13.0
2018,Sulawesi Selatan,Puskesmas,24.0
2018,Sulawesi Tenggara,Puskesmas,14.0
2018,Gorontalo,Puskesmas,6.0
2018,Sulawesi Barat,Puskesmas,6.0
2018,Sulawesi Utara,Puskesmas,92.0
2018,Sulawesi Tengah,Puskesmas,78.0
2018,Sulawesi Selatan,Puskesmas,228.0
2018,Sulawesi Tenggara,Puskesmas,78.0
2018,Gorontalo,Puskesmas,25.0
2018,Sulawesi Barat,Puskesmas,44.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,166.0
2018,Sulawesi Tengah,Puskesmas,160.0
2018,Sulawesi Selatan,Puskesmas,447.0
2018,Sulawesi Tenggara,Puskesmas,252.0
2018,Gorontalo,Puskesmas,72.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,438.0
2018,Sulawesi Tengah,Puskesmas,259.0
2018,Sulawesi Selatan,Puskesmas,754.0
2018,Sulawesi Tenggara,Puskesmas,288.0
2018,Gorontalo,Puskesmas,154.0
2018,Sulawesi Barat,Puskesmas,146.0
2018,Sulawesi Utara,Puskesmas,0.0
2018,Sulawesi Tengah,Puskesmas,0.0
2018,Sulawesi Selatan,Puskesmas,0.0
2018,Sulawesi Tenggara,Puskesmas,0.0
2018,Gorontalo,Puskesmas,0.0
2018,Sulawesi Barat,Puskesmas,0.0
2018,Sulawesi Utara,Puskesmas,194.0
2018,Sulawesi Tengah,Puskesmas,200.0
2018,Sulawesi Selatan,Puskesmas,455.0
2018,Sulawesi Tenggara,Puskesmas,283.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,95.0
2018,Sulawesi Utara,Puskesmas,2.0
2018,Sulawesi Tengah,Puskesmas,0.0
2018,Sulawesi Selatan,Puskesmas,1.0
2018,Sulawesi Tenggara,Puskesmas,2.0
2018,Gorontalo,Puskesmas,0.0
2018,Sulawesi Barat,Puskesmas,2.0
2018,Sulawesi Utara,Puskesmas,6.0
2018,Sulawesi Tengah,Puskesmas,0.0
2018,Sulawesi Selatan,Puskesmas,14.0
2018,Sulawesi Tenggara,Puskesmas,5.0
2018,Gorontalo,Puskesmas,0.0
2018,Sulawesi Barat,Puskesmas,6.0
2018,Sulawesi Utara,Puskesmas,0.0
2018,Sulawesi Tengah,Puskesmas,1.0
2018,Sulawesi Selatan,Puskesmas,2.0
2018,Sulawesi Tenggara,Puskesmas,0.0
2018,Gorontalo,Puskesmas,1.0
2018,Sulawesi Barat,Puskesmas,1.0
2018,Sulawesi Utara,Puskesmas,157.0
2018,Sulawesi Tengah,Puskesmas,49.0
2018,Sulawesi Selatan,Puskesmas,227.0
2018,Sulawesi Tenggara,Puskesmas,64.0
2018,Gorontalo,Puskesmas,34.0
2018,Sulawesi Barat,Puskesmas,35.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,193.0
2018,Sulawesi Tengah,Puskesmas,202.0
2018,Sulawesi Selatan,Puskesmas,458.0
2018,Sulawesi Tenggara,Puskesmas,284.0
2018,Gorontalo,Puskesmas,93.0
2018,Sulawesi Barat,Puskesmas,94.0
2018,Sulawesi Utara,Puskesmas,183.0
2018,Sulawesi Tengah,Puskesmas,190.0
2018,Sulawesi Selatan,Puskesmas,448.0
2018,Sulawesi Tenggara,Puskesmas,260.0
2018,Gorontalo,Puskesmas,92.0
2018,Sulawesi Barat,Puskesmas,102.0
2018,Sulawesi Utara,Puskesmas,183.0
2018,Sulawesi Tengah,Puskesmas,190.0
2018,Sulawesi Selatan,Puskesmas,448.0
2018,Sulawesi Tenggara,Puskesmas,260.0
2018,Gorontalo,Puskesmas,92.0
2018,Sulawesi Barat,Puskesmas,102.0
2018,Sulawesi Utara,Puskesmas,183.0
2018,Sulawesi Tengah,Puskesmas,190.0
2018,Sulawesi Selatan,Puskesmas,448.0
2018,Sulawesi Tenggara,Puskesmas,260.0
2018,Gorontalo,Puskesmas,92.0
2018,Sulawesi Barat,Puskesmas,102.0
2018,Sulawesi Utara,Puskesmas,15.0
2018,Sulawesi Tengah,Puskesmas,13.0
2018,Sulawesi Selatan,Puskesmas,24.0
2018,Sulawesi Tenggara,Puskesmas,17.0
2018,Gorontalo,Puskesmas,6.0
2018,Sulawesi Barat,Puskesmas,6.0
2019,Sulawesi Utara,Puskesmas,187.0
2019,Sulawesi Tengah,Puskesmas,189.0
2019,Sulawesi Selatan,Puskesmas,448.0
2019,Sulawesi Tenggara,Puskesmas,269.0
