wilayah,wilayah_val,turvar_label,tahun,nilai,var_id,var_name
Luwu Timur,7325,Tidak ada,2021,6.94,621,Persen Penduduk Miskin
Toraja Utara,7326,Tidak ada,2020,12.01,621,Persen Penduduk Miskin
Toraja Utara,7326,Tidak ada,2021,11.99,621,Persen Penduduk Miskin
Kota Makassar,7371,Tidak ada,2020,4.54,621,Persen Penduduk Miskin
Kota Makassar,7371,Tidak ada,2021,4.82,621,Persen Penduduk Miskin
Kota Parepare,7372,Tidak ada,2020,5.44,621,Persen Penduduk Miskin
Kota Parepare,7372,Tidak ada,2021,5.4,621,Persen Penduduk Miskin
Kota Palopo,7373,Tidak ada,2020,7.85,621,Persen Penduduk Miskin
Kota Palopo,7373,Tidak ada,2021,8.14,621,Persen Penduduk Miskin
Sulawesi Tenggara,7400,Tidak ada,2020,11.0,621,Persen Penduduk Miskin
Sulawesi Tenggara,7400,Tidak ada,2021,11.66,621,Persen Penduduk Miskin
Buton,7401,Tidak ada,2020,13.21,621,Persen Penduduk Miskin
Buton,7401,Tidak ada,2021,13.92,621,Persen Penduduk Miskin
Muna,7402,Tidak ada,2020,12.83,621,Persen Penduduk Miskin
Muna,7402,Tidak ada,2021,13.54,621,Persen Penduduk Miskin
Konawe,7403,Tidak ada,2020,12.2,621,Persen Penduduk Miskin
Konawe,7403,Tidak ada,2021,13.03,621,Persen Penduduk Miskin
Kolaka,7404,Tidak ada,2020,11.63,621,Persen Penduduk Miskin
Kolaka,7404,Tidak ada,2021,12.43,621,Persen Penduduk Miskin
Konawe Selatan,7405,Tidak ada,2020,10.74,621,Persen Penduduk Miskin
Konawe Selatan,7405,Tidak ada,2021,11.34,621,Persen Penduduk Miskin
Bombana,7406,Tidak ada,2020,10.01,621,Persen Penduduk Miskin
Bombana,7406,Tidak ada,2021,10.76,621,Persen Penduduk Miskin
Wakatobi,7407,Tidak ada,2020,14.31,621,Persen Penduduk Miskin
Wakatobi,7407,Tidak ada,2021,14.91,621,Persen Penduduk Miskin
Kolaka Utara,7408,Tidak ada,2020,12.96,621,Persen Penduduk Miskin
Kolaka Utara,7408,Tidak ada,2021,13.79,621,Persen Penduduk Miskin
Buton Utara,7409,Tidak ada,2020,14.1,621,Persen Penduduk Miskin
Buton Utara,7409,Tidak ada,2021,14.89,621,Persen Penduduk Miskin
Konawe Utara,7410,Tidak ada,2020,13.53,621,Persen Penduduk Miskin
Konawe Utara,7410,Tidak ada,2021,14.32,621,Persen Penduduk Miskin
Kolaka Timur,7411,Tidak ada,2020,13.47,621,Persen Penduduk Miskin
Kolaka Timur,7411,Tidak ada,2021,14.35,621,Persen Penduduk Miskin
Konawe Kepulauan,7412,Tidak ada,2020,17.01,621,Persen Penduduk Miskin
Konawe Kepulauan,7412,Tidak ada,2021,17.81,621,Persen Penduduk Miskin
Muna Barat,7413,Tidak ada,2020,13.3,621,Persen Penduduk Miskin
Muna Barat,7413,Tidak ada,2021,13.96,621,Persen Penduduk Miskin
Buton Tengah,7414,Tidak ada,2020,15.32,621,Persen Penduduk Miskin
Buton Tengah,7414,Tidak ada,2021,15.8,621,Persen Penduduk Miskin
Buton Selatan,7415,Tidak ada,2020,14.11,621,Persen Penduduk Miskin
Buton Selatan,7415,Tidak ada,2021,14.62,621,Persen Penduduk Miskin
Kota Kendari,7471,Tidak ada,2020,4.34,621,Persen Penduduk Miskin
Kota Kendari,7471,Tidak ada,2021,4.87,621,Persen Penduduk Miskin
Kota Baubau,7472,Tidak ada,2020,7.15,621,Persen Penduduk Miskin
Kota Baubau,7472,Tidak ada,2021,7.78,621,Persen Penduduk Miskin
Gorontalo,7500,Tidak ada,2020,15.22,621,Persen Penduduk Miskin
Gorontalo,7500,Tidak ada,2021,15.61,621,Persen Penduduk Miskin
Boalemo,7501,Tidak ada,2020,18.57,621,Persen Penduduk Miskin
Boalemo,7501,Tidak ada,2021,19.0,621,Persen Penduduk Miskin
Gorontalo,7502,Tidak ada,2020,17.56,621,Persen Penduduk Miskin
Gorontalo,7502,Tidak ada,2021,17.89,621,Persen Penduduk Miskin
Pohuwato,7503,Tidak ada,2020,17.62,621,Persen Penduduk Miskin
Pohuwato,7503,Tidak ada,2021,18.08,621,Persen Penduduk Miskin
Bone Bolango,7504,Tidak ada,2020,15.81,621,Persen Penduduk Miskin
Bone Bolango,7504,Tidak ada,2021,16.3,621,Persen Penduduk Miskin
Gorontalo Utara,7505,Tidak ada,2020,16.88,621,Persen Penduduk Miskin
Gorontalo Utara,7505,Tidak ada,2021,17.23,621,Persen Penduduk Miskin
Kota Gorontalo,7571,Tidak ada,2020,5.59,621,Persen Penduduk Miskin
Kota Gorontalo,7571,Tidak ada,2021,5.93,621,Persen Penduduk Miskin
Sulawesi Barat,7600,Tidak ada,2020,10.87,621,Persen Penduduk Miskin
Sulawesi Barat,7600,Tidak ada,2021,11.29,621,Persen Penduduk Miskin
Majene,7601,Tidak ada,2020,13.73,621,Persen Penduduk Miskin
Majene,7601,Tidak ada,2021,14.34,621,Persen Penduduk Miskin
Polewali Mandar,7602,Tidak ada,2020,15.26,621,Persen Penduduk Miskin
Polewali Mandar,7602,Tidak ada,2021,15.68,621,Persen Penduduk Miskin
Mamasa,7603,Tidak ada,2020,13.38,621,Persen Penduduk Miskin
Mamasa,7603,Tidak ada,2021,13.77,621,Persen Penduduk Miskin
Mamuju,7604,Tidak ada,2020,6.92,621,Persen Penduduk Miskin
Mamuju,7604,Tidak ada,2021,7.46,621,Persen Penduduk Miskin
Mamuju Utara,7605,Tidak ada,2020,4.48,621,Persen Penduduk Miskin
Mamuju Utara,7605,Tidak ada,2021,4.77,621,Persen Penduduk Miskin
Mamuju Tengah,7606,Tidak ada,2020,6.79,621,Persen Penduduk Miskin
Mamuju Tengah,7606,Tidak ada,2021,7.13,621,Persen Penduduk Miskin
Sulawesi Utara,7100,Tidak ada,2022,7.28,621,Persen Penduduk Miskin
Sulawesi Utara,7100,Tidak ada,2023,7.38,621,Persen Penduduk Miskin
Bolaang Mongondow,7101,Tidak ada,2022,7.04,621,Persen Penduduk Miskin
Bolaang Mongondow,7101,Tidak ada,2023,7.37,621,Persen Penduduk Miskin
Minahasa,7102,Tidak ada,2022,7.05,621,Persen Penduduk Miskin
Minahasa,7102,Tidak ada,2023,6.87,621,Persen Penduduk Miskin
Kepulauan Sangihe,7103,Tidak ada,2022,10.5,621,Persen Penduduk Miskin
Kepulauan Sangihe,7103,Tidak ada,2023,11.01,621,Persen Penduduk Miskin
Kepulauan Talaud,7104,Tidak ada,2022,8.25,621,Persen Penduduk Miskin
Kepulauan Talaud,7104,Tidak ada,2023,8.46,621,Persen Penduduk Miskin
Minahasa Selatan,7105,Tidak ada,2022,9.0,621,Persen Penduduk Miskin
Minahasa Selatan,7105,Tidak ada,2023,8.89,621,Persen Penduduk Miskin
Minahasa Utara,7106,Tidak ada,2022,6.6,621,Persen Penduduk Miskin
Minahasa Utara,7106,Tidak ada,2023,6.65,621,Persen Penduduk Miskin
Bolaang Mongondow Utara,7107,Tidak ada,2022,7.31,621,Persen Penduduk Miskin
Bolaang Mongondow Utara,7107,Tidak ada,2023,7.9,621,Persen Penduduk Miskin
Siau Tagulandang Biaro,7108,Tidak ada,2022,8.2,621,Persen Penduduk Miskin
Siau Tagulandang Biaro,7108,Tidak ada,2023,8.76,621,Persen Penduduk Miskin
Minahasa Tenggara,7109,Tidak ada,2022,11.78,621,Persen Penduduk Miskin
Minahasa Tenggara,7109,Tidak ada,2023,11.84,621,Persen Penduduk Miskin
Bolaang Mongondow Selatan,7110,Tidak ada,2022,11.92,621,Persen Penduduk Miskin
Bolaang Mongondow Selatan,7110,Tidak ada,2023,12.04,621,Persen Penduduk Miskin
Bolaang Mongondow Timur,7111,Tidak ada,2022,5.85,621,Persen Penduduk Miskin
Bolaang Mongondow Timur,7111,Tidak ada,2023,5.8,621,Persen Penduduk Miskin
Kota Manado,7171,Tidak ada,2022,5.85,621,Persen Penduduk Miskin
Kota Manado,7171,Tidak ada,2023,5.79,621,Persen Penduduk Miskin
Kota Bitung,7172,Tidak ada,2022,6.2,621,Persen Penduduk Miskin
Kota Bitung,7172,Tidak ada,2023,6.56,621,Persen Penduduk Miskin
Kota Tomohon,7173,Tidak ada,2022,5.26,621,Persen Penduduk Miskin
Kota Tomohon,7173,Tidak ada,2023,5.6,621,Persen Penduduk Miskin
Kota Kotamobagu,7174,Tidak ada,2022,5.19,621,Persen Penduduk Miskin
Kota Kotamobagu,7174,Tidak ada,2023,5.03,621,Persen Penduduk Miskin
Sulawesi Tengah,7200,Tidak ada,2022,12.33,621,Persen Penduduk Miskin
Sulawesi Tengah,7200,Tidak ada,2023,12.41,621,Persen Penduduk Miskin
Banggai Kepulauan,7201,Tidak ada,2022,13.44,621,Persen Penduduk Miskin
Banggai Kepulauan,7201,Tidak ada,2023,12.9,621,Persen Penduduk Miskin
Banggai,7202,Tidak ada,2022,7.33,621,Persen Penduduk Miskin
Banggai,7202,Tidak ada,2023,6.94,621,Persen Penduduk Miskin
Morowali,7203,Tidak ada,2022,12.58,621,Persen Penduduk Miskin
Morowali,7203,Tidak ada,2023,12.31,621,Persen Penduduk Miskin
Poso,7204,Tidak ada,2022,15.18,621,Persen Penduduk Miskin
Poso,7204,Tidak ada,2023,15.16,621,Persen Penduduk Miskin
Donggala,7205,Tidak ada,2022,16.3,621,Persen Penduduk Miskin
Donggala,7205,Tidak ada,2023,16.25,621,Persen Penduduk Miskin
Toli-Toli,7206,Tidak ada,2022,12.74,621,Persen Penduduk Miskin
Toli-Toli,7206,Tidak ada,2023,12.85,621,Persen Penduduk Miskin
Buol,7207,Tidak ada,2022,12.85,621,Persen Penduduk Miskin
Buol,7207,Tidak ada,2023,13.36,621,Persen Penduduk Miskin
Parigi Moutong,7208,Tidak ada,2022,14.63,621,Persen Penduduk Miskin
Parigi Moutong,7208,Tidak ada,2023,14.91,621,Persen Penduduk Miskin
Tojo Una-Una,7209,Tidak ada,2022,16.12,621,Persen Penduduk Miskin
Tojo Una-Una,7209,Tidak ada,2023,16.74,621,Persen Penduduk Miskin
Sigi,7210,Tidak ada,2022,12.3,621,Persen Penduduk Miskin
Sigi,7210,Tidak ada,2023,12.83,621,Persen Penduduk Miskin
Banggai Laut,7211,Tidak ada,2022,13.17,621,Persen Penduduk Miskin
Banggai Laut,7211,Tidak ada,2023,14.15,621,Persen Penduduk Miskin
Morowali Utara,7212,Tidak ada,2022,12.97,621,Persen Penduduk Miskin
Morowali Utara,7212,Tidak ada,2023,12.85,621,Persen Penduduk Miskin
Kota Palu,7271,Tidak ada,2022,6.63,621,Persen Penduduk Miskin
Kota Palu,7271,Tidak ada,2023,6.56,621,Persen Penduduk Miskin
Sulawesi Selatan,7300,Tidak ada,2022,8.63,621,Persen Penduduk Miskin
Sulawesi Selatan,7300,Tidak ada,2023,8.7,621,Persen Penduduk Miskin
Kepulauan Selayar,7301,Tidak ada,2022,12.24,621,Persen Penduduk Miskin
Kepulauan Selayar,7301,Tidak ada,2023,12.27,621,Persen Penduduk Miskin
Bulukumba,7302,Tidak ada,2022,7.39,621,Persen Penduduk Miskin
Bulukumba,7302,Tidak ada,2023,7.22,621,Persen Penduduk Miskin
Bantaeng,7303,Tidak ada,2022,9.07,621,Persen Penduduk Miskin
Bantaeng,7303,Tidak ada,2023,9.18,621,Persen Penduduk Miskin
Jeneponto,7304,Tidak ada,2022,13.73,621,Persen Penduduk Miskin
Jeneponto,7304,Tidak ada,2023,13.06,621,Persen Penduduk Miskin
Takalar,7305,Tidak ada,2022,8.25,621,Persen Penduduk Miskin
Takalar,7305,Tidak ada,2023,8.29,621,Persen Penduduk Miskin
Gowa,7306,Tidak ada,2022,7.36,621,Persen Penduduk Miskin
Gowa,7306,Tidak ada,2023,7.42,621,Persen Penduduk Miskin
Sinjai,7307,Tidak ada,2022,8.8,621,Persen Penduduk Miskin
Sinjai,7307,Tidak ada,2023,8.55,621,Persen Penduduk Miskin
Maros,7308,Tidak ada,2022,9.43,621,Persen Penduduk Miskin
Maros,7308,Tidak ada,2023,9.65,621,Persen Penduduk Miskin
Pangkajene Dan Kepulauan,7309,Tidak ada,2022,13.92,621,Persen Penduduk Miskin
Pangkajene Dan Kepulauan,7309,Tidak ada,2023,13.4,621,Persen Penduduk Miskin
Barru,7310,Tidak ada,2022,8.4,621,Persen Penduduk Miskin
Barru,7310,Tidak ada,2023,8.46,621,Persen Penduduk Miskin
Bone,7311,Tidak ada,2022,10.58,621,Persen Penduduk Miskin
Bone,7311,Tidak ada,2023,10.53,621,Persen Penduduk Miskin
Soppeng,7312,Tidak ada,2022,7.49,621,Persen Penduduk Miskin
Soppeng,7312,Tidak ada,2023,7.48,621,Persen Penduduk Miskin
Wajo,7313,Tidak ada,2022,6.57,621,Persen Penduduk Miskin
Wajo,7313,Tidak ada,2023,6.73,621,Persen Penduduk Miskin
Sidenreng Rappang,7314,Tidak ada,2022,5.11,621,Persen Penduduk Miskin
Sidenreng Rappang,7314,Tidak ada,2023,5.14,621,Persen Penduduk Miskin
Pinrang,7315,Tidak ada,2022,8.79,621,Persen Penduduk Miskin
Pinrang,7315,Tidak ada,2023,8.9,621,Persen Penduduk Miskin
Enrekang,7316,Tidak ada,2022,12.39,621,Persen Penduduk Miskin
Enrekang,7316,Tidak ada,2023,12.69,621,Persen Penduduk Miskin
Luwu,7317,Tidak ada,2022,12.49,621,Persen Penduduk Miskin
Luwu,7317,Tidak ada,2023,12.71,621,Persen Penduduk Miskin
Tana Toraja,7318,Tidak ada,2022,12.18,621,Persen Penduduk Miskin
Tana Toraja,7318,Tidak ada,2023,12.48,621,Persen Penduduk Miskin
Luwu Utara,7322,Tidak ada,2022,13.22,621,Persen Penduduk Miskin
Luwu Utara,7322,Tidak ada,2023,12.66,621,Persen Penduduk Miskin
Luwu Timur,7325,Tidak ada,2022,6.81,621,Persen Penduduk Miskin
Luwu Timur,7325,Tidak ada,2023,6.93,621,Persen Penduduk Miskin
Toraja Utara,7326,Tidak ada,2022,11.65,621,Persen Penduduk Miskin
Toraja Utara,7326,Tidak ada,2023,12.12,621,Persen Penduduk Miskin
Kota Makassar,7371,Tidak ada,2022,4.58,621,Persen Penduduk Miskin
Kota Makassar,7371,Tidak ada,2023,5.07,621,Persen Penduduk Miskin
Kota Parepare,7372,Tidak ada,2022,5.41,621,Persen Penduduk Miskin
Kota Parepare,7372,Tidak ada,2023,5.34,621,Persen Penduduk Miskin
Kota Palopo,7373,Tidak ada,2022,7.78,621,Persen Penduduk Miskin
Kota Palopo,7373,Tidak ada,2023,7.69,621,Persen Penduduk Miskin
Sulawesi Tenggara,7400,Tidak ada,2022,11.17,621,Persen Penduduk Miskin
Sulawesi Tenggara,7400,Tidak ada,2023,11.43,621,Persen Penduduk Miskin
Buton,7401,Tidak ada,2022,13.27,621,Persen Penduduk Miskin
Buton,7401,Tidak ada,2023,13.77,621,Persen Penduduk Miskin
Muna,7402,Tidak ada,2022,13.41,621,Persen Penduduk Miskin
Muna,7402,Tidak ada,2023,14.07,621,Persen Penduduk Miskin
Konawe,7403,Tidak ada,2022,12.75,621,Persen Penduduk Miskin
Konawe,7403,Tidak ada,2023,13.02,621,Persen Penduduk Miskin
Kolaka,7404,Tidak ada,2022,11.51,621,Persen Penduduk Miskin
Kolaka,7404,Tidak ada,2023,11.8,621,Persen Penduduk Miskin
Konawe Selatan,7405,Tidak ada,2022,11.08,621,Persen Penduduk Miskin
Konawe Selatan,7405,Tidak ada,2023,11.26,621,Persen Penduduk Miskin
Bombana,7406,Tidak ada,2022,10.26,621,Persen Penduduk Miskin
Bombana,7406,Tidak ada,2023,10.73,621,Persen Penduduk Miskin
Wakatobi,7407,Tidak ada,2022,14.55,621,Persen Penduduk Miskin
Wakatobi,7407,Tidak ada,2023,14.81,621,Persen Penduduk Miskin
Kolaka Utara,7408,Tidak ada,2022,13.08,621,Persen Penduduk Miskin
Kolaka Utara,7408,Tidak ada,2023,13.57,621,Persen Penduduk Miskin
Buton Utara,7409,Tidak ada,2022,14.26,621,Persen Penduduk Miskin
Buton Utara,7409,Tidak ada,2023,14.06,621,Persen Penduduk Miskin
Konawe Utara,7410,Tidak ada,2022,13.72,621,Persen Penduduk Miskin
Konawe Utara,7410,Tidak ada,2023,13.48,621,Persen Penduduk Miskin
Kolaka Timur,7411,Tidak ada,2022,13.57,621,Persen Penduduk Miskin
Kolaka Timur,7411,Tidak ada,2023,14.04,621,Persen Penduduk Miskin
Konawe Kepulauan,7412,Tidak ada,2022,16.15,621,Persen Penduduk Miskin
Konawe Kepulauan,7412,Tidak ada,2023,15.9,621,Persen Penduduk Miskin
Muna Barat,7413,Tidak ada,2022,13.85,621,Persen Penduduk Miskin
Muna Barat,7413,Tidak ada,2023,14.03,621,Persen Penduduk Miskin
Buton Tengah,7414,Tidak ada,2022,14.9,621,Persen Penduduk Miskin
Buton Tengah,7414,Tidak ada,2023,15.43,621,Persen Penduduk Miskin
Buton Selatan,7415,Tidak ada,2022,14.41,621,Persen Penduduk Miskin
Buton Selatan,7415,Tidak ada,2023,14.76,621,Persen Penduduk Miskin
Kota Kendari,7471,Tidak ada,2022,4.57,621,Persen Penduduk Miskin
Kota Kendari,7471,Tidak ada,2023,4.59,621,Persen Penduduk Miskin
Kota Baubau,7472,Tidak ada,2022,7.31,621,Persen Penduduk Miskin
Kota Baubau,7472,Tidak ada,2023,7.53,621,Persen Penduduk Miskin
Gorontalo,7500,Tidak ada,2022,15.42,621,Persen Penduduk Miskin
Gorontalo,7500,Tidak ada,2023,15.15,621,Persen Penduduk Miskin
Boalemo,7501,Tidak ada,2022,18.74,621,Persen Penduduk Miskin
Boalemo,7501,Tidak ada,2023,18.38,621,Persen Penduduk Miskin
Gorontalo,7502,Tidak ada,2022,17.71,621,Persen Penduduk Miskin
Gorontalo,7502,Tidak ada,2023,17.48,621,Persen Penduduk Miskin
Pohuwato,7503,Tidak ada,2022,17.87,621,Persen Penduduk Miskin
Pohuwato,7503,Tidak ada,2023,17.64,621,Persen Penduduk Miskin
Bone Bolango,7504,Tidak ada,2022,16.05,621,Persen Penduduk Miskin
Bone Bolango,7504,Tidak ada,2023,15.51,621,Persen Penduduk Miskin
Gorontalo Utara,7505,Tidak ada,2022,17.24,621,Persen Penduduk Miskin
Gorontalo Utara,7505,Tidak ada,2023,17.03,621,Persen Penduduk Miskin
Kota Gorontalo,7571,Tidak ada,2022,5.73,621,Persen Penduduk Miskin
Kota Gorontalo,7571,Tidak ada,2023,5.64,621,Persen Penduduk Miskin
Sulawesi Barat,7600,Tidak ada,2022,11.75,621,Persen Penduduk Miskin
Sulawesi Barat,7600,Tidak ada,2023,11.49,621,Persen Penduduk Miskin
Majene,7601,Tidak ada,2022,15.13,621,Persen Penduduk Miskin
Majene,7601,Tidak ada,2023,14.54,621,Persen Penduduk Miskin
Polewali Mandar,7602,Tidak ada,2022,16.39,621,Persen Penduduk Miskin
Polewali Mandar,7602,Tidak ada,2023,16.08,621,Persen Penduduk Miskin
Mamasa,7603,Tidak ada,2022,14.51,621,Persen Penduduk Miskin
Mamasa,7603,Tidak ada,2023,14.31,621,Persen Penduduk Miskin
Mamuju,7604,Tidak ada,2022,7.63,621,Persen Penduduk Miskin
Mamuju,7604,Tidak ada,2023,7.57,621,Persen Penduduk Miskin
Mamuju Utara,7605,Tidak ada,2022,5.09,621,Persen Penduduk Miskin
Mamuju Utara,7605,Tidak ada,2023,4.79,621,Persen Penduduk Miskin
Mamuju Tengah,7606,Tidak ada,2022,7.17,621,Persen Penduduk Miskin
Mamuju Tengah,7606,Tidak ada,2023,7.32,621,Persen Penduduk Miskin
Sulawesi Utara,7100,Tidak ada,2024,7.25,621,Persen Penduduk Miskin
Bolaang Mongondow,7101,Tidak ada,2024,7.74,621,Persen Penduduk Miskin
Minahasa,7102,Tidak ada,2024,6.53,621,Persen Penduduk Miskin
Kepulauan Sangihe,7103,Tidak ada,2024,10.84,621,Persen Penduduk Miskin
Kepulauan Talaud,7104,Tidak ada,2024,8.17,621,Persen Penduduk Miskin
Minahasa Selatan,7105,Tidak ada,2024,8.97,621,Persen Penduduk Miskin
Minahasa Utara,7106,Tidak ada,2024,6.95,621,Persen Penduduk Miskin
Bolaang Mongondow Utara,7107,Tidak ada,2024,7.88,621,Persen Penduduk Miskin
Siau Tagulandang Biaro,7108,Tidak ada,2024,8.32,621,Persen Penduduk Miskin
Minahasa Tenggara,7109,Tidak ada,2024,11.72,621,Persen Penduduk Miskin
Bolaang Mongondow Selatan,7110,Tidak ada,2024,11.33,621,Persen Penduduk Miskin
Bolaang Mongondow Timur,7111,Tidak ada,2024,5.87,621,Persen Penduduk Miskin
Kota Manado,7171,Tidak ada,2024,5.43,621,Persen Penduduk Miskin
Kota Bitung,7172,Tidak ada,2024,6.27,621,Persen Penduduk Miskin
Kota Tomohon,7173,Tidak ada,2024,5.38,621,Persen Penduduk Miskin
Kota Kotamobagu,7174,Tidak ada,2024,5.12,621,Persen Penduduk Miskin
Sulawesi Tengah,7200,Tidak ada,2024,11.77,621,Persen Penduduk Miskin
Banggai Kepulauan,7201,Tidak ada,2024,12.32,621,Persen Penduduk Miskin
Banggai,7202,Tidak ada,2024,6.56,621,Persen Penduduk Miskin
Morowali,7203,Tidak ada,2024,11.55,621,Persen Penduduk Miskin
Poso,7204,Tidak ada,2024,14.23,621,Persen Penduduk Miskin
Donggala,7205,Tidak ada,2024,15.3,621,Persen Penduduk Miskin
Toli-Toli,7206,Tidak ada,2024,12.45,621,Persen Penduduk Miskin
Buol,7207,Tidak ada,2024,13.08,621,Persen Penduduk Miskin
Parigi Moutong,7208,Tidak ada,2024,14.2,621,Persen Penduduk Miskin
Tojo Una-Una,7209,Tidak ada,2024,16.36,621,Persen Penduduk Miskin
Sigi,7210,Tidak ada,2024,12.06,621,Persen Penduduk Miskin
Banggai Laut,7211,Tidak ada,2024,13.78,621,Persen Penduduk Miskin
Morowali Utara,7212,Tidak ada,2024,11.95,621,Persen Penduduk Miskin
Kota Palu,7271,Tidak ada,2024,5.94,621,Persen Penduduk Miskin
Sulawesi Selatan,7300,Tidak ada,2024,8.06,621,Persen Penduduk Miskin
Kepulauan Selayar,7301,Tidak ada,2024,10.79,621,Persen Penduduk Miskin
Bulukumba,7302,Tidak ada,2024,6.71,621,Persen Penduduk Miskin
Bantaeng,7303,Tidak ada,2024,8.26,621,Persen Penduduk Miskin
Jeneponto,7304,Tidak ada,2024,11.82,621,Persen Penduduk Miskin
Takalar,7305,Tidak ada,2024,7.75,621,Persen Penduduk Miskin
Gowa,7306,Tidak ada,2024,6.85,621,Persen Penduduk Miskin
Sinjai,7307,Tidak ada,2024,7.82,621,Persen Penduduk Miskin
Maros,7308,Tidak ada,2024,9.32,621,Persen Penduduk Miskin
Pangkajene Dan Kepulauan,7309,Tidak ada,2024,12.41,621,Persen Penduduk Miskin
Barru,7310,Tidak ada,2024,8.31,621,Persen Penduduk Miskin
Bone,7311,Tidak ada,2024,9.58,621,Persen Penduduk Miskin
Soppeng,7312,Tidak ada,2024,6.9,621,Persen Penduduk Miskin
Wajo,7313,Tidak ada,2024,6.47,621,Persen Penduduk Miskin
Sidenreng Rappang,7314,Tidak ada,2024,5.02,621,Persen Penduduk Miskin
Pinrang,7315,Tidak ada,2024,8.55,621,Persen Penduduk Miskin
Enrekang,7316,Tidak ada,2024,11.25,621,Persen Penduduk Miskin
Luwu,7317,Tidak ada,2024,11.7,621,Persen Penduduk Miskin
Tana Toraja,7318,Tidak ada,2024,10.79,621,Persen Penduduk Miskin
Luwu Utara,7322,Tidak ada,2024,11.24,621,Persen Penduduk Miskin
Luwu Timur,7325,Tidak ada,2024,6.55,621,Persen Penduduk Miskin
Toraja Utara,7326,Tidak ada,2024,10.73,621,Persen Penduduk Miskin
Kota Makassar,7371,Tidak ada,2024,4.97,621,Persen Penduduk Miskin
Kota Parepare,7372,Tidak ada,2024,5.27,621,Persen Penduduk Miskin
Kota Palopo,7373,Tidak ada,2024,7.35,621,Persen Penduduk Miskin
Sulawesi Tenggara,7400,Tidak ada,2024,11.21,621,Persen Penduduk Miskin
Buton,7401,Tidak ada,2024,13.99,621,Persen Penduduk Miskin
Muna,7402,Tidak ada,2024,13.78,621,Persen Penduduk Miskin
Konawe,7403,Tidak ada,2024,13.25,621,Persen Penduduk Miskin
Kolaka,7404,Tidak ada,2024,11.67,621,Persen Penduduk Miskin
Konawe Selatan,7405,Tidak ada,2024,11.2,621,Persen Penduduk Miskin
Bombana,7406,Tidak ada,2024,10.54,621,Persen Penduduk Miskin
Wakatobi,7407,Tidak ada,2024,14.36,621,Persen Penduduk Miskin
Kolaka Utara,7408,Tidak ada,2024,13.51,621,Persen Penduduk Miskin
Buton Utara,7409,Tidak ada,2024,14.09,621,Persen Penduduk Miskin
Konawe Utara,7410,Tidak ada,2024,13.17,621,Persen Penduduk Miskin
Kolaka Timur,7411,Tidak ada,2024,13.71,621,Persen Penduduk Miskin
Konawe Kepulauan,7412,Tidak ada,2024,15.54,621,Persen Penduduk Miskin
Muna Barat,7413,Tidak ada,2024,13.38,621,Persen Penduduk Miskin
Buton Tengah,7414,Tidak ada,2024,14.4,621,Persen Penduduk Miskin
Buton Selatan,7415,Tidak ada,2024,14.28,621,Persen Penduduk Miskin
Kota Kendari,7471,Tidak ada,2024,4.23,621,Persen Penduduk Miskin
Kota Baubau,7472,Tidak ada,2024,7.4,621,Persen Penduduk Miskin
Gorontalo,7500,Tidak ada,2024,14.57,621,Persen Penduduk Miskin
Boalemo,7501,Tidak ada,2024,17.83,621,Persen Penduduk Miskin
Gorontalo,7502,Tidak ada,2024,16.43,621,Persen Penduduk Miskin
Pohuwato,7503,Tidak ada,2024,17.11,621,Persen Penduduk Miskin
Bone Bolango,7504,Tidak ada,2024,14.8,621,Persen Penduduk Miskin
Gorontalo Utara,7505,Tidak ada,2024,16.86,621,Persen Penduduk Miskin
Kota Gorontalo,7571,Tidak ada,2024,5.74,621,Persen Penduduk Miskin
Sulawesi Barat,7600,Tidak ada,2024,11.21,621,Persen Penduduk Miskin
Majene,7601,Tidak ada,2024,13.64,621,Persen Penduduk Miskin
Polewali Mandar,7602,Tidak ada,2024,15.66,621,Persen Penduduk Miskin
Mamasa,7603,Tidak ada,2024,14.2,621,Persen Penduduk Miskin
Mamuju,7604,Tidak ada,2024,7.15,621,Persen Penduduk Miskin
Mamuju Utara,7605,Tidak ada,2024,5.21,621,Persen Penduduk Miskin
Mamuju Tengah,7606,Tidak ada,2024,7.72,621,Persen Penduduk Miskin
