Tahun,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Jenis Bencana,Jumlah Kejadian,Meninggal,Luka / Sakit,menderita_mengungsi,Rumah Rusak Berat,Rumah Rusak Sedang,Rumah Rusak Ringan,Rumah Terendam
2024,73,Sulawesi Selatan,73.05,Takalar,Kekeringan,2.0,0,0,445,0,0,0,0
2024,73,Sulawesi Selatan,73.06,Gowa,Banjir,2.0,0,0,1297,0,0,0,229
2024,73,Sulawesi Selatan,73.06,Gowa,Longsor,1.0,0,0,115,0,0,0,0
2024,73,Sulawesi Selatan,73.07,Sinjai,Banjir,1.0,0,0,118,2,1,0,38
2024,73,Sulawesi Selatan,73.07,Sinjai,Longsor,1.0,0,0,116,1,1,30,0
2024,73,Sulawesi Selatan,73.08,Bone,Banjir,4.0,0,0,1379,0,1,0,280
2024,73,Sulawesi Selatan,73.09,Maros,Banjir,1.0,0,0,193102,0,0,0,0
2024,73,Sulawesi Selatan,73.09,Maros,Kekeringan,1.0,0,0,19304,0,0,0,0
2024,73,Sulawesi Selatan,73.1,Pangkajene Dan Kepulauan,Banjir,1.0,0,0,93876,0,0,0,1123
2024,73,Sulawesi Selatan,73.11,Barru,Banjir,1.0,1,0,66913,0,0,0,285
2024,73,Sulawesi Selatan,73.11,Barru,Longsor,1.0,0,0,1279,0,0,17,0
2024,73,Sulawesi Selatan,73.12,Soppeng,Banjir,2.0,1,0,31256,13,0,0,1310
2024,73,Sulawesi Selatan,73.13,Wajo,Banjir,6.0,1,0,85879,14,0,11,24825
2024,73,Sulawesi Selatan,73.14,Sidenreng Rappang,Banjir,6.0,2,2,30309,14,20,14,7885
2024,73,Sulawesi Selatan,73.15,Pinrang,Banjir,8.0,0,0,12717,2,0,0,3123
2024,73,Sulawesi Selatan,73.15,Pinrang,Longsor,1.0,0,0,218,5,4,4,0
2024,73,Sulawesi Selatan,73.16,Enrekang,Banjir,3.0,0,0,9366,7,0,0,1142
2024,73,Sulawesi Selatan,73.16,Enrekang,Longsor,1.0,0,0,101,0,0,0,0
2024,73,Sulawesi Selatan,73.17,Luwu,Banjir,20.0,5,61,41048,108,46,118,7607
2024,73,Sulawesi Selatan,73.17,Luwu,Longsor,4.0,14,8,720,31,5,15,0
2024,73,Sulawesi Selatan,73.18,Tana Toraja,Longsor,2.0,20,2,99,11,0,0,0
2024,73,Sulawesi Selatan,73.22,Luwu Utara,Banjir,18.0,0,0,109084,1,1,0,24759
2024,73,Sulawesi Selatan,73.24,Luwu Timur,Banjir,2.0,0,0,500,0,0,0,108
2024,73,Sulawesi Selatan,73.26,Toraja Utara,Longsor,2.0,3,6,180,2,0,0,0
2024,73,Sulawesi Selatan,73.71,Kota Makassar,Banjir,3.0,0,0,65000,0,0,0,16580
2024,73,Sulawesi Selatan,73.72,Kota Parepare,Banjir,2.0,0,0,1035,4,0,0,294
2024,73,Sulawesi Selatan,73.73,Kota Palopo,Banjir,8.0,0,0,16435,0,0,0,3167
2024,74,Sulawesi Tenggara,74.01,Kolaka,Banjir,1.0,0,0,6315,0,0,0,1263
2024,74,Sulawesi Tenggara,74.02,Konawe,Banjir,4.0,0,0,3095,0,0,0,344
2024,74,Sulawesi Tenggara,74.05,Konawe Selatan,Banjir,2.0,0,0,735,0,0,0,148
2024,74,Sulawesi Tenggara,74.06,Bombana,Banjir,1.0,0,0,40,0,0,0,8
2024,74,Sulawesi Tenggara,74.09,Konawe Utara,Banjir,2.0,0,0,5280,1,0,0,1426
2024,74,Sulawesi Tenggara,74.1,Buton Utara,Banjir,3.0,0,0,3240,0,0,0,724
2024,74,Sulawesi Tenggara,74.13,Muna Barat,Banjir,1.0,0,0,275,0,0,0,0
2024,74,Sulawesi Tenggara,74.71,Kota Kendari,Banjir,3.0,2,1,16835,0,0,0,3304
2024,76,Sulawesi Barat,76.02,Mamuju,Banjir,5.0,0,0,7155,1,0,0,1107
2024,76,Sulawesi Barat,76.03,Mamasa,Longsor,2.0,0,1,2079,58,39,176,0
2024,76,Sulawesi Barat,76.04,Polewali Mandar,Banjir,1.0,0,0,2440,0,0,0,488
2024,76,Sulawesi Barat,76.04,Polewali Mandar,Longsor,1.0,0,0,4850,0,0,0,0
2024,76,Sulawesi Barat,76.06,Mamuju Tengah,Banjir,9.0,0,0,6677,0,0,5,1154
