"nomor","tahun","judul","deskripsi","lokasi","status","detail_url","list_scraped_at","nomor_kejadian","waktu_kejadian","konflik","status_konflik","sektor","sektor_lain","luas_ha","dampak_masyarakat_jiwa","confidentiality","keterlibatan_pemerintah","keterlibatan_perusahaan","keterlibatan_masyarakat","narasi","sumber","lampiran","indikasi_kriminalisasi","bukti_kriminalisasi","jumlah_ditangkap","jumlah_luka","jumlah_tewas","scraped_at","scraping_success"
"1","2003","Tumpang Tindih Taman Nasional Gunung Halimun Salak dengan Wilayah Adat Kasepuhan","Melalui SK Menhut No. 282/Kpts-II/1992, kawasan yang sebelumnya merupakan cagar alam kemudian ditetapkan statusnya sebagai Taman Nasional yang pengelolaannya dilakukan oleh UPT Balai Taman Nasional dengan luas areal mencapai 40.000 ha yang tersebar di Kabupaten Lebak, Bogor dan Sukabumi. Perubahan status sebagai taman nasional tersebut ditengarai karena penjagaan fungsi lain seperti penelitian, ilmu pengetahuan, pendidikan, menunjang kegiatan budidaya, dan pariwisata. Lalu berdasarkan Surat Keputusan Menteri Kehutanan No. 175/Kpts-II/2003, kawasan TNGH diperluas menjadi 113.357 ha dengan nama Taman Nasional Gunung Halimun Salak (TNGHS) dengan konsekuensi wilayah kerja Perum Perhutani berkurang.","Taman Nasional","Hutan Konservasi","https://tanahkita.id/data/konflik/detil/S2QwbDdDLWttVEk","2026-06-13T03:32:58.648111","24-10-2025","01-03-2003","Taman Nasional","Dalam ProsesHukum","Hutan Konservasi","","0.0","0","Public","Kementerian Kehutanan | UPT Balai Taman Nasional","PT Aneka Tambang (PT Antam)","MHA Kasepuhan Karang | MHA Kasepuhan Cirompang | MHA Kasepuhan Citorek","Perebutan sumber daya alam di Kawasan Halimun oleh berbagai pihak bisa ditarik sejarahnya sejak pemerintah Belanda menetapkan kawasan itu sebagai kawasan hutan lindung pada tahun 1924. Penetapan batas hutan kolonial tersebut memicu konflik atat batas, misalnya dengan masyarakat hukum adat yang masih mempraktikkan sistem huma atau perladangan degan Jawatan Kehutanan yang menganggap pembukaan hutan untuk huma adalah tidak sah.  Oleh para Jawatan Kehutanan dan Residen Banten, praktik perladangan dianggap bisa merusak pengaturan air di Daerah Aliran Sungai Ciujung. Terdapat 3 rezim penting yang menjadi tonggak-tonggak terselenggaranya konflik tenurial mulai dari perebutan sumber daya tambang, masuknya Perum Perhutani hingga rezim konservasi. Pertambangan emas yang telah dilakukan oleh masyarakat kemudian dikuasai oleh PT Aneka Tambang (PT Antam). Hasil dari penambangan emas yang sebagian besar dinikmati oleh perusahaan besar dan swasta tersebut memicu pergolakan terutama di wilayah tempatan tambang. Konflik tenurial di Jawa Barat juga diperumit setelah pada tahun 1961 pemerintah mengesahkan Perusahaan Hutan Negara melalui Peraturan Pemerintah No. 17-30 Tahun 1961. Wilayah kerja Perhutani tersebar di berbagai daerah, termasuk 16,8% dari luas lahan hutan di Pulau Jawa. Keberadaan Perum Perhutani sejak tahun 1978 ditandai dengan pemasangan patok pembatas, seperti yang ada di Kasepuhan Ciledug, membawa dampak tersendiri bagi kasepuhan. Misalnya, pelarangan berladang dan pemaksaan menanam pinus dan damar; intimidasi dan penangkapan atas penggarap lahan huma; dan perampasan alat pertanian dan penetapan pajak kolong dari hasil panen. Pelanggengan konflik sumber daya alam dan tenurial di Kawasan Ekosistem Halimun berimplikasi pada masalah-masalah selanjutnya, yaitu: 1. Terhambatnya akses ke hutan untuk pemenuhan kebutuhan pokok dan kesehatan warga Kasepuhan. Penetapan batas yang banyak termasuk larangan masuk ke hutan, menjadi siksaan berat bagi kasepuhan di sekitar Gunung Halimun-Salak.  Kasepuhan Karang dan Kasepuhan Cirompang yang tidak bisa lagi ngahuma atau berladang dengan sistem gilir balik. 2. Pudarnya nilai-nilai kasepuhan yang sebelumnya dianut dalam sistem pengelolaan dan pemanfaatan sumber daya alam. 3. Meningkatnya migrasi keluar dari wilayah kasepuhan. Banyak anak muda dan perempuan yang bekerja sebagai buruh tani, buruh ladang dan buruk di perkebunan milik orang lain sebagai akibat dari larangan masuk lahan. 4. Meningkatnya kasus kemiskinan multidimensi. Hasil panen komoditas padi sebagai mata pencaharian andalan masyarakat Kasepuhan terus mengalami penurunan. Keterbatasan akses lahan di kasepuhan ini berkontribusi pada munculnya beragam kemiskinan. Hilangnya huma kemudian masuknya program beras miskin menyebabkan warga Cirompang semakin tidak berdaya dan jauh dari cita-cita kedaulatan pangan. Lalu hilangnya reuma juga memperparah hilangnya akses dan jaminan kesehatan.","Sajogyo Institute","--Tidak Ada Lampiran--","True","Misalnya, pelarangan berladang dan pemaksaan menanam pinus dan damar; intimidasi dan penangkapan atas penggarap lahan huma; dan perampasan alat pertanian dan penetapan pajak kolong dari hasil panen","0","0","0","2026-06-13T03:35:17.489918","True"
"2","2012","Masyarakat Semende Dikriminalisasi di Kawasan Taman Nasional","TNBBS memiliki sejarah panjang konservasi Kolonial. Awalnya, sebelum TNBBS terbentuk di masa kolonial Belanda dengan nama Suaka Margasatwa Sumatera Selatan  yang ditetapkan oleh Gubernur Jenderal Hindia Belanda pada 1935 seluas 356.800 ha. Baru pada 1982, setelah Kongres taman nasional se-dunia ke III di Bali, Suaka Margasatwa Sumatera Selatan menjadi satu dari 11 lokasi yang ditetapkan sebagai Taman Nasional melalui Surat Pernyataan Menteri Pertanian No. 736/Mentan/X/1982 pada 14 Oktober 1982 seluas 365.000 ha (meluas 8.200 ha). 

Pasca-Orde Baru, TNBBS mengalami perluasan kawasan sebanyak dua kali, pada Juni 1999, wilayah Taman Nasional meluas ke arah wilayah Kabupaten Kaur (Bengkulu) seluas 64.711 ha melalui SK Menhut No. 489/Kpts-II/1999 dan pada Oktober 2015 ditetapkan kembali perluasan wilayah Taman Nasional mencakup tiga kabupaten (Tanggamus, Lampung Barat dan Pesisir Barat) di Lampung seluas 248.861 ha melalui SK Menhut No. SK.4703/Menlhk-PKTL/KUH/2015.","Taman Nasional","Hutan Konservasi","https://tanahkita.id/data/konflik/detil/RzJuX0hXU2VlaDg","2026-06-13T03:32:58.649208","24-10-2025","01-07-2012","Taman Nasional","Dalam ProsesHukum","Hutan Konservasi","","3437.0","1320","Public","Kementerian Kehutanan | Polisi Hutan | Balai Taman Nasional Bukit Barisan Selatan","","Masyarakat Dusun Semende Banding Agung","Konflik antara Masyarakat Semende dengan TNBBS telah terjadi dalam keseharian dengan adanya pencegatan Masyarakat Semende yang turun membawa muatan kopi hasil panen mereka selama ini. Sepanjang 1999 hingga 2012 sebelum konflik pembakaran pemukiman, Masyarakat Semende sering dicegat oleh TNBBS dan menyita muatan panen kopi mereka yang hendak dijual ke Kaur. Meski begitu, strategi yang mereka mainkan saat itu adalah dengan memanfaatkan tengkulak yang membawa hasil panen mereka ke bawah. Meski begitu, ada indikasi terjadinya kongkalikong antara tengkulak dengan petugas TNBBS. Hal ini terindikasi dengan harus membayar ‘uang pelicin’ untuk petugas TNBBS agar bisa lewat. Konflik penguasaan tanah Dusun Lame antara Masyarakat Semende dan BB-TNBBS meledak pada Juli 2012 hingga Desember 2013 di mana terjadi pembakaran terhadap 120 rumah dan harta benda Masyarakat Semende, beragam intimidasi, terror, kekerasan dan kriminalisasi terhadap 4 Warga Semende. Modus yang dilakukan oleh BB-TNBBS terhadap Masyarakat Semende adalah cap stigma ‘perambah’ dalam kawasan TN. Pasca-Pembakaran rumah, Masyarakat Semende mengalami berbagai diskriminasi dan penafian hak sebagai warga negara seperti tidak diakui sebagai warga negara utuh dengan tidak boleh mengikuti Pilkada 2012 akibat KTP dan identitas resmi mereka dilalap api akibat pembakaran rumah yang dilakukan oleh BB-TNBBS, tidak dilayaninya pembuatan KTP warga Semende akibat stigma perambah dan intimidasi dari aparat keamanan dan TNBBS. Pembakaran pemukiman tersebut merupakan operasi menurunkan para perambah dari kawasan TNBBS yang dilakukan oleh Polhut TNBBS. Puncaknya, terjadi kembali operasi menurunkan Masyarakat Semende yang dipandang sebagai perambah (Operasi Turunkan Perambah) pada Desember 2013 dengan pembakaran 13 rumah Masyarakat Semende, lalu menangkap 4 orang Warga Semende atas tuduhan merambah kawasan hutan TNBBS. Tak hanya itu, proses penangkapan mereka begitu janggal, yaitu ditangkap tanpa adanya surat penangkapan (surat penangkapan keluar seminggu setelah penangkapan), surat penangkapan yang tidak sesuai dengan kejadian di lapang (4 warga ditangkap di rumah masing-masing, kenyataannya mereka tidak rumah kebun mereka tapi digiring Polhut dari rumah Heri (salah seorang warga) ke kantor Polhut), penangkapan atas dasar jebakan musyawarah, penggerebekan mencari alat bukti tanpa adanya surat penugasan dan mengobrak-abrik rumah 4 warga yang ditangkap. 4 warga tersebut telah mengalami vonis penahanan selama tiga tahun akibat tuduhan pelanggaran pidana dalam UU No. 18 Tahun 2013 tentang Pencegahan dan Pemberantasan Perusakan Hutan. Secara sosial, dampak yang mereka rasakan adalah semakin terasanya penyingkiran masyarakat Semende sebagai warga negara. Pasca-pembakaran, mereka telah dianggap sebagai stateless karena tidak lagi memiliki identitas resmi warga negara berupa KTP dan KK. Akibatnya, hak-hak politik mereka dicabut, seperti hak memilih dalam Pilkada dan Pemilu. Dalam waktu yang panjang, Masyarakat Semende merasa mengalami diskriminasi dengan tidak adanya pembangunan yang bertujuan untuk memenuhi hak dasar sebagai warga negara, seperti fasilitas dan infrastruktur transportasi dan angkutan, fasilitas kesehatan, program bantuan dasar seperti bantuan pangan murah, jaminan kesehatan, pembangunan sarana dan tenaga pendidikan dan berbagai lembaga peningkatan kesejahteraan dan partisipasi masyarakat dari Negara. Tak hanya itu, secara mendasar, Masyarakat Semende dicerabut dari sumber-sumber agraria atas nama konservasi dan penguasaan tanah atas nama Negara. Hal ini mencerabut identitas sejati dari Masyarakat Semende yang terikat dengan tanah, khususnya Perempuan Adat Semende yang dianggap sebagai ‘penjaga, pengurus dan pewaris tanah adat’. Perempuan, khususnya perempuan paling tua dalam satu keluarga, dianggap sebagai pewaris utama tanah adat Semende sehingga mereka memiliki tanggung jawab untuk merawat tanah agar tetap menjadi sumber penghidupan bagi Masyarakat Semende. Kerja-kerja perawatan terhadap tanaman pertanian dan akses pangan ke hutan merupakan tanggung jawab dari para Perempuan Semende. Sehingga, tanah merupakan hidup matinya para Perempuan Adat Semende. Secara ekonomi, penyitaan hasil-hasil panen kopi mematikan penghidupan Masyarakat Semende yang bergantung dari pertanian kopi dengan selingan tanaman cabai rawit. Tak hanya itu, ketidakpastian dan kerentanan yang dialami oleh Masyarakat Semende akibat pendekatan represif pihak TNBBS melalui operasi turunkan perambah telah menyebabkan kerugian berlipat akibat hilangnya harta benda yang telah dikumpulkan selama bertahun-tahun, hilangnya hasil kerja subsisten Masyarakat akibat hilangnya panen padi mereka akibat dibakar dan pembatasan praktek bertani ladang dan bersawah akibat pembatasan akses terhadap tanah sawah dan ladang gilir balik mereka, musnahnya sandang-papan, khususnya kebutuhan bagi para bayi dan para ibu pengasuh anak, dan kerugian materiil akibat penangkapan 4 warga, seperti hilangnya penghasilan akibat kepala keluarga sebagai pencari nafkah utama harus mendekam di dalam penjara selama tiga tahun, biaya untuk kebutuhan di pengadilan dan hilangnya harta benda akibat digadai dan dijual untuk kebutuhan biaya pengadilan dan proses hukum. Akibat tanah, harta dan tanaman pertanian musnah, sebagian anggota keluarga yang masih kuat secara tenaga harus turun ke bawah ke kota kecamatan atau desa terdekat untuk menjadi buruh tani dan buruh bangunan untuk mencari penghasilan untuk bertahan hidup. Dari hidup cukupan berubah menjadi bertahan hidup. Beberapa orang, khususnya para ibu dan janda harus bertahan di tempat kediaman mereka di atas puing rumah terbakar di bawah terpal plastic dengan udara dingin menusuk.","Sajogyo Institute","--Tidak Ada Lampiran--","True","4 warga tersebut telah mengalami vonis penahanan selama tiga tahun akibat tuduhan pelanggaran pidana dalam UU No | Tak hanya itu, ketidakpastian dan kerentanan yang dialami oleh Masyarakat Semende akibat pendekatan represif pihak TNBBS melalui operasi turunkan perambah telah menyebabkan kerugian berlipat akibat hilangnya harta benda yang telah dikumpulkan selama bertahun-tahun, hilangnya hasil kerja subsisten Masyarakat akibat hilangnya panen padi mereka akibat dibakar dan pembatasan praktek bertani ladang dan bersawah akibat pembatasan akses terhadap tanah sawah dan ladang gilir balik mereka, musnahnya sandang-papan, khususnya kebutuhan bagi para bayi dan para ibu pengasuh anak, dan kerugian materiil akibat penangkapan 4 warga, seperti hilangnya penghasilan akibat kepala keluarga sebagai pencari nafkah utama harus mendekam di dalam penjara selama tiga tahun, biaya untuk kebutuhan di pengadilan dan hilangnya harta benda akibat digadai dan dijual untuk kebutuhan biaya pengadilan dan proses hukum | Tak hanya itu, proses penangkapan mereka begitu janggal, yaitu ditangkap tanpa adanya surat penangkapan (surat penangkapan keluar seminggu setelah penangkapan), surat penangkapan yang tidak sesuai dengan kejadian di lapang (4 warga ditangkap di rumah masing-masing, kenyataannya mereka tidak rumah kebun mereka tapi digiring Polhut dari rumah Heri (salah seorang warga) ke kantor Polhut), penangkapan atas dasar jebakan musyawarah, penggerebekan mencari alat bukti tanpa adanya surat penugasan dan mengobrak-abrik rumah 4 warga yang ditangkap | Pasca-Pembakaran rumah, Masyarakat Semende mengalami berbagai diskriminasi dan penafian hak sebagai warga negara seperti tidak diakui sebagai warga negara utuh dengan tidak boleh mengikuti Pilkada 2012 akibat KTP dan identitas resmi mereka dilalap api akibat pembakaran rumah yang dilakukan oleh BB-TNBBS, tidak dilayaninya pembuatan KTP warga Semende akibat stigma perambah dan intimidasi dari aparat keamanan dan TNBBS | Pembakaran pemukiman tersebut merupakan operasi menurunkan para perambah dari kawasan TNBBS yang dilakukan oleh Polhut TNBBS","4","0","0","2026-06-13T03:35:19.406293","True"
"3","2016","Masyarakat Adat Rejang Kehilangan Hak atas Hutannya","Hubungan MHA Rejang dengan hutan mengalami gejolak ketika pemerintah orde baru menetapkan hampir seluruh kawasan hutan masyarakat Rejang di Kabupaten Lebong sebagai kawasan TNKS. Surat Menteri Pertanian No.736/ Mentan/X/1982, tertanggal 14 Oktober 1982 menetapkan TNKS seluas 1.484.660 hektar yang di dalamnya merupakan gabungan dari 17 kelompok Hutan Lindung Register tahun 1921-1926 yang sebelumnya ditetapkan oleh pemerintah Hindia Belanda. Dalam perjalanannya, terdapat perubahan luas TNKS sehingga dilakukan pula pengukuran tata batas ulang melalui pemancangan pal batas dan rekonstruksi.","Taman Nasional","Hutan Konservasi","https://tanahkita.id/data/konflik/detil/bzRwajlibEZmOFU","2026-06-13T03:32:58.649208","24-10-2025","01-09-2016","Taman Nasional","Dalam Proses","Hutan Konservasi","","0.0","0","Public","Kementerian Kehutanan","","","Hubungan MHA Rejang dengan hutan mengalami gejolak ketika pemerintah orde baru menetapkan hampir seluruh kawasan hutan masyarakat Rejang di Kabupaten Lebong sebagai kawasan TNKS. Surat Menteri Pertanian No.736/ Mentan/X/1982, tertanggal 14 Oktober 1982 menetapkan TNKS seluas 1.484.660 hektar yang di dalamnya merupakan gabungan dari 17 kelompok Hutan Lindung Register tahun 1921-1926 yang sebelumnya ditetapkan oleh pemerintah Hindia Belanda. Dalam perjalanannya, terdapat perubahan luas TNKS sehingga dilakukan pula pengukuran tata batas ulang melalui pemancangan pal batas dan rekonstruksi. Pendapat TNKS memicu konflik berkepanjangan antara pengelola kawasan dengan MHA Rejang, terutama karena paradigma konservasionis yang membersihkan hutan dari aktivitas manusia–ketika itu telah terjadi secara turun temurun. Dalam penetapan batas TNKS, pemerintah juga tidak melibatkan secara aktif MHA. Penerbitan Putusan Mahkamah Konstitusi Nomor 35/PUU-X/2012 yang menguji Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan, khususnya terkait dengan status hutan adat, memberi peluang masyarakat adat untuk mengelola kembali hutan adatnya yang sebelumnya dimasukkan ke dalam hutan negara.  Salah satu kasus pengajuan hutan adat adalah Masyarakat Hukum Adat (MHA) Rejang, Kabupaten Lebong, Bengkulu, yang telah mengajukan pengakuan hutan adat selama 5 tahun namun terhambat pada SK Bupati tentang tim verifikasi dan identifikasi hutan adat. Akibat dari penetapan wilayah TNKS adalah hilangnya hak MHA Rejang terhadap hutan adat dan tergerusnya identitas serta relasi sejarahnya terhadap wilayahnya. Pasca TNKS diputuskan, aparat kehutanan kerap melakukan aksi represif terutama menjelang akhir rezim orde baru selama tahun 1990-1998. Aksi represif ini menyebabkan trauma psikis hingga sebagian masyarakat tidak lagi melakukan aktivitas di hutan dan mencari alternatif ekonomi yang lain. Relasi MHA Rejang dengan hutannya tidak terbatas pada hutan sebagai tempat mencari penghidupan, namun juga sebagai tempat sakral yang tidak boleh didatangi sembarang orang, dan menebang pohon harus mengikuti aturan tertentu. Dengan kata lain, hutan memenuhi fungsi ekonomi, ekologis dan spiritual.","Sajogyo Institute","--Tidak Ada Lampiran--","True","Pasca TNKS diputuskan, aparat kehutanan kerap melakukan aksi represif terutama menjelang akhir rezim orde baru selama tahun 1990-1998","0","0","0","2026-06-13T03:35:21.228349","True"
"4","2025","Rezim konservasi laut mengepuh area tangkap nelayan kecil di Pemuteran","Perda No. 2 Tahun 2023 tentang Rencana Tata Ruang Wilayah Provinsi  Bali Tahun 2023-2024 menunjuk wilayah tangkap ikan nelayan Pemuteran menjadi areal konservasi","Taman Nasional","Kawasan Konservasi Laut","https://tanahkita.id/data/konflik/detil/ejY2ak5XTEUyQXM","2026-06-13T03:32:58.649208","16-10-2025","01-04-2025","Taman Nasional","Dalam ProsesMediasi","Kawasan Konservasi Laut","","0.0","7434","Public","Kementerian Kelautan dan Perikanan","","","Bali adalah salah satu provinsi yang telah mengintegrasikan Rencana Zonasi Wilayah Pesisir dan Pulau-Pulau Kecil (RZWP3K) ke dalam Rencana Tata Ruang Wilayah Provinsi (RTRWP), sesuai dengan mandat Undang-Undang Cipta Kerja (UUCK). Pada 2023, Pemprov Bali menerbitkan Perda No. 2 Tahun 2023 tentang Rencana Tata Ruang Wilayah Provinsi  Bali Tahun 2023-2024. Dalam peta lampiran Peta tersebut, terdapat penunjukan zona-zona di ruang laut Pemuteran, salah satunya Kawasan Konservasi Perairan seluas 972 hektar. Padahal, lokasi tersebut merupakan lokasi tangkap nelayan sehari-hari dan penunjukan kawasan konservasi tersebut berpotensi menggusur nelayan yang bergantung dari hasil tangkapan ikan untuk kebutuhan hidup sehari-hari. Hingga Mei 2025, nelayan di Pemuteran mengaku belum ada sosialisasi dan pemaparan hal tersebut dari Pemerintah terkait.","Yayasan Garis Pantai Nusantara","--Tidak Ada Lampiran--","True","Padahal, lokasi tersebut merupakan lokasi tangkap nelayan sehari-hari dan penunjukan kawasan konservasi tersebut berpotensi menggusur nelayan yang bergantung dari hasil tangkapan ikan untuk kebutuhan hidup sehari-hari","0","0","0","2026-06-13T03:35:23.080965","True"
"5","2021","Konflik Tenurial di Kawasan Suaka Margasatwa Karang Gading","Terjadi konflik tenurial antara dua Kelompok Tani Hutan di Suaka Margasatwa (SM) Karang Gading dan Langkat Timur Laut di Desa Paluh Kurau, Kecamatan Hamparan Perak, Kabupaten Deli Serdang","Hutan Lindung","Hutan Lindung","https://tanahkita.id/data/konflik/detil/cDd2RGZDcnoycTA","2026-06-13T03:32:58.649208","02-11-2021","01-11-2021","Hutan Lindung","Selesai","Hutan Lindung","","0.0","0","Public","BKSDA Sumatera Utara | Pemerintah Kabupaten | Polres Belawan | Polsek Hamparan Perak","","Kelompok Tani Hutan","Konflik tenurial di Taman Nasional (TN) Bunaken, khususnya di Pulau Mantehage, terjadi sejak penetapan kawasan pada 1986, yang diperkuat oleh Keputusan Menteri Kehutanan Nomor SK.734/Menhut-II/2014. Penolakan masyarakat dipicu oleh klaim lahan kebun dan permukiman yang tumpang tindih dengan kawasan TN Bunaken. Konflik melibatkan masyarakat dan Panitia Tata Batas (PTB) Kawasan Hutan Minahasa Utara karena kurangnya pemahaman masyarakat tentang penataan batas dan aturan penyelesaian konflik. Penutupan lahan di Pulau Mantehage mencakup hutan mangrove, pertanian, kebun campuran, semak belukar, permukiman, dan jalan, dengan hasil overlay peta menunjukkan adanya permukiman dan kebun di dalam kawasan TN. Masyarakat menuntut hak milik atas lahan yang dikuasai untuk bebas mengelola lahan mereka. Penyelesaian konflik dapat dilakukan melalui pengakuan hak pihak ketiga dalam penataan batas, peninjauan RTRW, dan pemberdayaan masyarakat melalui kemitraan konservasi. Subjek konflik terdiri dari masyarakat desa sebagai pengelola lahan dan PTB sebagai penyelenggara penataan batas.","https://ksdae.menlhk.go.id/artikel/10191/penyelesaian-konflik-tenurial-di-kawasan-suaka-margasatwa-karang-gading.html","--Tidak Ada Lampiran--","True","Penutupan lahan di Pulau Mantehage mencakup hutan mangrove, pertanian, kebun campuran, semak belukar, permukiman, dan jalan, dengan hasil overlay peta menunjukkan adanya permukiman dan kebun di dalam kawasan TN","0","0","0","2026-06-13T03:35:24.992565","True"
"6","2025","Perambahan Hutan Lindung Siabu untuk Perkebunan Sawit","Polda Riau membongkar kasus perkebunan sawit ilegal di Hutan Lindung Siabu dan menetapkan tersangka kasus yang berkaitan.","Hutan Lindung","Hutan Lindung","https://tanahkita.id/data/konflik/detil/V2xtYUNMbHVmQVU","2026-06-13T03:32:58.649208","01-05-2025","01-05-2025","Hutan Lindung","Selesai","Hutan Lindung","","0.0","0","Public","Polda Riau","","","Adanya perambahan hutan yang ditanami sawit di area Hutan Produksi Terbatas dan Hutan Lindung Siabu, Kampar, Riau. Hutan dirusak untuk kegiatan perkebunan sawit ilegal ini ditangani Polda Riau, yaitu dengan terjeratnya tersangka pengrusakan yang secara rincinya dikenai Pasal 78 Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan, juncto Undang-Undang Nomor 6 Tahun 2023 tentang Penetapan Perppu Cipta Kerja menjadi Undang-Undang, serta Pasal 92 Undang-Undang Nomor 18 Tahun 2013 tentang Pencegahan dan Pemberantasan Perusakan Hutan.","https://news.detik.com/melindungi-tuah-marwah/d-7955900/polda-riau-tersangka-merambah-hutan-lindung-siabu-untuk-lahan-sawit","--Tidak Ada Lampiran--","True","Hutan dirusak untuk kegiatan perkebunan sawit ilegal ini ditangani Polda Riau, yaitu dengan terjeratnya tersangka pengrusakan yang secara rincinya dikenai Pasal 78 Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan, juncto Undang-Undang Nomor 6 Tahun 2023 tentang Penetapan Perppu Cipta Kerja menjadi Undang-Undang, serta Pasal 92 Undang-Undang Nomor 18 Tahun 2013 tentang Pencegahan dan Pemberantasan Perusakan Hutan","0","0","0","2026-06-13T03:35:26.833637","True"
"7","2024","Penolakan Masyarakat Adat Dayak terhadap Penetapan Gunung Meratus menjadi Taman Nasional","Perubahan status kawasan Gunung Meratus menjadi Taman Nasional Meratus atau kawasan konservasi milik negara mendapat penolakan dari Masyarakat Adat Dayak Pegunungan Meratus.","Taman Nasional","Hutan Konservasi","https://tanahkita.id/data/konflik/detil/REIzVzdVakl3Y0U","2026-06-13T03:32:58.649208","23-09-2024","01-09-2024","Taman Nasional","Belum Ditangani","Hutan Konservasi","","0.0","0","Public","","","Masyarakat Adat Dayak Meratus","Masyarakat Adat Dayak Pegunungan Meratus menolak penetapan kawasan Gunung Meratus menjadi kawasan konservasi milik negara atau taman nasional karena dianggap mencederai hak-hak tradisional masyarakat. Kawasan hutan di sana sudah menjadi sumber penghidupan dan ruang hidup bagi masyarakat setempat, sehingga mereka khawatir perubahan status ini menimbulkan konflik dan masalah di kemudian hari.","https://www.tempo.co/politik/masyarakat-adat-dayak-tolak-pegunungan-meratus-jadi-taman-nasional-1232466","--Tidak Ada Lampiran--","True","Masyarakat Adat Dayak Pegunungan Meratus menolak penetapan kawasan Gunung Meratus menjadi kawasan konservasi milik negara atau taman nasional karena dianggap mencederai hak-hak tradisional masyarakat","0","0","0","2026-06-13T03:35:28.775014","True"
"8","2025","Perkebunan Sawit Ilegal di Taman Nasional Tesso Nilo","Kawasan yang ditetapkan sebagai hutan lindung ditemukan oleh Satgas PKH sebagai kebun sawit ilegal","Taman Nasional","Hutan Konservasi","https://tanahkita.id/data/konflik/detil/TnZWTk9qYmFObEE","2026-06-13T03:32:58.649208","Agustus 2025","01-08-2025","Taman Nasional","Dalam Proses","Hutan Konservasi","","0.0","0","Public","Tim Satuan Tugas Penertiban Kawasan Hutan (Satgas PKH) | Taman Nasional Tesso Nilo (TNTN)","","","Tim Satuan Tugas Penertiban Kawasan Hutan (Satgas PKH) memberikan tenggat waktu tiga bulan, dari 22 Mei hingga 22 Agustus 2025, kepada penggarap ilegal di Taman Nasional Tesso Nilo (TNTN), Kabupaten Pelalawan, Riau, untuk mengosongkan lahan seluas 81.793 hektare yang telah disulap menjadi perkebunan kelapa sawit. Kebijakan ini disampaikan Kasum TNI Letjen Richard TH Tampubolon saat pemasangan pelang penyegelan kawasan, didampingi pejabat tinggi seperti Jaksa Agung Muda Pidana Khusus Febrie Adriansyah, Wakil Ketua Pelaksana II Kabareskrim Komjen Wahyu Widada, Kapolda Riau Irjen Herry Heryawan, Bupati Pelalawan Zukri Misran, dan unsur Forkopimda. Dari luas awal 81.739 hektare, hanya tersisa sekitar 20 ribu hektare hutan, terdiri dari 6.720 hektare hutan primer, 5.499 hektare hutan sekunder, dan 7.074 hektare semak belukar, menunjukkan kondisi TNTN sebagai paru-paru dunia yang kini sangat memprihatinkan. Letjen Richard menegaskan bahwa segala aktivitas berkebun, membuka lahan, membakar hutan, atau mendirikan tempat tinggal di kawasan konservasi ini melanggar hukum, sehingga penegakan hukum dilakukan untuk melindungi ekosistem dan habitat satwa langka seperti harimau Sumatra dan gajah. Dalam masa tenggat relokasi, warga diperbolehkan memanen kelapa sawit berumur di atas lima tahun, namun kebun sawit di bawah lima tahun dianggap hasil perambahan baru dan dilarang dilanjutkan. Selama tiga bulan tersebut, aktivitas pembukaan lahan, penanaman baru, atau perluasan kebun dilarang keras, dengan imbauan kepada masyarakat untuk mematuhi aturan demi menjaga keberlangsungan TNTN untuk generasi mendatang. Jampidsus Febrie Adriansyah mengungkapkan adanya indikasi keterlibatan oknum aparat dan pejabat pemerintahan dalam pelanggaran hukum ini, yang akan diproses sesuai hukum. Upaya penertiban ini mencerminkan komitmen pemerintah untuk mengembalikan fungsi TNTN sebagai kawasan konservasi, sekaligus mengatasi konflik agraria yang telah lama merusak ekosistem, dengan pendekatan yang mengedepankan kesadaran masyarakat dan penegakan hukum yang tegas.

https://www.metrotvnews.com/read/NLMCJqGr-81-793-hektare-lahan-di-taman-nasional-tesso-nilo-dirambah-jadi-kebun-sawit-ilegal.,  https://news.detik.com/berita/d-7958291/satgas-pkh-temukan-kebun-sawit-ilegal-di-taman-nasional-tesso-nilo-riau","https://www.metrotvnews.com/read/NLMCJqGr-81-793-hektare-lahan-di-taman-nasional-tesso-nilo-dirambah-jadi-kebun-sawit-ilegal.,  https://news.detik.com/berita/d-7958291/satgas-pkh-temukan-kebun-sawit-ilegal-di-taman-nasional-tesso-nilo-riau","--Tidak Ada Lampiran--","True","Jampidsus Febrie Adriansyah mengungkapkan adanya indikasi keterlibatan oknum aparat dan pejabat pemerintahan dalam pelanggaran hukum ini, yang akan diproses sesuai hukum | Kebijakan ini disampaikan Kasum TNI Letjen Richard TH Tampubolon saat pemasangan pelang penyegelan kawasan, didampingi pejabat tinggi seperti Jaksa Agung Muda Pidana Khusus Febrie Adriansyah, Wakil Ketua Pelaksana II Kabareskrim Komjen Wahyu Widada, Kapolda Riau Irjen Herry Heryawan, Bupati Pelalawan Zukri Misran, dan unsur Forkopimda | 074 hektare semak belukar, menunjukkan kondisi TNTN sebagai paru-paru dunia yang kini sangat memprihatinkan","0","0","0","2026-06-13T03:35:30.701357","True"
