provinsi,tahun,indikator,nilai
Papua,2023,Kasus Malaria Positif,148723
Papua Barat,2023,Kasus Malaria Positif,8274
Papua Pegunungan,2023,Kasus Malaria Positif,10171
Papua Selatan,2023,Kasus Malaria Positif,38220
Papua Tengah,2023,Kasus Malaria Positif,147285
Riau,2023,Kasus Malaria Positif,2619
Sulawesi Barat,2023,Kasus Malaria Positif,321
Sulawesi Selatan,2023,Kasus Malaria Positif,1805
Sulawesi Tengah,2023,Kasus Malaria Positif,636
Sulawesi Tenggara,2023,Kasus Malaria Positif,585
Sulawesi Utara,2023,Kasus Malaria Positif,1221
Sumatera Barat,2023,Kasus Malaria Positif,56
Sumatera Selatan,2023,Kasus Malaria Positif,51
Sumatera Utara,2023,Kasus Malaria Positif,4921
