72,PROFIL KESEHATAN INDONESIA Tahun 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39,71 876",,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,,,,,,667,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,0,0,0,1,0,1,3,0,3,0,0,0,2,2,4,12,0,12,1,0,1,11,7,18,30,9,39
23,Kalimantan Timur,0,0,0,1,0,1,3,0,3,0,0,0,2,1,3,8,0,8,3,1,4,19,10,29,36,12,48
24,Kalimantan Utara,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,0,4,0,0,0,1,0,1,7,0,7
25,Sulawesi Utara,2,0,2,1,0,1,3,0,3,0,1,1,2,1,3,12,0,12,1,0,1,18,2,20,39,4,43
26,Sulawesi Tengah,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,15,0,15,2,1,3,6,7,13,25,8,33
27,Sulawesi Selatan,1,1,2,1,0,1,6,0,6,0,1,1,4,2,6,25,0,25,2,1,3,26,20,46,65,25,90
28,Sulawesi Tenggara,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,13,0,13,2,1,3,10,1,11,29,2,31
29,Gorontalo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,6,2,0,2,3,1,4,12,1,13
30,Sulawesi Barat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,7,0,0,0,2,1,3,10,1,11
31,Maluku,0,0,0,1,0,1,3,0,3,0,0,0,1,0,1,14,1,15,1,0,1,7,0,7,27,1,28
32,Maluku Utara,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,11,0,11,1,0,1,5,0,5,20,0,20
33,Papua Barat,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7,2,0,2,4,0,4,16,0,16
34,Papua,0,0,0,1,0,1,6,0,6,0,0,0,2,1,3,23,1,24,0,0,0,6,1,7,38,3,41
Indonesia,,14,19,33,42,0,42,119,6,125,10,3,13,75,45,120,477,3,480,87,10,97,1222,469,1691,2046,555,2601
No,Pengelola,Tahun 2013,,Tahun 2014,,Tahun 2015,,Tahun 2016,,,,,,,,,,,,,,,,,,,,
,,RS,TT,RS,TT,RS,TT,RS,TT,,,,,,,,,,,,,,,,,,,
(1),(2),(5),(6),(7),(8),(9),(10),(11),(12),,,,,,,,,,,,,,,,,,,
1,Kementerian Kesehatan,14,11.028,14,11.397,14,11.343,14,11.260,,,,,,,,,,,,,,,,,,,
2,Kepolisian,41,4.480,42,4.792,42,4.894,42,4.780,,,,,,,,,,,,,,,,,,,
3,Tentara Nasional Indonesia,114,16.352,121,16.867,120,16.993,119,13.317,,,,,,,,,,,,,,,,,,,
4,Kementerian Lain,3,268,5,534,6,493,10,1.095,,,,,,,,,,,,,,,,,,,
5,Pemerintah Provinsi,53,18.526,52,18.613,68,20.832,75,21.462,,,,,,,,,,,,,,,,,,,
6,Pemerintah Kabupaten,446,66.755,456,71.290,466,74.722,477,79.033,,,,,,,,,,,,,,,,,,,
7,Pemerintah Kota,79,17.939,81,19.479,87,20.532,87,20.500,,,,,,,,,,,,,,,,,,,
8,Swasta,975,109.992,1.084,115.727,1.148,124.329,1.222,132.200,,,,,,,,,,,,,,,,,,,
Jumlah,,1.725,245.340,1.855,258.699,1.951,274.138,2.046,283.647,,,,,,,,,,,,,,,,,,,
No,Jenis Rumah Sakit,Tahun 2013,,Tahun 2014,,Tahun 2015,,Tahun 2016,,,,,,,,,,,,,,,,,,,,
,,RS,TT,RS,TT,RS,TT,RS,TT,,,,,,,,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),,,,,,,,,,,,,,,,,,,
1,RS Khusus Ibu dan Anak,320,15.119,357,17.078,356,17.104,370,18.198,,,,,,,,,,,,,,,,,,,
2,RS Khusus Jiwa,50,10.249,50,10.641,44,10.294,44,10.278,,,,,,,,,,,,,,,,,,,
3,RS Khusus Bedah,43,1.664,43,1.728,42,1.844,41,1.693,,,,,,,,,,,,,,,,,,,
4,RS Khusus Mata,15,647,19,747,20,747,24,791,,,,,,,,,,,,,,,,,,,
5,RS Khusus Gigi dan Mulut,17,54,21,81,22,83,23,91,,,,,,,,,,,,,,,,,,,
6,RS Khusus Paru,11,919,12,1.000,11,934,11,962,,,,,,,,,,,,,,,,,,,
7,RS Khusus THT,13,277,13,284,8,174,8,186,,,,,,,,,,,,,,,,,,,
8,RS Khusus Jantung dan Pembuluh Darah,3,416,6,544,6,554,6,575,,,,,,,,,,,,,,,,,,,
9,RS Khusus Kanker,2,401,2,401,2,325,2,420,,,,,,,,,,,,,,,,,,,
10,RS Khusus Infeksi,2,257,2,257,2,257,2,281,,,,,,,,,,,,,,,,,,,
11,RS Khusus Ginjal,1,84,1,84,1,27,2,27,,,,,,,,,,,,,,,,,,,
12,RS Khusus Otak,1,433,1,433,1,433,1,449,,,,,,,,,,,,,,,,,,,
13,RS Khusus Ketergantungan Obat,1,100,1,100,1,100,1,100,,,,,,,,,,,,,,,,,,,
14,RS Khusus Kusta,18,2.048,16,1.888,13,1.631,12,1.342,,,,,,,,,,,,,,,,,,,
15,RS Khusus Orthopedi,3,231,3,236,3,222,3,218,,,,,,,,,,,,,,,,,,,
16,RS Khusus Stroke,1,130,1,140,1,183,1,177,,,,,,,,,,,,,,,,,,,
17,RS Khusus Rehabilitasi,0,0,0,0,1,0,1,28,,,,,,,,,,,,,,,,,,,
18,RS Khusus Penyakit Dalam,2,81,2,81,2,81,2,81,,,,,,,,,,,,,,,,,,,
19,RS Khusus Syaraf,0,0,1,15,1,15,1,15,,,,,,,,,,,,,,,,,,,
Jumlah,,503,33.110,551,35.738,537,35.008,555,35.912,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Penduduk 2016,Kelas A,,,Kelas B,,,Kelas C,,,Kelas D,,,Belum Ditetapkan Kelas,,,Total,,,,,,,,,,
,,,RS,,TT,RS,,TT,RS,,TT,RS,,TT,RS,,TT,RS,TT,,,,,,,,,
,,,Jumlah,%,,Jumlah,%,,Jumlah,%,,Jumlah,%,,Jumlah,%,,,Jumlah,Rasio,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),(21),,,,,,,,
1,Aceh,5.096.248,2,"2,94",897,9,"13,24",2.219,28,"41,18",3.470,9,"13,24",542,20,"29,41",1.316,68,8.444,"1,66",,,,,,,,
2,Sumatera Utara,14.102.911,2,"1,03",1.159,28,"14,36",6.046,83,"42,56",8.411,28,"14,36",1.917,54,"27,69",3.512,195,21.045,"1,49",,,,,,,,
3,Sumatera Barat,5.259.528,2,"2,99",1.105,5,"7,46",988,30,"44,78",3.104,10,"14,93",573,20,"29,85",693,67,6.463,"1,23",,,,,,,,
4,Riau,6.500.971,1,"1,39",182,7,"9,72",1.722,37,"51,39",3.143,21,"29,17",1.018,6,"8,33",190,72,6.255,"0,96",,,,,,,,
5,Jambi,3.458.926,0,"0,00",0,4,"11,76",1.005,20,"58,82",2.029,6,"17,65",410,4,"11,76",216,34,3.660,"1,06",,,,,,,,
6,Sumatera Selatan,8.160.901,3,"4,62",1.412,5,"7,69",1.033,31,"47,69",5.118,15,"23,08",1.076,11,"16,92",613,65,9.252,"1,13",,,,,,,,
7,Bengkulu,1.904.793,0,"0,00",0,2,"9,52",703,8,"38,10",719,8,"38,10",457,3,"14,29",208,21,2.087,"1,10",,,,,,,,
8,Lampung,8.205.141,0,"0,00",0,5,"7,81",1.488,39,"60,94",3.668,16,"25,00",1.045,4,"6,25",154,64,6.355,"0,77",,,,,,,,
9,Kepulauan Bangka Belitung,1.401.827,0,"0,00",0,1,"5,88",116,11,"64,71",1.183,3,"17,65",255,2,"11,76",70,17,1.624,"1,16",,,,,,,,
10,Kepulauan Riau,2.028.169,0,"0,00",0,6,"21,43",1.211,14,"50,00",1.352,4,"14,29",268,4,"14,29",95,28,2.926,"1,44",,,,,,,,
11,DKI Jakarta,10.277.628,15,"7,89",5.339,58,"30,53",10.739,54,"28,42",3.724,27,"14,21",853,36,"18,95",2.274,190,22.929,"2,23",,,,,,,,
12,Jawa Barat,47.379.389,9,"2,74",2.719,55,"16,77",13.338,151,"46,04",14.581,52,"15,85",3.069,61,"18,60",3.946,328,37.653,"0,79",,,,,,,,
13,Jawa Tengah,34.019.095,8,"2,76",3.584,34,"11,72",11.019,123,"42,41",15.639,91,"31,38",6.245,34,"11,72",1.855,290,38.342,"1,13",,,,,,,,
14,DI Yogyakarta,3.720.912,3,"4,05",1.030,12,"16,22",2.494,15,"20,27",902,31,"41,89",1.627,13,"17,57",635,74,6.688,"1,80",,,,,,,,
15,Jawa Timur,39.075.152,6,"1,59",4.114,47,"12,47",11.416,133,"35,28",13.542,72,"19,10",4.256,119,"31,56",5.542,377,38.870,"0,99",,,,,,,,
16,Banten,12.203.148,1,"1,05",207,19,"20,00",4.432,49,"51,58",4.081,9,"9,47",489,17,"17,89",808,95,10.017,"0,82",,,,,,,,
17,Bali,4.200.069,3,"5,26",1.146,6,"10,53",1.488,25,"43,86",2.354,10,"17,54",658,13,"22,81",558,57,6.204,"1,48",,,,,,,,
18,Nusa Tenggara Barat,4.896.162,0,"0,00",0,3,"10,71",610,14,"50,00",1.739,10,"35,71",798,1,"3,57",52,28,3.199,"0,65",,,,,,,,
19,Nusa Tenggara Timur,5.203.514,0,"0,00",0,1,"2,22",344,19,"42,22",2.138,16,"35,56",1.147,9,"20,00",543,45,4.172,"0,80",,,,,,,,
20,Kalimantan Barat,4.861.738,0,"0,00",0,5,"11,11",1.476,22,"48,89",2.393,9,"20,00",688,9,"20,00",403,45,4.960,"1,02",,,,,,,,
21,Kalimantan Tengah,2.550.192,0,"0,00",0,3,"14,29",713,7,"33,33",694,9,"42,86",454,2,"9,52",101,21,1.962,"0,77",,,,,,,,
22,Kalimantan Selatan,4.055.479,2,"5,13",1.155,6,"15,38",815,21,"53,85",2.297,5,"12,82",302,5,"12,82",155,39,4.724,"1,16",,,,,,,,
23,Kalimantan Timur,3.501.232,2,"4,17",1.121,7,"14,58",1.566,20,"41,67",2.280,7,"14,58",369,12,"25,00",395,48,5.731,"1,64",,,,,,,,
24,Kalimantan Utara,666.333,0,"0,00",0,1,"14,29",375,3,"42,86",500,3,"42,86",100,0,"0,00",0,7,975,"1,46",,,,,,,,
25,Sulawesi Utara,2.436.921,1,"2,33",885,2,"4,65",523,17,"39,53",2.361,10,"23,26",555,13,"30,23",666,43,4.990,"2,05",,,,,,,,
26,Sulawesi Tengah,2.921.715,0,"0,00",0,3,"9,09",1.075,15,"45,45",1.974,7,"21,21",392,8,"24,24",346,33,3.787,"1,30",,,,,,,,
27,Sulawesi Selatan,8.606.375,3,"3,33",1.490,23,"25,56",4.980,39,"43,33",4.580,11,"12,22",722,14,"15,56",567,90,12.339,"1,43",,,,,,,,
28,Sulawesi Tenggara,2.551.008,0,"0,00",0,2,"6,45",519,13,"41,94",1.178,7,"22,58",372,9,"29,03",374,31,2.443,"0,96",,,,,,,,
29,Gorontalo,1.150.765,0,"0,00",0,2,"15,38",605,4,"30,77",454,4,"30,77",292,3,"23,08",153,13,1.504,"1,31",,,,,,,,
30,Sulawesi Barat,1.306.478,0,"0,00",0,0,"0,00",0,5,"45,45",661,0,"0,00",0,6,"54,55",348,11,1.009,"0,77",,,,,,,,
31,Maluku,1.715.548,0,"0,00",0,3,"10,71",631,5,"17,86",518,14,"50,00",753,6,"21,43",300,28,2.202,"1,28",,,,,,,,
32,Maluku Utara,1.185.912,0,"0,00",0,1,"5,00",293,3,"15,00",288,9,"45,00",559,7,"35,00",182,20,1.322,"1,11",,,,,,,,
33,Papua Barat,893.362,0,"0,00",0,0,"0,00",0,5,"31,25",724,5,"31,25",302,6,"37,50",336,16,1.362,"1,52",,,,,,,,
34,Papua,3.207.444,0,"0,00",0,2,"4,88",473,10,"24,39",2.047,10,"24,39",585,19,"46,34",703,41,3.808,"1,19",,,,,,,,
Indonesia,,258.704.986,63,"2,42",27.545,367,"14,11",86.455,1.073,"41,25",113.846,548,"21,07",33.148,550,"21,15",28.309,2.601,289.303,"1,12",,,,,,,,
No,Provinsi,Total Tempat Tidur*,Kelas Perawatan,,,,,,,,,,,,Ruang Non Rawat Inap ***,,,,,,,,,,,,,
,,,V V I P,,V I P,,Kelas I,,Kelas II,,Kelas III,,Ruang Rawat Inap Lainnya**,,,,,,,,,,,,,,,
,,,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,Jumlah,%,,,,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),,,,,,,,,,,,
1,Aceh,9.404,154,"1,64",517,"5,50",1.021,"10,86",1.290,"13,72",4.298,"45,70",1.164,"12,38",960,"10,21",,,,,,,,,,,,
2,Sumatera Utara,22.781,384,"1,69",1.580,"6,94",3.095,"13,59",4.567,"20,05",8.582,"37,67",2.837,"12,45",1.736,"7,62",,,,,,,,,,,,
3,Sumatera Barat,7.082,129,"1,82",496,"7,00",932,"13,16",1.279,"18,06",2.773,"39,16",854,"12,06",619,"8,74",,,,,,,,,,,,
4,R i a u,6.929,191,"2,76",556,"8,02",830,"11,98",1.065,"15,37",2.500,"36,08",1.113,"16,06",674,"9,73",,,,,,,,,,,,
5,J a m b i,4.040,104,"2,57",362,"8,96",551,"13,64",604,"14,95",1.536,"38,02",503,"12,45",380,"9,41",,,,,,,,,,,,
6,Sumatera Selatan,9.896,183,"1,85",553,"5,59",2.460,"24,86",1.709,"17,27",3.363,"33,98",984,"9,94",644,"6,51",,,,,,,,,,,,
7,Bengkulu,2.392,36,"1,51",172,"7,19",230,"9,62",425,"17,77",880,"36,79",344,"14,38",305,"12,75",,,,,,,,,,,,
8,Lampung,7.062,150,"2,12",552,"7,82",799,"11,31",1.171,"16,58",2.738,"38,77",945,"13,38",707,"10,01",,,,,,,,,,,,
9,Bangka Belitung,1.827,27,"1,48",86,"4,71",214,"11,71",348,"19,05",715,"39,14",234,"12,81",203,"11,11",,,,,,,,,,,,
10,Kepulauan Riau,3.282,31,"0,94",193,"5,88",306,"9,32",584,"17,79",1.296,"39,49",516,"15,72",356,"10,85",,,,,,,,,,,,
11,DKI Jakarta,25.071,671,"2,68",2.235,"8,91",3.181,"12,69",4.581,"18,27",8.621,"34,39",3.640,"14,52",2.142,"8,54",,,,,,,,,,,,
12,Jawa Barat,41.758,645,"1,54",3.131,"7,50",5.159,"12,35",8.273,"19,81",14.359,"34,39",6.086,"14,57",4.105,"9,83",,,,,,,,,,,,
13,Jawa Tengah,42.162,819,"1,94",4.278,"10,15",5.244,"12,44",6.924,"16,42",15.318,"36,33",5.759,"13,66",3.820,"9,06",,,,,,,,,,,,
14,DI Yogyakarta,7.338,158,"2,15",750,"10,22",656,"8,94",1.304,"17,77",2.891,"39,40",929,"12,66",650,"8,86",,,,,,,,,,,,
15,Jawa Timur,42.505,659,"1,55",3.400,"8,00",5.319,"12,51",7.884,"18,55",15.630,"36,77",5.978,"14,06",3.635,"8,55",,,,,,,,,,,,
16,Banten,11.249,138,"1,23",839,"7,46",1.442,"12,82",2.376,"21,12",3.596,"31,97",1.626,"14,45",1.232,"10,95",,,,,,,,,,,,
17,B a l i,6.992,171,"2,45",1.117,"15,98",794,"11,36",895,"12,80",2.239,"32,02",988,"14,13",788,"11,27",,,,,,,,,,,,
18,Nusa Tenggara Barat,3.676,54,"1,47",363,"9,87",389,"10,58",444,"12,08",1.412,"38,41",537,"14,61",477,"12,98",,,,,,,,,,,,
19,Nusa Tenggara Timur,4.710,42,"0,89",268,"5,69",400,"8,49",706,"14,99",2.186,"46,41",570,"12,10",538,"11,42",,,,,,,,,,,,
20,Kalimantan Barat,5.536,36,"0,65",295,"5,33",565,"10,21",897,"16,20",2.356,"42,56",811,"14,65",576,"10,40",,,,,,,,,,,,
21,Kalimantan Tengah,2.246,16,"0,71",198,"8,82",195,"8,68",368,"16,38",851,"37,89",334,"14,87",284,"12,64",,,,,,,,,,,,
22,Kalimantan Selatan,5.216,105,"2,01",489,"9,38",650,"12,46",841,"16,12",1.914,"36,69",725,"13,90",492,"9,43",,,,,,,,,,,,
23,Kalimantan Timur,6.373,107,"1,68",555,"8,71",807,"12,66",1.089,"17,09",2.426,"38,07",747,"11,72",642,"10,07",,,,,,,,,,,,
24,Kalimantan Utara,1.092,14,"1,28",48,"4,40",107,"9,80",231,"21,15",397,"36,36",178,"16,30",117,"10,71",,,,,,,,,,,,
25,Sulawesi Utara,5.491,84,"1,53",260,"4,74",558,"10,16",1.069,"19,47",2.292,"41,74",727,"13,24",501,"9,12",,,,,,,,,,,,
26,Sulawesi Tengah,4.183,24,"0,57",269,"6,43",482,"11,52",570,"13,63",1.793,"42,86",649,"15,52",396,"9,47",,,,,,,,,,,,
27,Sulawesi Selatan,13.667,319,"2,33",1.297,"9,49",1.817,"13,29",2.113,"15,46",4.942,"36,16",1.851,"13,54",1.328,"9,72",,,,,,,,,,,,
28,Sulawesi Tenggara,2.818,23,"0,82",196,"6,96",277,"9,83",354,"12,56",1.225,"43,47",368,"13,06",375,"13,31",,,,,,,,,,,,
29,Gorontalo,1.739,36,"2,07",128,"7,36",124,"7,13",236,"13,57",703,"40,43",277,"15,93",235,"13,51",,,,,,,,,,,,
30,Sulawesi Barat,1.124,25,"2,22",69,"6,14",153,"13,61",176,"15,66",463,"41,19",123,"10,94",115,"10,23",,,,,,,,,,,,
31,Maluku,2.485,22,"0,89",128,"5,15",234,"9,42",316,"12,72",1.282,"51,59",220,"8,85",283,"11,39",,,,,,,,,,,,
32,Maluku Utara,1.503,40,"2,66",149,"9,91",172,"11,44",219,"14,57",544,"36,19",198,"13,17",181,"12,04",,,,,,,,,,,,
33,Papua Barat,1.564,10,"0,64",84,"5,37",104,"6,65",269,"17,20",756,"48,34",139,"8,89",202,"12,92",,,,,,,,,,,,
34,Papua,4.366,18,"0,41",139,"3,18",356,"8,15",643,"14,73",2.183,"50,00",469,"10,74",558,"12,78",,,,,,,,,,,,
Indonesia,,319.559,5.625,"1,76",25.752,"8,06",39.623,"12,40",55.820,"17,47",119.060,"37,26",43.423,"13,59",30.256,"9,47",,,,,,,,,,,,
No,Provinsi,Jumlah Rumah Sakit,Rumah Sakit Pemerintah Terakreditasi,Rumah Sakit Swasta Terakreditasi,Total Rumah Sakit Terakreditasi,Persentase Rumah Sakit Terakreditasi,,,,,,,,,,,,,,,,,,,,,,
(1),(2),(4),(5),(7),(8),(9),,,,,,,,,,,,,,,,,,,,,,
1,Aceh,66,6,6,12,"18,18",,,,,,,,,,,,,,,,,,,,,,
2,Sumatera Utara,184,9,31,40,"21,74",,,,,,,,,,,,,,,,,,,,,,
3,Sumatera Barat,65,6,4,10,"15,38",,,,,,,,,,,,,,,,,,,,,,
4,Riau,68,6,6,12,"17,65",,,,,,,,,,,,,,,,,,,,,,
5,Jambi,26,3,4,7,"26,92",,,,,,,,,,,,,,,,,,,,,,
6,Sumatera Selatan,34,9,5,14,"41,18",,,,,,,,,,,,,,,,,,,,,,
7,Bengkulu,65,9,12,21,"32,31",,,,,,,,,,,,,,,,,,,,,,
8,Lampung,17,5,4,9,"52,94",,,,,,,,,,,,,,,,,,,,,,
9,Kepulauan Bangka Belitung,20,5,2,7,"35,00",,,,,,,,,,,,,,,,,,,,,,
10,Kepulauan Riau,62,5,15,20,"32,26",,,,,,,,,,,,,,,,,,,,,,
11,DKI Jakarta,182,42,55,97,"53,30",,,,,,,,,,,,,,,,,,,,,,
12,Jawa Barat,314,35,41,76,"24,20",,,,,,,,,,,,,,,,,,,,,,
13,Jawa Tengah,89,6,24,30,"33,71",,,,,,,,,,,,,,,,,,,,,,
14,DI Yogyakarta,282,47,50,97,"34,40",,,,,,,,,,,,,,,,,,,,,,
15,Jawa Timur,74,11,23,34,"45,95",,,,,,,,,,,,,,,,,,,,,,
16,Banten,361,59,111,170,"47,09",,,,,,,,,,,,,,,,,,,,,,
17,Bali,55,15,23,38,"69,09",,,,,,,,,,,,,,,,,,,,,,
18,Nusa Tenggara Barat,28,6,1,7,"25,00",,,,,,,,,,,,,,,,,,,,,,
19,Nusa Tenggara Timur,44,9,8,17,"38,64",,,,,,,,,,,,,,,,,,,,,,
20,Kalimantan Barat,44,6,5,11,"25,00",,,,,,,,,,,,,,,,,,,,,,
21,Kalimantan Tengah,47,8,7,15,"31,91",,,,,,,,,,,,,,,,,,,,,,
22,Kalimantan Selatan,35,6,3,9,"25,71",,,,,,,,,,,,,,,,,,,,,,
23,Kalimantan Timur,20,7,0,7,"35,00",,,,,,,,,,,,,,,,,,,,,,
24,Kalimantan Utara,7,0,0,0,"0,00",,,,,,,,,,,,,,,,,,,,,,
25,Sulawesi Utara,10,1,0,1,"10,00",,,,,,,,,,,,,,,,,,,,,,
26,Sulawesi Tengah,31,6,0,6,"19,35",,,,,,,,,,,,,,,,,,,,,,
27,Sulawesi Selatan,29,3,1,4,"13,79",,,,,,,,,,,,,,,,,,,,,,
28,Sulawesi Tenggara,85,16,16,32,"37,65",,,,,,,,,,,,,,,,,,,,,,
29,Gorontalo,42,9,2,11,"26,19",,,,,,,,,,,,,,,,,,,,,,
30,Sulawesi Barat,12,1,0,1,"8,33",,,,,,,,,,,,,,,,,,,,,,
31,Maluku,27,4,4,8,"29,63",,,,,,,,,,,,,,,,,,,,,,
32,Maluku Utara,19,2,0,2,"10,53",,,,,,,,,,,,,,,,,,,,,,
33,Papua Barat,16,2,0,2,"12,50",,,,,,,,,,,,,,,,,,,,,,
34,Papua,40,0,1,1,"2,50",,,,,,,,,,,,,,,,,,,,,,
Indonesia,,2500,364,464,828,"33,12",,,,,,,,,,,,,,,,,,,,,,
No,Provinsi,Jumlah Tenaga Kesehatan,,,,,,,,,,,,,,,,,Tenaga Penunjang Kesehatan,Total SDM Kesehatan,,,,,,,,
