19,Nusa Tenggara Timur,371,102,,,,,,,,,,,,
20,Kalimantan Barat,239,52,,,,,,,,,,,,
21,Kalimantan Tengah,195,27,,,,,,,,,,,,
22,Kalimantan Selatan,230,24,,,,,,,,,,,,
23,Kalimantan Timur,174,53,,,,,,,,,,,,
24,Kalimantan Utara,50,12,,,,,,,,,,,,
25,Sulawesi Utara,187,11,,,,,,,,,,,,
26,Sulawesi Tengah,189,20,,,,,,,,,,,,
27,Sulawesi Selatan,448,105,,,,,,,,,,,,
28,Sulawesi Tenggara,269,28,,,,,,,,,,,,
29,Gorontalo,93,6,,,,,,,,,,,,
30,Sulawesi Barat,94,14,,,,,,,,,,,,
31,Maluku,199,7,,,,,,,,,,,,
32,Maluku Utara,127,18,,,,,,,,,,,,
33,Papua Barat,151,7,,,,,,,,,,,,
34,Papua,394,36,,,,,,,,,,,,
Indonesia,,9.756,1.618,,,,,,,,,,,,
No,Provinsi,Periode I,,Periode II,,Periode III,,Periode IV,,Periode V,,,,,
,,Jumlah Kabupaten/Kota,Jumlah Puskesmas,Jumlah Kabupaten/Kota,Jumlah Puskesmas,Jumlah Kabupaten/Kota,Jumlah Puskesmas,Jumlah Kabupaten/Kota,Jumlah Puskesmas,Jumlah Kabupaten/Kota,Jumlah Puskesmas,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),,,,
1,Aceh,1,1,1,1,-,-,-,-,1,2,,,,
2,Sumatera Utara,-,-,2,2,2,4,3,8,-,-,,,,
3,Sumatera Barat,-,-,-,-,-,-,-,-,1,1,,,,
4,Riau,-,-,5,6,1,1,-,-,1,1,,,,
5,Jambi,-,-,-,-,1,1,1,1,-,-,,,,
6,Bengkulu,1,1,-,-,1,1,-,-,-,-,,,,
7,Lampung,-,-,-,-,1,1,2,5,3,3,,,,
8,Kepulauan Bangka Belitung,-,-,-,-,-,-,1,1,-,-,,,,
9,Kepulauan Riau,-,-,5,7,-,-,-,-,-,-,,,,
10,Jawa Barat,-,-,-,-,-,-,1,1,1,1,,,,
11,Jawa Timur,-,-,-,-,-,-,-,-,1,1,,,,
12,Nusa Tenggara Barat,-,-,-,-,-,-,-,-,1,1,,,,
13,Nusa Tenggara Timur,4,4,7,24,3,6,1,1,1,3,,,,
14,Kalimantan Barat,3,4,5,10,2,2,3,3,2,3,,,,
15,Kalimantan Tengah,-,-,-,-,-,-,1,2,-,-,,,,
16,Kalimantan Selatan,-,-,-,-,1,1,2,2,-,-,,,,
17,Kalimantan Timur,1,1,2,2,1,1,1,1,-,-,,,,
18,Kalimantan Utara,2,2,2,11,-,-,-,-,-,-,,,,
19,Sulawesi Utara,2,2,4,7,-,-,-,-,3,5,,,,
20,Sulawesi Tengah,-,-,1,1,-,-,1,1,2,7,,,,
21,Sulawesi Selatan,-,-,-,-,1,3,-,-,2,7,,,,
22,Sulawesi Tenggara,-,-,-,-,2,3,-,-,2,3,,,,
23,Gorontalo,-,-,-,-,1,2,-,-,1,2,,,,
24,Sulawesi Barat,-,-,-,-,2,2,2,5,-,-,,,,
25,Maluku,1,1,3,11,2,2,1,6,-,-,,,,
26,Maluku Utara,-,-,1,3,-,-,-,-,-,-,,,,
27,Papua Barat,-,-,1,1,1,1,3,7,3,7,,,,
28,Papua,4,4,7,14,3,7,2,2,-,-,,,,
Indonesia,,19,20,46,100,25,38,25,46,25,47,,,,
No,Provinsi,Periode III,,Periode IV,,Periode V,,No,Provinsi,Periode III,,Periode IV,,Periode V,
,,Kabupaten/Kota,Puskesmas,Kabupaten/Kota,Puskesmas,Kabupaten/Kota,Puskesmas,,,Kabupaten/Kota,Puskesmas,Kabupaten/Kota,Puskesmas,Kabupaten/Kota,Puskesmas
(1),(2),(3),(4),(5),(6),(7),(8),(1),(2),(3),(4),(5),(6),(7),(8)
1,Aceh,-,-,-,-,Aceh Timur,Lokop Peunaron,19,Sulawesi Selatan,Bone,Bontocani Tunreng Tellue Gaya Baru,-,-,Tana Toraja Toraja Utara,Lekke Ratte Rantebua Bokin Awan Ranteuma Baruppu
2,Sumatera Utara,Nias Padang Lawas,Ulugawo Ma'u Botombawo Sihapas,Nias Nias Selatan,Botomuzoi Hibala Labuhan Hiu Pulau-pulau Batu Utara Onolalu,-,-,,,,,,,,
,,,,Padang Lawas,Aramo Ulususua UPT Ujung Batu III,,,20,Sulawesi Tenggara,Muna Konawe,Pasikolaga Batukara Latoma,-,-,Muna Muna Barat,Towea Tiworo Tengah Tiworo Selatan
3,Sumatera Barat,-,-,-,-,Padang Pariaman,Sikucur,21,Gorontalo,Gorontalo,Biluhu Bilato,-,-,Gorontalo,Batuda Pantai Asparaga
4,Riau,Rokan Hulu,Rokan IV Koto II,-,-,Indragiri Hilir,Batang Tumu,,,,,,,,
5,Jambi,Merangin,Muara Madras,Sarolangun,Mersip,-,-,22,Sulawesi Barat,Mamasa,Buntu Malangka,Mamasa,Pana,-,-
6,Bengkulu,Bengkulu Utara,D 4 Ketahun,-,-,-,-,,,Mamuju Tengah,Polocamba,Mamuju,Salissingan,,
7,Lampung,Lampung Timur,Adirejo,Lampung Timur Mesuji,Sumber Rejo Peniangan Way Mili Rejo Katon Sungai Sidang,Lampung Barat Way Kanan Tulangbawang,Pagar Dewa Gisting Jaya Way Dente,,,,,,Karama,,
,,,,,,,,,,,,,Karataun,,
,,,,,,,,,,,,,Hinua,,
,,,,,,,,23,Maluku,Maluku Tenggara Barat Maluku Tenggara,Wunlah Danar,Kepulauan Aru,Doka Barat Ngaibor Kobadangar Panambulai Wakua Jerwatu,-,-
8,Kepulauan Bangka Belitung,-,-,Bangka Selatan,Pongok,-,-,,,,,,,,
9,Jawa Barat,-,-,Ciamis,Sidaharja,Majalengka,Talaga,,,,,,,,
10,Jawa Timur,-,-,-,-,Pacitan,Wonokarto,,,,,,,,
11,Nusa Tenggara Barat,-,-,-,-,Dompu,Kilo,,,,,,,,
12,Nusa Tenggara Timur,Sumba Timur Kupang Flores Timur,Nggongi Kataka Mahu Akle Lelogama Kalike,Manggarai,Narang,Manggarai,Nanu Pagal Wae Codi,24,Papua Barat,Sorong Selatan,Fokour,Sorong Selatan Raja Ampat Tambrauw,Seremuk Saifi Folley Wejim Warwanai Miyah,Sorong Selatan Raja Ampat,Inanwatan Kokoda Matemani Kais Darat Waifoi Waisilip
13,Kalimantan Barat,Sambas Kubu Raya,Selakau Timur Sungai Kerawang,Sambas Bengkayang Landak,Sajad Suti Semarang Serimbu,Pontianak Sintang,Sadaniang Kemangai Serangas,,,,,,Kwoor,Tambrauw,Peef
,,,,,,,,25,Papua,Merauke Boven Digoel Lanny Jaya,Waan Tabonji Tubang Ngguti Manggelum Ambatkuy Makki,Merauke Mimika,Ilwayab Wakia,-,-
14,Kalimantan Tengah,-,-,Gunung Mas,Tumbang Napoi Tumbang Masukih,-,-,,,,,,,,
15,Kalimantan Selatan,Hulu Sungai Selatan,Loksado,Tanah Laut Hulu Sungai Selatan,Batakan Kalumpang,-,-,,,,,,,,
16,Kalimantan Timur,Berau,Pulau Derawan,Kutai Kartanegara,Tabang,-,-,,,,,,,,
17,Sulawesi Utara,-,-,-,-,Kepulauan Sangihe Kepulauan Talaud Siau Tagulandang Biaro,Nusa Moronge Tule Sambuara Buhias,,,,,,,,
18,Sulawesi Tengah,-,-,Toli-toli,Basidondo,Sigi Banggai laut,Kantewu Banasu Towulu Lindu Lantibung Lipulalongo Bungin,,,,,,,,
No,Provinsi,Fasilitas Kesehatan Tingkat Pertama,,,,,,,Total,,,,,,
,,Dokter Praktik Perorangan,Klinik POLRI,Klinik Pratama,Klinik TNI,Puskesmas,RS Tipe D Pratama,Praktik Dokter Gigi,,,,,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),,,,,,
1,Aceh,62,26,86,25,339,-,5,543,,,,,,
2,Sumatera Utara,93,36,377,31,577,1,10,1.125,,,,,,
3,Sumatera Barat,87,22,83,16,264,-,36,508,,,,,,
4,Riau,80,14,172,14,217,-,23,520,,,,,,
5,Jambi,68,12,28,6,189,-,14,317,,,,,,
6,Sumatera Selatan,190,18,122,21,325,-,33,709,,,,,,
7,Bengkulu,80,13,12,5,180,-,9,299,,,,,,
8,Lampung,101,11,122,13,293,-,8,548,,,,,,
9,Kepulauan Bangka Belitung,39,8,9,4,62,1,5,128,,,,,,
10,Kepulauan Riau,11,7,94,18,75,1,1,207,,,,,,
11,DKI Jakarta,9,22,206,64,328,1,2,632,,,,,,
12,Jawa Barat,512,43,903,65,1.057,-,78,2.658,,,,,,
13,Jawa Tengah,1.083,42,398,54,876,-,296,2.749,,,,,,
14,D I Yogyakarta,103,6,69,9,121,-,35,343,,,,,,
15,Jawa Timur,611,45,423,86,962,-,209,2.336,,,,,,
16,Banten,11,13,327,9,234,-,4,598,,,,,,
17,Bali,291,12,66,15,120,-,86,590,,,,,,
18,Nusa Tenggara Barat,91,12,16,10,159,-,10,298,,,,,,
19,Nusa Tenggara Timur,90,21,29,20,382,-,24,566,,,,,,
20,Kalimantan Barat,60,16,18,21,238,1,15,369,,,,,,
21,Kalimantan Tengah,58,18,24,8,197,-,4,309,,,,,,
22,Kalimantan Selatan,120,17,34,20,231,1,34,457,,,,,,
23,Kalimantan Timur,113,13,73,22,179,-,45,445,,,,,,
24,Kalimantan Utara,28,4,2,12,49,-,9,104,,,,,,
25,Sulawesi Utara,124,14,17,14,188,-,17,374,,,,,,
26,Sulawesi Tengah,41,12,18,8,190,1,13,283,,,,,,
27,Sulawesi Selatan,178,31,90,40,451,1,75,866,,,,,,
28,Sulawesi Tenggara,47,13,12,8,271,2,9,362,,,,,,
29,Gorontalo,26,8,14,7,93,-,5,153,,,,,,
30,Sulawesi Barat,23,5,9,3,94,-,6,140,,,,,,
31,Maluku,30,9,1,12,193,-,5,250,,,,,,
32,Maluku Utara,36,9,3,8,128,3,10,197,,,,,,
33,Papua Barat,28,5,9,7,150,-,4,203,,,,,,
34,Papua,54,11,14,29,401,2,11,522,,,,,,
Total,,4.578,568,3.880,704,9.813,15,1.150,20.708,,,,,,
No,Provinsi,Jumlah Puskesmas,Puskesmas Melaksanakan Kelas Ibu Hamil,,Puskesmas Melaksanakan P4K,,,,,,,,,,
,,,Jumlah,%,Jumlah,%,,,,,,,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,,,,
1,Aceh,339,288,"84,96",288,"84,96",,,,,,,,,
2,Sumatera Utara,571,470,"82,31",367,"64,27",,,,,,,,,
3,Sumatera Barat,264,264,"100,00",264,"100,00",,,,,,,,,
4,Riau,243,194,"79,84",199,"81,89",,,,,,,,,
5,Jambi,179,179,"100,00",179,"100,00",,,,,,,,,
6,Sumatera Selatan,322,318,"98,76",314,"97,52",,,,,,,,,
7,Bengkulu,180,168,"93,33",170,"94,44",,,,,,,,,
8,Lampung,292,292,"100,00",283,"96,92",,,,,,,,,
9,Kepulauan Bangka Belitung,62,62,"100,00",62,"100,00",,,,,,,,,
10,Kepulauan Riau,73,73,"100,00",73,"100,00",,,,,,,,,
11,DKI Jakarta,340,340,"100,00",340,"100,00",,,,,,,,,
12,Jawa Barat,1.050,1.050,"100,00",1.050,"100,00",,,,,,,,,
13,Jawa Tengah,875,875,"100,00",872,"99,66",,,,,,,,,
14,DI Yogyakarta,121,121,"100,00",121,"100,00",,,,,,,,,
15,Jawa Timur,960,960,"100,00",944,"98,33",,,,,,,,,
16,Banten,233,233,"100,00",233,"100,00",,,,,,,,,
17,Bali,120,120,"100,00",120,"100,00",,,,,,,,,
18,Nusa Tenggara Barat,158,158,"100,00",158,"100,00",,,,,,,,,
19,Nusa Tenggara Timur,371,225,"60,65",259,"69,81",,,,,,,,,
20,Kalimantan Barat,238,229,"96,22",209,"87,82",,,,,,,,,
21,Kalimantan Tengah,195,183,"93,85",170,"87,18",,,,,,,,,
22,Kalimantan Selatan,230,230,"100,00",156,"67,83",,,,,,,,,
23,Kalimantan Timur,174,174,"100,00",174,"100,00",,,,,,,,,
24,Kalimantan Utara,49,49,"100,00",41,"83,67",,,,,,,,,
25,Sulawesi Utara,187,181,"96,79",187,"100,00",,,,,,,,,
26,Sulawesi Tengah,189,186,"98,41",189,"100,00",,,,,,,,,
27,Sulawesi Selatan,448,448,"100,00",429,"95,76",,,,,,,,,
28,Sulawesi Tenggara,269,269,"100,00",269,"100,00",,,,,,,,,
29,Gorontalo,93,93,"100,00",93,"100,00",,,,,,,,,
30,Sulawesi Barat,94,48,"51,06",94,"100,00",,,,,,,,,
31,Maluku,199,144,"72,36",141,"70,85",,,,,,,,,
32,Maluku Utara,127,61,"48,03",105,"82,68",,,,,,,,,
33,Papua Barat,151,59,"39,07",10,"6,62",,,,,,,,,
34,Papua,393,138,"35,11",223,"56,74",,,,,,,,,
Indonesia,,9.789,8.882,"90,73",8.786,"89,75",,,,,,,,,
No,Provinsi,Puskesmas Melaksanakan Yankes Lansia,,,,,,,,,,,,,
,,Jumlah,%,,,,,,,,,,,,
(1),(2),(3),(4),,,,,,,,,,,,
1,Aceh,45,"13,27",,,,,,,,,,,,
2,Sumatera Utara,112,"19,61",,,,,,,,,,,,
3,Sumatera Barat,37,"14,02",,,,,,,,,,,,
4,Riau,11,"4,53",,,,,,,,,,,,
5,Jambi,132,"73,74",,,,,,,,,,,,
6,Sumatera Selatan,128,"39,75",,,,,,,,,,,,
7,Bengkulu,20,"11,11",,,,,,,,,,,,
8,Lampung,130,"44,52",,,,,,,,,,,,
9,Kepulauan Bangka Belitung,34,"54,84",,,,,,,,,,,,
10,Kepulauan Riau,33,"45,21",,,,,,,,,,,,
11,DKI Jakarta,44,"12,94",,,,,,,,,,,,
12,Jawa Barat,258,"24,57",,,,,,,,,,,,
13,Jawa Tengah,236,"26,97",,,,,,,,,,,,
14,DI Yogyakarta,121,"100,00",,,,,,,,,,,,
15,Jawa Timur,219,"22,81",,,,,,,,,,,,
16,Banten,124,"53,22",,,,,,,,,,,,
17,Bali,47,"39,17",,,,,,,,,,,,
18,Nusa Tenggara Barat,49,"31,01",,,,,,,,,,,,
19,Nusa Tenggara Timur,34,"9,16",,,,,,,,,,,,
20,Kalimantan Barat,67,"28,15",,,,,,,,,,,,
21,Kalimantan Tengah,50,"25,64",,,,,,,,,,,,
22,Kalimantan Selatan,23,"10,00",,,,,,,,,,,,
23,Kalimantan Timur,103,"59,20",,,,,,,,,,,,
24,Kalimantan Utara,11,"22,45",,,,,,,,,,,,
25,Sulawesi Utara,90,"48,13",,,,,,,,,,,,
26,Sulawesi Tengah,27,"14,29",,,,,,,,,,,,
27,Sulawesi Selatan,145,"32,37",,,,,,,,,,,,
28,Sulawesi Tenggara,0,"0,00",,,,,,,,,,,,
29,Gorontalo,42,"45,16",,,,,,,,,,,,
30,Sulawesi Barat,0,"0,00",,,,,,,,,,,,
31,Maluku,5,"2,51",,,,,,,,,,,,
32,Maluku Utara,10,"7,87",,,,,,,,,,,,
33,Papua Barat,16,"10,60",,,,,,,,,,,,
34,Papua,29,"7,38",,,,,,,,,,,,
Indonesia,,2.432,"24,84",,,,,,,,,,,,
No,Provinsi,Puskesmas Melaksanakan Penjaringan Peserta Didik Kelas I,,,,,,,,,,,,,
,,Jumlah,%,,,,,,,,,,,,
(1),(2),(3),(4),,,,,,,,,,,,
1,Aceh,286,"84,37",,,,,,,,,,,,
2,Sumatera Utara,306,"53,59",,,,,,,,,,,,
3,Sumatera Barat,256,"96,97",,,,,,,,,,,,
4,Riau,154,"63,37",,,,,,,,,,,,
5,Jambi,161,"89,94",,,,,,,,,,,,
6,Sumatera Selatan,312,"96,89",,,,,,,,,,,,
7,Bengkulu,149,"82,78",,,,,,,,,,,,
8,Lampung,292,"100,00",,,,,,,,,,,,
9,Kepulauan Bangka Belitung,62,"100,00",,,,,,,,,,,,
10,Kepulauan Riau,70,"95,89",,,,,,,,,,,,
11,DKI Jakarta,44,"12,94",,,,,,,,,,,,
12,Jawa Barat,1.007,"95,90",,,,,,,,,,,,
13,Jawa Tengah,875,"100,00",,,,,,,,,,,,
14,DI Yogyakarta,121,"100,00",,,,,,,,,,,,
15,Jawa Timur,960,"100,00",,,,,,,,,,,,
16,Banten,122,"52,36",,,,,,,,,,,,
17,Bali,120,"100,00",,,,,,,,,,,,
18,Nusa Tenggara Barat,114,"72,15",,,,,,,,,,,,
19,Nusa Tenggara Timur,17,"4,58",,,,,,,,,,,,
20,Kalimantan Barat,50,"21,01",,,,,,,,,,,,
21,Kalimantan Tengah,159,"81,54",,,,,,,,,,,,
22,Kalimantan Selatan,221,"96,09",,,,,,,,,,,,
23,Kalimantan Timur,167,"95,98",,,,,,,,,,,,
24,Kalimantan Utara,44,"89,80",,,,,,,,,,,,
25,Sulawesi Utara,100,"53,48",,,,,,,,,,,,
26,Sulawesi Tengah,110,"58,20",,,,,,,,,,,,
27,Sulawesi Selatan,214,"47,77",,,,,,,,,,,,
28,Sulawesi Tenggara,269,"100,00",,,,,,,,,,,,
29,Gorontalo,93,"100,00",,,,,,,,,,,,
30,Sulawesi Barat,68,"72,34",,,,,,,,,,,,
31,Maluku,89,"44,72",,,,,,,,,,,,
32,Maluku Utara,-,-,,,,,,,,,,,,
33,Papua Barat,61,"40,40",,,,,,,,,,,,
34,Papua,126,"32,06",,,,,,,,,,,,
Indonesia,,7.199,"73,54",,,,,,,,,,,,
No,Provinsi,Puskesmas Melaksanakan Penjaringan Peserta Didik Kelas VII dan X,,,,,,,,,,,,,
,,Jumlah,%,,,,,,,,,,,,
(1),(2),(3),(4),,,,,,,,,,,,
1,Aceh,169,"49,85",,,,,,,,,,,,
2,Sumatera Utara,231,"40,46",,,,,,,,,,,,
3,Sumatera Barat,236,"89,39",,,,,,,,,,,,
4,Riau,138,"56,79",,,,,,,,,,,,
5,Jambi,135,"75,42",,,,,,,,,,,,
6,Sumatera Selatan,295,"91,61",,,,,,,,,,,,
7,Bengkulu,77,"42,78",,,,,,,,,,,,
8,Lampung,207,"70,89",,,,,,,,,,,,
9,Kepulauan Bangka Belitung,62,"100,00",,,,,,,,,,,,
10,Kepulauan Riau,59,"80,82",,,,,,,,,,,,
11,DKI Jakarta,340,"100,00",,,,,,,,,,,,
12,Jawa Barat,687,"65,43",,,,,,,,,,,,
13,Jawa Tengah,875,"100,00",,,,,,,,,,,,
14,DI Yogyakarta,121,"100,00",,,,,,,,,,,,
15,Jawa Timur,960,"100,00",,,,,,,,,,,,
16,Banten,106,"45,49",,,,,,,,,,,,
17,Bali,115,"95,83",,,,,,,,,,,,
18,Nusa Tenggara Barat,100,"63,29",,,,,,,,,,,,
19,Nusa Tenggara Timur,17,"4,58",,,,,,,,,,,,
20,Kalimantan Barat,50,"21,01",,,,,,,,,,,,
21,Kalimantan Tengah,118,"60,51",,,,,,,,,,,,
22,Kalimantan Selatan,111,"48,26",,,,,,,,,,,,
23,Kalimantan Timur,132,"75,86",,,,,,,,,,,,
24,Kalimantan Utara,39,"79,59",,,,,,,,,,,,
25,Sulawesi Utara,79,"42,25",,,,,,,,,,,,
26,Sulawesi Tengah,83,"43,92",,,,,,,,,,,,
27,Sulawesi Selatan,185,"41,29",,,,,,,,,,,,
28,Sulawesi Tenggara,269,"100,00",,,,,,,,,,,,
29,Gorontalo,93,"100,00",,,,,,,,,,,,
30,Sulawesi Barat,70,"74,47",,,,,,,,,,,,
31,Maluku,88,"44,22",,,,,,,,,,,,
32,Maluku Utara,-,-,,,,,,,,,,,,
33,Papua Barat,38,"25,17",,,,,,,,,,,,
34,Papua,92,"23,41",,,,,,,,,,,,
Indonesia,,6.377,"65,14",,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas Menyelenggarakan PKPR,Persentase Puskesmas Menyelenggarakan PKPR,,,,,,,,,,,,
(1),(2),(3),(4),,,,,,,,,,,,
1,Aceh,153,"45,13",,,,,,,,,,,,
2,Sumatera Utara,134,"23,47",,,,,,,,,,,,
3,Sumatera Barat,112,"42,42",,,,,,,,,,,,
4,Riau,76,"31,28",,,,,,,,,,,,
5,Jambi,73,"40,78",,,,,,,,,,,,
6,Sumatera Selatan,158,"49,07",,,,,,,,,,,,
7,Bengkulu,87,"48,33",,,,,,,,,,,,
8,Lampung,224,"76,71",,,,,,,,,,,,
9,Kepulauan Bangka Belitung,55,"88,71",,,,,,,,,,,,
10,Kepulauan Riau,54,"73,97",,,,,,,,,,,,
11,DKI Jakarta,340,"100,00",,,,,,,,,,,,
12,Jawa Barat,431,"41,05",,,,,,,,,,,,
13,Jawa Tengah,875,"100,00",,,,,,,,,,,,
14,DI Yogyakarta,121,"100,00",,,,,,,,,,,,
15,Jawa Timur,381,"39,69",,,,,,,,,,,,
16,Banten,86,"36,91",,,,,,,,,,,,
17,Bali,120,"100,00",,,,,,,,,,,,
18,Nusa Tenggara Barat,83,"52,53",,,,,,,,,,,,
19,Nusa Tenggara Timur,34,"9,16",,,,,,,,,,,,
20,Kalimantan Barat,142,"59,66",,,,,,,,,,,,
21,Kalimantan Tengah,24,"12,31",,,,,,,,,,,,
22,Kalimantan Selatan,133,"57,83",,,,,,,,,,,,
23,Kalimantan Timur,98,"56,32",,,,,,,,,,,,
24,Kalimantan Utara,19,"38,78",,,,,,,,,,,,
25,Sulawesi Utara,36,"19,25",,,,,,,,,,,,
26,Sulawesi Tengah,49,"25,93",,,,,,,,,,,,
27,Sulawesi Selatan,101,"22,54",,,,,,,,,,,,
28,Sulawesi Tenggara,49,"18,22",,,,,,,,,,,,
29,Gorontalo,24,"25,81",,,,,,,,,,,,
30,Sulawesi Barat,17,"18,09",,,,,,,,,,,,
31,Maluku,113,"56,78",,,,,,,,,,,,
32,Maluku Utara,-,-,,,,,,,,,,,,
33,Papua Barat,6,"3,97",,,,,,,,,,,,
34,Papua,53,"13,49",,,,,,,,,,,,
Indonesia,,4.461,"45,57",,,,,,,,,,,,
No,Provinsi,Jumlah Puskesmas,Jumlah Puskesmas Pandu PTM,Persentase Puskesmas Pandu PTM,,,,,,,,,,,
(1),(2),[3],[4],[5],,,,,,,,,,,
1,Aceh,340,133,"39,12",,,,,,,,,,,
2,Sumatera Utara,571,247,"43,26",,,,,,,,,,,
3,Sumatera Barat,264,149,"56,44",,,,,,,,,,,
4,Riau,213,54,"25,35",,,,,,,,,,,
5,Jambi,183,130,"71,04",,,,,,,,,,,
6,Sumatera Selatan,322,187,"58,07",,,,,,,,,,,
7,Bengkulu,180,64,"35,56",,,,,,,,,,,
8,Lampung,292,212,"72,60",,,,,,,,,,,
9,Kep. Bangka Belitung,62,61,"98,39",,,,,,,,,,,
10,Kepulauan Riau,73,38,"52,05",,,,,,,,,,,
11,DKI Jakarta,340,232,"68,24",,,,,,,,,,,
12,Jawa Barat,1.050,406,"38,67",,,,,,,,,,,
13,Jawa Tengah,875,504,"57,60",,,,,,,,,,,
14,DI Yogyakarta,121,109,"90,08",,,,,,,,,,,
15,Jawa Timur,960,842,"87,71",,,,,,,,,,,
16,Banten,233,167,"71,67",,,,,,,,,,,
17,Bali,120,42,"35,00",,,,,,,,,,,
18,Nusa Tenggara Barat,158,97,"61,39",,,,,,,,,,,
19,Nusa Tenggara Timur,371,90,"24,26",,,,,,,,,,,
20,Kalimantan Barat,238,159,"66,81",,,,,,,,,,,
21,Kalimantan Tengah,195,102,"52,31",,,,,,,,,,,
22,Kalimantan Selatan,230,91,"39,57",,,,,,,,,,,
23,Kalimantan Timur,175,61,"34,86",,,,,,,,,,,
24,Kalimantan Utara,49,13,"26,53",,,,,,,,,,,
25,Sulawesi Utara,188,75,"39,89",,,,,,,,,,,
26,Sulawesi Tengah,189,77,"40,74",,,,,,,,,,,
27,Sulawesi Selatan,448,209,"46,65",,,,,,,,,,,
28,Sulawesi Tenggara,269,84,"31,23",,,,,,,,,,,
29,Gorontalo,93,29,"31,18",,,,,,,,,,,
30,Sulawesi Barat,94,12,"12,77",,,,,,,,,,,
31,Maluku,199,43,"21,61",,,,,,,,,,,
32,Maluku Utara,128,17,"13,28",,,,,,,,,,,
33,Papua Barat,151,30,"19,87",,,,,,,,,,,
34,Papua,393,7,"1,78",,,,,,,,,,,
Indonesia,,9.767,4.773,"48,87",,,,,,,,,,,
