provinsi,tahun,sektor_kode,sektor_nama,nilai_miliar_rp,pct_dari_total
Sulawesi Barat,2019,C,Industri Pengolahan,4510.45,4.03
Sulawesi Barat,2019,D,Pengadaan Listrik dan Gas,17.21,0.02
Sulawesi Barat,2019,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",70.55,0.06
Sulawesi Barat,2019,F,Konstruksi,3845.47,3.44
Sulawesi Barat,2019,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,4736.26,4.23
Sulawesi Barat,2019,H,Transportasi dan Pergudangan,650.25,0.58
Sulawesi Barat,2019,I,Penyediaan Akomodasi dan Makan Minum,111.37,0.1
Sulawesi Barat,2019,Industri,Batubara dan Pengilangan Migas,,
Sulawesi Barat,2019,Industri,Makanan dan Minuman,4099.51,3.67
Sulawesi Barat,2019,Industri,Pengolahan Tembakau,,
Sulawesi Barat,2019,Industri,Tekstil dan Pakaian Jadi,74.47,0.07
Sulawesi Barat,2019,Industri,"Kulit, Barang dari Kulit, dan Alas Kaki",,
Sulawesi Barat,2019,Industri,"Kayu, Barang dari Kayu dan Gabus; dan Barang Anyaman dari Bambu, Rotan, dan Sejenisnya",15.27,0.01
Sulawesi Barat,2019,Industri,Kertas dan Barang dari Kertas; Percetakan dan Reproduksi Media Rekaman,7.29,0.01
Sulawesi Barat,2019,Industri,"Kimia, Farmasi, dan Obat Tradisional",2.8,0.0
Sulawesi Barat,2019,Industri,Karet; Barang dari Karet dan Plastik,1.88,0.0
Sulawesi Barat,2019,Industri,Barang Galian bukan Logam,215.87,0.19
Sulawesi Barat,2019,Industri,Logam Dasar,,
Sulawesi Barat,2019,Industri,"Barang Logam; Komputer, Barang Elektronik, Optik; dan Peralatan Listrik",80.08,0.07
Sulawesi Barat,2019,Industri,Mesin dan Perlengkapan,,
Sulawesi Barat,2019,Industri,Alat Angkutan,3.61,0.0
Sulawesi Barat,2019,Industri,Furnitur,3.47,0.0
Sulawesi Barat,2019,Industri,Pengolahan Lainnya; Jasa Reparasi dan Pemasangan Mesin dan Peralatan,6.2,0.01
Sulawesi Barat,2019,J,Informasi dan Komunikasi,1957.77,1.75
Sulawesi Barat,2019,Jasa,Pertanian dan Perburuan,320.85,0.29
Sulawesi Barat,2019,Jasa,Perantara Keuangan,809.76,0.72
Sulawesi Barat,2019,Jasa,Keuangan Lainnya,183.44,0.16
Sulawesi Barat,2019,Jasa,Penunjang Keuangan,0.3,0.0
Sulawesi Barat,2019,K,Jasa Keuangan dan Asuransi,997.31,0.89
Sulawesi Barat,2019,L,Real Estat,1212.27,1.08
Sulawesi Barat,2019,"M,N",Jasa Perusahaan,31.0,0.03
Sulawesi Barat,2019,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3785.41,3.38
Sulawesi Barat,2019,P,Jasa Pendidikan,2437.4,2.18
Sulawesi Barat,2019,Produk,Domestik Bruto,46365.79,41.46
Sulawesi Barat,2019,Q,Jasa Kesehatan dan Kegiatan Sosial,891.42,0.8
Sulawesi Barat,2019,"R,S,T,U",Jasa Lainnya,831.92,0.74
Sulawesi Barat,2019,Tanaman,Pangan,2463.26,2.2
Sulawesi Barat,2019,Tanaman,Hortikultura,1874.23,1.68
Sulawesi Barat,2019,Tanaman,Perkebunan,8335.66,7.45
Sulawesi Barat,2020,A,"Pertanian, Kehutanan, dan Perikanan",19950.57,17.69
Sulawesi Barat,2020,Angkutan,Rel,,
Sulawesi Barat,2020,Angkutan,Darat,430.69,0.38
Sulawesi Barat,2020,Angkutan,Laut,68.66,0.06
Sulawesi Barat,2020,Angkutan,"Sungai, Danau, dan Penyeberangan",47.11,0.04
Sulawesi Barat,2020,Angkutan,Udara,37.4,0.03
Sulawesi Barat,2020,Asuransi,dan Dana Pensiun,3.79,0.0
Sulawesi Barat,2020,B,Pertambangan dan Penggalian,1006.74,0.89
Sulawesi Barat,2020,C,Industri Pengolahan,4685.57,4.16
Sulawesi Barat,2020,D,Pengadaan Listrik dan Gas,18.46,0.02
Sulawesi Barat,2020,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",71.8,0.06
Sulawesi Barat,2020,F,Konstruksi,3347.09,2.97
Sulawesi Barat,2020,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,4677.4,4.15
Sulawesi Barat,2020,H,Transportasi dan Pergudangan,619.95,0.55
Sulawesi Barat,2020,I,Penyediaan Akomodasi dan Makan Minum,104.84,0.09
Sulawesi Barat,2020,Industri,Batubara dan Pengilangan Migas,,
Sulawesi Barat,2020,Industri,Makanan dan Minuman,4266.29,3.78
Sulawesi Barat,2020,Industri,Pengolahan Tembakau,,
Sulawesi Barat,2020,Industri,Tekstil dan Pakaian Jadi,70.44,0.06
Sulawesi Barat,2020,Industri,"Kulit, Barang dari Kulit, dan Alas Kaki",,
Sulawesi Barat,2020,Industri,"Kayu, Barang dari Kayu dan Gabus; dan Barang Anyaman dari Bambu, Rotan, dan Sejenisnya",14.13,0.01
Sulawesi Barat,2020,Industri,Kertas dan Barang dari Kertas; Percetakan dan Reproduksi Media Rekaman,6.47,0.01
Sulawesi Barat,2020,Industri,"Kimia, Farmasi, dan Obat Tradisional",2.79,0.0
Sulawesi Barat,2020,Industri,Karet; Barang dari Karet dan Plastik,1.83,0.0
Sulawesi Barat,2020,Industri,Barang Galian bukan Logam,228.78,0.2
Sulawesi Barat,2020,Industri,Logam Dasar,,
Sulawesi Barat,2020,Industri,"Barang Logam; Komputer, Barang Elektronik, Optik; dan Peralatan Listrik",81.53,0.07
Sulawesi Barat,2020,Industri,Mesin dan Perlengkapan,,
Sulawesi Barat,2020,Industri,Alat Angkutan,3.49,0.0
Sulawesi Barat,2020,Industri,Furnitur,3.34,0.0
Sulawesi Barat,2020,Industri,Pengolahan Lainnya; Jasa Reparasi dan Pemasangan Mesin dan Peralatan,6.47,0.01
Sulawesi Barat,2020,J,Informasi dan Komunikasi,2077.72,1.84
Sulawesi Barat,2020,Jasa,Pertanian dan Perburuan,337.27,0.3
Sulawesi Barat,2020,Jasa,Perantara Keuangan,886.24,0.79
Sulawesi Barat,2020,Jasa,Keuangan Lainnya,175.86,0.16
Sulawesi Barat,2020,Jasa,Penunjang Keuangan,0.29,0.0
Sulawesi Barat,2020,K,Jasa Keuangan dan Asuransi,1066.18,0.95
Sulawesi Barat,2020,L,Real Estat,1242.53,1.1
Sulawesi Barat,2020,"M,N",Jasa Perusahaan,29.73,0.03
Sulawesi Barat,2020,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3559.22,3.16
Sulawesi Barat,2020,P,Jasa Pendidikan,2297.13,2.04
Sulawesi Barat,2020,Produk,Domestik Bruto,46465.91,41.21
Sulawesi Barat,2020,Q,Jasa Kesehatan dan Kegiatan Sosial,915.91,0.81
Sulawesi Barat,2020,"R,S,T,U",Jasa Lainnya,795.07,0.71
Sulawesi Barat,2020,Tanaman,Pangan,2669.25,2.37
Sulawesi Barat,2020,Tanaman,Hortikultura,2074.76,1.84
Sulawesi Barat,2020,Tanaman,Perkebunan,8408.85,7.46
Sulawesi Barat,2021,A,"Pertanian, Kehutanan, dan Perikanan",22161.87,17.91
Sulawesi Barat,2021,Angkutan,Rel,,
Sulawesi Barat,2021,Angkutan,Darat,464.78,0.38
Sulawesi Barat,2021,Angkutan,Laut,67.98,0.05
Sulawesi Barat,2021,Angkutan,"Sungai, Danau, dan Penyeberangan",39.68,0.03
Sulawesi Barat,2021,Angkutan,Udara,38.55,0.03
Sulawesi Barat,2021,Asuransi,dan Dana Pensiun,3.86,0.0
Sulawesi Barat,2021,B,Pertambangan dan Penggalian,1112.49,0.9
Sulawesi Barat,2021,C,Industri Pengolahan,5395.0,4.36
Sulawesi Barat,2021,D,Pengadaan Listrik dan Gas,18.86,0.02
Sulawesi Barat,2021,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",71.58,0.06
Sulawesi Barat,2021,F,Konstruksi,3889.8,3.14
Sulawesi Barat,2021,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,4998.51,4.04
Sulawesi Barat,2021,H,Transportasi dan Pergudangan,645.33,0.52
Sulawesi Barat,2021,I,Penyediaan Akomodasi dan Makan Minum,110.89,0.09
Sulawesi Barat,2021,Industri,Batubara dan Pengilangan Migas,,
Sulawesi Barat,2021,Industri,Makanan dan Minuman,4933.47,3.99
Sulawesi Barat,2021,Industri,Pengolahan Tembakau,,
Sulawesi Barat,2021,Industri,Tekstil dan Pakaian Jadi,71.97,0.06
Sulawesi Barat,2021,Industri,"Kulit, Barang dari Kulit, dan Alas Kaki",,
Sulawesi Barat,2021,Industri,"Kayu, Barang dari Kayu dan Gabus; dan Barang Anyaman dari Bambu, Rotan, dan Sejenisnya",14.36,0.01
Sulawesi Barat,2021,Industri,Kertas dan Barang dari Kertas; Percetakan dan Reproduksi Media Rekaman,7.01,0.01
Sulawesi Barat,2021,Industri,"Kimia, Farmasi, dan Obat Tradisional",3.23,0.0
Sulawesi Barat,2021,Industri,Karet; Barang dari Karet dan Plastik,1.92,0.0
Sulawesi Barat,2021,Industri,Barang Galian bukan Logam,258.6,0.21
Sulawesi Barat,2021,Industri,Logam Dasar,,
Sulawesi Barat,2021,Industri,"Barang Logam; Komputer, Barang Elektronik, Optik; dan Peralatan Listrik",91.79,0.07
Sulawesi Barat,2021,Industri,Mesin dan Perlengkapan,,
Sulawesi Barat,2021,Industri,Alat Angkutan,3.26,0.0
Sulawesi Barat,2021,Industri,Furnitur,3.42,0.0
Sulawesi Barat,2021,Industri,Pengolahan Lainnya; Jasa Reparasi dan Pemasangan Mesin dan Peralatan,5.98,0.0
Sulawesi Barat,2021,J,Informasi dan Komunikasi,2076.69,1.68
Sulawesi Barat,2021,Jasa,Pertanian dan Perburuan,343.46,0.28
Sulawesi Barat,2021,Jasa,Perantara Keuangan,1010.06,0.82
Sulawesi Barat,2021,Jasa,Keuangan Lainnya,175.76,0.14
Sulawesi Barat,2021,Jasa,Penunjang Keuangan,0.3,0.0
Sulawesi Barat,2021,K,Jasa Keuangan dan Asuransi,1189.98,0.96
Sulawesi Barat,2021,L,Real Estat,1237.19,1.0
Sulawesi Barat,2021,"M,N",Jasa Perusahaan,30.51,0.02
Sulawesi Barat,2021,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3572.52,2.89
Sulawesi Barat,2021,P,Jasa Pendidikan,2303.44,1.86
Sulawesi Barat,2021,Produk,Domestik Bruto,50565.53,40.85
Sulawesi Barat,2021,Q,Jasa Kesehatan dan Kegiatan Sosial,917.68,0.74
Sulawesi Barat,2021,"R,S,T,U",Jasa Lainnya,833.17,0.67
Sulawesi Barat,2021,Tanaman,Pangan,2524.05,2.04
Sulawesi Barat,2021,Tanaman,Hortikultura,2077.63,1.68
Sulawesi Barat,2021,Tanaman,Perkebunan,10501.49,8.48
Sulawesi Barat,2022,A,"Pertanian, Kehutanan, dan Perikanan",23909.1,18.07
Sulawesi Barat,2022,Angkutan,Rel,,
Sulawesi Barat,2022,Angkutan,Darat,551.39,0.42
Sulawesi Barat,2022,Angkutan,Laut,71.86,0.05
Sulawesi Barat,2022,Angkutan,"Sungai, Danau, dan Penyeberangan",41.3,0.03
Sulawesi Barat,2022,Angkutan,Udara,56.7,0.04
Sulawesi Barat,2022,Asuransi,dan Dana Pensiun,4.14,0.0
Sulawesi Barat,2022,B,Pertambangan dan Penggalian,1161.17,0.88
Sulawesi Barat,2022,C,Industri Pengolahan,5848.12,4.42
Sulawesi Barat,2022,D,Pengadaan Listrik dan Gas,20.55,0.02
Sulawesi Barat,2022,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",71.46,0.05
Sulawesi Barat,2022,F,Konstruksi,4031.58,3.05
Sulawesi Barat,2022,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,5360.29,4.05
Sulawesi Barat,2022,H,Transportasi dan Pergudangan,757.68,0.57
Sulawesi Barat,2022,I,Penyediaan Akomodasi dan Makan Minum,126.37,0.1
Sulawesi Barat,2022,Industri,Batubara dan Pengilangan Migas,,
Sulawesi Barat,2022,Industri,Makanan dan Minuman,5357.76,4.05
Sulawesi Barat,2022,Industri,Pengolahan Tembakau,,
Sulawesi Barat,2022,Industri,Tekstil dan Pakaian Jadi,73.26,0.06
Sulawesi Barat,2022,Industri,"Kulit, Barang dari Kulit, dan Alas Kaki",,
Sulawesi Barat,2022,Industri,"Kayu, Barang dari Kayu dan Gabus; dan Barang Anyaman dari Bambu, Rotan, dan Sejenisnya",17.0,0.01
Sulawesi Barat,2022,Industri,Kertas dan Barang dari Kertas; Percetakan dan Reproduksi Media Rekaman,7.18,0.01
Sulawesi Barat,2022,Industri,"Kimia, Farmasi, dan Obat Tradisional",3.48,0.0
Sulawesi Barat,2022,Industri,Karet; Barang dari Karet dan Plastik,2.16,0.0
Sulawesi Barat,2022,Industri,Barang Galian bukan Logam,263.93,0.2
Sulawesi Barat,2022,Industri,Logam Dasar,,
Sulawesi Barat,2022,Industri,"Barang Logam; Komputer, Barang Elektronik, Optik; dan Peralatan Listrik",110.21,0.08
Sulawesi Barat,2022,Industri,Mesin dan Perlengkapan,,
Sulawesi Barat,2022,Industri,Alat Angkutan,3.81,0.0
Sulawesi Barat,2022,Industri,Furnitur,3.35,0.0
Sulawesi Barat,2022,Industri,Pengolahan Lainnya; Jasa Reparasi dan Pemasangan Mesin dan Peralatan,5.99,0.0
Sulawesi Barat,2022,J,Informasi dan Komunikasi,2129.12,1.61
Sulawesi Barat,2022,Jasa,Pertanian dan Perburuan,355.67,0.27
Sulawesi Barat,2022,Jasa,Perantara Keuangan,1075.65,0.81
Sulawesi Barat,2022,Jasa,Keuangan Lainnya,192.67,0.15
Sulawesi Barat,2022,Jasa,Penunjang Keuangan,0.32,0.0
Sulawesi Barat,2022,K,Jasa Keuangan dan Asuransi,1272.79,0.96
Sulawesi Barat,2022,L,Real Estat,1346.03,1.02
Sulawesi Barat,2022,"M,N",Jasa Perusahaan,32.75,0.02
Sulawesi Barat,2022,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3650.26,2.76
Sulawesi Barat,2022,P,Jasa Pendidikan,2411.95,1.82
Sulawesi Barat,2022,Produk,Domestik Bruto,54028.35,40.84
Sulawesi Barat,2022,Q,Jasa Kesehatan dan Kegiatan Sosial,1000.97,0.76
Sulawesi Barat,2022,"R,S,T,U",Jasa Lainnya,898.16,0.68
Sulawesi Barat,2022,Tanaman,Pangan,2690.09,2.03
Sulawesi Barat,2022,Tanaman,Hortikultura,2225.27,1.68
Sulawesi Barat,2022,Tanaman,Perkebunan,11138.38,8.42
Sulawesi Barat,2023,A,"Pertanian, Kehutanan, dan Perikanan",26171.84,18.21
Sulawesi Barat,2023,Angkutan,Rel,,
Sulawesi Barat,2023,Angkutan,Darat,654.24,0.46
Sulawesi Barat,2023,Angkutan,Laut,81.33,0.06
Sulawesi Barat,2023,Angkutan,"Sungai, Danau, dan Penyeberangan",43.92,0.03
Sulawesi Barat,2023,Angkutan,Udara,72.49,0.05
Sulawesi Barat,2023,Asuransi,dan Dana Pensiun,4.51,0.0
Sulawesi Barat,2023,B,Pertambangan dan Penggalian,1288.82,0.9
Sulawesi Barat,2023,C,Industri Pengolahan,6534.37,4.55
Sulawesi Barat,2023,D,Pengadaan Listrik dan Gas,23.17,0.02
Sulawesi Barat,2023,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",75.05,0.05
Sulawesi Barat,2023,F,Konstruksi,4294.63,2.99
Sulawesi Barat,2023,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,5821.08,4.05
Sulawesi Barat,2023,H,Transportasi dan Pergudangan,892.69,0.62
Sulawesi Barat,2023,I,Penyediaan Akomodasi dan Makan Minum,142.15,0.1
Sulawesi Barat,2023,Industri,Batubara dan Pengilangan Migas,,
Sulawesi Barat,2023,Industri,Makanan dan Minuman,5986.62,4.17
Sulawesi Barat,2023,Industri,Pengolahan Tembakau,,
Sulawesi Barat,2023,Industri,Tekstil dan Pakaian Jadi,73.65,0.05
Sulawesi Barat,2023,Industri,"Kulit, Barang dari Kulit, dan Alas Kaki",,
Sulawesi Barat,2023,Industri,"Kayu, Barang dari Kayu dan Gabus; dan Barang Anyaman dari Bambu, Rotan, dan Sejenisnya",17.33,0.01
Sulawesi Barat,2023,Industri,Kertas dan Barang dari Kertas; Percetakan dan Reproduksi Media Rekaman,8.28,0.01
Sulawesi Barat,2023,Industri,"Kimia, Farmasi, dan Obat Tradisional",4.41,0.0
Sulawesi Barat,2023,Industri,Karet; Barang dari Karet dan Plastik,2.31,0.0
Sulawesi Barat,2023,Industri,Barang Galian bukan Logam,288.99,0.2
Sulawesi Barat,2023,Industri,Logam Dasar,,
Sulawesi Barat,2023,Industri,"Barang Logam; Komputer, Barang Elektronik, Optik; dan Peralatan Listrik",138.61,0.1
Sulawesi Barat,2023,Industri,Mesin dan Perlengkapan,,
Sulawesi Barat,2023,Industri,Alat Angkutan,4.16,0.0
Sulawesi Barat,2023,Industri,Furnitur,3.33,0.0
Sulawesi Barat,2023,Industri,Pengolahan Lainnya; Jasa Reparasi dan Pemasangan Mesin dan Peralatan,6.68,0.0
Sulawesi Barat,2023,J,Informasi dan Komunikasi,2335.13,1.63
Sulawesi Barat,2023,Jasa,Pertanian dan Perburuan,394.66,0.27
Sulawesi Barat,2023,Jasa,Perantara Keuangan,1032.22,0.72
Sulawesi Barat,2023,Jasa,Keuangan Lainnya,199.06,0.14
Sulawesi Barat,2023,Jasa,Penunjang Keuangan,0.34,0.0
Sulawesi Barat,2023,K,Jasa Keuangan dan Asuransi,1236.13,0.86
Sulawesi Barat,2023,L,Real Estat,1471.07,1.02
Sulawesi Barat,2023,"M,N",Jasa Perusahaan,36.18,0.03
Sulawesi Barat,2023,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3731.32,2.6
Sulawesi Barat,2023,P,Jasa Pendidikan,2490.4,1.73
Sulawesi Barat,2023,Produk,Domestik Bruto,58571.82,40.76
Sulawesi Barat,2023,Q,Jasa Kesehatan dan Kegiatan Sosial,1054.19,0.73
Sulawesi Barat,2023,"R,S,T,U",Jasa Lainnya,973.59,0.68
Sulawesi Barat,2023,Tanaman,Pangan,2540.98,1.77
Sulawesi Barat,2023,Tanaman,Hortikultura,2768.52,1.93
Sulawesi Barat,2023,Tanaman,Perkebunan,12229.11,8.51
Sulawesi Barat,2024,A,"Pertanian, Kehutanan, dan Perikanan",29608.76,18.69
Sulawesi Barat,2024,Angkutan,Rel,,
Sulawesi Barat,2024,Angkutan,Darat,705.36,0.45
Sulawesi Barat,2024,Angkutan,Laut,97.96,0.06
Sulawesi Barat,2024,Angkutan,"Sungai, Danau, dan Penyeberangan",47.4,0.03
Sulawesi Barat,2024,Angkutan,Udara,72.12,0.05
Sulawesi Barat,2024,Asuransi,dan Dana Pensiun,4.87,0.0
Sulawesi Barat,2024,B,Pertambangan dan Penggalian,1417.81,0.9
Sulawesi Barat,2024,C,Industri Pengolahan,6684.64,4.22
Sulawesi Barat,2024,D,Pengadaan Listrik dan Gas,25.46,0.02
Sulawesi Barat,2024,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",81.92,0.05
Sulawesi Barat,2024,F,Konstruksi,4618.63,2.92
Sulawesi Barat,2024,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,6241.99,3.94
Sulawesi Barat,2024,H,Transportasi dan Pergudangan,967.34,0.61
Sulawesi Barat,2024,I,Penyediaan Akomodasi dan Makan Minum,156.04,0.1
Sulawesi Barat,2024,Industri,Batubara dan Pengilangan Migas,,
Sulawesi Barat,2024,Industri,Makanan dan Minuman,6115.98,3.86
Sulawesi Barat,2024,Industri,Pengolahan Tembakau,,
Sulawesi Barat,2024,Industri,Tekstil dan Pakaian Jadi,81.57,0.05
Sulawesi Barat,2024,Industri,"Kulit, Barang dari Kulit, dan Alas Kaki",,
Sulawesi Barat,2024,Industri,"Kayu, Barang dari Kayu dan Gabus; dan Barang Anyaman dari Bambu, Rotan, dan Sejenisnya",18.14,0.01
Sulawesi Barat,2024,Industri,Kertas dan Barang dari Kertas; Percetakan dan Reproduksi Media Rekaman,8.99,0.01
Sulawesi Barat,2024,Industri,"Kimia, Farmasi, dan Obat Tradisional",5.92,0.0
Sulawesi Barat,2024,Industri,Karet; Barang dari Karet dan Plastik,2.4,0.0
Sulawesi Barat,2024,Industri,Barang Galian bukan Logam,294.8,0.19
Sulawesi Barat,2024,Industri,Logam Dasar,,
Sulawesi Barat,2024,Industri,"Barang Logam; Komputer, Barang Elektronik, Optik; dan Peralatan Listrik",141.54,0.09
Sulawesi Barat,2024,Industri,Mesin dan Perlengkapan,,
Sulawesi Barat,2024,Industri,Alat Angkutan,4.41,0.0
Sulawesi Barat,2024,Industri,Furnitur,3.71,0.0
Sulawesi Barat,2024,Industri,Pengolahan Lainnya; Jasa Reparasi dan Pemasangan Mesin dan Peralatan,7.17,0.0
Sulawesi Barat,2024,J,Informasi dan Komunikasi,2490.3,1.57
Sulawesi Barat,2024,Jasa,Pertanian dan Perburuan,426.44,0.27
Sulawesi Barat,2024,Jasa,Perantara Keuangan,1061.19,0.67
Sulawesi Barat,2024,Jasa,Keuangan Lainnya,213.18,0.13
Sulawesi Barat,2024,Jasa,Penunjang Keuangan,0.37,0.0
Sulawesi Barat,2024,K,Jasa Keuangan dan Asuransi,1279.61,0.81
Sulawesi Barat,2024,L,Real Estat,1620.27,1.02
Sulawesi Barat,2024,"M,N",Jasa Perusahaan,40.2,0.03
Sulawesi Barat,2024,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",3989.5,2.52
Sulawesi Barat,2024,P,Jasa Pendidikan,2765.97,1.75
Sulawesi Barat,2024,Produk,Domestik Bruto,64214.65,40.54
Sulawesi Barat,2024,Q,Jasa Kesehatan dan Kegiatan Sosial,1187.94,0.75
Sulawesi Barat,2024,"R,S,T,U",Jasa Lainnya,1038.28,0.66
Sulawesi Barat,2024,Tanaman,Pangan,2921.49,1.84
Sulawesi Barat,2024,Tanaman,Hortikultura,3012.5,1.9
Sulawesi Barat,2024,Tanaman,Perkebunan,14702.39,9.28
Sulawesi Selatan,2014,A,"Pertanian, Kehutanan, dan Perikanan",68465.44,9.77
Sulawesi Selatan,2014,Angkutan,Rel,0.0,0.0
Sulawesi Selatan,2014,Angkutan,Darat,4155.73,0.59
Sulawesi Selatan,2014,Angkutan,Laut,858.83,0.12
Sulawesi Selatan,2014,Angkutan,"Sungai, Danau, dan Penyeberangan",356.66,0.05
Sulawesi Selatan,2014,Angkutan,Udara,4884.94,0.7
Sulawesi Selatan,2014,Asuransi,dan Dana Pensiun,354.64,0.05
Sulawesi Selatan,2014,B,Pertambangan dan Penggalian,21181.98,3.02
Sulawesi Selatan,2014,C,Industri Pengolahan,41652.14,5.94
Sulawesi Selatan,2014,D,Pengadaan Listrik dan Gas,204.64,0.03
Sulawesi Selatan,2014,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",354.76,0.05
Sulawesi Selatan,2014,F,Konstruksi,36015.37,5.14
Sulawesi Selatan,2014,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,37623.8,5.37
Sulawesi Selatan,2014,H,Transportasi dan Pergudangan,11827.82,1.69
Sulawesi Selatan,2014,I,Penyediaan Akomodasi dan Makan Minum,4108.43,0.59
Sulawesi Selatan,2014,Industri,Batubara dan Pengilangan Migas,0.0,0.0
Sulawesi Selatan,2014,Industri,Makanan dan Minuman,19601.69,2.8
Sulawesi Selatan,2014,Industri,Pengolahan Tembakau,46.78,0.01
Sulawesi Selatan,2014,Industri,Tekstil dan Pakaian Jadi,36.45,0.01
Sulawesi Selatan,2014,Industri,"Kulit, Barang dari Kulit, dan Alas Kaki",217.89,0.03
Sulawesi Selatan,2014,Industri,"Kayu, Barang dari Kayu dan Gabus; dan Barang Anyaman dari Bambu, Rotan, dan Sejenisnya",639.82,0.09
Sulawesi Selatan,2014,Industri,Kertas dan Barang dari Kertas; Percetakan dan Reproduksi Media Rekaman,369.3,0.05
Sulawesi Selatan,2014,Industri,"Kimia, Farmasi, dan Obat Tradisional",27.75,0.0
Sulawesi Selatan,2014,Industri,Karet; Barang dari Karet dan Plastik,120.08,0.02
Sulawesi Selatan,2014,Industri,Barang Galian bukan Logam,19083.97,2.72
Sulawesi Selatan,2014,Industri,Logam Dasar,254.67,0.04
Sulawesi Selatan,2014,Industri,"Barang Logam; Komputer, Barang Elektronik, Optik; dan Peralatan Listrik",1110.14,0.16
Sulawesi Selatan,2014,Industri,Mesin dan Perlengkapan,0.0,0.0
Sulawesi Selatan,2014,Industri,Alat Angkutan,53.25,0.01
Sulawesi Selatan,2014,Industri,Furnitur,38.92,0.01
Sulawesi Selatan,2014,Industri,Pengolahan Lainnya; Jasa Reparasi dan Pemasangan Mesin dan Peralatan,51.43,0.01
Sulawesi Selatan,2014,J,Informasi dan Komunikasi,14594.26,2.08
Sulawesi Selatan,2014,Jasa,Pertanian dan Perburuan,1244.75,0.18
Sulawesi Selatan,2014,Jasa,Perantara Keuangan,7162.1,1.02
Sulawesi Selatan,2014,Jasa,Keuangan Lainnya,3265.2,0.47
Sulawesi Selatan,2014,Jasa,Penunjang Keuangan,41.83,0.01
Sulawesi Selatan,2014,K,Jasa Keuangan dan Asuransi,10823.77,1.54
Sulawesi Selatan,2014,L,Real Estat,11523.07,1.64
Sulawesi Selatan,2014,"M,N",Jasa Perusahaan,1297.15,0.19
Sulawesi Selatan,2014,O,"Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",13632.19,1.95
Sulawesi Selatan,2014,P,Jasa Pendidikan,15497.61,2.21
Sulawesi Selatan,2014,Produk,Domestik Bruto,298033.8,42.53
Sulawesi Selatan,2014,Q,Jasa Kesehatan dan Kegiatan Sosial,5509.31,0.79
Sulawesi Selatan,2014,"R,S,T,U",Jasa Lainnya,3722.08,0.53
Sulawesi Selatan,2014,Tanaman,Pangan,23220.31,3.31
Sulawesi Selatan,2014,Tanaman,Hortikultura,3980.21,0.57
Sulawesi Selatan,2014,Tanaman,Perkebunan,13598.44,1.94
Sulawesi Selatan,2015,A,"Pertanian, Kehutanan, dan Perikanan",78781.76,9.85
Sulawesi Selatan,2015,Angkutan,Rel,0.0,0.0
Sulawesi Selatan,2015,Angkutan,Darat,5307.07,0.66
Sulawesi Selatan,2015,Angkutan,Laut,898.77,0.11
Sulawesi Selatan,2015,Angkutan,"Sungai, Danau, dan Penyeberangan",407.96,0.05
Sulawesi Selatan,2015,Angkutan,Udara,5828.57,0.73
Sulawesi Selatan,2015,Asuransi,dan Dana Pensiun,417.47,0.05
Sulawesi Selatan,2015,B,Pertambangan dan Penggalian,21521.03,2.69
Sulawesi Selatan,2015,C,Industri Pengolahan,47250.09,5.91
Sulawesi Selatan,2015,D,Pengadaan Listrik dan Gas,193.48,0.02
Sulawesi Selatan,2015,E,"Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",369.75,0.05
Sulawesi Selatan,2015,F,Konstruksi,42181.43,5.27
Sulawesi Selatan,2015,G,Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,43788.67,5.47
Sulawesi Selatan,2015,H,Transportasi dan Pergudangan,14245.73,1.78
Sulawesi Selatan,2015,I,Penyediaan Akomodasi dan Makan Minum,4548.96,0.57
Sulawesi Selatan,2015,Industri,Batubara dan Pengilangan Migas,0.0,0.0
